,Unnamed: 0.1,Unnamed: 0,nommun,estado,region,id_poligon,codigo_uni,eventos,inm_30km,inm_in_gri,inm_in_est,eventos_ed,eventos_gr,sc_30km,promedio_s,sc_estado,geometry,distancia_metros,distancia_km,max_vul2r1_normalized,max_vul2r2_normalized,max_vul2r3_normalized,max_vul2r4_normalized,inm_30km_adjusted,log_eventos_per_inm_30km,norm_log_eventos_per_inm_30km,latitud
188,188,188,"Calera, Zacatecas",Zacatecas,Centro,PG956,C-PG956-2,42.0,0,1,0,1126,45,0,0.0,8.0,POINT (-102.856222886116 22.97848),1634615.0,1634.615,0.36212299762575895,0.27127949920099687,0.3645447180235647,0.41637977124731773,1,3.7612001156935624,0.3134278171297306,22.97848
189,189,189,"Cienega de Flores, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-7,41.0,0,1,0,16985,6668,27,66.5,104.0,POINT (-100.1662028 25.956169),1685478.0,1685.478,,,,,1,3.7376696182833684,0.3113045771328626,25.956169
190,190,190,"Playas de Rosarito, Baja California",Baja California,Pacifico,PG189,P-PG189-1,38.0,1,0,2,33879,64,13,8.0,66.0,POINT (-116.873307225176 32.25812915),4090519.0,4090.519,,,,,2,2.995732273553991,0.2443569466583343,32.25812915
191,191,191,"Villa de Tututepec, Oaxaca",Oaxaca,Sur,PG1219,S-PG1219-1,37.0,0,0,4,8835,37,0,0.0,16.0,POINT (-97.6080871 16.1303062),803746.0,803.746,0.16685018031821947,0.14222902567738321,0.1765058209977272,0.14054979728493244,1,3.6375861597263857,0.30227369272236077,16.1303062
192,192,192,"Santa Maria Mixtequilla, Oaxaca",Oaxaca,Sur,PG1376,S-PG1376-2,37.0,0,1,4,8835,4326,3,1.571428571,16.0,POINT (-95.259722 16.374444),454851.0,454.851,,,,,1,3.6375861597263857,0.30227369272236077,16.374444
193,193,193,"San Bartolo Soyaltepec, Oaxaca",Oaxaca,Sur,PG1260,S-PG1260-4,36.0,0,0,4,8835,146,0,0.166666667,16.0,POINT (-97.3119436609311 17.57706925),798804.0,798.804,,,,,1,3.6109179126442243,0.29986732247594705,17.57706925
194,194,194,"San Pedro Pochutla, Oaxaca",Oaxaca,Sur,PG1297,S-PG1297-2,36.0,1,1,4,8835,203,0,0.0,16.0,POINT (-96.465278 15.744444),653283.0,653.283,,,,,2,2.9444389791664403,0.23972857130713604,15.744444
195,195,195,"Mapastepec, Chiapas",Chiapas,Sur,PG1491,S-PG1491-1,35.0,0,0,13,223058,35,1,1.0,117.0,POINT (-92.898367 15.43981),133622.0,133.622,0.4317581277322814,0.6559102826187972,0.48136890695726053,0.3668597101798365,1,3.58351893845611,0.2973950161385486,15.43981
196,196,196,"San Pablo Etla, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-6,35.0,1,1,4,8835,2797,8,7.785714286,16.0,POINT (-96.7644253 17.1450449),715592.0,715.592,,,,,2,2.917770732084279,0.23732220106072235,17.1450449
197,197,197,"El Carmen, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-1,35.0,0,1,0,16985,6668,56,66.5,104.0,POINT (-100.3613419 25.9368419),1690397.0,1690.397,,,,,1,3.58351893845611,0.2973950161385486,25.9368419
198,198,198,"General Zuazua, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-9,35.0,0,1,0,16985,6668,40,66.5,104.0,POINT (-100.1078021 25.8953873),1686869.0,1686.869,,,,,1,3.58351893845611,0.2973950161385486,25.8953873
199,199,199,"Tepeapulco, Hidalgo",Hidalgo,Centro,PG1185,C-PG1185-7,35.0,0,0,1,1046,3233,1,12.92857143,6.0,POINT (-98.5522855 19.7875962),954439.0,954.439,,,,,1,3.58351893845611,0.2973950161385486,19.7875962
200,200,200,"Agua Prieta, Sonora",Sonora,Pacifico,PG578,P-PG578-2,35.0,1,1,2,31997,35,2,2.0,28.0,POINT (-109.5564331 31.3305591),2938631.0,2938.631,0.174633632301789,0.18573178879257546,0.10365458162508503,0.13815801802995809,2,2.917770732084279,0.23732220106072235,31.3305591
201,201,201,"Hualahuises, Nuevo Leon",Nuevo Leon,Golfo,PG1154,G-PG1154-1,34.0,0,0,0,16985,53,1,1.0,104.0,POINT (-99.6739794 24.8838044),1542629.0,1542.629,0.30522038361064185,0.272419164202998,0.33254291986853307,0.24685788304251247,1,3.5553480614894135,0.2948530582836064,24.8838044
202,202,202,"Tlaxcala, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-13,3.0,1,1,0,7686,5071,7,17.90909091,8.0,POINT (-98.166667 19.416667),906098.0,906.098,,,,,2,0.9162907318741551,0.05672158241266023,19.416667
203,203,203,"Tzompantepec, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-17,33.0,1,1,0,7686,5071,7,17.90909091,8.0,POINT (-98.086162281471 19.38326045),874065.0,874.065,,,,,2,2.8622008809294686,0.23230793686838175,19.38326045
204,204,204,"Victoria, Tamaulipas",Tamaulipas,Golfo,PG1152,G-PG1152-2,33.0,0,0,3,10385,571,10,5.0,46.0,POINT (-99.1441352 23.7389846),1366501.0,1366.501,,,,,1,3.5263605246161616,0.29223741031718,23.7389846
205,205,205,"Acapulco de Juarez, Guerrero",Guerrero,Pacifico,PG1103,P-PG1103-1,32.0,0,0,1,1478,32,2,2.0,8.0,POINT (-99.8940182 16.8680495),1454199.0,1454.199,0.39290250413380634,0.27223834597704216,0.3558412506501316,0.2869205009894232,1,3.4965075614664802,0.2895436718772534,16.8680495
206,206,206,"San Andres Huaxpaltepec, Oaxaca",Oaxaca,Sur,PG1220,S-PG1220-2,31.0,0,0,4,8835,38,0,0.0,16.0,POINT (-97.9346251942668 16.3411829),845650.0,845.65,0.3451380724433316,0.33408845573536605,0.3921548778614869,0.6385778898429862,1,3.4657359027997265,0.28676703629185696,16.3411829
207,207,207,"Altar, Sonora",Sonora,Pacifico,PG460,P-PG460-2,,0,0,2,31997,413,1,1.0,28.0,POINT (-111.8380038 30.7170323),3113353.0,3113.353,,,,,1,,,30.7170323
208,208,208,"Chilpancingo de los Bravo, Guerrero",Guerrero,Pacifico,PG1143,P-PG1143-1,30.0,0,0,1,1478,30,4,4.0,8.0,POINT (-99.5048416 17.5542149),1348757.0,1348.757,0.27119130094136334,0.20234506400305996,0.23027612789692162,0.6063742280681198,1,3.4339872044851463,0.2839022389637388,17.5542149
209,209,209,"Comonfort, Guanajuato",Guanajuato,Centro,PG1070,C-PG1070-2,29.0,0,0,0,199,75,3,9.0,13.0,POINT (-100.761188 20.7199475),1239127.0,1239.127,0.22714532858444023,0.13254470621587114,0.21709379392293507,0.1415927796670987,1,3.4011973816621555,0.28094349728929247,20.7199475
210,210,210,"Ensenada, Baja California",Baja California,Pacifico,PG189,P-PG189-2,26.0,0,0,2,33879,64,3,8.0,66.0,POINT (-116.602983 31.8658887),4122087.0,4122.087,,,,,1,3.295836866004329,0.2714364453542821,31.8658887
211,211,211,"Medellin de Bravo, Veracruz",Veracruz,Golfo,PG1340,G-PG1340-1,27.0,1,0,3,66430,86,3,1.5,54.0,POINT (-96.1442918 19.0404677),687357.0,687.357,,,,,2,2.6741486494265287,0.21533931897361688,19.0404677
212,212,212,"Calpulalpan, Tlaxcala",Tlaxcala,Centro,PG1185,C-PG1185-6,25.0,0,0,0,7686,3233,1,12.92857143,8.0,POINT (-98.569167 19.587778),931725.0,931.725,,,,,1,3.258096538021482,0.26803100209181263,19.587778
213,213,213,"Francisco I. Madero, Coahuila",Coahuila,Centro,PG961,C-PG961-1,,0,0,4,26155,0,0,0.0,72.0,POINT (-103.099655568766 26.23755265),2001997.0,2001.997,,,,,1,,,26.23755265
214,214,214,"Concepcion Buenavista, Oaxaca",Oaxaca,Sur,PG1261,S-PG1261-1,25.0,0,0,4,8835,29,0,0.0,16.0,POINT (-97.4004708 17.8781515),840651.0,840.651,,,,,1,3.258096538021482,0.26803100209181263,17.8781515
215,215,215,"Isla Mujeres, Quintana Roo",Quintana Roo,Sur,PG1851,S-PG1851-1,24.0,0,0,2,2492,24,25,25.0,74.0,POINT (-86.7350001 21.2371906),395756.0,395.756,,,,,1,3.2188758248682006,0.26449197844003636,21.2371906
216,216,216,"Cozumel, Quintana Roo",Quintana Roo,Sur,PG1849,S-PG1849-1,24.0,0,0,2,2492,24,18,18.0,74.0,POINT (-86.9206905837727 20.4320599),341133.0,341.133,,,,,1,3.2188758248682006,0.26449197844003636,20.4320599
217,217,217,"Santiago, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-8,23.0,0,1,0,16985,6668,23,66.5,104.0,POINT (-100.1513376 25.4243595),1626660.0,1626.66,,,,,1,3.1780538303479458,0.26080846550759046,25.4243595
218,218,218,"Mapimi, Durango",Durango,Centro,PG921,C-PG921-1,23.0,0,1,0,1446,1696,0,2.666666667,5.0,POINT (-103.8480216 25.8337403),2022573.0,2022.573,,,,,1,3.1780538303479458,0.26080846550759046,25.8337403
219,219,219,"Mineral de la Reforma, Hidalgo",Hidalgo,Centro,PG1186,C-PG1186-6,22.0,1,1,1,1046,119,3,2.777777778,6.0,POINT (-98.7305724236319 20.06063885),989002.0,989.002,,,,,2,2.4849066497880004,0.19826334409236573,20.06063885
220,220,220,"Tenabo, Campeche",Campeche,Sur,PG1654,S-PG1654-2,21.0,0,1,3,3630,452,0,2.666666667,10.0,POINT (-90.2254956 20.0406607),,,,,,,1,3.091042453358316,0.2529571212462952,20.0406607
221,221,221,"Apaseo el Grande, Guanajuato",Guanajuato,Centro,PG1070,C-PG1070-5,22.0,0,0,0,199,75,39,9.0,13.0,POINT (-100.597986786366 20.59193265),1209772.0,1209.772,,,,,1,3.1354942159291497,0.2569681609866107,20.59193265
222,222,222,"Nezahualcoyotl, Estado de Mexico",Estado de Mexico,Centro,PG1146,C-PG1146-12,22.0,1,1,1,9586,14894,132,91.23076923,,POINT (-99.0181547 19.4079028),969262.0,969.262,,,,,2,2.4849066497880004,0.19826334409236573,19.4079028
223,223,223,"Naranjos Amatlan, Veracruz",Veracruz,Golfo,PG1227,G-PG1227-2,21.0,0,0,3,66430,95,0,0.0,54.0,POINT (-97.6760013002664 21.3093326),1017942.0,1017.942,,,,,1,3.091042453358316,0.2529571212462952,21.3093326
224,224,224,"Cuernavaca, Morelos",Morelos,Centro,PG1145,C-PG1145-2,19.0,0,0,0,45,42,7,7.833333333,9.0,POINT (-99.2342282 18.9218274),1225450.0,1225.45,0.17896731885886963,0.019933524307896935,0.07195235496311042,0.11168632885846946,1,2.995732273553991,0.2443569466583343,18.9218274
225,225,225,"Jesus Maria, Aguascalientes",Aguascalientes,Centro,PG994,C-PG994-1,399.0,1,1,2,559,515,45,29.66666667,46.0,POINT (-102.468451716512 21.9345555),1483041.0,1483.041,,,,,2,5.300814246746624,0.4523526450162397,21.9345555
226,226,226,"San Pedro Totolapam, Oaxaca",Oaxaca,Sur,PG1258,S-PG1258-1,20.0,0,0,4,8835,20,1,1.0,16.0,POINT (-97.0043148 15.8659835),723062.0,723.062,,,,,1,3.044522437723423,0.24875945571763786,15.8659835
227,227,227,"Linares, Nuevo Leon",Nuevo Leon,Golfo,PG1154,G-PG1154-2,19.0,0,0,0,16985,53,1,1.0,104.0,POINT (-99.5684539 24.8596282),1529703.0,1529.703,,,,,1,2.995732273553991,0.2443569466583343,24.8596282
228,228,228,"Escuintla, Chiapas",Chiapas,Sur,PG1530,S-PG1530-3,19.0,2,4,13,223058,113641,2,22.33333333,117.0,POINT (-92.5557653736153 15.35100255),114031.0,114.031,,,,,3,1.992430164690206,0.15382544920011235,15.35100255
229,229,229,"Tulancingo de Bravo, Hidalgo",Hidalgo,Centro,PG1186,C-PG1186-9,19.0,0,1,1,1046,119,0,2.777777778,6.0,POINT (-98.3475328 20.0792094),1009325.0,1009.325,,,,,1,2.995732273553991,0.2443569466583343,20.0792094
230,230,230,"Chapulhuacan, Hidalgo",Hidalgo,Centro,PG1187,C-PG1187-1,18.0,0,0,1,1046,18,1,1.0,6.0,POINT (-98.9521191559816 21.1263192),1230375.0,1230.375,0.5929687452609586,0.47992216084855605,0.5723218641511099,0.48157967310272803,1,2.9444389791664403,0.23972857130713604,21.1263192
231,231,231,"San Francisco de los Romo, Aguascalientes",Aguascalientes,Centro,PG994,C-PG994-3,18.0,1,1,2,559,515,44,29.66666667,46.0,POINT (-102.2707133 22.0746282),1495362.0,1495.362,,,,,2,2.302585092994046,0.18181182524310963,22.0746282
232,232,232,"Salinas Victoria, Nuevo Leon",Nuevo Leon,Golfo,PG1117,G-PG1117-1,18.0,0,0,0,16985,18,0,0.0,104.0,POINT (-100.327087699587 26.1216805),1709835.0,1709.835,0.2806043810980358,0.21407453420689,0.2698798871669338,0.22245196821683325,1,2.9444389791664403,0.23972857130713604,26.1216805
233,233,233,"Angel R. Cabada, Veracruz",Veracruz,Golfo,PG1379,G-PG1379-1,21.0,0,0,3,66430,123,0,0.0,54.0,POINT (-95.3861682474972 18.5927238),583334.0,583.334,,,,,1,3.091042453358316,0.2529571212462952,18.5927238
234,234,234,"Cosoleacaque, Veracruz",Veracruz,Golfo,PG1417,G-PG1417-1,20.0,0,0,3,66430,4568,15,13.2,54.0,POINT (-94.6174830085876 18.0060183),406218.0,406.218,,,,,1,3.044522437723423,0.24875945571763786,18.0060183
235,235,235,"Garcia, Nuevo Leon",Nuevo Leon,Golfo,PG1077,G-PG1077-5,17.0,1,1,0,16985,3453,99,74.2,104.0,POINT (-100.4018251 25.6651753),1666210.0,1666.21,,,,,2,2.2512917986064953,0.1771834498919114,25.6651753
236,236,236,"Amatlan de los Reyes, Veracruz",Veracruz,Golfo,PG1301,G-PG1301-1,17.0,0,0,3,66430,1747,2,0.75,54.0,POINT (-96.8685723968666 18.87251165),680045.0,680.045,,,,,1,2.8903717578961645,0.2348498947233239,18.87251165
237,237,237,"Nativitas, Tlaxcala",Tlaxcala,Centro,PG1185,C-PG1185-14,17.0,2,0,0,7686,3233,45,12.92857143,8.0,POINT (-98.314722 19.233333),878090.0,878.09,,,,,3,1.8971199848858813,0.14522527461215146,19.233333
238,238,238,"Chiautempan, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-8,16.0,2,1,0,7686,5071,35,17.90909091,8.0,POINT (-98.1925 19.313889),892775.0,892.775,,,,,3,1.8458266904983307,0.1405968992609532,19.313889
239,239,239,"Miguel Aleman, Tamaulipas",Tamaulipas,Golfo,PG1156,G-PG1156-3,16.0,1,1,3,10385,29,0,0.0,46.0,POINT (-99.0314218 26.3995446),1743928.0,1743.928,0.07982599340315295,0.06366268850129901,0.08588652621712402,0.12837056146738252,2,2.1972245773362196,0.17230477330809923,26.3995446
240,240,240,"El Marques, Queretaro",Queretaro,Centro,PG1109,C-PG1109-2,,0,0,0,2174,871,37,37.0,40.0,POINT (-100.283576535042 20.73507785),1187780.0,1187.78,,,,,1,,,20.73507785
241,241,241,"Martinez de la Torre, Veracruz",Veracruz,Golfo,PG1264,G-PG1264-3,15.0,0,0,3,66430,74,0,0.25,54.0,POINT (-97.0461646766573 20.1197165),861151.0,861.151,,,,,1,2.772588722239781,0.22422191487663226,20.1197165
242,242,242,"Frontera Hidalgo, Chiapas",Chiapas,Sur,PG1529,S-PG1529-2,1356.0,1,0,13,223058,49262,67,54.66666667,117.0,POINT (-92.2161368344744 14.7531678),1190.0,1.19,,,,,2,6.520621127558696,0.5624201337159496,14.7531678
243,243,243,"Palizada, Campeche",Campeche,Sur,PG1534,S-PG1534-3,21.0,0,1,3,3630,33857,0,6.5,10.0,POINT (-92.0907089 18.2549484),155838.0,155.838,,,,,1,3.091042453358316,0.2529571212462952,18.2549484
244,244,244,"San Miguel de Allende, Guanajuato",Guanajuato,Centro,PG1070,C-PG1070-3,16.0,0,0,0,199,75,0,9.0,13.0,POINT (-100.743784 20.9142238),1233678.0,1233.678,,,,,1,2.833213344056216,0.22969228890195525,20.9142238
245,245,245,"Isla, Veracruz",Veracruz,Golfo,PG1339,G-PG1339-5,15.0,0,0,3,66430,3221,0,0.6,54.0,POINT (-95.5281332 18.0276212),528250.0,528.25,,,,,1,2.772588722239781,0.22422191487663226,18.0276212
246,246,246,"Aldama, Tamaulipas",Tamaulipas,Golfo,PG1229,G-PG1229-1,14.0,0,0,3,10385,14,1,1.0,46.0,POINT (-98.0741727 22.9196081),1221491.0,1221.491,0.003718120582806156,0.05981610658588487,0.0035256863587620774,0.025334669265278806,1,2.70805020110221,0.2183983758740678,22.9196081
247,247,247,"Zihuatanejo de Azueta, Guerrero",Guerrero,Pacifico,PG1027,P-PG1027-1,14.0,1,0,1,1478,14,1,1.0,8.0,POINT (-101.496952435006 17.80789995),1717296.0,1717.296,0.04444777388944917,0.0229766973318214,0.03139341609547681,0.08765361206902275,2,2.0794415416798357,0.16167679346140756,17.80789995
248,248,248,"Santiago Niltepec, Oaxaca",Oaxaca,Sur,PG1415,S-PG1415-1,14.0,0,1,4,8835,297,0,0.0,16.0,POINT (-94.6131085 16.5614134),371122.0,371.122,,,,,1,2.70805020110221,0.2183983758740678,16.5614134
249,249,249,"Villa de Tezontepec, Hidalgo",Hidalgo,Centro,PG1186,C-PG1186-4,17.0,1,1,1,1046,119,3,2.777777778,6.0,POINT (-98.8003276778997 19.9143587),1000362.0,1000.362,,,,,2,2.2512917986064953,0.1771834498919114,19.9143587
250,250,250,"Hueyotlipan, Tlaxcala",Tlaxcala,Centro,PG1185,C-PG1185-13,14.0,1,0,0,7686,3233,7,12.92857143,8.0,POINT (-98.348056 19.469444),930226.0,930.226,,,,,2,2.0794415416798357,0.16167679346140756,19.469444
251,251,251,"Tizayuca, Hidalgo",Hidalgo,Centro,PG1186,C-PG1186-1,15.0,0,1,1,1046,119,2,2.777777778,6.0,POINT (-98.9815648 19.841245),1000096.0,1000.096,,,,,1,2.772588722239781,0.22422191487663226,19.841245
252,252,252,"Tierra Blanca, Veracruz",Veracruz,Golfo,PG1301,G-PG1301-8,13.0,0,0,3,66430,1747,0,0.75,54.0,POINT (-96.2152007748733 18.5272475),599687.0,599.687,,,,,1,2.6390573296152584,0.21217290508667966,18.5272475
253,253,253,"Miahuatlan de Porfirio Diaz, Oaxaca",Oaxaca,Sur,PG1298,S-PG1298-5,12.0,0,0,4,8835,463,0,4.857142857,16.0,POINT (-96.5850578538718 16.3610815),752634.0,752.634,,,,,1,2.5649493574615367,0.20548588067658793,16.3610815
254,254,254,"Asuncion Nochixtlan, Oaxaca",Oaxaca,Sur,PG1260,S-PG1260-5,13.0,0,0,4,8835,146,0,0.166666667,16.0,POINT (-97.225 17.457222),784964.0,784.964,,,,,1,2.6390573296152584,0.21217290508667966,17.457222
255,255,255,"Sanctorum de Lazaro Cardenas, Tlaxcala",Tlaxcala,Centro,PG1185,C-PG1185-10,13.0,0,0,0,7686,3233,1,12.92857143,8.0,POINT (-98.471944 19.4925),919544.0,919.544,,,,,1,2.6390573296152584,0.21217290508667966,19.4925
256,256,256,"Tulum, Quintana Roo",Quintana Roo,Sur,PG1810,S-PG1810-1,13.0,0,0,2,2492,13,9,9.0,74.0,POINT (-87.4495481261673 20.1692965),253452.0,253.452,,,,,1,2.6390573296152584,0.21217290508667966,20.1692965
257,257,257,"Paras, Nuevo Leon",Nuevo Leon,Golfo,PG1156,G-PG1156-1,13.0,0,1,0,16985,29,0,0.0,104.0,POINT (-99.5229954 26.4993853),1784199.0,1784.199,,,,,1,2.6390573296152584,0.21217290508667966,26.4993853
258,258,258,"Ixtapaluca, Estado de Mexico",Estado de Mexico,Centro,PG1185,C-PG1185-3,11.0,1,0,1,9586,3233,40,12.92857143,,POINT (-98.8840481 19.3129326),949143.0,949.143,,,,,2,1.8718021769015913,0.14294075926136324,19.3129326
259,259,259,"Doctor Arroyo, Nuevo Leon",Nuevo Leon,Golfo,PG1113,G-PG1113-1,11.0,0,0,0,16985,11,0,0.0,104.0,POINT (-100.225663498075 23.80420455),1604117.0,1604.117,0.003545586725091335,0.0026368692575001757,0.0032419993484227006,0.02072774338700245,1,2.4849066497880004,0.19826334409236573,23.80420455
260,260,260,"Culiacan, Sinaloa",Sinaloa,Pacifico,PG725,P-PG725-1,11.0,0,0,1,1070,11,5,5.0,12.0,POINT (-107.393395 24.7978965),2194672.0,2194.672,0.22830190226307095,0.06943499561116619,0.13792663868676222,0.15569195189320129,1,2.4849066497880004,0.19826334409236573,24.7978965
261,261,261,"El Espinal, Oaxaca",Oaxaca,Sur,PG1376,S-PG1376-5,10.0,1,1,4,8835,4326,2,1.571428571,16.0,POINT (-95.0581833048719 16.4609135),427981.0,427.981,,,,,2,1.791759469228055,0.13571822267714104,16.4609135
262,262,262,"Santa Maria Coyotepec, Oaxaca",Oaxaca,Sur,PG1298,S-PG1298-3,9.0,1,0,4,8835,463,8,4.857142857,16.0,POINT (-96.7108042440475 16.9716988),706752.0,706.752,,,,,2,1.7047480922384253,0.12786687841584585,16.9716988
263,263,263,"Minatitlan, Veracruz",Veracruz,Golfo,PG1417,G-PG1417-2,10.0,0,0,3,66430,4568,14,13.2,54.0,POINT (-94.5567103 17.992773),403180.0,403.18,,,,,1,2.3978952727983707,0.19041199983107054,17.992773
264,264,264,"Ciudad Ixtepec, Oaxaca",Oaxaca,Sur,PG1376,S-PG1376-4,10.0,1,1,4,8835,4326,2,1.571428571,16.0,POINT (-95.0959653 16.5564139),434934.0,434.934,,,,,2,1.791759469228055,0.13571822267714104,16.5564139
265,265,265,"Santa Cruz Quilehtla, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-4,9.0,2,1,0,7686,5071,45,17.90909091,8.0,POINT (-98.221111 19.212222),872375.0,872.375,,,,,3,1.3862943611198906,0.09913167204618285,19.212222
266,266,266,"Salto de Agua, Chiapas",Chiapas,Sur,PG1533,S-PG1533-2,9.0,1,0,13,223058,9,24,12.0,117.0,POINT (-92.2248024988609 17.4348976),111398.0,111.398,0.002965301328011336,0.06302765366247241,0.0014872620804970667,0.05456806181176055,2,1.7047480922384253,0.12786687841584585,17.4348976
267,267,267,"Bacalar, Quintana Roo",Quintana Roo,Sur,PG1769,S-PG1769-1,9.0,2,2,2,2492,9,22,22.0,74.0,POINT (-88.3922556 18.6782559),32916.0,32.916,,,,,3,1.3862943611198906,0.09913167204618285,18.6782559
268,268,268,"Gutierrez Zamora, Veracruz",Veracruz,Golfo,PG1264,G-PG1264-2,9.0,0,0,3,66430,74,0,0.25,54.0,POINT (-97.085536109707 20.456991),885859.0,885.859,,,,,1,2.302585092994046,0.18181182524310963,20.456991
269,269,269,"Manzanillo, Colima",Colima,Pacifico,PG872,P-PG872-1,10.0,0,0,0,18,10,1,1.0,8.0,POINT (-104.3159957 19.0506256),1999809.0,1999.809,0.2760175401792,0.11780915401501495,0.29880407135183445,0.22142286130182573,1,2.3978952727983707,0.19041199983107054,19.0506256
270,270,270,"Gonzalez, Tamaulipas",Tamaulipas,Golfo,PG1190,G-PG1190-2,8.0,0,0,3,10385,14,0,0.5,46.0,POINT (-98.5763189554293 22.79038735),1247820.0,1247.82,0.3943680225943905,0.3400471984783115,0.3722326231742427,0.3453598925266005,1,2.1972245773362196,0.17230477330809923,22.79038735
271,271,271,"Motozintla, Chiapas",Chiapas,Sur,PG1530,S-PG1530-6,8.0,2,4,13,223058,113641,3,22.33333333,117.0,POINT (-92.3488036187158 15.3050827),35928.0,35.928,,,,,3,1.2992829841302609,0.09128032778488765,15.3050827
272,272,272,"Seybaplaya, Campeche",Campeche,Sur,PG1614,S-PG1614-2,13.0,0,0,3,3630,162,7,3.5,10.0,POINT (-90.6253669555515 19.60337225),279187.0,279.187,,,,,1,2.6390573296152584,0.21217290508667966,19.60337225
273,273,273,"Celaya, Guanajuato",Guanajuato,Centro,PG1070,C-PG1070-1,8.0,0,0,0,199,75,3,9.0,13.0,POINT (-100.8140458 20.521788),1221119.0,1221.119,,,,,1,2.1972245773362196,0.17230477330809923,20.521788
274,274,274,"Zacatelco, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-3,8.0,2,1,0,7686,5071,45,17.90909091,8.0,POINT (-98.239722 19.215833),871546.0,871.546,,,,,3,1.2992829841302609,0.09128032778488765,19.215833
275,275,275,"Puente de Ixtla, Morelos",Morelos,Centro,PG1145,C-PG1145-1,8.0,0,0,0,45,42,4,7.833333333,9.0,POINT (-99.3192092 18.6171111),1229625.0,1229.625,,,,,1,2.1972245773362196,0.17230477330809923,18.6171111
276,276,276,"Panuco, Veracruz",Veracruz,Golfo,PG1228,G-PG1228-1,8.0,0,1,3,66430,1412,1,4.0,54.0,POINT (-98.232957921869 22.08052495),1170507.0,1170.507,,,,,1,2.1972245773362196,0.17230477330809923,22.08052495
277,277,277,"Juan Rodriguez Clara, Veracruz",Veracruz,Golfo,PG1378,G-PG1378-1,8.0,0,1,3,66430,45773,0,15.0,54.0,POINT (-95.344127993385 17.97320895),492370.0,492.37,,,,,1,2.1972245773362196,0.17230477330809923,17.97320895
278,278,278,"Villa Corzo, Chiapas",Chiapas,Sur,PG1492,S-PG1492-1,380.0,0,1,13,223058,11676,0,0.0,117.0,POINT (-93.2650025252038 16.0631888),352251.0,352.251,,,,,1,5.942799375126701,0.5102812335288031,16.0631888
279,279,279,"Tihuatlan, Veracruz",Veracruz,Golfo,PG1265,G-PG1265-1,35.0,0,0,3,66430,382,1,0.666666667,54.0,POINT (-97.5367859622192 20.716735),945230.0,945.23,,,,,1,3.58351893845611,0.2973950161385486,20.716735
280,280,280,"Imuris, Sonora",Sonora,Pacifico,PG538,P-PG538-1,7.0,0,0,2,31997,7,0,0.0,28.0,POINT (-110.8463861 30.7874899),3082770.0,3082.77,0.22766645672800576,0.187598956800328,0.22935966378850906,0.22968967650179986,1,2.0794415416798357,0.16167679346140756,30.7874899
281,281,281,"Copainala, Chiapas",Chiapas,Sur,PG1494,S-PG1494-1,7.0,0,0,13,223058,18974,0,0.25,117.0,POINT (-93.2102105 17.0930214),350838.0,350.838,,,,,1,2.0794415416798357,0.16167679346140756,17.0930214
282,282,282,"Los Ramones, Nuevo Leon",Nuevo Leon,Golfo,PG1155,G-PG1155-1,7.0,0,0,0,16985,2063,0,0.5,104.0,POINT (-99.6250811 25.6973768),1656797.0,1656.797,,,,,1,2.0794415416798357,0.16167679346140756,25.6973768
283,283,283,"Coyoacan, Ciudad de Mexico",Ciudad de Mexico,Centro,PG1146,C-PG1146-8,1.0,1,1,0,8915,14894,134,91.23076923,,POINT (-99.1623599 19.349885),986724.0,986.724,,,,,2,0.4054651081081644,0.01062797984669166,19.349885
284,284,284,"Temixco, Morelos",Morelos,Centro,PG1145,C-PG1145-4,7.0,0,0,0,45,42,9,7.833333333,9.0,POINT (-99.2236369 18.8449428),1249064.0,1249.064,,,,,1,2.0794415416798357,0.16167679346140756,18.8449428
285,285,285,"Tocatlan, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-19,8.0,1,1,0,7686,5071,7,17.90909091,8.0,POINT (-98.03 19.389167),869712.0,869.712,,,,,2,1.6094379124341003,0.1192667038278849,19.389167
286,286,286,"Texistepec, Veracruz",Veracruz,Golfo,PG1378,G-PG1378-5,7.0,1,1,3,66430,45773,25,15.0,54.0,POINT (-94.816389 17.894167),437679.0,437.679,,,,,2,1.5040773967762742,0.10975965189287454,17.894167
287,287,287,"San Dionisio Ocotepec, Oaxaca",Oaxaca,Sur,PG1298,S-PG1298-7,7.0,0,0,4,8835,463,0,4.857142857,16.0,POINT (-96.3960971 16.7975187),649690.0,649.69,,,,,1,2.0794415416798357,0.16167679346140756,16.7975187
288,288,288,"Santiago Pinotepa Nacional, Oaxaca",Oaxaca,Sur,PG1220,S-PG1220-1,7.0,0,0,4,8835,38,0,0.0,16.0,POINT (-98.0536701 16.3406076),861180.0,861.18,,,,,1,2.0794415416798357,0.16167679346140756,16.3406076
