,Unnamed: 0.1,Unnamed: 0,nommun,estado,region,id_poligon,codigo_uni,eventos,inm_30km,inm_in_gri,inm_in_est,eventos_ed,eventos_gr,sc_30km,promedio_s,sc_estado,geometry,distancia_metros,distancia_km,max_vul2r1_normalized,max_vul2r2_normalized,max_vul2r3_normalized,max_vul2r4_normalized,inm_30km_adjusted,log_eventos_per_inm_30km,norm_log_eventos_per_inm_30km,latitud
90,90,90,"Mezcalapa, Chiapas",Chiapas,Sur,PG1455,S-PG1455-2,439.0,0,0,13,223058,739,0,0.0,117.0,POINT (-93.6349751688609 17.2364959),388319.0,388.319,,,,,1,6.0867747269123065,0.523272638688896,17.2364959
91,91,91,"Aguascalientes, Aguascalientes",Aguascalientes,Centro,PG955,C-PG955-1,44.0,1,0,2,559,44,45,45.0,46.0,POINT (-102.5000001 22.0000001),1491359.0,1491.359,,,,,2,3.1354942159291497,0.2569681609866107,22.0000001
92,92,92,"Caborca, Sonora",Sonora,Pacifico,PG460,P-PG460-1,413.0,0,0,2,31997,413,1,1.0,28.0,POINT (-112.1562598 30.7166014),3145678.0,3145.678,0.49659648782399723,0.5878041266048467,0.5522686158696981,0.35920326240438055,1,6.025865973825314,0.5177766264942011,30.7166014
93,93,93,"Chalco, Estado de Mexico",Estado de Mexico,Centro,PG1185,C-PG1185-2,411.0,1,0,1,9586,3233,25,12.92857143,,POINT (-98.8958362 19.2612215),952121.0,952.121,,,,,2,5.330300412401088,0.4550132860209943,19.2612215
94,94,94,"Matamoros, Tamaulipas",Tamaulipas,Golfo,PG1272,G-PG1272-1,374.0,1,1,3,10385,374,8,8.0,46.0,POINT (-97.5064866 25.8810158),1636595.0,1636.595,0.2923927806378565,0.3157397792145804,0.21141898329283693,0.16018791896593984,2,5.236441962829949,0.4465441061860142,25.8810158
95,95,95,"Catazaja, Chiapas",Chiapas,Sur,PG1534,S-PG1534-4,2052.0,1,1,13,223058,33857,23,6.5,117.0,POINT (-92.0379312528531 17.76826375),134764.0,134.764,,,,,2,6.934397209928558,0.5997566129462807,17.76826375
96,96,96,"San Marcos, Guerrero",Guerrero,Pacifico,PG1142,P-PG1142-1,379.0,0,0,1,1478,379,0,0.0,8.0,POINT (-99.390341851477 16.85734375),1063625.0,1063.625,0.20022427557117345,0.17992050428067685,0.22132980219097073,0.1520837101661309,1,5.940171252720432,0.5100440887497368,16.85734375
97,97,97,"Durango, Durango",Durango,Centro,PG841,C-PG841-1,574.0,0,0,0,1446,574,4,4.0,5.0,POINT (-104.663661325132 24.0350752647048),1874364.0,1874.364,0.4928500251150378,0.37738289415420173,0.41954335516396407,0.31500177638354177,1,6.354370040797351,0.5474187102109136,24.0350752647048
98,98,98,"Othon P. Blanco, Quintana Roo",Quintana Roo,Sur,PG1730,S-PG1730-1,347.0,0,0,2,2492,347,0,0.0,74.0,POINT (-88.8257581580335 18.43704555),37910.0,37.91,0.3866114289553153,0.2295598598284046,0.3004593558732841,0.15044721924910223,1,5.8522024797744745,0.5021063552654739,18.43704555
99,99,99,"Comalcalco, Tabasco",Tabasco,Sur,PG1495,G-PG1495-2,334.0,0,1,3,290299,105212,0,2.833333333,43.0,POINT (-93.2231523 18.2615076),278177.0,278.177,,,,,1,5.814130531825066,0.49867098876064836,18.2615076
100,100,100,"Tlacolula de Matamoros, Oaxaca",Oaxaca,Sur,PG1298,S-PG1298-6,351.0,0,0,4,8835,463,2,4.857142857,16.0,POINT (-96.4611074593091 16.9314623),683132.0,683.132,0.29507699438496016,0.2618732011952877,0.32869691465219064,0.4735264639230416,1,5.863631175598097,0.503137606907194,16.9314623
101,101,101,"Huehuetoca, Estado de Mexico",Estado de Mexico,Centro,PG1147,C-PG1147-6,349.0,0,0,1,9586,3846,3,2.75,,POINT (-99.2044638 19.833375),1037604.0,1037.604,,,,,1,5.857933154483459,0.5026234543109825,19.833375
102,102,102,"La Paz, Baja California Sur",Baja California Sur,Pacifico,PG529,P-PG529-1,346.0,0,0,0,404,346,4,4.0,15.0,POINT (-110.3158532 24.1619948),2636501.0,2636.501,,,,,1,5.849324779946859,0.5018466902330497,24.1619948
103,103,103,"Chenalho, Chiapas",Chiapas,Sur,PG1532,S-PG1532-2,,0,1,13,223058,771,3,2.25,117.0,POINT (-92.5192123769078 16.9717161),241559.0,241.559,,,,,1,,,16.9717161
104,104,104,"Apetatitlan de Antonio Carvajal, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-9,321.0,1,1,0,7686,5071,12,17.90909091,8.0,POINT (-98.1912020545409 19.3505173),896718.0,896.718,,,,,2,5.084505142662711,0.4328343095781331,19.3505173
105,105,105,"Comitan de Dominguez, Chiapas",Chiapas,Sur,PG1531,S-PG1531-2,178.0,2,4,13,223058,988,6,3.0,117.0,POINT (-92.1753212427065 16.2911698),60272.0,60.272,,,,,3,4.099884742597716,0.34398852877264324,16.2911698
106,106,106,"Las Choapas, Veracruz",Veracruz,Golfo,PG1455,G-PG1455-1,300.0,0,0,3,66430,739,0,0.0,54.0,POINT (-93.9400086353229 17.56348585),388786.0,388.786,,,,,1,5.707110264748875,0.4890141715854521,17.56348585
107,107,107,"Coatzacoalcos, Veracruz",Veracruz,Golfo,PG1417,G-PG1417-3,316.0,0,0,3,66430,4568,14,13.2,54.0,POINT (-94.4501731 18.1396787),388224.0,388.224,,,,,1,5.75890177387728,0.49368750261465283,18.1396787
108,108,108,"Allende, Coahuila",Coahuila,Centro,PG1081,C-PG1081-1,,0,1,4,26155,21530,0,0.666666667,72.0,POINT (-100.8517302 28.3420816),2037885.0,2037.885,,,,,1,,,28.3420816
109,109,109,"San Pedro Tapanatepec, Oaxaca",Oaxaca,Sur,PG1415,S-PG1415-2,283.0,1,1,4,8835,297,0,0.0,16.0,POINT (-94.1927528 16.3689223),317108.0,317.108,0.5828332089173074,0.5562786622336897,0.6714770697247846,0.41504921427622277,2,4.959341999708705,0.42154039655024567,16.3689223
110,110,110,"Carmen, Campeche",Campeche,Sur,PG1574,S-PG1574-1,260.0,1,1,3,3630,260,2,2.0,10.0,POINT (-91.81492 18.651739),274885.0,274.885,0.24427685410336408,0.14067740592130232,0.169323360241782,0.13478468555274453,2,4.875197323201151,0.41394772481152736,18.651739
111,111,111,"Cotaxtla, Veracruz",Veracruz,Golfo,PG1301,G-PG1301-7,144.0,0,0,3,66430,1747,0,0.75,54.0,POINT (-96.350999057041 18.85765725),652417.0,652.417,,,,,1,4.976733742420574,0.423109715000993,18.85765725
112,112,112,"Ixtenco, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-21,261.0,0,1,0,7686,5071,0,17.90909091,8.0,POINT (-97.8947561 19.2518725),870042.0,870.042,,,,,1,5.568344503761097,0.4764928462267521,19.2518725
113,113,113,"Tuxpan, Veracruz",Veracruz,Golfo,PG1265,G-PG1265-3,218.0,0,0,3,66430,382,0,0.666666667,54.0,POINT (-97.4073817712075 20.95647915),967339.0,967.339,,,,,1,5.389071729816501,0.4603164298360067,20.95647915
114,114,114,"Tonala, Chiapas",Chiapas,Sur,PG1453,S-PG1453-2,230.0,0,0,13,223058,19971,4,4.0,117.0,POINT (-93.7546502 16.0894476),251033.0,251.033,,,,,1,5.442417710521793,0.46513002633297484,16.0894476
115,115,115,"Guadalupe, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-5,223.0,1,1,0,16985,6668,99,66.5,104.0,POINT (-100.2151753 25.6751114),1661086.0,1661.086,,,,,2,4.722953221644475,0.40021020111717737,25.6751114
116,116,116,"Santo Domingo Tehuantepec, Oaxaca",Oaxaca,Sur,PG1376,S-PG1376-3,222.0,0,1,4,8835,4326,1,1.571428571,16.0,POINT (-95.2468005 16.3172613),464543.0,464.543,,,,,1,5.407171771460119,0.4619496606042631,16.3172613
117,117,117,"Tepic, Nayarit",Nayarit,Pacifico,PG837,P-PG837-1,219.0,0,0,0,221,219,8,8.0,9.0,POINT (-104.8915889 21.5119156),1717249.0,1717.249,0.2926600867417505,0.171102777070542,0.22688015609368514,0.431586666368015,1,5.393627546352362,0.4607275172736714,21.5119156
118,118,118,"Calakmul, Campeche",Campeche,Sur,PG1690,S-PG1690-1,211.0,0,0,3,3630,211,0,0.0,10.0,POINT (-89.8083280398131 18.1073406),,,0.043940024199433166,0.03257549531966846,0.04007782596418904,0.05497723986839401,1,5.356586274672012,0.4573851523335872,18.1073406
119,119,119,"Ecatepec de Morelos, Estado de Mexico",Estado de Mexico,Centro,PG1146,C-PG1146-13,185.0,0,1,1,9586,14894,87,91.23076923,,POINT (-99.000754 19.6074415),1010826.0,1010.826,,,,,1,5.225746673713202,0.4455790324251464,19.6074415
120,120,120,"Ocosingo, Chiapas",Chiapas,Sur,PG1532,S-PG1532-4,70.0,0,1,13,223058,771,0,2.25,117.0,POINT (-92.092776 16.9057),175697.0,175.697,,,,,1,4.2626798770413155,0.35867810947808215,16.9057
121,121,121,"Juarez, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-10,180.0,1,1,0,16985,6668,82,66.5,104.0,POINT (-100.0907766 25.6467011),1642261.0,1642.261,,,,,2,4.51085950651685,0.3810722351323094,25.6467011
122,122,122,"Solidaridad, Quintana Roo",Quintana Roo,Sur,PG1811,S-PG1811-1,166.0,0,0,2,2492,166,0,0.0,74.0,POINT (-87.5034526829676 20.5843747),,,0.27123370455241386,0.18279077773354777,0.2232490671830509,0.13089711314991437,1,5.117993812416755,0.43585611068263885,20.5843747
123,123,123,"La Trinitaria, Chiapas",Chiapas,Sur,PG1531,S-PG1531-4,17.0,2,4,13,223058,988,6,3.0,117.0,POINT (-92.0542431 16.1206164),45020.0,45.02,,,,,3,1.8971199848858813,0.14522527461215146,16.1206164
124,124,124,"Zinapecuaro, Michoacan",Michoacan,Pacifico,PG1069,P-PG1069-1,176.0,0,0,0,317,177,0,16.0,13.0,POINT (-100.770909712988 19.8563181),1216029.0,1216.029,,,,,1,5.176149732573829,0.4411037250266803,19.8563181
125,125,125,"Santa Maria Huatulco, Oaxaca",Oaxaca,Sur,PG1297,S-PG1297-3,163.0,1,1,4,8835,203,0,0.0,16.0,POINT (-96.3214401 15.8337711),635359.0,635.359,0.5144649064778368,0.38251619541419024,0.4581512734468566,0.3091490760926728,2,4.412798293340635,0.3722238250741801,15.8337711
126,126,126,"Santa Catarina, Nuevo Leon",Nuevo Leon,Golfo,PG1077,G-PG1077-3,167.0,1,1,0,16985,3453,95,74.2,104.0,POINT (-100.4616371 25.6745052),1671669.0,1671.669,,,,,2,4.436751534363128,0.3743852107222177,25.6745052
127,127,127,"Berriozabal, Chiapas",Chiapas,Sur,PG1493,S-PG1493-2,141.0,0,1,13,223058,13987,5,4.75,117.0,POINT (-93.3370761804707 16.87168945),243408.0,243.408,,,,,1,4.955827057601261,0.4212232308933068,16.87168945
128,128,128,"La Antigua, Veracruz",Veracruz,Golfo,PG1302,G-PG1302-2,160.0,1,0,3,66430,2223,3,2.0,54.0,POINT (-96.3186409251967 19.3176799),716947.0,716.947,,,,,2,4.394449154672439,0.37056811740046497,19.3176799
129,129,129,"Matias Romero Avendano, Oaxaca",Oaxaca,Sur,PG1376,S-PG1376-6,157.0,0,1,4,8835,4326,1,1.571428571,16.0,POINT (-95.0405586 16.8761133),448196.0,448.196,,,,,1,5.062595033026967,0.43085728290065106,16.8761133
130,130,130,"Zumpango, Estado de Mexico",Estado de Mexico,Centro,PG1147,C-PG1147-8,155.0,0,0,1,9586,3846,2,2.75,,POINT (-99.081809533527 19.81293675),1018632.0,1018.632,,,,,1,5.049856007249537,0.4297077955532202,19.81293675
131,131,131,"Champoton, Campeche",Campeche,Sur,PG1614,S-PG1614-1,149.0,0,0,3,3630,162,0,3.5,10.0,POINT (-90.7242742 19.3439655),214597.0,214.597,0.2739411832770658,0.2631952585742478,0.2456656995539355,0.16116103795758668,1,5.0106352940962555,0.4261687719014439,19.3439655
132,132,132,"China, Nuevo Leon",Nuevo Leon,Golfo,PG1194,G-PG1194-1,146.0,0,0,0,16985,146,0,0.0,104.0,POINT (-98.9811115045569 25.4915799),1634099.0,1634.099,0.02733719202688766,0.025515838381907126,0.030009068861747326,0.05341415380563564,1,4.990432586778736,0.4243458101733593,25.4915799
133,133,133,"Nuevo Laredo, Tamaulipas",Tamaulipas,Golfo,PG1157,G-PG1157-1,143.0,1,1,3,10385,143,10,10.0,46.0,POINT (-99.5074055 27.4930466),1874895.0,1874.895,0.030366216951885332,0.050815302138657974,0.013988339951208292,0.031705895134662224,2,4.283586561860629,0.36056459358576826,27.4930466
134,134,134,"Morelia, Michoacan",Michoacan,Pacifico,PG1029,P-PG1029-1,136.0,0,0,0,317,136,6,6.0,13.0,POINT (-101.1923818 19.7027116),1481231.0,1481.231,,,,,1,4.919980925828125,0.41798870765365986,19.7027116
135,135,135,"Apizaco, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-15,133.0,1,1,0,7686,5071,7,17.90909091,8.0,POINT (-98.14 19.415556),879904.0,879.904,,,,,2,4.212127597878484,0.35411659855120886,19.415556
136,136,136,"Poza Rica de Hidalgo, Veracruz",Veracruz,Golfo,PG1265,G-PG1265-2,129.0,0,0,3,66430,382,1,0.666666667,54.0,POINT (-97.4451247998728 20.53765745),926465.0,926.465,,,,,1,4.867534450455582,0.41325627670396403,20.53765745
137,137,137,"Janos, Chihuahua",Chihuahua,Centro,PG655,C-PG655-1,116.0,1,1,3,10221,116,0,0.0,39.0,POINT (-108.1930484 30.8893267),2777768.0,2777.768,0.2725974036125429,0.19608348208553278,0.23110792858340506,0.3307605473830624,2,4.07753744390572,0.3419720529804975,30.8893267
138,138,138,"Camerino Z. Mendoza, Veracruz",Veracruz,Golfo,PG1262,G-PG1262-2,126.0,0,0,3,66430,1947,2,2.0,54.0,POINT (-97.1599321403411 18.7896308),725465.0,725.465,,,,,1,4.844187086458591,0.41114956148262016,18.7896308
139,139,139,"Chiapa de Corzo, Chiapas",Chiapas,Sur,PG1493,S-PG1493-4,3578.0,1,1,13,223058,13987,7,4.75,117.0,POINT (-93.0115045 16.7075202),200289.0,200.289,,,,,2,7.489970898834801,0.6498879916812766,16.7075202
140,140,140,"Texcoco, Estado de Mexico",Estado de Mexico,Centro,PG1185,C-PG1185-4,153.0,0,0,1,9586,3233,46,12.92857143,,POINT (-98.8821254 19.5144327),974203.0,974.203,,,,,1,5.0369526024136295,0.42854347570201673,19.5144327
141,141,141,"Antiguo Morelos, Tamaulipas",Tamaulipas,Golfo,PG1150,G-PG1150-1,122.0,0,0,3,10385,122,1,1.0,46.0,POINT (-99.0871371606598 22.56570125),1316568.0,1316.568,0.31000842299084347,0.296853521990956,0.35084564861165635,0.2367276867489707,1,4.812184355372417,0.4082618418791348,22.56570125
142,142,142,"Salina Cruz, Oaxaca",Oaxaca,Sur,PG1375,S-PG1375-1,155.0,0,0,4,8835,155,1,1.0,16.0,POINT (-95.195833 16.1825),494431.0,494.431,0.3222974750150071,0.28562460060053846,0.3327405867685116,0.2250443702089414,1,5.049856007249537,0.4297077955532202,16.1825
143,143,143,"Xalapa, Veracruz",Veracruz,Golfo,PG1263,G-PG1263-4,103.0,0,0,3,66430,109,8,4.25,54.0,POINT (-96.9146374 19.5408338),795909.0,795.909,,,,,1,4.6443908991413725,0.39312124492226197,19.5408338
144,144,144,"San Miguel Tequixtepec, Oaxaca",Oaxaca,Sur,PG1261,S-PG1261-3,,0,0,4,8835,29,0,0.0,16.0,POINT (-97.340556 17.801944),826486.0,826.486,,,,,1,,,17.801944
145,145,145,"San Juan Bautista Tuxtepec, Oaxaca",Oaxaca,Sur,PG1339,S-PG1339-2,108.0,0,0,4,8835,3221,1,0.6,16.0,POINT (-96.1227767 18.0874632),605361.0,605.361,,,,,1,4.6913478822291435,0.3973583395695269,18.0874632
146,146,146,"Tlajomulco de Zuniga, Jalisco",Jalisco,Pacifico,PG913,P-PG913-1,113.0,1,0,1,1428,113,78,78.0,86.0,POINT (-103.400509663829 20.48187375),1734853.0,1734.853,0.3756746548978699,0.07749958912916195,0.1513438395564032,0.47936223308040754,2,4.051784947803305,0.3396483141835374,20.48187375
147,147,147,"San Andres Tuxtla, Veracruz",Veracruz,Golfo,PG1379,G-PG1379-2,102.0,0,0,3,66430,123,0,0.0,54.0,POINT (-95.1983153392005 18.4633672),544504.0,544.504,,,,,1,4.634728988229636,0.3922494165313718,18.4633672
148,148,148,"Yauhquemehcan, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-10,98.0,1,1,0,7686,5071,7,17.90909091,8.0,POINT (-98.1824244 19.4057444),904133.0,904.133,,,,,2,3.912023005428146,0.327037099855261,19.4057444
149,149,149,"Cosio, Aguascalientes",Aguascalientes,Centro,PG994,C-PG994-2,98.0,0,1,2,559,515,0,29.66666667,46.0,POINT (-102.312008510523 22.3705155),1530445.0,1530.445,0.3123590521302412,0.245500568181188,0.3289811416605462,0.3350555861810441,1,4.59511985013459,0.3886753439234362,22.3705155
150,150,150,"Trancoso, Zacatecas",Zacatecas,Centro,PG995,C-PG995-1,99.0,1,0,0,1126,99,7,7.0,8.0,POINT (-102.3667969 22.7353025),1549770.0,1549.77,0.30817670981525624,0.23320023372302517,0.22871848360037025,0.24738116173240876,2,3.9219733362813143,0.32793495339746304,22.7353025
151,151,151,"Ojinaga, Chihuahua",Chihuahua,Centro,PG887,C-PG887-1,101.0,0,0,3,10221,101,0,0.0,39.0,POINT (-104.4128523 29.5654282),2531470.0,2531.47,0.1310159127341311,0.12410933551205057,0.14798097776514765,0.14616943082369147,1,4.624972813284271,0.39136908236336276,29.5654282
152,152,152,"Pesqueria, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-11,93.0,0,1,0,16985,6668,69,66.5,104.0,POINT (-100.0520621 25.7851361),1671057.0,1671.057,,,,,1,4.543294782270004,0.3839989847707895,25.7851361
153,153,153,"Anahuac, Nuevo Leon",Nuevo Leon,Golfo,PG1118,G-PG1118-1,86.0,0,0,0,16985,86,0,0.0,104.0,POINT (-100.0333715 27.0285283),1889336.0,1889.336,0.5427612550777748,0.5194330644477724,0.6048521637726184,0.4242096626910772,1,4.465908118654584,0.3770161124350244,27.0285283
154,154,154,"Atlangatepec, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-5,85.0,1,1,0,7686,5071,6,17.90909091,8.0,POINT (-98.208333 19.530833),895388.0,895.388,,,,,2,3.7727609380946383,0.31447099101979975,19.530833
155,155,155,"Cadereyta Jimenez, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-12,83.0,0,1,0,16985,6668,5,66.5,104.0,POINT (-99.8711735172066 25.517337),1631859.0,1631.859,,,,,1,4.430816798843313,0.3738496985480872,25.517337
156,156,156,"Moloacan, Veracruz",Veracruz,Golfo,PG1417,G-PG1417-4,4202.0,0,0,3,66430,4568,14,13.2,54.0,POINT (-94.2823290741812 17.9926405),386529.0,386.529,,,,,1,8.343553835005117,0.7269097987058806,17.9926405
157,157,157,"Angostura, Sinaloa",Sinaloa,Pacifico,PG647,P-PG647-1,79.0,0,0,1,1070,79,0,0.0,12.0,POINT (-108.16152 25.3657471),2291946.0,2291.946,0.28469962542575944,0.22896003457979244,0.2830789009727548,0.23506929683629899,1,4.382026634673881,0.36944718948878363,25.3657471
158,158,158,"Tula de Allende, Hidalgo",Hidalgo,Centro,PG1147,C-PG1147-2,76.0,0,0,1,1046,3846,4,2.75,6.0,POINT (-99.3729561601143 20.0489487),1044904.0,1044.904,,,,,1,4.343805421853684,0.36599835428679206,20.0489487
159,159,159,"Villa de Zaachila, Oaxaca",Oaxaca,Sur,PG1298,S-PG1298-2,78.0,1,0,4,8835,463,8,4.857142857,16.0,POINT (-96.749167 16.950833),708564.0,708.564,,,,,2,3.6888794541139363,0.306902068073559,16.950833
160,160,160,"Tlalnepantla de Baz, Estado de Mexico",Estado de Mexico,Centro,PG1146,C-PG1146-7,75.0,1,1,1,9586,14894,129,91.23076923,,POINT (-99.1899352247449 19.54649025),994753.0,994.753,,,,,2,3.6506582412937387,0.30345323287156734,19.54649025
161,161,161,"Ozuluama de Mascarenas, Veracruz",Veracruz,Golfo,PG1227,G-PG1227-1,74.0,0,0,3,66430,95,0,0.0,54.0,POINT (-97.850556 21.661111),1064733.0,1064.733,,,,,1,4.31748811353631,0.3636236504862192,21.661111
162,162,162,"Rio Blanco, Veracruz",Veracruz,Golfo,PG1262,G-PG1262-3,50.0,0,0,3,66430,1947,2,2.0,54.0,POINT (-97.1522938888273 18.84522475),714413.0,714.413,,,,,1,3.9318256327243257,0.3288239609481381,18.84522475
163,163,163,"Huamantla, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-20,1687.0,1,1,0,7686,5071,2,17.90909091,8.0,POINT (-97.9230236 19.313427),878276.0,878.276,,,,,2,6.738744736247855,0.5821021983215785,19.313427
164,164,164,"San Luis Rio Colorado, Sonora",Sonora,Pacifico,PG307,P-PG307-1,67.0,0,0,2,31997,67,2,2.0,28.0,POINT (-114.7652542 32.4517957),3495743.0,3495.743,0.027782006098655415,0.01913357369714293,0.027703109697099645,0.039335594668653724,1,4.219507705176107,0.35478253173240465,32.4517957
165,165,165,"Yanga, Veracruz",Veracruz,Golfo,PG1301,G-PG1301-2,62.0,0,0,3,66430,1747,2,0.75,54.0,POINT (-96.7992608 18.8313634),672938.0,672.938,,,,,1,4.143134726391533,0.3478911277638207,18.8313634
166,166,166,"Los Cabos, Baja California Sur",Baja California Sur,Pacifico,PG566,P-PG566-1,58.0,0,0,0,404,58,7,7.0,15.0,POINT (-109.689768413063 23.27184805),2817517.0,2817.517,,,,,1,4.07753744390572,0.3419720529804975,23.27184805
167,167,167,"San Luis de la Paz, Guanajuato",Guanajuato,Centro,PG1071,C-PG1071-1,65.0,0,0,0,199,65,0,0.0,13.0,POINT (-100.516269 21.2970466),1265816.0,1265.816,0.24391564007922506,0.17653883875464862,0.23511742508645792,0.21236397319949854,1,4.189654742026425,0.35208879329247805,21.2970466
168,168,168,"Alvarado, Veracruz",Veracruz,Golfo,PG1340,G-PG1340-2,59.0,0,0,3,66430,86,0,1.5,54.0,POINT (-95.9238540059007 18.82874235),663954.0,663.954,,,,,1,4.0943445622221,0.34348861870451713,18.82874235
169,169,169,"Rio Bravo, Tamaulipas",Tamaulipas,Golfo,PG1233,G-PG1233-4,50.0,0,0,3,10385,6389,10,10.0,46.0,POINT (-98.0945766 25.988981),1650464.0,1650.464,,,,,1,3.9318256327243257,0.3288239609481381,25.988981
170,170,170,"Carrillo Puerto, Veracruz",Veracruz,Golfo,PG1301,G-PG1301-5,55.0,0,0,3,66430,1747,0,0.75,54.0,POINT (-96.5842838954223 18.8215893),650751.0,650.751,,,,,1,4.02535169073515,0.3372631479171291,18.8215893
171,171,171,"Fortin, Veracruz",Veracruz,Golfo,PG1262,G-PG1262-6,54.0,0,0,3,66430,1947,2,2.0,54.0,POINT (-96.9982014 18.8993309),692623.0,692.623,,,,,1,4.007333185232471,0.335637274443222,18.8993309
172,172,172,"Chahuites, Oaxaca",Oaxaca,Sur,PG1414,S-PG1414-1,54.0,1,0,4,8835,54,0,0.0,16.0,POINT (-94.1942777 16.2885299),311322.0,311.322,0.13698484418479176,0.258876216997914,0.15669533047951795,0.12818652757652174,2,3.332204510175204,0.27471802650190436,16.2885299
173,173,173,"Sayula de Aleman, Veracruz",Veracruz,Golfo,PG1378,G-PG1378-3,9311.0,0,1,3,66430,45773,25,15.0,54.0,POINT (-94.954397521018 17.74768255),467723.0,467.723,,,,,1,9.139059169971219,0.7986910583825343,17.74768255
174,174,174,"Soto la Marina, Tamaulipas",Tamaulipas,Golfo,PG1230,G-PG1230-1,54.0,0,0,3,10385,54,0,0.0,46.0,POINT (-98.0502640007194 23.87599915),1386501.0,1386.501,,,,,1,4.007333185232471,0.335637274443222,23.87599915
175,175,175,"San Nicolas de los Garza, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-4,50.0,1,1,0,16985,6668,99,66.5,104.0,POINT (-100.289648 25.7558021),1681722.0,1681.722,,,,,2,3.258096538021482,0.26803100209181263,25.7558021
176,176,176,"San Francisco Telixtlahuaca, Oaxaca",Oaxaca,Sur,PG1260,S-PG1260-6,49.0,0,0,4,8835,146,0,0.166666667,16.0,POINT (-96.9056112 17.296628),741160.0,741.16,0.4910432467769579,0.4421571498739431,0.513342194680134,0.9617672869692078,1,3.912023005428146,0.327037099855261,17.296628
177,177,177,"Tlaxco, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-11,48.0,0,1,0,7686,5071,1,17.90909091,8.0,POINT (-98.1707601011239 19.62058645),900687.0,900.687,,,,,1,3.8918202981106265,0.3252141381271765,19.62058645
178,178,178,"Papantla, Veracruz",Veracruz,Golfo,PG1264,G-PG1264-1,48.0,0,0,3,66430,74,1,0.25,54.0,POINT (-97.3232777494493 20.4458721),906809.0,906.809,,,,,1,3.8918202981106265,0.3252141381271765,20.4458721
179,179,179,"Cuapiaxtla, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-22,46.0,0,1,0,7686,5071,2,17.90909091,8.0,POINT (-97.768912 19.2961777),840785.0,840.785,,,,,1,3.8501476017100584,0.3214538633555648,19.2961777
180,180,180,"Heroica Ciudad de Huajuapan de Leon, Oaxaca",Oaxaca,Sur,PG1222,S-PG1222-1,46.0,0,0,4,8835,46,1,1.0,16.0,POINT (-97.7780564 17.808846),873391.0,873.391,0.5931516277741843,0.6661518315186642,0.5953098259720333,1.0,1,3.8501476017100584,0.3214538633555648,17.808846
181,181,181,"Centla, Tabasco",Tabasco,Sur,PG1534,G-PG1534-1,45.0,0,1,3,290299,33857,0,6.5,43.0,POINT (-92.6521986432691 18.3536762),269539.0,269.539,,,,,1,3.828641396489095,0.31951328240183535,18.3536762
182,182,182,"Hidalgo, Tamaulipas",Tamaulipas,Golfo,PG1153,G-PG1153-1,47.0,0,0,3,10385,47,0,0.0,46.0,POINT (-99.4382079 24.2480354),1454986.0,1454.986,0.3411783240707191,0.4147617470959437,0.3964707206325633,0.27102320189488954,1,3.871201010907891,0.32335358692281513,24.2480354
183,183,183,"San Jacinto Amilpas, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-7,45.0,1,1,4,8835,2797,8,7.785714286,16.0,POINT (-96.7606784 17.1011376),710092.0,710.092,,,,,2,3.1570004211501135,0.25890874194034014,17.1011376
184,184,184,"Pachuca de Soto, Hidalgo",Hidalgo,Centro,PG1186,C-PG1186-5,42.0,1,1,1,1046,119,3,2.777777778,6.0,POINT (-98.7413535 20.1165413),995635.0,995.635,0.4911127575177726,0.38906703120940905,0.3693669252379958,0.37272229000772755,2,3.091042453358316,0.2529571212462952,20.1165413
185,185,185,"Santo Domingo Yanhuitlan, Oaxaca",Oaxaca,Sur,PG1260,S-PG1260-3,44.0,0,0,4,8835,146,0,0.166666667,16.0,POINT (-97.3421502 17.5273478),796665.0,796.665,,,,,1,3.8066624897703196,0.31753004792025064,17.5273478
186,186,186,"Irapuato, Guanajuato",Guanajuato,Centro,PG1031,C-PG1031-2,43.0,0,0,0,199,52,3,2.666666667,13.0,POINT (-101.3521052 20.6758761),1283993.0,1283.993,0.6152925229306949,0.2853291131858546,0.629605241411588,0.26967170768468796,1,3.784189633918261,0.3155022426615199,20.6758761
187,187,187,"Atlacomulco, Estado de Mexico",Estado de Mexico,Centro,PG1108,C-PG1108-2,51.0,0,0,1,9586,1355,1,1.666666667,,POINT (-99.8681193246918 19.81591915),1116302.0,1116.302,,,,,1,3.9512437185814275,0.33057612350703736,19.81591915
