,Arc,From_Node,To_Node,ciudad_origen,latitud_from,longitud_from,eventos_from,ciudad_destino,latitud_to,longitud_to,eventos_to,origen_xy,destino_xy,eventos_arco,Distance,Distance_m,Duration,Duration_s,Distance_km,Duration_hr,geometry,distance,duration
0,PG1414-PG1415,PG1414,PG1415,"Chahuites, Oaxaca",16.2885299,-94.1942777,54,"San Pedro Tapanatepec, Oaxaca",16.3689223,-94.1927528,283,"16.2885299, -94.1942777","16.3689223, -94.1927528",337,9.4 km,9423,2 hours 9 mins,7735,9.423,2.1486111111111112,"LINESTRING (16.28808 -94.19441, 16.28853 -94.1959, 16.28923 -94.19574, 16.28988 -94.19559, 16.29051 -94.19543, 16.29155 -94.19524, 16.29252 -94.19508, 16.29356 -94.19497, 16.29444 -94.19481, 16.29539 -94.19467, 16.29664 -94.1945, 16.29893 -94.19419, 16.30118 -94.19387, 16.3032 -94.19362, 16.30522 -94.19331, 16.30743 -94.19304, 16.30772 -94.19305, 16.30807 -94.193, 16.30928 -94.19283, 16.3096 -94.19277, 16.3097 -94.19271, 16.30977 -94.19263, 16.31036 -94.1926, 16.31117 -94.1925, 16.31211 -94.19237, 16.31297 -94.19223, 16.31411 -94.19207, 16.31509 -94.19194, 16.31613 -94.19176, 16.32038 -94.19117, 16.32342 -94.19073, 16.32545 -94.19045, 16.32759 -94.19013, 16.32964 -94.18983, 16.33147 -94.1896, 16.33209 -94.18957, 16.33298 -94.18959, 16.33412 -94.18967, 16.33507 -94.18975, 16.33634 -94.18985, 16.33722 -94.18995, 16.33792 -94.18999, 16.33878 -94.19006, 16.34169 -94.1903, 16.34543 -94.1906, 16.34638 -94.19067, 16.34789 -94.1908, 16.34867 -94.19088, 16.35018 -94.19098, 16.35032 -94.19104, 16.35055 -94.19106, 16.35101 -94.19111, 16.35484 -94.19143, 16.35605 -94.19153, 16.35885 -94.19176, 16.3599 -94.19186, 16.36104 -94.19193, 16.36124 -94.19191, 16.36181 -94.19172, 16.363 -94.1913, 16.3643 -94.19088, 16.36555 -94.19046, 16.36697 -94.18998, 16.36772 -94.18973, 16.36814 -94.19059, 16.36871 -94.19182, 16.36896 -94.19229, 16.36912 -94.19265)",9.4 km,2 hours 9 mins
1,PG913-PG914,PG913,PG914,"Tlajomulco de Zuniga, Jalisco",20.48187375,-103.400509663829,103,"Guadalajara, Jalisco",20.6720375,-103.338396,1332,"20.48187375, -103.400509663829","20.6720375, -103.338396",1435,25.0 km,25039,5 hours 44 mins,20663,25.039,5.739722222222222,"LINESTRING (20.48187 -103.40049, 20.48203 -103.40045, 20.48176 -103.39932, 20.48247 -103.39914, 20.48215 -103.3978, 20.48187 -103.39656, 20.4822 -103.39643, 20.48262 -103.39627, 20.48273 -103.39628, 20.4828 -103.39627, 20.48287 -103.39622, 20.48286 -103.39607, 20.48282 -103.396, 20.48307 -103.39587, 20.48337 -103.39576, 20.4836 -103.39572, 20.48434 -103.3955, 20.48453 -103.39546, 20.48497 -103.39544, 20.48581 -103.39558, 20.48763 -103.39587, 20.48848 -103.39606, 20.4889 -103.39613, 20.48946 -103.39618, 20.49013 -103.39614, 20.49077 -103.39615, 20.49255 -103.39636, 20.49363 -103.39649, 20.49365 -103.39653, 20.49371 -103.39665, 20.494 -103.39836, 20.49469 -103.39813, 20.49553 -103.39791, 20.49578 -103.39785, 20.49637 -103.39761, 20.49874 -103.39662, 20.5008 -103.39574, 20.50407 -103.39456, 20.50537 -103.39405, 20.50645 -103.39365, 20.50667 -103.39356, 20.50698 -103.39337, 20.50713 -103.39326, 20.50753 -103.39302, 20.50759 -103.39301, 20.50773 -103.39306, 20.5078 -103.39314, 20.50786 -103.39334, 20.50793 -103.39339, 20.508 -103.39342, 20.50808 -103.39344, 20.50818 -103.39346, 20.5085 -103.39327, 20.50885 -103.39306, 20.50919 -103.39292, 20.50939 -103.39285, 20.50962 -103.3928, 20.51424 -103.39204, 20.51442 -103.39221, 20.51452 -103.39223, 20.51499 -103.39218, 20.51549 -103.3921, 20.51566 -103.39215, 20.51566 -103.39246, 20.5157 -103.39269, 20.51577 -103.39292, 20.5158 -103.39291, 20.51584 -103.39291, 20.5159 -103.39294, 20.51597 -103.39302, 20.51596 -103.39312, 20.51604 -103.39331, 20.51612 -103.39351, 20.51615 -103.39377, 20.51613 -103.39391, 20.51607 -103.39411, 20.51603 -103.39429, 20.51601 -103.39469, 20.51603 -103.3952, 20.51611 -103.39553, 20.51622 -103.39585, 20.51625 -103.3959, 20.51746 -103.39618, 20.51872 -103.39657, 20.52104 -103.39726, 20.52259 -103.39766, 20.52266 -103.39768, 20.52414 -103.3981, 20.52493 -103.39833, 20.52645 -103.39882, 20.52696 -103.39898, 20.52722 -103.39915, 20.52735 -103.39925, 20.52752 -103.39931, 20.52805 -103.39926, 20.5283 -103.39925, 20.53021 -103.39905, 20.53025 -103.39921, 20.53052 -103.39945, 20.53065 -103.39959, 20.53207 -103.40082, 20.53318 -103.4017, 20.53344 -103.40187, 20.53367 -103.40199, 20.53411 -103.40215, 20.53574 -103.40272, 20.53671 -103.403, 20.53718 -103.40323, 20.53775 -103.40359, 20.53784 -103.40372, 20.53786 -103.40381, 20.53791 -103.40413, 20.53825 -103.40397, 20.53847 -103.40384, 20.53873 -103.40378, 20.5389 -103.40374, 20.53918 -103.40358, 20.53983 -103.40335, 20.54025 -103.40318, 20.5403 -103.40319, 20.54033 -103.40321, 20.54039 -103.40325, 20.54093 -103.40305, 20.54238 -103.40264, 20.54333 -103.40237, 20.54486 -103.40189, 20.54561 -103.40162, 20.54765 -103.40089, 20.54792 -103.40079, 20.54826 -103.40061, 20.54854 -103.40048, 20.54901 -103.40032, 20.54927 -103.40021, 20.5496 -103.40003, 20.55019 -103.39963, 20.55161 -103.39872, 20.55229 -103.39825, 20.55328 -103.39764, 20.55406 -103.39718, 20.55415 -103.39715, 20.55424 -103.39707, 20.55429 -103.39702, 20.5558 -103.39606, 20.55672 -103.39552, 20.55758 -103.39503, 20.55814 -103.3947, 20.55879 -103.39435, 20.55925 -103.39411, 20.55955 -103.39397, 20.5597 -103.39392, 20.5598 -103.39386, 20.56024 -103.39359, 20.561 -103.39318, 20.56228 -103.39243, 20.56262 -103.39229, 20.56286 -103.39223, 20.56309 -103.39219, 20.56365 -103.39218, 20.56419 -103.39213, 20.56491 -103.39203, 20.56544 -103.39196, 20.56626 -103.39182, 20.56663 -103.39177, 20.5669 -103.39168, 20.56709 -103.39161, 20.5673 -103.39158, 20.56785 -103.39149, 20.5684 -103.39138, 20.56942 -103.39125, 20.57015 -103.39121, 20.57077 -103.39122, 20.57097 -103.3912, 20.57168 -103.391, 20.57342 -103.39054, 20.57381 -103.39042, 20.57403 -103.3903, 20.57421 -103.39017, 20.57438 -103.39003, 20.57455 -103.38983, 20.57479 -103.38948, 20.57499 -103.38923, 20.57525 -103.38902, 20.57545 -103.3889, 20.57612 -103.38858, 20.57663 -103.38839, 20.57736 -103.38816, 20.57924 -103.38746, 20.5795 -103.38731, 20.57974 -103.38713, 20.58021 -103.3868, 20.58093 -103.38629, 20.58118 -103.38613, 20.58184 -103.38581, 20.58237 -103.38559, 20.58261 -103.38545, 20.58285 -103.38537, 20.58326 -103.38526, 20.58457 -103.3849, 20.58531 -103.38476, 20.58576 -103.38471, 20.58586 -103.38471, 20.58628 -103.38463, 20.58664 -103.38455, 20.58692 -103.38439, 20.58719 -103.38414, 20.58739 -103.38385, 20.58767 -103.38346, 20.58786 -103.38329, 20.58824 -103.38306, 20.58921 -103.38256, 20.59003 -103.38212, 20.59043 -103.38194, 20.59126 -103.38158, 20.59249 -103.38119, 20.59319 -103.38097, 20.59448 -103.38051, 20.59472 -103.38043, 20.59695 -103.37973, 20.59775 -103.37949, 20.59885 -103.37917, 20.5996 -103.37895, 20.60016 -103.37879, 20.60099 -103.37854, 20.60141 -103.37838, 20.60219 -103.37815, 20.6031 -103.37793, 20.6045 -103.37752, 20.60544 -103.37726, 20.60768 -103.37666, 20.61089 -103.37573, 20.61241 -103.37529, 20.61326 -103.37505, 20.61448 -103.37471, 20.61518 -103.37453, 20.61589 -103.37444, 20.61613 -103.37438, 20.61635 -103.37429, 20.61671 -103.37415, 20.61735 -103.3739, 20.61774 -103.37375, 20.61946 -103.373, 20.62178 -103.37202, 20.62328 -103.37139, 20.6234 -103.37134, 20.62352 -103.37135, 20.62407 -103.37114, 20.62423 -103.37106, 20.6245 -103.37093, 20.62547 -103.37052, 20.62634 -103.37016, 20.62914 -103.36895, 20.63058 -103.36833, 20.63178 -103.36781, 20.63218 -103.36767, 20.63315 -103.36727, 20.63417 -103.36682, 20.63518 -103.36639, 20.63891 -103.36481, 20.6416 -103.36366, 20.64283 -103.36316, 20.64434 -103.3625, 20.64697 -103.36137, 20.64732 -103.3612, 20.64828 -103.36078, 20.64937 -103.36032, 20.65468 -103.35807, 20.65613 -103.35746, 20.657 -103.35708, 20.65707 -103.35702, 20.6578 -103.35669, 20.65823 -103.35649, 20.65913 -103.35609, 20.65961 -103.3559, 20.66114 -103.35525, 20.66127 -103.35524, 20.66136 -103.35516, 20.66153 -103.35474, 20.6618 -103.35424, 20.66188 -103.35414, 20.66213 -103.35393, 20.66315 -103.35316, 20.66302 -103.35259, 20.66289 -103.35173, 20.66276 -103.35058, 20.66265 -103.34984, 20.66256 -103.34909, 20.66256 -103.34881, 20.66351 -103.3483, 20.66465 -103.3477, 20.66582 -103.34704, 20.66724 -103.34628, 20.66743 -103.34621, 20.66753 -103.34617, 20.66767 -103.34607, 20.66788 -103.34594, 20.66813 -103.3458, 20.67047 -103.34453, 20.67114 -103.34418, 20.67141 -103.34411, 20.67165 -103.34389, 20.67262 -103.34338, 20.67304 -103.34315, 20.67305 -103.34307, 20.67308 -103.34288, 20.6728 -103.34167, 20.67259 -103.34083, 20.67217 -103.33921, 20.67194 -103.33843)",25.0 km,5 hours 44 mins
2,PG953-PG914,PG953,PG914,"El Salto, Jalisco",20.5196964,-103.1813141,1,"Guadalajara, Jalisco",20.6720375,-103.338396,1332,"20.5196964, -103.1813141","20.6720375, -103.338396",1333,25.8 km,25752,5 hours 54 mins,21252,25.752,5.903333333333333,"LINESTRING (20.51975 -103.18114, 20.52092 -103.18155, 20.52211 -103.18198, 20.52328 -103.1824, 20.52479 -103.1829, 20.52571 -103.18322, 20.52558 -103.18484, 20.52555 -103.1852, 20.52545 -103.1864, 20.52553 -103.18644, 20.52561 -103.18648, 20.52567 -103.1865, 20.52588 -103.18648, 20.52598 -103.18649, 20.52648 -103.18667, 20.5268 -103.1868, 20.52694 -103.18687, 20.52712 -103.18698, 20.52734 -103.18706, 20.52807 -103.18725, 20.52846 -103.18743, 20.52859 -103.18751, 20.5287 -103.1876, 20.52903 -103.18787, 20.52932 -103.18811, 20.52941 -103.18821, 20.52955 -103.18848, 20.52977 -103.18906, 20.52982 -103.1892, 20.52986 -103.18925, 20.53003 -103.18941, 20.53099 -103.1902, 20.53164 -103.19076, 20.5322 -103.19109, 20.53252 -103.19119, 20.53272 -103.19127, 20.53313 -103.19149, 20.5337 -103.19179, 20.53404 -103.19198, 20.53477 -103.19229, 20.53528 -103.19268, 20.53572 -103.19307, 20.53598 -103.19333, 20.53626 -103.19366, 20.53675 -103.19452, 20.53747 -103.1959, 20.53769 -103.19625, 20.53787 -103.19645, 20.53804 -103.19662, 20.53841 -103.19691, 20.53855 -103.19709, 20.53878 -103.19734, 20.53891 -103.19745, 20.53901 -103.1975, 20.5394 -103.19762, 20.53979 -103.19775, 20.53985 -103.19779, 20.53995 -103.19789, 20.54008 -103.19797, 20.54123 -103.19803, 20.54199 -103.19806, 20.54235 -103.19811, 20.54298 -103.19823, 20.54324 -103.19825, 20.5434 -103.1983, 20.54361 -103.1984, 20.54384 -103.19854, 20.5441 -103.19872, 20.54432 -103.19887, 20.5445 -103.19894, 20.54486 -103.19901, 20.54519 -103.19916, 20.54546 -103.19945, 20.5456 -103.19979, 20.54566 -103.1999, 20.54571 -103.19995, 20.54628 -103.20027, 20.54643 -103.20032, 20.54673 -103.20038, 20.54751 -103.20071, 20.54838 -103.20114, 20.54872 -103.20125, 20.54937 -103.20132, 20.54984 -103.20132, 20.55033 -103.2013, 20.55048 -103.2013, 20.55069 -103.20136, 20.55102 -103.20147, 20.55192 -103.20183, 20.55258 -103.20211, 20.55323 -103.20243, 20.55375 -103.20266, 20.55461 -103.20294, 20.55484 -103.20308, 20.55525 -103.20333, 20.55548 -103.2035, 20.55563 -103.20362, 20.55578 -103.2037, 20.55609 -103.20379, 20.55715 -103.20406, 20.55734 -103.20414, 20.55748 -103.20433, 20.5577 -103.20453, 20.55794 -103.20471, 20.55829 -103.20493, 20.55902 -103.20544, 20.56017 -103.20634, 20.56055 -103.20656, 20.56081 -103.20666, 20.5611 -103.20675, 20.56134 -103.20686, 20.56156 -103.20698, 20.56169 -103.20708, 20.56212 -103.20726, 20.56228 -103.20733, 20.56296 -103.20777, 20.56352 -103.20819, 20.5636 -103.20824, 20.56391 -103.20852, 20.56421 -103.20868, 20.56462 -103.20889, 20.56544 -103.2093, 20.56601 -103.20961, 20.56636 -103.2098, 20.56666 -103.20993, 20.56745 -103.21032, 20.56796 -103.21046, 20.56861 -103.21062, 20.56932 -103.21083, 20.56974 -103.2109, 20.56984 -103.21091, 20.56996 -103.2111, 20.57009 -103.21128, 20.57077 -103.21208, 20.57149 -103.2131, 20.57194 -103.21369, 20.57264 -103.21457, 20.57342 -103.21567, 20.57391 -103.21629, 20.57464 -103.21722, 20.57512 -103.21785, 20.57579 -103.21876, 20.57701 -103.22044, 20.57747 -103.22104, 20.57772 -103.22139, 20.57824 -103.22206, 20.57886 -103.22285, 20.5794 -103.22349, 20.57966 -103.22384, 20.57994 -103.22427, 20.58045 -103.22488, 20.58078 -103.22523, 20.58106 -103.22548, 20.5812 -103.22564, 20.5816 -103.2262, 20.5821 -103.22684, 20.58284 -103.22772, 20.58551 -103.23084, 20.5863 -103.23175, 20.58667 -103.23219, 20.58812 -103.23389, 20.58864 -103.23442, 20.58882 -103.23458, 20.58897 -103.23476, 20.5892 -103.23514, 20.58956 -103.23572, 20.59022 -103.23671, 20.59055 -103.2373, 20.59099 -103.2381, 20.59134 -103.23867, 20.59155 -103.23898, 20.5919 -103.23949, 20.59223 -103.23989, 20.59237 -103.2401, 20.5928 -103.24087, 20.59302 -103.24129, 20.59329 -103.2418, 20.59386 -103.24298, 20.59418 -103.24366, 20.59458 -103.24443, 20.59518 -103.24554, 20.5957 -103.24658, 20.59611 -103.24745, 20.59704 -103.24945, 20.59796 -103.25142, 20.59891 -103.25332, 20.59905 -103.25363, 20.5993 -103.2541, 20.60001 -103.25556, 20.60066 -103.25704, 20.60117 -103.25801, 20.60246 -103.26047, 20.6031 -103.26167, 20.60352 -103.2625, 20.60367 -103.26284, 20.60407 -103.26372, 20.60428 -103.26422, 20.60453 -103.26471, 20.60508 -103.2656, 20.60521 -103.26576, 20.60533 -103.26574, 20.60572 -103.26571, 20.60589 -103.2657, 20.60602 -103.26572, 20.60615 -103.26574, 20.60636 -103.26573, 20.60664 -103.26575, 20.60705 -103.26574, 20.6072 -103.2658, 20.60728 -103.26581, 20.60746 -103.26636, 20.60855 -103.26963, 20.60891 -103.27089, 20.60921 -103.27205, 20.6099 -103.27466, 20.60997 -103.27465, 20.61002 -103.27487, 20.61011 -103.27536, 20.61029 -103.27734, 20.61041 -103.27883, 20.61048 -103.27964, 20.61052 -103.27992, 20.61064 -103.28035, 20.61072 -103.28056, 20.61094 -103.28103, 20.61131 -103.28158, 20.61148 -103.28176, 20.61183 -103.28208, 20.61271 -103.2827, 20.61456 -103.28398, 20.61594 -103.2848, 20.61653 -103.2852, 20.61705 -103.28564, 20.61745 -103.28596, 20.61884 -103.28692, 20.6221 -103.28919, 20.62419 -103.2906, 20.62543 -103.29146, 20.62562 -103.29157, 20.62607 -103.29135, 20.62731 -103.29076, 20.62735 -103.29078, 20.62739 -103.29078, 20.62755 -103.2907, 20.62768 -103.29064, 20.6277 -103.2906, 20.62765 -103.29051, 20.62768 -103.29047, 20.62795 -103.29034, 20.6279 -103.29021, 20.62792 -103.29021, 20.62798 -103.29031, 20.628 -103.29031, 20.62809 -103.29051, 20.62811 -103.29057, 20.62812 -103.29065, 20.62815 -103.29069, 20.62826 -103.29076, 20.62831 -103.29078, 20.62841 -103.29078, 20.62858 -103.29071, 20.62905 -103.29051, 20.62913 -103.29071, 20.62937 -103.2913, 20.63099 -103.29079, 20.63185 -103.2905, 20.63284 -103.29018, 20.63294 -103.29016, 20.6331 -103.29128, 20.63319 -103.29213, 20.63318 -103.29229, 20.6331 -103.29269, 20.63313 -103.29301, 20.63324 -103.29398, 20.63333 -103.29476, 20.63354 -103.29592, 20.63374 -103.29689, 20.63381 -103.29722, 20.63525 -103.29822, 20.636 -103.2987, 20.63687 -103.29932, 20.63724 -103.29959, 20.63799 -103.30014, 20.63816 -103.3003, 20.63878 -103.30068, 20.63911 -103.30086, 20.63987 -103.30127, 20.64094 -103.30188, 20.64181 -103.30237, 20.64292 -103.30298, 20.64479 -103.30406, 20.64526 -103.3043, 20.64603 -103.30473, 20.64756 -103.30559, 20.64825 -103.30596, 20.64839 -103.30606, 20.64848 -103.30616, 20.64898 -103.30696, 20.65105 -103.31027, 20.65177 -103.3114, 20.65235 -103.31229, 20.65261 -103.31275, 20.65403 -103.31506, 20.6556 -103.31755, 20.6565 -103.31895, 20.65767 -103.32081, 20.65964 -103.32392, 20.66019 -103.32478, 20.66104 -103.32608, 20.6614 -103.32667, 20.6621 -103.32776, 20.66254 -103.32846, 20.6629 -103.329, 20.66316 -103.32943, 20.66411 -103.33099, 20.66535 -103.33299, 20.66566 -103.33344, 20.6663 -103.33419, 20.66722 -103.33531, 20.66727 -103.33541, 20.66738 -103.33566, 20.66832 -103.3383, 20.67164 -103.33738, 20.67194 -103.33843)",25.8 km,5 hours 54 mins
3,PG1299-PG1260,PG1299,PG1260,"Oaxaca de Juarez, Oaxaca",17.0604663,-96.7253575,1270,"San Francisco Telixtlahuaca, Oaxaca",17.296628,-96.9056112,49,"17.0604663, -96.7253575","17.296628, -96.9056112",1319,35.4 km,35370,8 hours 10 mins,29381,35.37,8.161388888888888,"LINESTRING (17.06043 -96.72541, 17.06049 -96.72549, 17.06058 -96.72552, 17.06064 -96.72552, 17.0607 -96.72581, 17.0609 -96.72577, 17.06115 -96.72572, 17.06125 -96.72615, 17.06158 -96.72766, 17.06177 -96.72862, 17.06214 -96.73054, 17.06241 -96.73184, 17.06255 -96.73182, 17.06282 -96.73209, 17.06354 -96.73272, 17.06376 -96.73313, 17.06388 -96.73329, 17.06414 -96.73364, 17.06434 -96.73383, 17.06492 -96.73436, 17.06531 -96.73467, 17.06575 -96.73498, 17.0661 -96.73521, 17.06663 -96.73555, 17.06706 -96.7358, 17.06792 -96.73633, 17.06923 -96.73712, 17.06982 -96.7374, 17.07105 -96.73786, 17.07202 -96.73835, 17.07221 -96.73843, 17.07245 -96.73862, 17.0728 -96.73886, 17.07413 -96.73987, 17.07466 -96.74027, 17.0755 -96.74083, 17.07582 -96.74089, 17.07601 -96.741, 17.07615 -96.7412, 17.07702 -96.74167, 17.07741 -96.74189, 17.07776 -96.74211, 17.07903 -96.74285, 17.07907 -96.7429, 17.07916 -96.74296, 17.07936 -96.74308, 17.07997 -96.74339, 17.08018 -96.74348, 17.08056 -96.74353, 17.08133 -96.74358, 17.08206 -96.74358, 17.08237 -96.74362, 17.08243 -96.74361, 17.08245 -96.74359, 17.08274 -96.74376, 17.08321 -96.74395, 17.08372 -96.74419, 17.08511 -96.74475, 17.08603 -96.74514, 17.0889 -96.74641, 17.08943 -96.74662, 17.0902 -96.74697, 17.09099 -96.74731, 17.09113 -96.74736, 17.09172 -96.74762, 17.09193 -96.74769, 17.09248 -96.74791, 17.09256 -96.74797, 17.09278 -96.74805, 17.09328 -96.74826, 17.09356 -96.74843, 17.09432 -96.74878, 17.09543 -96.74924, 17.09704 -96.74989, 17.09721 -96.74999, 17.09731 -96.75009, 17.09915 -96.75084, 17.10122 -96.7517, 17.102 -96.75206, 17.10423 -96.75302, 17.10573 -96.75366, 17.1091 -96.7551, 17.11037 -96.75565, 17.1108 -96.7558, 17.11175 -96.75621, 17.11231 -96.75649, 17.11263 -96.75665, 17.11322 -96.75699, 17.11385 -96.7574, 17.11513 -96.75838, 17.11566 -96.75884, 17.1158 -96.75897, 17.11706 -96.76, 17.11785 -96.76066, 17.11841 -96.76109, 17.11958 -96.76202, 17.11988 -96.76229, 17.12115 -96.7634, 17.12224 -96.76433, 17.12225 -96.76436, 17.12229 -96.76442, 17.12233 -96.76445, 17.12241 -96.76448, 17.12242 -96.76448, 17.12266 -96.76465, 17.12444 -96.76603, 17.12592 -96.76721, 17.12776 -96.7687, 17.1285 -96.76936, 17.12891 -96.76968, 17.12917 -96.76983, 17.12934 -96.76995, 17.12989 -96.77047, 17.13118 -96.77148, 17.13388 -96.77368, 17.13454 -96.77423, 17.13489 -96.77448, 17.13546 -96.77477, 17.13617 -96.77508, 17.13795 -96.7758, 17.14335 -96.77801, 17.14478 -96.77861, 17.1451 -96.77872, 17.1454 -96.77887, 17.14583 -96.77905, 17.14608 -96.77916, 17.1462 -96.77917, 17.14676 -96.77943, 17.14808 -96.77998, 17.15182 -96.78153, 17.15301 -96.78205, 17.15394 -96.78247, 17.15432 -96.78262, 17.15457 -96.78272, 17.15505 -96.78297, 17.15561 -96.78321, 17.15732 -96.78384, 17.15834 -96.78423, 17.15922 -96.78459, 17.16248 -96.78595, 17.16588 -96.78735, 17.16834 -96.78837, 17.1704 -96.78923, 17.17131 -96.78965, 17.17218 -96.78997, 17.17286 -96.79025, 17.17391 -96.79065, 17.17465 -96.79083, 17.17537 -96.79088, 17.17569 -96.79086, 17.1769 -96.79069, 17.18039 -96.79021, 17.18151 -96.79005, 17.18308 -96.78985, 17.1841 -96.78983, 17.18466 -96.78986, 17.18511 -96.78991, 17.18556 -96.78999, 17.18618 -96.7901, 17.18741 -96.79039, 17.19028 -96.79105, 17.1913 -96.7913, 17.19249 -96.79163, 17.19369 -96.79185, 17.19452 -96.79205, 17.19634 -96.79247, 17.19885 -96.79303, 17.20134 -96.79361, 17.20353 -96.79414, 17.20405 -96.79424, 17.2063 -96.79476, 17.20807 -96.79523, 17.20866 -96.79543, 17.20967 -96.79583, 17.21085 -96.79643, 17.21226 -96.79713, 17.21343 -96.79771, 17.21401 -96.798, 17.21447 -96.7982, 17.21457 -96.79822, 17.21572 -96.79879, 17.2169 -96.79939, 17.22095 -96.80141, 17.22318 -96.80254, 17.22431 -96.80309, 17.22652 -96.80421, 17.22691 -96.80441, 17.22718 -96.80458, 17.22747 -96.8048, 17.22788 -96.80515, 17.22825 -96.80553, 17.22869 -96.80613, 17.22906 -96.80678, 17.23187 -96.8117, 17.233 -96.81369, 17.23371 -96.81495, 17.23431 -96.81598, 17.23503 -96.81726, 17.23656 -96.81997, 17.23823 -96.82289, 17.23956 -96.82528, 17.23985 -96.8259, 17.24 -96.82633, 17.2409 -96.83001, 17.24211 -96.8349, 17.24328 -96.83977, 17.24426 -96.84382, 17.2447 -96.8456, 17.24481 -96.8459, 17.245 -96.84626, 17.24735 -96.85058, 17.25002 -96.85548, 17.25035 -96.85597, 17.25045 -96.8561, 17.25042 -96.85624, 17.25039 -96.85651, 17.2503 -96.85815, 17.25012 -96.86107, 17.24992 -96.86479, 17.24989 -96.86535, 17.24982 -96.86696, 17.25005 -96.86782, 17.25019 -96.86831, 17.25037 -96.86858, 17.25056 -96.8688, 17.25095 -96.86917, 17.25171 -96.86978, 17.25167 -96.86986, 17.25169 -96.8699, 17.25222 -96.87029, 17.25259 -96.87055, 17.25316 -96.87101, 17.25402 -96.87168, 17.25458 -96.87217, 17.25465 -96.87225, 17.25494 -96.87246, 17.25507 -96.87242, 17.25526 -96.87245, 17.25556 -96.8725, 17.25574 -96.8725, 17.25812 -96.87252, 17.25934 -96.87253, 17.25969 -96.87256, 17.25993 -96.87261, 17.26017 -96.87269, 17.26033 -96.87279, 17.26047 -96.87291, 17.26069 -96.87304, 17.26086 -96.87321, 17.26113 -96.87347, 17.26155 -96.87395, 17.26212 -96.87458, 17.26261 -96.87521, 17.26268 -96.87531, 17.26343 -96.87619, 17.26362 -96.8763, 17.26364 -96.87637, 17.26394 -96.8766, 17.26462 -96.87712, 17.26639 -96.8785, 17.26721 -96.87914, 17.26763 -96.87946, 17.2693 -96.88077, 17.26951 -96.88092, 17.26952 -96.88086, 17.27024 -96.88142, 17.27101 -96.88201, 17.27178 -96.88261, 17.27183 -96.88268, 17.27207 -96.88287, 17.27209 -96.88295, 17.27254 -96.88334, 17.273 -96.88372, 17.27354 -96.88412, 17.27397 -96.88444, 17.27421 -96.88454, 17.2757 -96.88573, 17.27625 -96.88611, 17.27645 -96.88626, 17.27731 -96.88668, 17.27739 -96.88671, 17.27746 -96.88679, 17.27823 -96.88711, 17.27896 -96.88871, 17.27934 -96.88953, 17.27977 -96.89042, 17.28012 -96.89115, 17.28018 -96.8914, 17.28026 -96.892, 17.2803 -96.89225, 17.28042 -96.89246, 17.28098 -96.89326, 17.28111 -96.89348, 17.28124 -96.89384, 17.28137 -96.89417, 17.28168 -96.89477, 17.28241 -96.89604, 17.28282 -96.89662, 17.28295 -96.89676, 17.28317 -96.89701, 17.28332 -96.89716, 17.28354 -96.89717, 17.28364 -96.89717, 17.28377 -96.89734, 17.2839 -96.8977, 17.28397 -96.89776, 17.2842 -96.89783, 17.28445 -96.89822, 17.28446 -96.89832, 17.28449 -96.8984, 17.28469 -96.89869, 17.28501 -96.89913, 17.28509 -96.89927, 17.28546 -96.89955, 17.28585 -96.89991, 17.28598 -96.90002, 17.28628 -96.9002, 17.28664 -96.90035, 17.28679 -96.9004, 17.28716 -96.90044, 17.28754 -96.90043, 17.28781 -96.90046, 17.2885 -96.90057, 17.28871 -96.90061, 17.28894 -96.90068, 17.28923 -96.90082, 17.28958 -96.90103, 17.28974 -96.90119, 17.28991 -96.90142, 17.29014 -96.90187, 17.29022 -96.90207, 17.29044 -96.90231, 17.29086 -96.90267, 17.29115 -96.90283, 17.29116 -96.90288, 17.29144 -96.9029, 17.29165 -96.90292, 17.29166 -96.903, 17.29174 -96.90311, 17.29208 -96.90336, 17.29321 -96.90407, 17.29413 -96.90483, 17.29421 -96.90494, 17.29459 -96.9052, 17.29486 -96.90543, 17.29495 -96.90543, 17.29534 -96.90545, 17.29663 -96.90549)",35.4 km,8 hours 10 mins
