ID_Poligono,geometry
PG709,"POLYGON ((-94 16, -93 16, -93 15, -94 15, -94 16))"
PG710,"POLYGON ((-94 17, -93 17, -93 16, -94 16, -94 17))"
PG711,"POLYGON ((-94 18, -93 18, -93 17, -94 17, -94 18))"
PG712,"POLYGON ((-94 19, -93 19, -93 18, -94 18, -94 19))"
PG713,"POLYGON ((-94 20, -93 20, -93 19, -94 19, -94 20))"
PG714,"POLYGON ((-94 21, -93 21, -93 20, -94 20, -94 21))"
PG715,"POLYGON ((-94 22, -93 22, -93 21, -94 21, -94 22))"
PG716,"POLYGON ((-94 23, -93 23, -93 22, -94 22, -94 23))"
PG717,"POLYGON ((-94 24, -93 24, -93 23, -94 23, -94 24))"
PG718,"POLYGON ((-94 25, -93 25, -93 24, -94 24, -94 25))"
PG719,"POLYGON ((-94 26, -93 26, -93 25, -94 25, -94 26))"
PG720,"POLYGON ((-94 27, -93 27, -93 26, -94 26, -94 27))"
PG721,"POLYGON ((-94 28, -93 28, -93 27, -94 27, -94 28))"
PG722,"POLYGON ((-94 29, -93 29, -93 28, -94 28, -94 29))"
PG723,"POLYGON ((-94 30, -93 30, -93 29, -94 29, -94 30))"
PG724,"POLYGON ((-94 31, -93 31, -93 30, -94 30, -94 31))"
PG725,"POLYGON ((-94 32, -93 32, -93 31, -94 31, -94 32))"
PG726,"POLYGON ((-94 33, -93 33, -93 32, -94 32, -94 33))"
PG727,"POLYGON ((-94 34, -93 34, -93 33, -94 33, -94 34))"
PG728,"POLYGON ((-94 35, -93 35, -93 34, -94 34, -94 35))"
PG729,"POLYGON ((-94 36, -93 36, -93 35, -94 35, -94 36))"
PG730,"POLYGON ((-93 10, -92 10, -92 9, -93 9, -93 10))"
PG731,"POLYGON ((-93 11, -92 11, -92 10, -93 10, -93 11))"
PG732,"POLYGON ((-93 12, -92 12, -92 11, -93 11, -93 12))"
PG733,"POLYGON ((-93 13, -92 13, -92 12, -93 12, -93 13))"
PG734,"POLYGON ((-93 14, -92 14, -92 13, -93 13, -93 14))"
PG735,"POLYGON ((-93 15, -92 15, -92 14, -93 14, -93 15))"
PG736,"POLYGON ((-93 16, -92 16, -92 15, -93 15, -93 16))"
PG737,"POLYGON ((-93 17, -92 17, -92 16, -93 16, -93 17))"
PG738,"POLYGON ((-93 18, -92 18, -92 17, -93 17, -93 18))"
PG739,"POLYGON ((-93 19, -92 19, -92 18, -93 18, -93 19))"
PG740,"POLYGON ((-93 20, -92 20, -92 19, -93 19, -93 20))"
PG741,"POLYGON ((-93 21, -92 21, -92 20, -93 20, -93 21))"
PG742,"POLYGON ((-93 22, -92 22, -92 21, -93 21, -93 22))"
PG743,"POLYGON ((-93 23, -92 23, -92 22, -93 22, -93 23))"
PG744,"POLYGON ((-93 24, -92 24, -92 23, -93 23, -93 24))"
PG745,"POLYGON ((-93 25, -92 25, -92 24, -93 24, -93 25))"
PG746,"POLYGON ((-93 26, -92 26, -92 25, -93 25, -93 26))"
PG747,"POLYGON ((-93 27, -92 27, -92 26, -93 26, -93 27))"
PG748,"POLYGON ((-93 28, -92 28, -92 27, -93 27, -93 28))"
PG749,"POLYGON ((-93 29, -92 29, -92 28, -93 28, -93 29))"
PG750,"POLYGON ((-93 30, -92 30, -92 29, -93 29, -93 30))"
PG751,"POLYGON ((-93 31, -92 31, -92 30, -93 30, -93 31))"
PG752,"POLYGON ((-93 32, -92 32, -92 31, -93 31, -93 32))"
PG753,"POLYGON ((-93 33, -92 33, -92 32, -93 32, -93 33))"
PG754,"POLYGON ((-93 34, -92 34, -92 33, -93 33, -93 34))"
PG755,"POLYGON ((-93 35, -92 35, -92 34, -93 34, -93 35))"
PG756,"POLYGON ((-93 36, -92 36, -92 35, -93 35, -93 36))"
PG757,"POLYGON ((-92 10, -91 10, -91 9, -92 9, -92 10))"
PG758,"POLYGON ((-92 11, -91 11, -91 10, -92 10, -92 11))"
PG759,"POLYGON ((-92 12, -91 12, -91 11, -92 11, -92 12))"
PG760,"POLYGON ((-92 13, -91 13, -91 12, -92 12, -92 13))"
PG761,"POLYGON ((-92 14, -91 14, -91 13, -92 13, -92 14))"
PG762,"POLYGON ((-92 15, -91 15, -91 14, -92 14, -92 15))"
PG763,"POLYGON ((-92 16, -91 16, -91 15, -92 15, -92 16))"
PG764,"POLYGON ((-92 17, -91 17, -91 16, -92 16, -92 17))"
PG765,"POLYGON ((-92 18, -91 18, -91 17, -92 17, -92 18))"
PG766,"POLYGON ((-92 19, -91 19, -91 18, -92 18, -92 19))"
PG767,"POLYGON ((-92 20, -91 20, -91 19, -92 19, -92 20))"
PG768,"POLYGON ((-92 21, -91 21, -91 20, -92 20, -92 21))"
PG769,"POLYGON ((-92 22, -91 22, -91 21, -92 21, -92 22))"
PG770,"POLYGON ((-92 23, -91 23, -91 22, -92 22, -92 23))"
PG771,"POLYGON ((-92 24, -91 24, -91 23, -92 23, -92 24))"
PG772,"POLYGON ((-92 25, -91 25, -91 24, -92 24, -92 25))"
PG773,"POLYGON ((-92 26, -91 26, -91 25, -92 25, -92 26))"
PG774,"POLYGON ((-92 27, -91 27, -91 26, -92 26, -92 27))"
PG775,"POLYGON ((-92 28, -91 28, -91 27, -92 27, -92 28))"
PG776,"POLYGON ((-92 29, -91 29, -91 28, -92 28, -92 29))"
PG777,"POLYGON ((-92 30, -91 30, -91 29, -92 29, -92 30))"
PG778,"POLYGON ((-92 31, -91 31, -91 30, -92 30, -92 31))"
PG779,"POLYGON ((-92 32, -91 32, -91 31, -92 31, -92 32))"
PG780,"POLYGON ((-92 33, -91 33, -91 32, -92 32, -92 33))"
PG781,"POLYGON ((-92 34, -91 34, -91 33, -92 33, -92 34))"
PG782,"POLYGON ((-92 35, -91 35, -91 34, -92 34, -92 35))"
PG783,"POLYGON ((-92 36, -91 36, -91 35, -92 35, -92 36))"
PG784,"POLYGON ((-91 10, -90 10, -90 9, -91 9, -91 10))"
PG785,"POLYGON ((-91 11, -90 11, -90 10, -91 10, -91 11))"
PG786,"POLYGON ((-91 12, -90 12, -90 11, -91 11, -91 12))"
PG787,"POLYGON ((-91 13, -90 13, -90 12, -91 12, -91 13))"
PG788,"POLYGON ((-91 14, -90 14, -90 13, -91 13, -91 14))"
PG789,"POLYGON ((-91 15, -90 15, -90 14, -91 14, -91 15))"
PG790,"POLYGON ((-91 16, -90 16, -90 15, -91 15, -91 16))"
PG791,"POLYGON ((-91 17, -90 17, -90 16, -91 16, -91 17))"
PG792,"POLYGON ((-91 18, -90 18, -90 17, -91 17, -91 18))"
PG793,"POLYGON ((-91 19, -90 19, -90 18, -91 18, -91 19))"
PG794,"POLYGON ((-91 20, -90 20, -90 19, -91 19, -91 20))"
PG795,"POLYGON ((-91 21, -90 21, -90 20, -91 20, -91 21))"
PG796,"POLYGON ((-91 22, -90 22, -90 21, -91 21, -91 22))"
PG797,"POLYGON ((-91 23, -90 23, -90 22, -91 22, -91 23))"
PG798,"POLYGON ((-91 24, -90 24, -90 23, -91 23, -91 24))"
PG799,"POLYGON ((-91 25, -90 25, -90 24, -91 24, -91 25))"
PG800,"POLYGON ((-91 26, -90 26, -90 25, -91 25, -91 26))"
PG801,"POLYGON ((-91 27, -90 27, -90 26, -91 26, -91 27))"
PG802,"POLYGON ((-91 28, -90 28, -90 27, -91 27, -91 28))"
PG803,"POLYGON ((-91 29, -90 29, -90 28, -91 28, -91 29))"
PG804,"POLYGON ((-91 30, -90 30, -90 29, -91 29, -91 30))"
PG805,"POLYGON ((-91 31, -90 31, -90 30, -91 30, -91 31))"
PG806,"POLYGON ((-91 32, -90 32, -90 31, -91 31, -91 32))"
PG807,"POLYGON ((-91 33, -90 33, -90 32, -91 32, -91 33))"
PG808,"POLYGON ((-91 34, -90 34, -90 33, -91 33, -91 34))"
PG809,"POLYGON ((-91 35, -90 35, -90 34, -91 34, -91 35))"
PG810,"POLYGON ((-91 36, -90 36, -90 35, -91 35, -91 36))"
PG811,"POLYGON ((-90 10, -89 10, -89 9, -90 9, -90 10))"
PG812,"POLYGON ((-90 11, -89 11, -89 10, -90 10, -90 11))"
PG813,"POLYGON ((-90 12, -89 12, -89 11, -90 11, -90 12))"
PG814,"POLYGON ((-90 13, -89 13, -89 12, -90 12, -90 13))"
PG815,"POLYGON ((-90 14, -89 14, -89 13, -90 13, -90 14))"
PG816,"POLYGON ((-90 15, -89 15, -89 14, -90 14, -90 15))"
PG817,"POLYGON ((-90 16, -89 16, -89 15, -90 15, -90 16))"
PG818,"POLYGON ((-90 17, -89 17, -89 16, -90 16, -90 17))"
PG819,"POLYGON ((-90 18, -89 18, -89 17, -90 17, -90 18))"
PG820,"POLYGON ((-90 19, -89 19, -89 18, -90 18, -90 19))"
PG821,"POLYGON ((-90 20, -89 20, -89 19, -90 19, -90 20))"
PG822,"POLYGON ((-90 21, -89 21, -89 20, -90 20, -90 21))"
PG823,"POLYGON ((-90 22, -89 22, -89 21, -90 21, -90 22))"
PG824,"POLYGON ((-90 23, -89 23, -89 22, -90 22, -90 23))"
PG825,"POLYGON ((-90 24, -89 24, -89 23, -90 23, -90 24))"
PG826,"POLYGON ((-90 25, -89 25, -89 24, -90 24, -90 25))"
PG827,"POLYGON ((-90 26, -89 26, -89 25, -90 25, -90 26))"
PG828,"POLYGON ((-90 27, -89 27, -89 26, -90 26, -90 27))"
PG829,"POLYGON ((-90 28, -89 28, -89 27, -90 27, -90 28))"
PG830,"POLYGON ((-90 29, -89 29, -89 28, -90 28, -90 29))"
PG831,"POLYGON ((-90 30, -89 30, -89 29, -90 29, -90 30))"
PG832,"POLYGON ((-90 31, -89 31, -89 30, -90 30, -90 31))"
PG833,"POLYGON ((-90 32, -89 32, -89 31, -90 31, -90 32))"
PG834,"POLYGON ((-90 33, -89 33, -89 32, -90 32, -90 33))"
PG835,"POLYGON ((-90 34, -89 34, -89 33, -90 33, -90 34))"
PG836,"POLYGON ((-90 35, -89 35, -89 34, -90 34, -90 35))"
PG837,"POLYGON ((-90 36, -89 36, -89 35, -90 35, -90 36))"
PG838,"POLYGON ((-89 10, -88 10, -88 9, -89 9, -89 10))"
PG839,"POLYGON ((-89 11, -88 11, -88 10, -89 10, -89 11))"
PG840,"POLYGON ((-89 12, -88 12, -88 11, -89 11, -89 12))"
PG841,"POLYGON ((-89 13, -88 13, -88 12, -89 12, -89 13))"
PG842,"POLYGON ((-89 14, -88 14, -88 13, -89 13, -89 14))"
PG843,"POLYGON ((-89 15, -88 15, -88 14, -89 14, -89 15))"
PG844,"POLYGON ((-89 16, -88 16, -88 15, -89 15, -89 16))"
PG845,"POLYGON ((-89 17, -88 17, -88 16, -89 16, -89 17))"
PG846,"POLYGON ((-89 18, -88 18, -88 17, -89 17, -89 18))"
PG847,"POLYGON ((-89 19, -88 19, -88 18, -89 18, -89 19))"
PG848,"POLYGON ((-89 20, -88 20, -88 19, -89 19, -89 20))"
PG849,"POLYGON ((-89 21, -88 21, -88 20, -89 20, -89 21))"
PG850,"POLYGON ((-89 22, -88 22, -88 21, -89 21, -89 22))"
PG851,"POLYGON ((-89 23, -88 23, -88 22, -89 22, -89 23))"
PG852,"POLYGON ((-89 24, -88 24, -88 23, -89 23, -89 24))"
PG853,"POLYGON ((-89 25, -88 25, -88 24, -89 24, -89 25))"
PG854,"POLYGON ((-89 26, -88 26, -88 25, -89 25, -89 26))"
PG855,"POLYGON ((-89 27, -88 27, -88 26, -89 26, -89 27))"
PG856,"POLYGON ((-89 28, -88 28, -88 27, -89 27, -89 28))"
PG857,"POLYGON ((-89 29, -88 29, -88 28, -89 28, -89 29))"
PG858,"POLYGON ((-89 30, -88 30, -88 29, -89 29, -89 30))"
PG859,"POLYGON ((-89 31, -88 31, -88 30, -89 30, -89 31))"
PG860,"POLYGON ((-89 32, -88 32, -88 31, -89 31, -89 32))"
PG861,"POLYGON ((-89 33, -88 33, -88 32, -89 32, -89 33))"
PG862,"POLYGON ((-89 34, -88 34, -88 33, -89 33, -89 34))"
PG863,"POLYGON ((-89 35, -88 35, -88 34, -89 34, -89 35))"
PG864,"POLYGON ((-89 36, -88 36, -88 35, -89 35, -89 36))"
PG865,"POLYGON ((-88 10, -87 10, -87 9, -88 9, -88 10))"
PG866,"POLYGON ((-88 11, -87 11, -87 10, -88 10, -88 11))"
PG867,"POLYGON ((-88 12, -87 12, -87 11, -88 11, -88 12))"
PG868,"POLYGON ((-88 13, -87 13, -87 12, -88 12, -88 13))"
PG869,"POLYGON ((-88 14, -87 14, -87 13, -88 13, -88 14))"
PG870,"POLYGON ((-88 15, -87 15, -87 14, -88 14, -88 15))"
PG871,"POLYGON ((-88 16, -87 16, -87 15, -88 15, -88 16))"
PG872,"POLYGON ((-88 17, -87 17, -87 16, -88 16, -88 17))"
PG873,"POLYGON ((-88 18, -87 18, -87 17, -88 17, -88 18))"
PG874,"POLYGON ((-88 19, -87 19, -87 18, -88 18, -88 19))"
PG875,"POLYGON ((-88 20, -87 20, -87 19, -88 19, -88 20))"
PG876,"POLYGON ((-88 21, -87 21, -87 20, -88 20, -88 21))"
PG877,"POLYGON ((-88 22, -87 22, -87 21, -88 21, -88 22))"
PG878,"POLYGON ((-88 23, -87 23, -87 22, -88 22, -88 23))"
PG879,"POLYGON ((-88 24, -87 24, -87 23, -88 23, -88 24))"
PG880,"POLYGON ((-88 25, -87 25, -87 24, -88 24, -88 25))"
PG881,"POLYGON ((-88 26, -87 26, -87 25, -88 25, -88 26))"
PG882,"POLYGON ((-88 27, -87 27, -87 26, -88 26, -88 27))"
PG883,"POLYGON ((-88 28, -87 28, -87 27, -88 27, -88 28))"
PG884,"POLYGON ((-88 29, -87 29, -87 28, -88 28, -88 29))"
PG885,"POLYGON ((-88 30, -87 30, -87 29, -88 29, -88 30))"
PG886,"POLYGON ((-88 31, -87 31, -87 30, -88 30, -88 31))"
PG887,"POLYGON ((-88 32, -87 32, -87 31, -88 31, -88 32))"
PG888,"POLYGON ((-88 33, -87 33, -87 32, -88 32, -88 33))"
PG889,"POLYGON ((-88 34, -87 34, -87 33, -88 33, -88 34))"
PG890,"POLYGON ((-88 35, -87 35, -87 34, -88 34, -88 35))"
PG891,"POLYGON ((-88 36, -87 36, -87 35, -88 35, -88 36))"
PG892,"POLYGON ((-87 10, -86 10, -86 9, -87 9, -87 10))"
PG893,"POLYGON ((-87 11, -86 11, -86 10, -87 10, -87 11))"
PG894,"POLYGON ((-87 12, -86 12, -86 11, -87 11, -87 12))"
PG895,"POLYGON ((-87 13, -86 13, -86 12, -87 12, -87 13))"
PG896,"POLYGON ((-87 14, -86 14, -86 13, -87 13, -87 14))"
PG897,"POLYGON ((-87 15, -86 15, -86 14, -87 14, -87 15))"
PG898,"POLYGON ((-87 16, -86 16, -86 15, -87 15, -87 16))"
PG899,"POLYGON ((-87 17, -86 17, -86 16, -87 16, -87 17))"
PG900,"POLYGON ((-87 18, -86 18, -86 17, -87 17, -87 18))"
PG901,"POLYGON ((-87 19, -86 19, -86 18, -87 18, -87 19))"
PG902,"POLYGON ((-87 20, -86 20, -86 19, -87 19, -87 20))"
PG903,"POLYGON ((-87 21, -86 21, -86 20, -87 20, -87 21))"
PG904,"POLYGON ((-87 22, -86 22, -86 21, -87 21, -87 22))"
PG905,"POLYGON ((-87 23, -86 23, -86 22, -87 22, -87 23))"
PG906,"POLYGON ((-87 24, -86 24, -86 23, -87 23, -87 24))"
PG907,"POLYGON ((-87 25, -86 25, -86 24, -87 24, -87 25))"
PG908,"POLYGON ((-87 26, -86 26, -86 25, -87 25, -87 26))"
PG909,"POLYGON ((-87 27, -86 27, -86 26, -87 26, -87 27))"
PG910,"POLYGON ((-87 28, -86 28, -86 27, -87 27, -87 28))"
PG911,"POLYGON ((-87 29, -86 29, -86 28, -87 28, -87 29))"
PG912,"POLYGON ((-87 30, -86 30, -86 29, -87 29, -87 30))"
PG913,"POLYGON ((-87 31, -86 31, -86 30, -87 30, -87 31))"
PG914,"POLYGON ((-87 32, -86 32, -86 31, -87 31, -87 32))"
PG915,"POLYGON ((-87 33, -86 33, -86 32, -87 32, -87 33))"
PG916,"POLYGON ((-87 34, -86 34, -86 33, -87 33, -87 34))"
PG917,"POLYGON ((-87 35, -86 35, -86 34, -87 34, -87 35))"
PG918,"POLYGON ((-87 36, -86 36, -86 35, -87 35, -87 36))"
PG919,"POLYGON ((-86 10, -85 10, -85 9, -86 9, -86 10))"
PG920,"POLYGON ((-86 11, -85 11, -85 10, -86 10, -86 11))"
PG921,"POLYGON ((-86 12, -85 12, -85 11, -86 11, -86 12))"
PG922,"POLYGON ((-86 13, -85 13, -85 12, -86 12, -86 13))"
PG923,"POLYGON ((-86 14, -85 14, -85 13, -86 13, -86 14))"
PG924,"POLYGON ((-86 15, -85 15, -85 14, -86 14, -86 15))"
PG925,"POLYGON ((-86 16, -85 16, -85 15, -86 15, -86 16))"
PG926,"POLYGON ((-86 17, -85 17, -85 16, -86 16, -86 17))"
PG927,"POLYGON ((-86 18, -85 18, -85 17, -86 17, -86 18))"
PG928,"POLYGON ((-86 19, -85 19, -85 18, -86 18, -86 19))"
PG929,"POLYGON ((-86 20, -85 20, -85 19, -86 19, -86 20))"
PG930,"POLYGON ((-86 21, -85 21, -85 20, -86 20, -86 21))"
PG931,"POLYGON ((-86 22, -85 22, -85 21, -86 21, -86 22))"
PG932,"POLYGON ((-86 23, -85 23, -85 22, -86 22, -86 23))"
PG933,"POLYGON ((-86 24, -85 24, -85 23, -86 23, -86 24))"
PG934,"POLYGON ((-86 25, -85 25, -85 24, -86 24, -86 25))"
PG935,"POLYGON ((-86 26, -85 26, -85 25, -86 25, -86 26))"
PG936,"POLYGON ((-86 27, -85 27, -85 26, -86 26, -86 27))"
PG937,"POLYGON ((-86 28, -85 28, -85 27, -86 27, -86 28))"
PG938,"POLYGON ((-86 29, -85 29, -85 28, -86 28, -86 29))"
PG939,"POLYGON ((-86 30, -85 30, -85 29, -86 29, -86 30))"
PG940,"POLYGON ((-86 31, -85 31, -85 30, -86 30, -86 31))"
PG941,"POLYGON ((-86 32, -85 32, -85 31, -86 31, -86 32))"
PG942,"POLYGON ((-86 33, -85 33, -85 32, -86 32, -86 33))"
PG943,"POLYGON ((-86 34, -85 34, -85 33, -86 33, -86 34))"
PG944,"POLYGON ((-86 35, -85 35, -85 34, -86 34, -86 35))"
PG945,"POLYGON ((-86 36, -85 36, -85 35, -86 35, -86 36))"
PG946,"POLYGON ((-85 10, -84 10, -84 9, -85 9, -85 10))"
PG947,"POLYGON ((-85 11, -84 11, -84 10, -85 10, -85 11))"
PG948,"POLYGON ((-85 12, -84 12, -84 11, -85 11, -85 12))"
PG949,"POLYGON ((-85 13, -84 13, -84 12, -85 12, -85 13))"
PG950,"POLYGON ((-85 14, -84 14, -84 13, -85 13, -85 14))"
PG951,"POLYGON ((-85 15, -84 15, -84 14, -85 14, -85 15))"
PG952,"POLYGON ((-85 16, -84 16, -84 15, -85 15, -85 16))"
PG953,"POLYGON ((-85 17, -84 17, -84 16, -85 16, -85 17))"
PG954,"POLYGON ((-85 18, -84 18, -84 17, -85 17, -85 18))"
PG955,"POLYGON ((-85 19, -84 19, -84 18, -85 18, -85 19))"
PG956,"POLYGON ((-85 20, -84 20, -84 19, -85 19, -85 20))"
PG957,"POLYGON ((-85 21, -84 21, -84 20, -85 20, -85 21))"
PG958,"POLYGON ((-85 22, -84 22, -84 21, -85 21, -85 22))"
PG959,"POLYGON ((-85 23, -84 23, -84 22, -85 22, -85 23))"
PG960,"POLYGON ((-85 24, -84 24, -84 23, -85 23, -85 24))"
PG961,"POLYGON ((-85 25, -84 25, -84 24, -85 24, -85 25))"
PG962,"POLYGON ((-85 26, -84 26, -84 25, -85 25, -85 26))"
PG963,"POLYGON ((-85 27, -84 27, -84 26, -85 26, -85 27))"
PG964,"POLYGON ((-85 28, -84 28, -84 27, -85 27, -85 28))"
PG965,"POLYGON ((-85 29, -84 29, -84 28, -85 28, -85 29))"
PG966,"POLYGON ((-85 30, -84 30, -84 29, -85 29, -85 30))"
PG967,"POLYGON ((-85 31, -84 31, -84 30, -85 30, -85 31))"
PG968,"POLYGON ((-85 32, -84 32, -84 31, -85 31, -85 32))"
PG969,"POLYGON ((-85 33, -84 33, -84 32, -85 32, -85 33))"
PG970,"POLYGON ((-85 34, -84 34, -84 33, -85 33, -85 34))"
PG971,"POLYGON ((-85 35, -84 35, -84 34, -85 34, -85 35))"
PG972,"POLYGON ((-85 36, -84 36, -84 35, -85 35, -85 36))"
PG973,"POLYGON ((-84 10, -83 10, -83 9, -84 9, -84 10))"
PG974,"POLYGON ((-84 11, -83 11, -83 10, -84 10, -84 11))"
PG975,"POLYGON ((-84 12, -83 12, -83 11, -84 11, -84 12))"
PG976,"POLYGON ((-84 13, -83 13, -83 12, -84 12, -84 13))"
PG977,"POLYGON ((-84 14, -83 14, -83 13, -84 13, -84 14))"
PG978,"POLYGON ((-84 15, -83 15, -83 14, -84 14, -84 15))"
PG979,"POLYGON ((-84 16, -83 16, -83 15, -84 15, -84 16))"
PG980,"POLYGON ((-84 17, -83 17, -83 16, -84 16, -84 17))"
PG981,"POLYGON ((-84 18, -83 18, -83 17, -84 17, -84 18))"
PG982,"POLYGON ((-84 19, -83 19, -83 18, -84 18, -84 19))"
PG983,"POLYGON ((-84 20, -83 20, -83 19, -84 19, -84 20))"
PG984,"POLYGON ((-84 21, -83 21, -83 20, -84 20, -84 21))"
PG985,"POLYGON ((-84 22, -83 22, -83 21, -84 21, -84 22))"
PG986,"POLYGON ((-84 23, -83 23, -83 22, -84 22, -84 23))"
PG987,"POLYGON ((-84 24, -83 24, -83 23, -84 23, -84 24))"
PG988,"POLYGON ((-84 25, -83 25, -83 24, -84 24, -84 25))"
PG989,"POLYGON ((-84 26, -83 26, -83 25, -84 25, -84 26))"
PG990,"POLYGON ((-84 27, -83 27, -83 26, -84 26, -84 27))"
PG991,"POLYGON ((-84 28, -83 28, -83 27, -84 27, -84 28))"
PG992,"POLYGON ((-84 29, -83 29, -83 28, -84 28, -84 29))"
PG993,"POLYGON ((-84 30, -83 30, -83 29, -84 29, -84 30))"
PG994,"POLYGON ((-84 31, -83 31, -83 30, -84 30, -84 31))"
PG995,"POLYGON ((-84 32, -83 32, -83 31, -84 31, -84 32))"
PG996,"POLYGON ((-84 33, -83 33, -83 32, -84 32, -84 33))"
PG997,"POLYGON ((-84 34, -83 34, -83 33, -84 33, -84 34))"
PG998,"POLYGON ((-84 35, -83 35, -83 34, -84 34, -84 35))"
PG999,"POLYGON ((-84 36, -83 36, -83 35, -84 35, -84 36))"
PG1000,"POLYGON ((-83 10, -82 10, -82 9, -83 9, -83 10))"
PG1001,"POLYGON ((-83 11, -82 11, -82 10, -83 10, -83 11))"
PG1002,"POLYGON ((-83 12, -82 12, -82 11, -83 11, -83 12))"
PG1003,"POLYGON ((-83 13, -82 13, -82 12, -83 12, -83 13))"
PG1004,"POLYGON ((-83 14, -82 14, -82 13, -83 13, -83 14))"
PG1005,"POLYGON ((-83 15, -82 15, -82 14, -83 14, -83 15))"
PG1006,"POLYGON ((-83 16, -82 16, -82 15, -83 15, -83 16))"
PG1007,"POLYGON ((-83 17, -82 17, -82 16, -83 16, -83 17))"
PG1008,"POLYGON ((-83 18, -82 18, -82 17, -83 17, -83 18))"
PG1009,"POLYGON ((-83 19, -82 19, -82 18, -83 18, -83 19))"
PG1010,"POLYGON ((-83 20, -82 20, -82 19, -83 19, -83 20))"
PG1011,"POLYGON ((-83 21, -82 21, -82 20, -83 20, -83 21))"
PG1012,"POLYGON ((-83 22, -82 22, -82 21, -83 21, -83 22))"
PG1013,"POLYGON ((-83 23, -82 23, -82 22, -83 22, -83 23))"
PG1014,"POLYGON ((-83 24, -82 24, -82 23, -83 23, -83 24))"
PG1015,"POLYGON ((-83 25, -82 25, -82 24, -83 24, -83 25))"
PG1016,"POLYGON ((-83 26, -82 26, -82 25, -83 25, -83 26))"
PG1017,"POLYGON ((-83 27, -82 27, -82 26, -83 26, -83 27))"
PG1018,"POLYGON ((-83 28, -82 28, -82 27, -83 27, -83 28))"
PG1019,"POLYGON ((-83 29, -82 29, -82 28, -83 28, -83 29))"
PG1020,"POLYGON ((-83 30, -82 30, -82 29, -83 29, -83 30))"
PG1021,"POLYGON ((-83 31, -82 31, -82 30, -83 30, -83 31))"
PG1022,"POLYGON ((-83 32, -82 32, -82 31, -83 31, -83 32))"
PG1023,"POLYGON ((-83 33, -82 33, -82 32, -83 32, -83 33))"
PG1024,"POLYGON ((-83 34, -82 34, -82 33, -83 33, -83 34))"
PG1025,"POLYGON ((-83 35, -82 35, -82 34, -83 34, -83 35))"
PG1026,"POLYGON ((-83 36, -82 36, -82 35, -83 35, -83 36))"
