ID_Poligono,geometry
PG351,"POLYGON ((-108 36, -107 36, -107 35, -108 35, -108 36))"
PG352,"POLYGON ((-107 10, -106 10, -106 9, -107 9, -107 10))"
PG353,"POLYGON ((-107 11, -106 11, -106 10, -107 10, -107 11))"
PG354,"POLYGON ((-107 12, -106 12, -106 11, -107 11, -107 12))"
PG355,"POLYGON ((-107 13, -106 13, -106 12, -107 12, -107 13))"
PG356,"POLYGON ((-107 14, -106 14, -106 13, -107 13, -107 14))"
PG357,"POLYGON ((-107 15, -106 15, -106 14, -107 14, -107 15))"
PG358,"POLYGON ((-107 16, -106 16, -106 15, -107 15, -107 16))"
PG359,"POLYGON ((-107 17, -106 17, -106 16, -107 16, -107 17))"
PG360,"POLYGON ((-107 18, -106 18, -106 17, -107 17, -107 18))"
PG361,"POLYGON ((-107 19, -106 19, -106 18, -107 18, -107 19))"
PG362,"POLYGON ((-107 20, -106 20, -106 19, -107 19, -107 20))"
PG363,"POLYGON ((-107 21, -106 21, -106 20, -107 20, -107 21))"
PG364,"POLYGON ((-107 22, -106 22, -106 21, -107 21, -107 22))"
PG365,"POLYGON ((-107 23, -106 23, -106 22, -107 22, -107 23))"
PG366,"POLYGON ((-107 24, -106 24, -106 23, -107 23, -107 24))"
PG367,"POLYGON ((-107 25, -106 25, -106 24, -107 24, -107 25))"
PG368,"POLYGON ((-107 26, -106 26, -106 25, -107 25, -107 26))"
PG369,"POLYGON ((-107 27, -106 27, -106 26, -107 26, -107 27))"
PG370,"POLYGON ((-107 28, -106 28, -106 27, -107 27, -107 28))"
PG371,"POLYGON ((-107 29, -106 29, -106 28, -107 28, -107 29))"
PG372,"POLYGON ((-107 30, -106 30, -106 29, -107 29, -107 30))"
PG373,"POLYGON ((-107 31, -106 31, -106 30, -107 30, -107 31))"
PG374,"POLYGON ((-107 32, -106 32, -106 31, -107 31, -107 32))"
PG375,"POLYGON ((-107 33, -106 33, -106 32, -107 32, -107 33))"
PG376,"POLYGON ((-107 34, -106 34, -106 33, -107 33, -107 34))"
PG377,"POLYGON ((-107 35, -106 35, -106 34, -107 34, -107 35))"
PG378,"POLYGON ((-107 36, -106 36, -106 35, -107 35, -107 36))"
PG379,"POLYGON ((-106 10, -105 10, -105 9, -106 9, -106 10))"
PG380,"POLYGON ((-106 11, -105 11, -105 10, -106 10, -106 11))"
PG381,"POLYGON ((-106 12, -105 12, -105 11, -106 11, -106 12))"
PG382,"POLYGON ((-106 13, -105 13, -105 12, -106 12, -106 13))"
PG383,"POLYGON ((-106 14, -105 14, -105 13, -106 13, -106 14))"
PG384,"POLYGON ((-106 15, -105 15, -105 14, -106 14, -106 15))"
PG385,"POLYGON ((-106 16, -105 16, -105 15, -106 15, -106 16))"
PG386,"POLYGON ((-106 17, -105 17, -105 16, -106 16, -106 17))"
PG387,"POLYGON ((-106 18, -105 18, -105 17, -106 17, -106 18))"
PG388,"POLYGON ((-106 19, -105 19, -105 18, -106 18, -106 19))"
PG389,"POLYGON ((-106 20, -105 20, -105 19, -106 19, -106 20))"
PG390,"POLYGON ((-106 21, -105 21, -105 20, -106 20, -106 21))"
PG391,"POLYGON ((-106 22, -105 22, -105 21, -106 21, -106 22))"
PG392,"POLYGON ((-106 23, -105 23, -105 22, -106 22, -106 23))"
PG393,"POLYGON ((-106 24, -105 24, -105 23, -106 23, -106 24))"
PG394,"POLYGON ((-106 25, -105 25, -105 24, -106 24, -106 25))"
PG395,"POLYGON ((-106 26, -105 26, -105 25, -106 25, -106 26))"
PG396,"POLYGON ((-106 27, -105 27, -105 26, -106 26, -106 27))"
PG397,"POLYGON ((-106 28, -105 28, -105 27, -106 27, -106 28))"
PG398,"POLYGON ((-106 29, -105 29, -105 28, -106 28, -106 29))"
PG399,"POLYGON ((-106 30, -105 30, -105 29, -106 29, -106 30))"
PG400,"POLYGON ((-106 31, -105 31, -105 30, -106 30, -106 31))"
PG401,"POLYGON ((-106 32, -105 32, -105 31, -106 31, -106 32))"
PG402,"POLYGON ((-106 33, -105 33, -105 32, -106 32, -106 33))"
PG403,"POLYGON ((-106 34, -105 34, -105 33, -106 33, -106 34))"
PG404,"POLYGON ((-106 35, -105 35, -105 34, -106 34, -106 35))"
PG405,"POLYGON ((-106 36, -105 36, -105 35, -106 35, -106 36))"
PG406,"POLYGON ((-105 10, -104 10, -104 9, -105 9, -105 10))"
PG407,"POLYGON ((-105 11, -104 11, -104 10, -105 10, -105 11))"
PG408,"POLYGON ((-105 12, -104 12, -104 11, -105 11, -105 12))"
PG409,"POLYGON ((-105 13, -104 13, -104 12, -105 12, -105 13))"
PG410,"POLYGON ((-105 14, -104 14, -104 13, -105 13, -105 14))"
PG411,"POLYGON ((-105 15, -104 15, -104 14, -105 14, -105 15))"
PG412,"POLYGON ((-105 16, -104 16, -104 15, -105 15, -105 16))"
PG413,"POLYGON ((-105 17, -104 17, -104 16, -105 16, -105 17))"
PG414,"POLYGON ((-105 18, -104 18, -104 17, -105 17, -105 18))"
PG415,"POLYGON ((-105 19, -104 19, -104 18, -105 18, -105 19))"
PG416,"POLYGON ((-105 20, -104 20, -104 19, -105 19, -105 20))"
PG417,"POLYGON ((-105 21, -104 21, -104 20, -105 20, -105 21))"
PG418,"POLYGON ((-105 22, -104 22, -104 21, -105 21, -105 22))"
PG419,"POLYGON ((-105 23, -104 23, -104 22, -105 22, -105 23))"
PG420,"POLYGON ((-105 24, -104 24, -104 23, -105 23, -105 24))"
PG421,"POLYGON ((-105 25, -104 25, -104 24, -105 24, -105 25))"
PG422,"POLYGON ((-105 26, -104 26, -104 25, -105 25, -105 26))"
PG423,"POLYGON ((-105 27, -104 27, -104 26, -105 26, -105 27))"
PG424,"POLYGON ((-105 28, -104 28, -104 27, -105 27, -105 28))"
PG425,"POLYGON ((-105 29, -104 29, -104 28, -105 28, -105 29))"
PG426,"POLYGON ((-105 30, -104 30, -104 29, -105 29, -105 30))"
PG427,"POLYGON ((-105 31, -104 31, -104 30, -105 30, -105 31))"
PG428,"POLYGON ((-105 32, -104 32, -104 31, -105 31, -105 32))"
PG429,"POLYGON ((-105 33, -104 33, -104 32, -105 32, -105 33))"
PG430,"POLYGON ((-105 34, -104 34, -104 33, -105 33, -105 34))"
PG431,"POLYGON ((-105 35, -104 35, -104 34, -105 34, -105 35))"
PG432,"POLYGON ((-105 36, -104 36, -104 35, -105 35, -105 36))"
PG433,"POLYGON ((-104 10, -103 10, -103 9, -104 9, -104 10))"
PG434,"POLYGON ((-104 11, -103 11, -103 10, -104 10, -104 11))"
PG435,"POLYGON ((-104 12, -103 12, -103 11, -104 11, -104 12))"
PG436,"POLYGON ((-104 13, -103 13, -103 12, -104 12, -104 13))"
PG437,"POLYGON ((-104 14, -103 14, -103 13, -104 13, -104 14))"
PG438,"POLYGON ((-104 15, -103 15, -103 14, -104 14, -104 15))"
PG439,"POLYGON ((-104 16, -103 16, -103 15, -104 15, -104 16))"
PG440,"POLYGON ((-104 17, -103 17, -103 16, -104 16, -104 17))"
PG441,"POLYGON ((-104 18, -103 18, -103 17, -104 17, -104 18))"
PG442,"POLYGON ((-104 19, -103 19, -103 18, -104 18, -104 19))"
PG443,"POLYGON ((-104 20, -103 20, -103 19, -104 19, -104 20))"
PG444,"POLYGON ((-104 21, -103 21, -103 20, -104 20, -104 21))"
PG445,"POLYGON ((-104 22, -103 22, -103 21, -104 21, -104 22))"
PG446,"POLYGON ((-104 23, -103 23, -103 22, -104 22, -104 23))"
PG447,"POLYGON ((-104 24, -103 24, -103 23, -104 23, -104 24))"
PG448,"POLYGON ((-104 25, -103 25, -103 24, -104 24, -104 25))"
PG449,"POLYGON ((-104 26, -103 26, -103 25, -104 25, -104 26))"
PG450,"POLYGON ((-104 27, -103 27, -103 26, -104 26, -104 27))"
PG451,"POLYGON ((-104 28, -103 28, -103 27, -104 27, -104 28))"
PG452,"POLYGON ((-104 29, -103 29, -103 28, -104 28, -104 29))"
PG453,"POLYGON ((-104 30, -103 30, -103 29, -104 29, -104 30))"
PG454,"POLYGON ((-104 31, -103 31, -103 30, -104 30, -104 31))"
PG455,"POLYGON ((-104 32, -103 32, -103 31, -104 31, -104 32))"
PG456,"POLYGON ((-104 33, -103 33, -103 32, -104 32, -104 33))"
PG457,"POLYGON ((-104 34, -103 34, -103 33, -104 33, -104 34))"
PG458,"POLYGON ((-104 35, -103 35, -103 34, -104 34, -104 35))"
PG459,"POLYGON ((-104 36, -103 36, -103 35, -104 35, -104 36))"
PG460,"POLYGON ((-103 10, -102 10, -102 9, -103 9, -103 10))"
PG461,"POLYGON ((-103 11, -102 11, -102 10, -103 10, -103 11))"
PG462,"POLYGON ((-103 12, -102 12, -102 11, -103 11, -103 12))"
PG463,"POLYGON ((-103 13, -102 13, -102 12, -103 12, -103 13))"
PG464,"POLYGON ((-103 14, -102 14, -102 13, -103 13, -103 14))"
PG465,"POLYGON ((-103 15, -102 15, -102 14, -103 14, -103 15))"
PG466,"POLYGON ((-103 16, -102 16, -102 15, -103 15, -103 16))"
PG467,"POLYGON ((-103 17, -102 17, -102 16, -103 16, -103 17))"
PG468,"POLYGON ((-103 18, -102 18, -102 17, -103 17, -103 18))"
PG469,"POLYGON ((-103 19, -102 19, -102 18, -103 18, -103 19))"
PG470,"POLYGON ((-103 20, -102 20, -102 19, -103 19, -103 20))"
PG471,"POLYGON ((-103 21, -102 21, -102 20, -103 20, -103 21))"
PG472,"POLYGON ((-103 22, -102 22, -102 21, -103 21, -103 22))"
PG473,"POLYGON ((-103 23, -102 23, -102 22, -103 22, -103 23))"
PG474,"POLYGON ((-103 24, -102 24, -102 23, -103 23, -103 24))"
PG475,"POLYGON ((-103 25, -102 25, -102 24, -103 24, -103 25))"
PG476,"POLYGON ((-103 26, -102 26, -102 25, -103 25, -103 26))"
PG477,"POLYGON ((-103 27, -102 27, -102 26, -103 26, -103 27))"
PG478,"POLYGON ((-103 28, -102 28, -102 27, -103 27, -103 28))"
PG479,"POLYGON ((-103 29, -102 29, -102 28, -103 28, -103 29))"
PG480,"POLYGON ((-103 30, -102 30, -102 29, -103 29, -103 30))"
PG481,"POLYGON ((-103 31, -102 31, -102 30, -103 30, -103 31))"
PG482,"POLYGON ((-103 32, -102 32, -102 31, -103 31, -103 32))"
PG483,"POLYGON ((-103 33, -102 33, -102 32, -103 32, -103 33))"
PG484,"POLYGON ((-103 34, -102 34, -102 33, -103 33, -103 34))"
PG485,"POLYGON ((-103 35, -102 35, -102 34, -103 34, -103 35))"
PG486,"POLYGON ((-103 36, -102 36, -102 35, -103 35, -103 36))"
PG487,"POLYGON ((-102 10, -101 10, -101 9, -102 9, -102 10))"
PG488,"POLYGON ((-102 11, -101 11, -101 10, -102 10, -102 11))"
PG489,"POLYGON ((-102 12, -101 12, -101 11, -102 11, -102 12))"
PG490,"POLYGON ((-102 13, -101 13, -101 12, -102 12, -102 13))"
PG491,"POLYGON ((-102 14, -101 14, -101 13, -102 13, -102 14))"
PG492,"POLYGON ((-102 15, -101 15, -101 14, -102 14, -102 15))"
PG493,"POLYGON ((-102 16, -101 16, -101 15, -102 15, -102 16))"
PG494,"POLYGON ((-102 17, -101 17, -101 16, -102 16, -102 17))"
PG495,"POLYGON ((-102 18, -101 18, -101 17, -102 17, -102 18))"
PG496,"POLYGON ((-102 19, -101 19, -101 18, -102 18, -102 19))"
PG497,"POLYGON ((-102 20, -101 20, -101 19, -102 19, -102 20))"
PG498,"POLYGON ((-102 21, -101 21, -101 20, -102 20, -102 21))"
PG499,"POLYGON ((-102 22, -101 22, -101 21, -102 21, -102 22))"
PG500,"POLYGON ((-102 23, -101 23, -101 22, -102 22, -102 23))"
PG501,"POLYGON ((-102 24, -101 24, -101 23, -102 23, -102 24))"
PG502,"POLYGON ((-102 25, -101 25, -101 24, -102 24, -102 25))"
PG503,"POLYGON ((-102 26, -101 26, -101 25, -102 25, -102 26))"
PG504,"POLYGON ((-102 27, -101 27, -101 26, -102 26, -102 27))"
PG505,"POLYGON ((-102 28, -101 28, -101 27, -102 27, -102 28))"
PG506,"POLYGON ((-102 29, -101 29, -101 28, -102 28, -102 29))"
PG507,"POLYGON ((-102 30, -101 30, -101 29, -102 29, -102 30))"
PG508,"POLYGON ((-102 31, -101 31, -101 30, -102 30, -102 31))"
PG509,"POLYGON ((-102 32, -101 32, -101 31, -102 31, -102 32))"
PG510,"POLYGON ((-102 33, -101 33, -101 32, -102 32, -102 33))"
PG511,"POLYGON ((-102 34, -101 34, -101 33, -102 33, -102 34))"
PG512,"POLYGON ((-102 35, -101 35, -101 34, -102 34, -102 35))"
PG513,"POLYGON ((-102 36, -101 36, -101 35, -102 35, -102 36))"
PG514,"POLYGON ((-101 10, -100 10, -100 9, -101 9, -101 10))"
PG515,"POLYGON ((-101 11, -100 11, -100 10, -101 10, -101 11))"
PG516,"POLYGON ((-101 12, -100 12, -100 11, -101 11, -101 12))"
PG517,"POLYGON ((-101 13, -100 13, -100 12, -101 12, -101 13))"
PG518,"POLYGON ((-101 14, -100 14, -100 13, -101 13, -101 14))"
PG519,"POLYGON ((-101 15, -100 15, -100 14, -101 14, -101 15))"
PG520,"POLYGON ((-101 16, -100 16, -100 15, -101 15, -101 16))"
PG521,"POLYGON ((-101 17, -100 17, -100 16, -101 16, -101 17))"
PG522,"POLYGON ((-101 18, -100 18, -100 17, -101 17, -101 18))"
PG523,"POLYGON ((-101 19, -100 19, -100 18, -101 18, -101 19))"
PG524,"POLYGON ((-101 20, -100 20, -100 19, -101 19, -101 20))"
PG525,"POLYGON ((-101 21, -100 21, -100 20, -101 20, -101 21))"
PG526,"POLYGON ((-101 22, -100 22, -100 21, -101 21, -101 22))"
PG527,"POLYGON ((-101 23, -100 23, -100 22, -101 22, -101 23))"
PG528,"POLYGON ((-101 24, -100 24, -100 23, -101 23, -101 24))"
PG529,"POLYGON ((-101 25, -100 25, -100 24, -101 24, -101 25))"
PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))"
PG531,"POLYGON ((-101 27, -100 27, -100 26, -101 26, -101 27))"
PG532,"POLYGON ((-101 28, -100 28, -100 27, -101 27, -101 28))"
PG533,"POLYGON ((-101 29, -100 29, -100 28, -101 28, -101 29))"
PG534,"POLYGON ((-101 30, -100 30, -100 29, -101 29, -101 30))"
PG535,"POLYGON ((-101 31, -100 31, -100 30, -101 30, -101 31))"
PG536,"POLYGON ((-101 32, -100 32, -100 31, -101 31, -101 32))"
PG537,"POLYGON ((-101 33, -100 33, -100 32, -101 32, -101 33))"
PG538,"POLYGON ((-101 34, -100 34, -100 33, -101 33, -101 34))"
PG539,"POLYGON ((-101 35, -100 35, -100 34, -101 34, -101 35))"
PG540,"POLYGON ((-101 36, -100 36, -100 35, -101 35, -101 36))"
PG541,"POLYGON ((-100 10, -99 10, -99 9, -100 9, -100 10))"
PG542,"POLYGON ((-100 11, -99 11, -99 10, -100 10, -100 11))"
PG543,"POLYGON ((-100 12, -99 12, -99 11, -100 11, -100 12))"
PG544,"POLYGON ((-100 13, -99 13, -99 12, -100 12, -100 13))"
PG545,"POLYGON ((-100 14, -99 14, -99 13, -100 13, -100 14))"
PG546,"POLYGON ((-100 15, -99 15, -99 14, -100 14, -100 15))"
PG547,"POLYGON ((-100 16, -99 16, -99 15, -100 15, -100 16))"
PG548,"POLYGON ((-100 17, -99 17, -99 16, -100 16, -100 17))"
PG549,"POLYGON ((-100 18, -99 18, -99 17, -100 17, -100 18))"
PG550,"POLYGON ((-100 19, -99 19, -99 18, -100 18, -100 19))"
PG551,"POLYGON ((-100 20, -99 20, -99 19, -100 19, -100 20))"
PG552,"POLYGON ((-100 21, -99 21, -99 20, -100 20, -100 21))"
PG553,"POLYGON ((-100 22, -99 22, -99 21, -100 21, -100 22))"
PG554,"POLYGON ((-100 23, -99 23, -99 22, -100 22, -100 23))"
PG555,"POLYGON ((-100 24, -99 24, -99 23, -100 23, -100 24))"
PG556,"POLYGON ((-100 25, -99 25, -99 24, -100 24, -100 25))"
PG557,"POLYGON ((-100 26, -99 26, -99 25, -100 25, -100 26))"
PG558,"POLYGON ((-100 27, -99 27, -99 26, -100 26, -100 27))"
PG559,"POLYGON ((-100 28, -99 28, -99 27, -100 27, -100 28))"
PG560,"POLYGON ((-100 29, -99 29, -99 28, -100 28, -100 29))"
PG561,"POLYGON ((-100 30, -99 30, -99 29, -100 29, -100 30))"
PG562,"POLYGON ((-100 31, -99 31, -99 30, -100 30, -100 31))"
PG563,"POLYGON ((-100 32, -99 32, -99 31, -100 31, -100 32))"
PG564,"POLYGON ((-100 33, -99 33, -99 32, -100 32, -100 33))"
PG565,"POLYGON ((-100 34, -99 34, -99 33, -100 33, -100 34))"
PG566,"POLYGON ((-100 35, -99 35, -99 34, -100 34, -100 35))"
PG567,"POLYGON ((-100 36, -99 36, -99 35, -100 35, -100 36))"
PG568,"POLYGON ((-99 10, -98 10, -98 9, -99 9, -99 10))"
PG569,"POLYGON ((-99 11, -98 11, -98 10, -99 10, -99 11))"
PG570,"POLYGON ((-99 12, -98 12, -98 11, -99 11, -99 12))"
PG571,"POLYGON ((-99 13, -98 13, -98 12, -99 12, -99 13))"
PG572,"POLYGON ((-99 14, -98 14, -98 13, -99 13, -99 14))"
PG573,"POLYGON ((-99 15, -98 15, -98 14, -99 14, -99 15))"
PG574,"POLYGON ((-99 16, -98 16, -98 15, -99 15, -99 16))"
PG575,"POLYGON ((-99 17, -98 17, -98 16, -99 16, -99 17))"
PG576,"POLYGON ((-99 18, -98 18, -98 17, -99 17, -99 18))"
PG577,"POLYGON ((-99 19, -98 19, -98 18, -99 18, -99 19))"
PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))"
PG579,"POLYGON ((-99 21, -98 21, -98 20, -99 20, -99 21))"
PG580,"POLYGON ((-99 22, -98 22, -98 21, -99 21, -99 22))"
PG581,"POLYGON ((-99 23, -98 23, -98 22, -99 22, -99 23))"
PG582,"POLYGON ((-99 24, -98 24, -98 23, -99 23, -99 24))"
PG583,"POLYGON ((-99 25, -98 25, -98 24, -99 24, -99 25))"
PG584,"POLYGON ((-99 26, -98 26, -98 25, -99 25, -99 26))"
PG585,"POLYGON ((-99 27, -98 27, -98 26, -99 26, -99 27))"
PG586,"POLYGON ((-99 28, -98 28, -98 27, -99 27, -99 28))"
PG587,"POLYGON ((-99 29, -98 29, -98 28, -99 28, -99 29))"
PG588,"POLYGON ((-99 30, -98 30, -98 29, -99 29, -99 30))"
PG589,"POLYGON ((-99 31, -98 31, -98 30, -99 30, -99 31))"
PG590,"POLYGON ((-99 32, -98 32, -98 31, -99 31, -99 32))"
PG591,"POLYGON ((-99 33, -98 33, -98 32, -99 32, -99 33))"
PG592,"POLYGON ((-99 34, -98 34, -98 33, -99 33, -99 34))"
PG593,"POLYGON ((-99 35, -98 35, -98 34, -99 34, -99 35))"
PG594,"POLYGON ((-99 36, -98 36, -98 35, -99 35, -99 36))"
PG595,"POLYGON ((-98 10, -97 10, -97 9, -98 9, -98 10))"
PG596,"POLYGON ((-98 11, -97 11, -97 10, -98 10, -98 11))"
PG597,"POLYGON ((-98 12, -97 12, -97 11, -98 11, -98 12))"
PG598,"POLYGON ((-98 13, -97 13, -97 12, -98 12, -98 13))"
PG599,"POLYGON ((-98 14, -97 14, -97 13, -98 13, -98 14))"
PG600,"POLYGON ((-98 15, -97 15, -97 14, -98 14, -98 15))"
PG601,"POLYGON ((-98 16, -97 16, -97 15, -98 15, -98 16))"
PG602,"POLYGON ((-98 17, -97 17, -97 16, -98 16, -98 17))"
PG603,"POLYGON ((-98 18, -97 18, -97 17, -98 17, -98 18))"
PG604,"POLYGON ((-98 19, -97 19, -97 18, -98 18, -98 19))"
PG605,"POLYGON ((-98 20, -97 20, -97 19, -98 19, -98 20))"
PG606,"POLYGON ((-98 21, -97 21, -97 20, -98 20, -98 21))"
PG607,"POLYGON ((-98 22, -97 22, -97 21, -98 21, -98 22))"
PG608,"POLYGON ((-98 23, -97 23, -97 22, -98 22, -98 23))"
PG609,"POLYGON ((-98 24, -97 24, -97 23, -98 23, -98 24))"
PG610,"POLYGON ((-98 25, -97 25, -97 24, -98 24, -98 25))"
PG611,"POLYGON ((-98 26, -97 26, -97 25, -98 25, -98 26))"
PG612,"POLYGON ((-98 27, -97 27, -97 26, -98 26, -98 27))"
PG613,"POLYGON ((-98 28, -97 28, -97 27, -98 27, -98 28))"
PG614,"POLYGON ((-98 29, -97 29, -97 28, -98 28, -98 29))"
PG615,"POLYGON ((-98 30, -97 30, -97 29, -98 29, -98 30))"
PG616,"POLYGON ((-98 31, -97 31, -97 30, -98 30, -98 31))"
PG617,"POLYGON ((-98 32, -97 32, -97 31, -98 31, -98 32))"
PG618,"POLYGON ((-98 33, -97 33, -97 32, -98 32, -98 33))"
PG619,"POLYGON ((-98 34, -97 34, -97 33, -98 33, -98 34))"
PG620,"POLYGON ((-98 35, -97 35, -97 34, -98 34, -98 35))"
PG621,"POLYGON ((-98 36, -97 36, -97 35, -98 35, -98 36))"
PG622,"POLYGON ((-97 10, -96 10, -96 9, -97 9, -97 10))"
PG623,"POLYGON ((-97 11, -96 11, -96 10, -97 10, -97 11))"
PG624,"POLYGON ((-97 12, -96 12, -96 11, -97 11, -97 12))"
PG625,"POLYGON ((-97 13, -96 13, -96 12, -97 12, -97 13))"
PG626,"POLYGON ((-97 14, -96 14, -96 13, -97 13, -97 14))"
PG627,"POLYGON ((-97 15, -96 15, -96 14, -97 14, -97 15))"
PG628,"POLYGON ((-97 16, -96 16, -96 15, -97 15, -97 16))"
PG629,"POLYGON ((-97 17, -96 17, -96 16, -97 16, -97 17))"
PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))"
PG631,"POLYGON ((-97 19, -96 19, -96 18, -97 18, -97 19))"
PG632,"POLYGON ((-97 20, -96 20, -96 19, -97 19, -97 20))"
PG633,"POLYGON ((-97 21, -96 21, -96 20, -97 20, -97 21))"
PG634,"POLYGON ((-97 22, -96 22, -96 21, -97 21, -97 22))"
PG635,"POLYGON ((-97 23, -96 23, -96 22, -97 22, -97 23))"
PG636,"POLYGON ((-97 24, -96 24, -96 23, -97 23, -97 24))"
PG637,"POLYGON ((-97 25, -96 25, -96 24, -97 24, -97 25))"
PG638,"POLYGON ((-97 26, -96 26, -96 25, -97 25, -97 26))"
PG639,"POLYGON ((-97 27, -96 27, -96 26, -97 26, -97 27))"
PG640,"POLYGON ((-97 28, -96 28, -96 27, -97 27, -97 28))"
PG641,"POLYGON ((-97 29, -96 29, -96 28, -97 28, -97 29))"
PG642,"POLYGON ((-97 30, -96 30, -96 29, -97 29, -97 30))"
PG643,"POLYGON ((-97 31, -96 31, -96 30, -97 30, -97 31))"
PG644,"POLYGON ((-97 32, -96 32, -96 31, -97 31, -97 32))"
PG645,"POLYGON ((-97 33, -96 33, -96 32, -97 32, -97 33))"
PG646,"POLYGON ((-97 34, -96 34, -96 33, -97 33, -97 34))"
PG647,"POLYGON ((-97 35, -96 35, -96 34, -97 34, -97 35))"
PG648,"POLYGON ((-97 36, -96 36, -96 35, -97 35, -97 36))"
PG649,"POLYGON ((-96 10, -95 10, -95 9, -96 9, -96 10))"
PG650,"POLYGON ((-96 11, -95 11, -95 10, -96 10, -96 11))"
PG651,"POLYGON ((-96 12, -95 12, -95 11, -96 11, -96 12))"
PG652,"POLYGON ((-96 13, -95 13, -95 12, -96 12, -96 13))"
PG653,"POLYGON ((-96 14, -95 14, -95 13, -96 13, -96 14))"
PG654,"POLYGON ((-96 15, -95 15, -95 14, -96 14, -96 15))"
PG655,"POLYGON ((-96 16, -95 16, -95 15, -96 15, -96 16))"
PG656,"POLYGON ((-96 17, -95 17, -95 16, -96 16, -96 17))"
PG657,"POLYGON ((-96 18, -95 18, -95 17, -96 17, -96 18))"
PG658,"POLYGON ((-96 19, -95 19, -95 18, -96 18, -96 19))"
PG659,"POLYGON ((-96 20, -95 20, -95 19, -96 19, -96 20))"
PG660,"POLYGON ((-96 21, -95 21, -95 20, -96 20, -96 21))"
PG661,"POLYGON ((-96 22, -95 22, -95 21, -96 21, -96 22))"
PG662,"POLYGON ((-96 23, -95 23, -95 22, -96 22, -96 23))"
PG663,"POLYGON ((-96 24, -95 24, -95 23, -96 23, -96 24))"
PG664,"POLYGON ((-96 25, -95 25, -95 24, -96 24, -96 25))"
PG665,"POLYGON ((-96 26, -95 26, -95 25, -96 25, -96 26))"
PG666,"POLYGON ((-96 27, -95 27, -95 26, -96 26, -96 27))"
PG667,"POLYGON ((-96 28, -95 28, -95 27, -96 27, -96 28))"
PG668,"POLYGON ((-96 29, -95 29, -95 28, -96 28, -96 29))"
PG669,"POLYGON ((-96 30, -95 30, -95 29, -96 29, -96 30))"
PG670,"POLYGON ((-96 31, -95 31, -95 30, -96 30, -96 31))"
PG671,"POLYGON ((-96 32, -95 32, -95 31, -96 31, -96 32))"
PG672,"POLYGON ((-96 33, -95 33, -95 32, -96 32, -96 33))"
PG673,"POLYGON ((-96 34, -95 34, -95 33, -96 33, -96 34))"
PG674,"POLYGON ((-96 35, -95 35, -95 34, -96 34, -96 35))"
PG675,"POLYGON ((-96 36, -95 36, -95 35, -96 35, -96 36))"
PG676,"POLYGON ((-95 10, -94 10, -94 9, -95 9, -95 10))"
PG677,"POLYGON ((-95 11, -94 11, -94 10, -95 10, -95 11))"
PG678,"POLYGON ((-95 12, -94 12, -94 11, -95 11, -95 12))"
PG679,"POLYGON ((-95 13, -94 13, -94 12, -95 12, -95 13))"
PG680,"POLYGON ((-95 14, -94 14, -94 13, -95 13, -95 14))"
PG681,"POLYGON ((-95 15, -94 15, -94 14, -95 14, -95 15))"
PG682,"POLYGON ((-95 16, -94 16, -94 15, -95 15, -95 16))"
PG683,"POLYGON ((-95 17, -94 17, -94 16, -95 16, -95 17))"
PG684,"POLYGON ((-95 18, -94 18, -94 17, -95 17, -95 18))"
PG685,"POLYGON ((-95 19, -94 19, -94 18, -95 18, -95 19))"
PG686,"POLYGON ((-95 20, -94 20, -94 19, -95 19, -95 20))"
PG687,"POLYGON ((-95 21, -94 21, -94 20, -95 20, -95 21))"
PG688,"POLYGON ((-95 22, -94 22, -94 21, -95 21, -95 22))"
PG689,"POLYGON ((-95 23, -94 23, -94 22, -95 22, -95 23))"
PG690,"POLYGON ((-95 24, -94 24, -94 23, -95 23, -95 24))"
PG691,"POLYGON ((-95 25, -94 25, -94 24, -95 24, -95 25))"
PG692,"POLYGON ((-95 26, -94 26, -94 25, -95 25, -95 26))"
PG693,"POLYGON ((-95 27, -94 27, -94 26, -95 26, -95 27))"
PG694,"POLYGON ((-95 28, -94 28, -94 27, -95 27, -95 28))"
PG695,"POLYGON ((-95 29, -94 29, -94 28, -95 28, -95 29))"
PG696,"POLYGON ((-95 30, -94 30, -94 29, -95 29, -95 30))"
PG697,"POLYGON ((-95 31, -94 31, -94 30, -95 30, -95 31))"
PG698,"POLYGON ((-95 32, -94 32, -94 31, -95 31, -95 32))"
PG699,"POLYGON ((-95 33, -94 33, -94 32, -95 32, -95 33))"
PG700,"POLYGON ((-95 34, -94 34, -94 33, -95 33, -95 34))"
PG701,"POLYGON ((-95 35, -94 35, -94 34, -95 34, -95 35))"
PG702,"POLYGON ((-95 36, -94 36, -94 35, -95 35, -95 36))"
PG703,"POLYGON ((-94 10, -93 10, -93 9, -94 9, -94 10))"
PG704,"POLYGON ((-94 11, -93 11, -93 10, -94 10, -94 11))"
PG705,"POLYGON ((-94 12, -93 12, -93 11, -94 11, -94 12))"
PG706,"POLYGON ((-94 13, -93 13, -93 12, -94 12, -94 13))"
PG707,"POLYGON ((-94 14, -93 14, -93 13, -94 13, -94 14))"
PG708,"POLYGON ((-94 15, -93 15, -93 14, -94 14, -94 15))"
