name,ciudad,estado,tipo,subtipo,latitud,longitud,ID_Poligono,direccion
Angeles Sin Fronteras,"Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.66293698,-115.4949834,PG132,"Av. Reforma 244, Altos Zona Centro C.P.21100"
Centro de Apoyo al Trabajor Migrante,"Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.66084772,-115.4794935,PG132,"Jabonera 6, Col. Nueva C.P. 21100"
Centro de Apoyo al Trabajador Migrante: Comite de Promocion para el Desarrollo de Mexicali ,"Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.6603047,-115.4597261,PG132,"Calle Jabonera #6, Colonia Nueva, Mexicali, Baja California 21100,Mexicali, Baja California"
Comedor Cobina A.C.,"Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.66030066,-115.4898749,PG132,"Avenida Lerdo 416, Col. Centro C.P. 21200"
"Comedor Cobina, A.C. ","Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.6601716,-115.4923303,PG132,"Av. Lerdo 416, Col. Centro, C.P. 21200,Mexicali, Baja California"
Juntos en el Camino,"Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.65895405,-115.565696,PG132,"Garita 1, Carretera Mexicali-Calexico, Modulo 3"
HIAS Mexicali ,"Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.6584928,-115.3724971,PG132,"Calle Mexico 151, Primera, 21100 Mexicali, B.C. A un costado de la Secretaria de relaciones Exteriores.,Mexicali, Baja California"
Dispensario Medico Dr. Canedo ,"Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.6583229,-115.4371825,PG132,"Calle Sur # 701,Mexicali, Baja California"
Grupo de Ayuda para el Migrante de Mexicali A.C. ,"Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.65625303,-115.4983419,PG132,"Av. Michoacan #1377, entre la 5ta y 6ta, Col. Pueblo Nuevo C.P. 21120,Mexicali, Baja California"
"Grupo de Ayuda para el Migrante de Mexicali, A.C.","Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.65593506,-115.4987964,PG132,"Michoacan 1377, Col. Pueblo Nuevo C.P. 21120"
Juvenil del Desierto,"Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.6545058,-115.4653355,PG132,"Carpinteros 1515, Col. Industrial C.P. 21010"
El Buen Samaritano,"Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.65385434,-115.4789914,PG132,"Celaya s/n, Parroquia San Jose Obrero, Col. Bellavista, C.P. 21150"
"Centro de Reintegracion Familiar de Menores Migrantes, A.C. ""Albergue del Desierto"" ","Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.65025805,-115.5059043,PG132,"Carpinteros 1515 G y H Col. Industrial C. P. 21010,Mexicali, Baja California"
"Mana de Mexicali, I.B.P.","Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.6457407,-115.458184,PG132,"Av. Jesus Garcia 1799, Col. Nacozari C.P.21030"
Centro Pastoral Mana de Mexicali IAP ,"Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.6457407,-115.458184,PG132,"Av. Jesus Garcia 1799, Col. Nacozari C.P. 21030,Mexicali, Baja California"
"Caritas Region Mexicali, A.C. El Buen Samaritano ","Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.639538,-115.498107,PG132,"Celaya S/N, Parroquia San Jose Obrero, Col. Bellavista, C.P. 21150,Mexicali, Baja California"
Albergue Temporal Mexicali,"Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.637519,-115.498128,PG132,"Salina Cruz 1253, Col. Guajardo Mexicali, Baja California. C. P. 21050"
El camino a un Nuevo Amanecer ,"Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.62655285,-115.3650196,PG132,"Pte. Canal Pacifico , km 15, 5 Ej. Hipolito Renteria,Mexicali, Baja California"
"Modulo Fronterizo ""Juntos en el Camino"" ","Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.62370026,-115.4428449,PG132,"Garita numero 1, Carretera Mexicali-Calexico, Modulo # 3,Mexicali, Baja California"
"Casa de Oracion del Migrante, A.C. ","Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.60976727,-115.4336842,PG132,"Ninos Heroes 981, Col. General Jesus Munguia, C.P.22840,Ensenada, Baja California"
"Coordinadora del Programa de Apoyo al Trabajador Migrante Deportado, A.C. ""Casa Betania"" ","Mexicali, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.6072504,-115.4436791,PG132,"Lago Hudson # 2408 Col. Xochimilco, C.P. 21380,Mexicali, Baja California"
Casa de Ayuda Alfa y Omega ,"San Luis Rio Colorado, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,32.56754405,-114.9958286,PG159,"Av, Benito Juarez #92, Col. Zona Centro, C.P. 21100,Mexicali, Baja California"
Nuestra Senora de Guadalupe,"Playas de Rosarito, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.56267732,-116.6044826,PG105,"Mision Santa Teresa 1400, Col. El Descanso C.P.21478"
"Albergue para migrantes ""El Buen Samaritano""","Juarez, Chihuahua",Chihuahua,OSC / ONG,Centros de Asistencia Social,32.5481449,-106.5256603,PG375,"Calle Islas Esmeraldas # 2012 Col. Luis Echeverria. Ciudad Juarez, Chihuahua"
"Coalicion Prodefensa del Migrante, A.C. Modulo de Atencion ","Playas de Rosarito, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5443709,-116.8915208,PG105,"Garita Puerta Mexico/ Garita Mesa de Otay,Tijuana, Baja California"
"Agencia Familiar Binacional, AC (AFABI) ","Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.54132743,-117.0183359,PG78,"Av. Mexico No. 8281 Int. 7-8, Zona Centro CP 22000,Tijuana, Baja California"
"Movimiento JUVENTUD2000, Secc. Tijuana A. C.","Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.54048862,-117.0393266,PG78,"Av. Constitucion #205, esquina con Fernando Sanchez Ayala, Zona Norte CP 22000,Tijuana, Baja California"
Albergue Temporal Zona Norte ,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.540333,-117.0515263,PG78,"Calle Arias Bernal # 112 CP 22100,Tijuana, Baja California"
"Movimiento Juventud 2000 Seccion Tijuana, A.C.","Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5403172,-117.0393303,PG78,"Constitucion 205, Zona Norte C.P. 22100"
La Vina de Tijuana,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5393864,-117.0523311,PG78,"Calle Ing. Fernando Sanchez Ayala 7534, Zona Nte., 22000 Tijuana, B.C."
Espacio Migrante,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5385082,-117.034304,PG78,"Av. Miguel Negrete No. 8350, Zona Urbana Rio"
Programa de Repatriacion Humana (Modulo Tijuana) ,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.53808867,-117.0368087,PG78,"Garita Internacional El Chaparral, S/N, Col. Federal, C.P. 22010,Tijuana, Baja California"
Madres y familias deportadas en accion ,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5375158,-117.0296459,PG78,"Via de la Juventud Ote 8800, Defensores de Baja California, CP 22010,Tijuana, Baja California"
Enclave Caracol ,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5370643,-117.036046,PG78,"1er Andador 8250 CP 22000,Tijuana, Baja California"
Espacio Migrante ,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5370491,-117.0339699,PG78,"Avenida Miguel Negrete 8350, Zona Urbana Rio Tijuana,Tijuana, Baja California"
"Salesiano de Tijuana Desayunador ""Padre Chava"" ","Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5367633,-117.0321805,PG78,"Av. Melchor Ocampo #700, Zona Centro CP 22000,Tijuana, Baja California"
Albergue Ejercito de Salvacion ,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5353256,-117.012417,PG78,"Av. Aquiles Serdan 11585, Colonia Libertad, Parte Baja CP 22300,Tijuana, Baja California"
Ejercito de Salvacion,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5338243,-117.0067312,PG78,"Calle 17 550, Col. Libertad Parte Baja C.P. 22400"
Albergue Ejercito de Salvacion Puerta de la Esperanza ,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5338243,-117.0067312,PG78,"Calle 17 #550, Adolfo Ruiz Cortinez, Col. Libertad, Parte Baja  CP 22400,Tijuana, Baja California"
"Casa de Oracion del Migrante, A.C. ","Playas de Rosarito, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.53060863,-116.9979549,PG105,"735 Carlota Sosa y 1ra Sur Esquina de Carlota Sosa, Colonia Anexa del Rio,Tijuana, Baja California"
Casa de Oracion del Migrante A.C.,"Playas de Rosarito, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5304891,-116.997945,PG105,"Carlota Sosa 735, Col. Anexa Rio C.P. 22416"
"Pueblo Sin Fronteras, A.C","Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5296458,-117.0354734,PG78,"Calle Hermenegildo Galeana Lt. 7, entre Guaymas y Empalme, Col. Burocrata C.P.8570"
Club Amigos de Codet ,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5260874,-117.0087706,PG78,"Ave. Padre Kino 10159 Zona Rio CP 22320,Tijuana, Baja California"
Casa del Migrante Nuestra Senora de Guadalupe ,"Playas de Rosarito, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.52467068,-116.9997965,PG105,"Sta. Teresa 1398, El Descanso C.P. 21478,Tijuana, Baja California"
Instituto Madre Assunta ,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.52378451,-117.0008055,PG78,"Calle Galileo # 2305 Colonia Postal CP 22416,Tijuana, Baja California"
Madre Asunta,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.52350414,-117.0013849,PG78,"Galileo 2305, Col. Postal C.P. 22416"
HIAS Tijuana ,"Playas de Rosarito, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5231727,-116.9373809,PG105,"Ricardo Flores Magon 8119, Zona Centro, 22000 Tijuana, B.C.,Tijuana, Baja California"
"Casa del Migrante en Tijuana, A.C. ","Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.52290054,-117.0016623,PG78,"Calle Galileo # 239 Colonia Postal CP 22416,Tijuana, Baja California"
"Union de Comites Comunitarios de Tijuana, A.C. Modulo de Atencion al Migrante Chiapaneco ","Playas de Rosarito, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.5216801,-116.9930421,PG105,"Av. Las Lomas # 590 Colonia Buena Vista CP 22010,Tijuana, Baja California"
"Federacion de Asociaciones Cristianas de Jovenes de la Republica Mexicana, A.C. ""Casas YMCA para menores Migrantes"" ","Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.51394463,-117.0212405,PG78,"Blvd. Cuauhtemoc Sur # 3170 Colonia Chula Vista CP 22410,Tijuana, Baja California"
Centro Binacional de Derechos Humanos A.C. ,"Playas de Rosarito, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.505976,-116.9497659,PG105,"Avda. Paseo del Centenario # 3-B Oficina 11 Zona Rio Tijuana contraesquina de Palacio Municipal CP 22320,Tijuana, Baja California"
"Casa Hogar Cavit Alejandro, A.C. ","Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.496316,-117.0838684,PG78,"Francisco I. Madero No. 104 Colonia Divina Providencia CP 22525,Tijuana, Baja California"
Albergue Temporal Tijuana,"Playas de Rosarito, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.4956248,-116.8620993,PG105,"De los Taxistas s/n, 3ra Etapa del Rio Tijuana, Baja California. C.P. 22226"
"Asociacion Casa del Migrante La Divina Providencia, I.A.P. ","San Luis Rio Colorado, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,32.4761753,-114.7765312,PG159,"Avenida Zaragoza # 912, Col. Comercial, C.P. 83449,San Luis Rio Colorado, Sonora"
"El Camino a un Nuevo Amanecer, A.C","Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.47416681,-117.0656388,PG78,"Pte. Canal Pacifico, Km 15.5, Ej. Hipolito Renteria"
"Roca de Salvacion, A.C.","Playas de Rosarito, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.47232885,-116.9065817,PG105,"Calle Ampliacion Hujicori 20704, Col. Azteca Canon 1 de La Raza C.P. 22224"
Casa Hogar El Puente ,"Playas de Rosarito, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.4685104,-116.9611622,PG105,"De Los Toros 14103, Amparo Sanchez, 22183 Tijuana, B.C.,Tijuana, Baja California"
Diocesana de Torreon,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.4649811,-117.0067088,PG78,"Av. La Paz 300, Col. Nueva California C.P. 27089"
"Pueblo Sin Fronteras, A.C.","San Luis Rio Colorado, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,32.4623633,-114.8066277,PG159,"Av. Lopez Collado, Col. Eleazar Ortiz C.P. 83621"
Border  Line Crisis Center A. C. ,"Playas de Rosarito, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.4531281,-116.8646068,PG105,"MIGUEL NEGRETE LAS CALIFORNIA'S PARK 22000 TIJUANA, B.C. Mexico,Tijuana, Baja California"
Fundacion Mano con Mano por Baja California A.C. ,"Tijuana, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,32.4406334,-117.0322012,PG78,"Real de San Antonio 5834 Col. Real de San Antonio CP 22666,Tijuana, Baja California"
"Casa de Oracion del Migrante, A.C.","Ensenada, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,31.8708036,-116.5867126,PG104,"Ninos Heroes 981, Col. Jesus Munguia C.P. 22840"
"Albergue San Vicente: Instituto de Derechos Humanos de Indigentes y Migrantes, A.C. ","Ensenada, Baja California",Baja California,OSC / ONG,Centros de Asistencia Social,31.86697,-116.6009704,PG104,"Calle Novena #691, Colonia Bustamante, Ensenada, Baja California 22840,Ensenada, Baja California"
HIAS Cd. Juarez ,"Juarez, Chihuahua",Chihuahua,OSC / ONG,Centros de Asistencia Social,31.74619643,-106.4602883,PG374,"Calle Henry Dunant 4505-oficina 2, Zona Pronaf Condominio La Plata, 32310 Cd Juarez, Chih.,Ciudad Juarez, Chihuahua"
"Gonzalez y Martinez, A.C.","Juarez, Chihuahua",Chihuahua,OSC / ONG,Centros de Asistencia Social,31.7402009,-106.4831076,PG374,"Antigua Estacion Bernal, C.P. 76776"
"Derechos Humanos Integrales en Accion, A.C. ","Juarez, Chihuahua",Chihuahua,OSC / ONG,Centros de Asistencia Social,31.7347737,-106.4790691,PG374,"20 de Noviembre 4305 Col. El Colegio,Juarez, Chih. CP 32310 Ciudad Ciudad Juarez, Chihuahua"
Programa YMCA de Desarrollo Comunitario y Asistencia Social. Casas YMCA para Menores Migrantes ,"Juarez, Chihuahua",Chihuahua,OSC / ONG,Centros de Asistencia Social,31.73043212,-106.4833476,PG374,"Mariana Varela 191, Col. Chavena, Cd Juarez CP 32060,Ciudad Juarez, Chihuahua"
Mexico Mi Hogar,"Juarez, Chihuahua",Chihuahua,OSC / ONG,Centros de Asistencia Social,31.69652634,-106.4235326,PG374,"Bolivia 605 Nte. Col. Hidalgo Ciudad Juarez, Chihuahua."
Casa del Migrante en Juarez A.C. ,"Juarez, Chihuahua",Chihuahua,OSC / ONG,Centros de Asistencia Social,31.68209526,-106.3777248,PG374,"Calle Neptuno # 1855 Colonia Satelite CP 32540,Ciudad Juarez, Chihuahua"
Frontera Norte en Mexico,"Nogales, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,31.33265378,-110.9475794,PG266,"Linea Internacional, Garita 2, Interseccion de Reforma y Periferico Luis Donaldo Colosio 55, Col. Del Rosario C.P. 84000"
"Centro de Atencion a Migrantes Deportados (CAMDEP), Iniciativa Kino para la Frontera ","Nogales, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,31.3301058,-110.9644867,PG266,"Bulevard Luis Donaldo Colosio # 55 Col. Del Rosario, C.P. 84000,Nogales, Sonora"
"Naco Casa Hogar Emmanuel, A. C.","Agua Prieta, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,31.32882932,-109.9473944,PG293,"Blvd. Aviacion 11 Col. Barrio Nuevo Naco, Sonora. C.P. 84180"
Casa Hogar Nuestros Pequenos Hermanos ,"Nogales, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,31.3247237,-110.9643924,PG266,"Pima 1, Lomas de Fatima, Nogales, Sonora C.P. 84020,Nogales, Sonora"
Casa YMCA para menores migrantes ,"Agua Prieta, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,31.3232513,-109.5547837,PG293,"Calle 1a entre 12 y 13 Agua Prieta, Sonora 84200,Agua Prieta, Sonora"
"Albergue para migrantes San Juan Bosco, I.A.P. ","Nogales, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,31.31668888,-110.9458534,PG266,"Montano # 1063-A Colonia Municipal C.P. 84060,Nogales, Sonora"
"San Juan Bosco, I.A.P.","Nogales, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,31.31377366,-110.9439385,PG266,"Calle Montano 1063-A, Col. Municipal C.P. 84035"
"Centro de Atencion al Migrante Exodus, A.C. (CAME) ","Agua Prieta, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,31.31126215,-109.5357251,PG293,"Av. Anahuac 108 Colonia Centro Ferrocarril C.P. 84200,Agua Prieta, Sonora"
Comedor Iniciativa Kino para La Frontera ,"Nogales, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,31.3082998,-110.9583265,PG266,"Bulevar Luis Donaldo Colosio SN/N Col. del Rosario C.P. 84000,Nogales, Sonora"
Casa hogar para ninas Madre Conchita ,"Nogales, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,31.29090327,-110.9538632,PG266,"Tecnologico 33, Col. El Greco C.P. 84066,Nogales, Sonora"
Centro Comunitario de Atencion al Migrante y Necesitado (CCAMYN) ,"Altar, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,30.71891158,-111.8394591,PG238,"Av. Gonzalo Celdain # 78 Colonia Buenos Aires, C.P. 83750,Altar, Sonora"
CCAMYN,"Altar, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,30.71832126,-111.8397381,PG238,"Gonzalo Senday 79, Col. Buenos Aires CP. 83750"
Centro de Ayuda al Migrante,"Caborca, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,30.71281832,-112.1557398,PG211,"Blvd. Benito Juarez s/n , Col. Industrial C.P. 83600 (Domicilio de Parroquia)"
Casa del Migrante Emaus ,"Acuna, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,29.32369093,-100.9266841,PG534,"Diaz Miron 607,entre Gochicoa y Alarcon, Col. Casjal, C.P.89280,Tampico, Tamaulipas"
"Frontera y Dignidad de Acuna A.C. ""Casa del Migrante EMAUS"" ","Acuna, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,29.3115169,-100.9227355,PG534,"Doctor Coss 47, Col. Centro C.P.26200,Ciudad Acuna, Coahuila"
"Casa Esperanza para Ninos, I.A.P.","Hermosillo, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,29.1596917,-110.8811105,PG264,"Romulo Cordova y Cuauhtemoc s/n, San Pedro el Saucito, Hermosillo, Sonora."
Comedor y Dispensario San Luis Gonzaga,"Hermosillo, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,29.12620772,-110.8929385,PG264,"Cayaco 12, Ejido La Victoria Punta Bella C.P.  83304"
Hogar Temporal para Menores en Situacion de Calle JINESEKI,"Hermosillo, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,29.1189964,-110.9749588,PG264,"Av. Ley Federal del Trabajo 160 Col. Bugambilia, Hermosillo, Sonora. C.P. 83150"
"Casa Guadalupe Libre, I. A. P","Hermosillo, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,29.09463624,-111.0176385,PG237,"Blvd. Garcia Morales Km 6, Col. Quinta Emilia, Hermosillo, Sonora. CP 83220"
CAIM UNACARI,"Hermosillo, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,29.08485907,-110.9252355,PG264,"Periferico Oriente 15 Col. Los Naranjos Hermosillo, Sonora. C.P. 83060"
"""Ciudad de los Ninos"" Comision de Proteccion y Asistencia del Menor, A. C.","Hermosillo, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,29.00595175,-110.9201633,PG264,"Blvd. Cimarron oriente final s/n, Col. Las Diligencias, Hermosillo, Sonora."
Casa YMCA para menores migrantes,"Guerrero, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,28.71822894,-100.5302223,PG533,"Av. 1ro de Mayo 1403 Int - 1, Col. Santa Rita C.P. 31240"
"Casa YMCA Piedras Negras Programa YMCA de Desarrollo Comunitario y Asistencia Social, A.C. ","Guerrero, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,28.71125487,-100.5181877,PG533,"Xicotencatl Norte # 1802 A Col. Mundo Nuevo CP 26010,Piedras Negras, Coahuila"
Ejercito de Salvacion A.C. Centro Comunitario y Comedor Infantil ,"Guerrero, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,28.70883554,-100.5215168,PG533,"Victoria # 805 Col. Mundo Nuevo CP 26092,Piedras Negras, Coahuila"
Casa del Peregrino de Piedras Negras A.C. Frontera Digna Casa del Migrante ,"Guerrero, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,28.7048519,-100.5219842,PG533,"Anahuac # 605 Oriente Col. Centro CP 26000,Piedras Negras, Coahuila"
Agua Prieta,"Guerrero, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,28.70174186,-100.5160946,PG533,"Calle Primera, Av. 3, s/n, C.P. 26000"
Uno de siete migrando A.C. ,"Chihuahua, Chihuahua",Chihuahua,OSC / ONG,Centros de Asistencia Social,28.7009818,-106.104707,PG371,"Calle Camargo #101, Col. Revolucion C.P. 31135,Chihuahua, Chihuahua"
Madre Teresa,"Chihuahua, Chihuahua",Chihuahua,OSC / ONG,Centros de Asistencia Social,28.392710618467,-106.906618275136,PG371,"Calle 106 y Las Aguilas, Col. Tierra Nueva C.P. 31528"
"Casa Hogar para Menores ""Elim"", A.C.","Nuevo Laredo, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,27.53313255,-99.56857947,PG559,"Union M-24 L-9 Col. Union del Recuerdo Nuevo Laredo, Tamaulipas. C.P. 88150"
Amar,"Nuevo Laredo, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,27.4920063,-99.5026535,PG559,"Calle canales No. 2112, col. Sector Centro, Nuevo Laredo"
Casa del Migrante Nazareth A.C. ,"Nuevo Laredo, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,27.4875676,-99.484875,PG559,"Calle Francisco I. Madero 350, Colonia Viveros, 88070 Nuevo Laredo, Tamps.,Nuevo Laredo, Tamaulipas"
HIAS Nuevo Laredo ,"Nuevo Laredo, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,27.48542415,-99.55008879,PG559,"Sin oficina por el momento, solo atencion via telefonica.,Nuevo Laredo, Tamaulipas"
"Red Paisano Mexico-USA, AC. ","Nuevo Laredo, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,27.3880753,-99.5561154,PG559,"Obregon 1810, Nuevo Laredo, Tamaulipas C.P 88000,Nuevo Laredo, Tamaulipas"
Ejercito de Salvacion,"Cajeme, Sonora",Sonora,OSC / ONG,Centros de Asistencia Social,27.1908302,-109.9096325,PG289,"Labradores 85, Col. Morelos C.P. 15270"
Casa Hogar El Altisimo A.C.,"Las Palomas, Baja California Sur
",Baja California Sur,OSC / ONG,Centros de Asistencia Social,26.8917196418292,-111.98646761367,PG234,"Mulege, Las Palomas, B.C.S."
Casa del Migrante Senda de Vida ,"Reynosa, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,26.0990021,-98.2974517,PG585,"Calle Bordo de Proteccion No. 5,Reynosa, Tamaulipas"
Albergue del Migrante Nuestra Senora de Guadalupe A.C. ,"Reynosa, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,26.09748892,-98.28658309,PG585,"Nogal-aldama 501, Col. Aquiles Serdan I, 88520 Reynosa, Tamaulipas, Mexico.,Reynosa, Tamaulipas"
Casa Hogar La Esperanza,"Loreto, Baja California Sur",Baja California Sur,OSC / ONG,Centros de Asistencia Social,26.00977531,-111.3532566,PG234,"Paseo Nicolas Tamaral e/Padre Kino y H. de Independencia Col. Centro Loreto, Baja California Sur."
"Centro de atencion al menor fronterizo CAMEF, DIF","Matamoros, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,25.88735953,-97.50660638,PG611,"Privada 5 de mayo No. 107, entre Av. Constitucion y Bravo, Zona centro, Matamoros."
HIAS Matamoros ,"Matamoros, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,25.87949846,-97.50376069,PG611,"Av. Tamaulipas 241, Jardin, 87330 Heroica Matamoros, Tamps.edificio RCM,Matamoros, Tamaulipas"
Casa San Juan Diego y San Francisco de Asis A.C. ,"Matamoros, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,25.83720269,-97.48587506,PG611,"Avenida Golfo de Mexico No. 49, Colonia Ampliacion Solidaridad C.P. 87456,Matamoros, Tamaulipas"
Casa del Migrante San Juan Diego y San Francisco de Asis A.C. ,"Matamoros, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,25.83717372,-97.48606818,PG611,"Avenida Golfo de Mexico No. 48, Colonia Ampliacion Solidaridad C.P. 87456,Matamoros, Tamaulipas"
"Paso de Esperanza, A.C ","Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.75485375,-100.3195801,PG530,"Condominio Acero, Oficina 612, Zaragoza 1000-B esq. con Ocampo,Monterrey, Nuevo Leon"
Albergue Ejercito de Salvacion ,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.7121685,-100.2985977,PG530,"Carvajal y de la Cueva 1716 Norte, Col, Primero de Mayo, 64580,Monterrey, Nuevo Leon"
Hospedaje para trabajadores inmigrantes ,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.70279759,-100.3246175,PG530,"Aldama # 937 entre Ocampo e Hidalgo Colonia Centro,Monterrey, Nuevo Leon"
Institucion Normativa de los Indigentes (Casa INDI) ,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.6998424,-100.3259301,PG530,"Av Bernardo Reyes 2616 Bella Vista, 64400 Monterrey, N.L.,Monterrey, Nuevo Leon"
