name,ciudad,estado,tipo,subtipo,latitud,longitud,ID_Poligono,direccion
Albergue Ejercito de Salvacion,"Tapachula, Chiapas",Chiapas,OSC / ONG,Centros de Asistencia Social,14.908866,-92.2645729,PG735,"5 Avenida norte entre Avenidas 33 y 33 Oriente, Frente a 5 de febrero. (Frente a Agua Pacifico). Tapachula, Chiapas. Ingreso al albergue por canalizacion. Ruta Montenegro"
Centro de Derechos Humanos Fray Matias de Cordova CDHFMC ,"Tapachula, Chiapas",Chiapas,OSC / ONG,Centros de Asistencia Social,14.90733344,-92.26514191,PG735,"Cuarta Avenida Sur #6, Col. Los Naranjos, Centro C.P. 30830,Tapachula, Chiapas"
"Ejercito de Salvacion, A.C.","Tapachula, Chiapas",Chiapas,OSC / ONG,Centros de Asistencia Social,14.90686508,-92.26746119,PG735,"5ta Norte entre 31 y 33 Oriente, Col. 05 de Febrero. C.P. 30700"
"Esperanza TAPACHULA, Chiapas","Tapachula, Chiapas",Chiapas,OSC / ONG,Centros de Asistencia Social,14.90662174,-92.25900509,PG735,"3a Calle Ote. 37, Col. Centro C.P. 30700"
"Dando Amor, Vida y Esperanza, A.C.","Tapachula, Chiapas",Chiapas,OSC / ONG,Centros de Asistencia Social,14.90381924,-92.25491425,PG735,"15 Norte 9, Col. Centro C.P. 30700"
Albergue Belen,"Tapachula, Chiapas",Chiapas,OSC / ONG,Centros de Asistencia Social,14.8878428,-92.2443866,PG735,"Av. Hidalgo 2, Col. San Antonio Cahoacan C.P. 30789"
Albergue Diocesano Belen Congregacion de los Misioneros de Scalabrini ,"Tapachula, Chiapas",Chiapas,OSC / ONG,Centros de Asistencia Social,14.8878428,-92.2443866,PG735,"Miguel Hidalgo 94, Col. San Antonio Cahoacan, C.P. 30789,Tapachula, Chiapas"
El Buen Samaritano,"Tapachula, Chiapas",Chiapas,OSC / ONG,Centros de Asistencia Social,14.88468497,-92.254527,PG735,"Calle Iztapalapa 36, Col. Azteca C.P. 30786"
Albergue Jesus el Buen Pastor,"Tapachula, Chiapas",Chiapas,OSC / ONG,Centros de Asistencia Social,14.8766145,-92.3074051,PG735,"Entronque a Raymundo Enriquez (a 500 metros hacia dentro), S/N. col. Ojo de Agua. Tapachula, Chiapas"
Albergue Jesus el buen pastor ,"Tapachula, Chiapas",Chiapas,OSC / ONG,Centros de Asistencia Social,14.86570289,-92.31319493,PG735,"Carretera a Raymundo Enrique, 500 metros hacia dentro. C.P. 30700,Tapachula, Chiapas"
Hecate Society Tapachula ,"Tapachula, Chiapas",Chiapas,OSC / ONG,Centros de Asistencia Social,14.8641054,-92.2885593,PG735,"No disponible,Tapachula, Chiapas"
Albergue Hospitalidad y Solidaridad,"Tapachula, Chiapas",Chiapas,OSC / ONG,Centros de Asistencia Social,14.8292629,-92.3311863,PG735,"Carretera Tapachula-Puerto Madero, Km. 12+500 (a un costado de la Universidad del Sureste UDS). Tapachula, Chiapas. Ingreso al albergue por canalizacion. Ruta Puerto, Ciudad Salud, Zona Naval, Playa Linda"
