,arc,nommun,cvemun,region,dist_ori,dist_des,inm_30km,sc_30km,dis_tot,geometry,eventos,area,R1,R2,R3,R4,tipo_nodo,vul2r1,vul2r1_normalized
0,PG1529-PG1530,"Suchiate, Chiapas",7087.0,Sur,0.0,35.571,1,21,40.896,POINT (-92.241963360953 14.6321744),28203.0,233.0703891,0.012423924,0.01,0.01241222,0.49018987,origen,90.29316992337597,0.2073586622908018
1,PG1529-PG1530,"Frontera Hidalgo, Chiapas",7035.0,Desconocido,18.038,22.858,1,67,40.896,POINT (-92.21495991317006 14.751965863241532),1356.0,116.4079398,0.010346275,0.070431522,0.010247407,0.492581911,intersectante,,
2,PG1529-PG1530,"Tapachula, Chiapas",7089.0,Sur,35.571,0.0,2,67,40.896,POINT (-92.26092649999998 14.904290500000007),70665.0,965.1183981,0.05224554,0.356292983,0.01686555,0.470408593,destino,54.29310417794118,0.18432506827194345
3,PG1530-PG1491,"Tapachula, Chiapas",7089.0,Sur,0.0,102.715,2,67,115.3131429,POINT (-92.26092649999998 14.904290500000007),70665.0,965.1183981,0.05224554,0.356292983,0.01686555,0.470408593,origen,224.675267736428,0.24893172667030997
4,PG1530-PG1491,"Acacoyagua, Chiapas",7001.0,Desconocido,84.39,31.889,1,1,115.3131429,POINT (-92.68515207704802 15.415467836200296),2.0,264.1265294,0.01,0.320212601,0.01,0.491576383,intersectante,,
5,PG1530-PG1491,"Acapetahua, Chiapas",7003.0,Desconocido,83.791,34.6,2,1,115.3131429,POINT (-92.77365390071812 15.227892075163643),,558.7687225,0.013462749,0.01,0.010432963,0.49659788,intersectante,,
6,PG1530-PG1491,"Escuintla, Chiapas",7032.0,Desconocido,85.846,46.247,2,2,115.3131429,POINT (-92.56016696490356 15.371336914629843),19.0,398.5195021,0.0113851,0.01,0.010061852,0.493905134,intersectante,,
7,PG1530-PG1491,"Huehuetan, Chiapas",7037.0,Desconocido,24.801,82.354,4,67,115.3131429,POINT (-92.42202643272334 15.002507550619033),14693.0,310.0031404,0.013809024,0.01,0.010123704,0.489594736,intersectante,,
8,PG1530-PG1491,"Huixtla, Chiapas",7040.0,Desconocido,46.851,61.052,3,3,115.3131429,POINT (-92.54080728914434 15.103894549825593),23755.0,437.7730141,0.015194124,0.066977378,0.010989629,0.488503223,intersectante,,
9,PG1530-PG1491,"Tuzantan, Chiapas",7103.0,Desconocido,41.623,72.161,3,7,115.3131429,POINT (-92.40256545603437 15.141401228135999),,206.5779701,0.011731375,0.01,0.010123704,0.494847908,intersectante,,
10,PG1530-PG1491,"Villa Comaltitlan, Chiapas",7071.0,Desconocido,59.941,51.646,2,2,115.3131429,POINT (-92.6199791329688 15.167962975129099),1823.0,462.9662848,0.01207765,0.011035807,0.010185555,0.489814549,intersectante,,
11,PG1530-PG1491,"Mapastepec, Chiapas",7051.0,Sur,102.937,0.0,1,1,115.3131429,POINT (-92.898367 15.43981),35.0,1219.412197,0.011731375,0.129671671,0.010865925,0.495937557,destino,4478.626575781446,0.3861976306916416
12,PG1491-PG1492,"Mapastepec, Chiapas",7051.0,Sur,0.0,45.237,1,1,45.237,POINT (-92.898367 15.43981),35.0,1219.412197,0.011731375,0.129671671,0.010865925,0.495937557,origen,0.20529906250000002,0.008577525328546387
13,PG1491-PG1492,"Pijijiapan, Chiapas",7069.0,Sur,45.449,0.0,1,1,45.237,POINT (-93.2080195 15.6849991),11296.0,1769.492959,0.013809024,0.0487599,0.010494814,0.498065758,destino,77.993367552,0.2007111658460286
14,PG1492-PG1453,"Pijijiapan, Chiapas",7069.0,Sur,0.0,101.236,1,1,103.796,POINT (-93.2080195 15.6849991),11296.0,1769.492959,0.013809024,0.0487599,0.010494814,0.498065758,origen,77.993367552,0.2007111658460286
15,PG1492-PG1453,"Tonala, Chiapas",7097.0,Desconocido,62.018,41.778,1,1,103.796,POINT (-93.68622041468129 15.992861137278318),230.0,1902.231021,0.022119622,0.057092194,0.011113333,0.49496892,intersectante,,
16,PG1492-PG1453,"Arriaga, Chiapas",7009.0,Sur,101.331,0.0,1,4,103.796,POINT (-93.9008414 16.2344709),19741.0,790.928636,0.014847849,0.241761055,0.010371111,0.491238543,destino,17116.47588278185,0.44777762650884656
17,PG1453-PG1414,"Arriaga, Chiapas",7009.0,Sur,0.0,36.438,1,4,43.474,POINT (-93.9008414 16.2344709),19741.0,790.928636,0.014847849,0.241761055,0.010371111,0.491238543,origen,58.62227742180001,0.18778777492903892
18,PG1453-PG1414,"Chahuites, Oaxaca",20025.0,Desconocido,39.714,3.76,1,1,43.474,POINT (-94.20838378231603 16.289633395460633),54.0,27.7661931,0.011038825,0.047995633,0.010371111,0.349251883,intersectante,,
19,PG1453-PG1414,"Chahuites, Oaxaca",20025.0,Sur,36.438,0.0,1,1,43.474,POINT (-94.1942777 16.2885299),54.0,27.7661931,0.011038825,0.047995633,0.010371111,0.349251883,destino,22.280537220252146,0.14458901357479945
20,PG1414-PG1415,"Chahuites, Oaxaca",20025.0,Sur,0.0,9.519,1,1,9.519,POINT (-94.1942777 16.2885299),54.0,27.7661931,0.011038825,0.047995633,0.010371111,0.349251883,origen,0.29804827500000003,0.011982949980556741
21,PG1414-PG1415,"San Pedro Tapanatepec, Oaxaca",20327.0,Sur,9.491,0.0,1,1,9.519,POINT (-94.1927528 16.36892229999999),283.0,1038.777681,0.011731375,0.01,0.010742222,0.497349079,destino,1.6599895625,0.04494022162805975
22,PG1415-PG1376,"San Pedro Tapanatepec, Oaxaca",20327.0,Sur,0.0,103.555,1,1,114.121,POINT (-94.1927528 16.36892229999999),283.0,1038.777681,0.011731375,0.01,0.010742222,0.497349079,origen,136246.08424560836,0.5430659242609557
23,PG1415-PG1376,"Heroica Ciudad de Juchitan de Zaragoza, Oaxaca",20043.0,Desconocido,112.046,17.594,1,2,114.121,POINT (-94.92916246687913 16.38356092326687),,912.032711,0.029737671,0.012071614,0.015937773,0.488341337,intersectante,,
24,PG1415-PG1376,"San Dionisio del Mar, Oaxaca",20130.0,Desconocido,72.137,40.699,1,1,114.121,POINT (-94.74284989168132 16.338802053762215),,359.2174229,0.01,0.01,0.01,0.497524762,intersectante,,
25,PG1415-PG1376,"San Francisco Ixhuatan, Oaxaca",20143.0,Desconocido,42.135,61.907,1,1,114.121,POINT (-94.50900107293255 16.353016350275798),,185.9223439,0.01069255,0.01,0.010309259,0.494754859,intersectante,,
26,PG1415-PG1376,"San Francisco del Mar, Oaxaca",20141.0,Desconocido,51.601,78.934,1,1,114.121,POINT (-94.47372564459947 16.237721508470152),,726.4473544,0.011038825,0.01,0.010061852,0.498143279,intersectante,,
27,PG1415-PG1376,"Santiago Niltepec, Oaxaca",20066.0,Desconocido,54.22,56.067,1,1,114.121,POINT (-94.5893367120267 16.521263981332563),14.0,523.2293159,0.010346275,0.01,0.010185555,0.497745471,intersectante,,
28,PG1415-PG1376,"Santo Domingo Zanatepec, Oaxaca",20525.0,Desconocido,23.609,83.02,1,1,114.121,POINT (-94.33554879045647 16.464675602257362),,655.0112427,0.012423924,0.01,0.010371111,0.495688326,intersectante,,
29,PG1415-PG1376,"Union Hidalgo, Oaxaca",20557.0,Desconocido,85.149,19.729,1,1,114.121,POINT (-94.82925177983229 16.487094880299853),,103.3231691,0.012423924,0.01,0.010309259,0.482287825,intersectante,,
30,PG1415-PG1376,"Heroica Ciudad de Juchitan de Zaragoza, Oaxaca",20043.0,Sur,103.555,0.0,1,2,114.121,POINT (-94.9118794582709 16.413328999999997),,912.032711,0.029737671,0.012071614,0.015937773,0.488341337,destino,,
31,PG1376-PG1375,"Heroica Ciudad de Juchitan de Zaragoza, Oaxaca",20043.0,Sur,0.0,52.56,1,2,58.19375,POINT (-94.9118794582709 16.413328999999997),,912.032711,0.029737671,0.012071614,0.015937773,0.488341337,origen,,
32,PG1376-PG1375,"Heroica Ciudad de Juchitan de Zaragoza, Oaxaca",20043.0,Desconocido,17.594,48.437,1,2,58.19375,POINT (-94.92916246687913 16.38356092326687),,912.032711,0.029737671,0.012071614,0.015937773,0.488341337,intersectante,,
33,PG1376-PG1375,"San Blas Atempa, Oaxaca",20124.0,Desconocido,28.944,30.137,1,3,58.19375,POINT (-95.14315806135248 16.357501270567173),,221.1864466,0.012423924,0.01,0.010185555,0.496102576,intersectante,,
34,PG1376-PG1375,"San Pedro Huilotepec, Oaxaca",20308.0,Desconocido,42.829,11.98,1,1,58.19375,POINT (-95.1441949253433 16.252765423978182),,18.54196745,0.011038825,0.01,0.01,0.47170843,intersectante,,
35,PG1376-PG1375,"Santa Maria Xadani, Oaxaca",20441.0,Desconocido,20.424,32.43,1,3,58.19375,POINT (-95.0228734532694 16.36220652901046),,83.92721164,0.011038825,0.010345269,0.010371111,0.48350626,intersectante,,
36,PG1376-PG1375,"Salina Cruz, Oaxaca",20079.0,Sur,52.559,0.0,1,1,58.19375,POINT (-95.195833 16.182500000000015),155.0,136.1880091,0.026621196,0.015179035,0.013401849,0.380664934,destino,68.56205196078196,0.19487064466068527
37,PG1375-PG1297,"Salina Cruz, Oaxaca",20079.0,Sur,0.0,164.222,1,1,170.8535,POINT (-95.195833 16.182500000000015),155.0,136.1880091,0.026621196,0.015179035,0.013401849,0.380664934,origen,625.6779471155768,0.29584781795198545
38,PG1375-PG1297,"San Miguel del Puerto, Oaxaca",20266.0,Desconocido,143.033,34.858,1,1,170.8535,POINT (-96.09731559683885 15.932992909547437),,508.9471603,0.011731375,0.010690538,0.010123704,0.499294475,intersectante,,
39,PG1375-PG1297,"San Pedro Huamelula, Oaxaca",20307.0,Desconocido,80.947,88.157,1,1,170.8535,POINT (-95.75575528537065 15.983628034692687),,808.2903779,0.012423924,0.010345269,0.010123704,0.498915219,intersectante,,
40,PG1375-PG1297,"Santa Maria Huatulco, Oaxaca",20413.0,Desconocido,152.994,13.055,1,1,170.8535,POINT (-96.23009619201234 15.805209495437499),163.0,537.7191296,0.026967471,0.010690538,0.010618518,0.491431939,intersectante,,
41,PG1375-PG1297,"Santiago Astata, Oaxaca",20453.0,Desconocido,70.121,100.249,1,1,170.8535,POINT (-95.62822024970835 15.957919611734782),,115.0735813,0.0113851,0.010345269,0.010247407,0.496131983,intersectante,,
42,PG1375-PG1297,"Santo Domingo Tehuantepec, Oaxaca",20515.0,Desconocido,,,1,1,170.8535,POINT (-95.38448507003807 16.210916725752487),222.0,28.74763,0.026967471,0.01345269,0.012907035,0.492256106,intersectante,,
43,PG1375-PG1297,"Santo Domingo Tehuantepec, Oaxaca",20515.0,Desconocido,,,1,1,170.8535,POINT (-95.38448507003807 16.210916725752487),222.0,1138.774361,0.026967471,0.01345269,0.012907035,0.492256106,intersectante,,
44,PG1375-PG1297,"Santa Maria Huatulco, Oaxaca",20413.0,Sur,164.224,0.0,1,1,170.8535,POINT (-96.3214401 15.833771099999996),163.0,537.7191296,0.026967471,0.010690538,0.010618518,0.491431939,destino,119.52077395028442,0.22011721424732053
45,PG1297-PG1258,"Santa Maria Huatulco, Oaxaca",20413.0,Sur,0.0,95.076,1,1,110.99,POINT (-96.3214401 15.833771099999996),163.0,537.7191296,0.026967471,0.010690538,0.010618518,0.491431939,origen,77072.40395806906,0.5168956356246681
46,PG1297-PG1258,"San Pedro Pochutla, Oaxaca",20324.0,Desconocido,14.459,82.265,1,1,110.99,POINT (-96.42074544726134 15.771165195854008),36.0,399.6646379,0.025928646,0.011381076,0.011917406,0.493717773,intersectante,,
47,PG1297-PG1258,"Santa Maria Colotepec, Oaxaca",20401.0,Desconocido,86.572,29.154,1,1,110.99,POINT (-96.92126613570456 15.863484026447232),,429.6672915,0.018656873,0.012071614,0.011051481,0.49280606,intersectante,,
48,PG1297-PG1258,"Santa Maria Huatulco, Oaxaca",20413.0,Desconocido,13.055,108.026,1,1,110.99,POINT (-96.23009619201234 15.805209495437499),163.0,537.7191296,0.026967471,0.010690538,0.010618518,0.491431939,intersectante,,
49,PG1297-PG1258,"Santa Maria Tonameca, Oaxaca",20439.0,Desconocido,51.859,58.57,1,1,110.99,POINT (-96.68337323104757 15.77324298615554),1.0,536.1683807,0.015540399,0.010345269,0.010432963,0.497696657,intersectante,,
50,PG1297-PG1258,"Santa Maria Colotepec, Oaxaca",20401.0,Sur,95.172,0.0,1,1,110.99,POINT (-97.00431479999999 15.865983499999983),,429.6672915,0.018656873,0.012071614,0.011051481,0.49280606,destino,,
51,PG1258-PG1219,"Santa Maria Colotepec, Oaxaca",20401.0,Sur,0.0,87.79,1,1,117.7265,POINT (-97.00431479999999 15.865983499999983),,429.6672915,0.018656873,0.012071614,0.011051481,0.49280606,origen,,
52,PG1258-PG1219,"San Pedro Mixtepec Distrito 22, Oaxaca",20318.0,Desconocido,19.396,79.78,1,1,117.7265,POINT (-97.0707408954121 15.949780645245891),,321.8636698,0.027313746,0.012071614,0.011669999,0.474591902,intersectante,,
53,PG1258-PG1219,"Santa Maria Colotepec, Oaxaca",20401.0,Desconocido,29.154,107.123,1,1,117.7265,POINT (-96.92126613570456 15.863484026447232),,429.6672915,0.018656873,0.012071614,0.011051481,0.49280606,intersectante,,
54,PG1258-PG1219,"Villa de Tututepec, Oaxaca",20334.0,Sur,87.795,0.0,1,1,117.7265,POINT (-97.60808710000002 16.130306200000007),37.0,1220.432288,0.015886674,0.010345269,0.010742222,0.496571397,destino,0.293903469,0.01183603672430038
55,PG1219-PG1220,"Villa de Tututepec, Oaxaca",20334.0,Sur,0.0,50.551,1,1,55.76833333,POINT (-97.60808710000002 16.130306200000007),37.0,1220.432288,0.015886674,0.010345269,0.010742222,0.496571397,origen,29.681970825144028,0.15726999582164974
56,PG1219-PG1220,"San Andres Huaxpaltepec, Oaxaca",20090.0,Desconocido,50.117,3.263,1,1,55.76833333,POINT (-97.9235667294108 16.34192775318377),31.0,94.76945503,0.01,0.010345269,0.010185555,0.489913238,intersectante,,
57,PG1219-PG1220,"Santa Catarina Mechoacan, Oaxaca",20367.0,Desconocido,42.831,15.472,1,1,55.76833333,POINT (-97.83882869117565 16.3375113374989),,53.18725052,0.01,0.010345269,0.01,0.485990829,intersectante,,
58,PG1219-PG1220,"Santiago Jamiltepec, Oaxaca",20467.0,Desconocido,22.92,32.702,1,1,55.76833333,POINT (-97.78988364470098 16.1931295666258),,671.8765825,0.01207765,0.010345269,0.011484443,0.496021069,intersectante,,
59,PG1219-PG1220,"San Andres Huaxpaltepec, Oaxaca",20090.0,Sur,50.551,0.0,1,1,55.76833333,POINT (-97.9346251942668 16.341182899999996),31.0,94.76945503,0.01,0.010345269,0.010185555,0.489913238,destino,104.15429067614629,0.21385184354625833
60,PG1220-PG1221,"San Andres Huaxpaltepec, Oaxaca",20090.0,Sur,0.0,170.394,1,1,189.017,POINT (-97.9346251942668 16.341182899999996),31.0,94.76945503,0.01,0.010345269,0.010185555,0.489913238,origen,290.2671982125826,0.260652023379225
61,PG1220-PG1221,"La Reforma, Oaxaca",20076.0,Desconocido,56.107,115.249,1,1,189.017,POINT (-97.86631158979539 16.646081342610707),,240.0044253,0.01,0.01,0.010061852,0.493921337,intersectante,,
62,PG1220-PG1221,"Putla Villa de Guerrero, Oaxaca",20073.0,Desconocido,85.777,87.012,1,1,189.017,POINT (-97.78435686546936 16.784136712551025),,45.75574707,0.012770199,0.011381076,0.010865925,0.49444403,intersectante,,
63,PG1220-PG1221,"Putla Villa de Guerrero, Oaxaca",20073.0,Desconocido,85.777,87.012,1,1,189.017,POINT (-97.78435686546936 16.784136712551025),,342.2999675,0.012770199,0.011381076,0.010865925,0.49444403,intersectante,,
64,PG1220-PG1221,"Putla Villa de Guerrero, Oaxaca",20073.0,Desconocido,122.014,54.151,1,1,189.017,POINT (-97.89683817908978 17.01955327497856),,45.75574707,0.012770199,0.011381076,0.010865925,0.49444403,intersectante,,
65,PG1220-PG1221,"Putla Villa de Guerrero, Oaxaca",20073.0,Desconocido,122.014,54.151,1,1,189.017,POINT (-97.89683817908978 17.01955327497856),,342.2999675,0.012770199,0.011381076,0.010865925,0.49444403,intersectante,,
66,PG1220-PG1221,"San Agustin Chayuco, Oaxaca",20082.0,Desconocido,28.793,161.635,1,1,189.017,POINT (-97.79260182627618 16.447943241105776),,175.7456476,0.01,0.01,0.010061852,0.496827736,intersectante,,
67,PG1220-PG1221,"San Andres Cabecera Nueva, Oaxaca",20088.0,Desconocido,96.561,76.228,1,1,189.017,POINT (-97.78509885165337 16.850762024987997),,250.2394701,0.01,0.01,0.010061852,0.498240128,intersectante,,
68,PG1220-PG1221,"San Andres Huaxpaltepec, Oaxaca",20090.0,Desconocido,3.263,169.27,1,1,189.017,POINT (-97.9235667294108 16.34192775318377),31.0,94.76945503,0.01,0.010345269,0.010185555,0.489913238,intersectante,,
69,PG1220-PG1221,"San Juan Colorado, Oaxaca",20188.0,Desconocido,26.608,147.9,1,1,189.017,POINT (-97.91156042404988 16.49466890736429),,117.5897789,0.010346275,0.01,0.010247407,0.493186649,intersectante,,
70,PG1220-PG1221,"San Lorenzo, Oaxaca",20225.0,Desconocido,15.845,155.592,1,1,189.017,POINT (-97.88051271275913 16.410946828752245),,63.67971034,0.010346275,0.01,0.010061852,0.495634795,intersectante,,
71,PG1220-PG1221,"Santa Cruz Itundujia, Oaxaca",20377.0,Desconocido,101.641,144.522,1,1,189.017,POINT (-97.67375555521595 16.72594712809363),,564.7432348,0.01069255,0.01,0.01,0.499016958,intersectante,,
72,PG1220-PG1221,"Santa Lucia Monteverde, Oaxaca",20392.0,Desconocido,124.956,90.559,1,1,189.017,POINT (-97.73131378751347 16.94157216323338),,158.8640974,0.01,0.01,0.010061852,0.497277449,intersectante,,
73,PG1220-PG1221,"Santiago Ixtayutla, Oaxaca",20466.0,Desconocido,73.708,170.876,1,1,189.017,POINT (-97.69824546144659 16.53601160346907),,454.1575193,0.01069255,0.010690538,0.010247407,0.499084639,intersectante,,
74,PG1220-PG1221,"Santiago Juxtlahuaca, Oaxaca",20469.0,Sur,172.801,0.0,1,1,189.017,POINT (-98.010574 17.334443),1.0,773.3984174,0.014501574,0.010345269,0.011237036,0.497312727,destino,457.98160596622085,0.2815423030411375
75,PG1221-PG1222,"Santiago Juxtlahuaca, Oaxaca",20469.0,Sur,0.0,97.644,1,1,103.9535,POINT (-98.010574 17.334443),1.0,773.3984174,0.014501574,0.010345269,0.011237036,0.497312727,origen,41.98640441296084,0.1727600188572418
76,PG1221-PG1222,"Heroica Ciudad de Huajuapan de Leon, Oaxaca",20039.0,Desconocido,102.017,4.882,1,1,103.9535,POINT (-97.79827950128012 17.843278521359565),46.0,23.71054012,0.025236097,0.01345269,0.013154442,0.476152875,intersectante,,
77,PG1221-PG1222,"Heroica Ciudad de Huajuapan de Leon, Oaxaca",20039.0,Desconocido,102.017,4.882,1,1,103.9535,POINT (-97.79827950128012 17.843278521359565),46.0,308.5903379,0.025236097,0.01345269,0.013154442,0.476152875,intersectante,,
78,PG1221-PG1222,"Ixpantepec Nieves, Oaxaca",20065.0,Desconocido,27.076,74.82,1,1,103.9535,POINT (-98.00418207278638 17.513982651433363),,89.64000717,0.01,0.01,0.010061852,0.477111486,intersectante,,
79,PG1221-PG1222,"San Agustin Atenango, Oaxaca",20081.0,Desconocido,43.035,55.889,1,1,103.9535,POINT (-97.99835853262412 17.59801257764441),,65.3852731,0.010346275,0.01,0.01,0.484482699,intersectante,,
80,PG1221-PG1222,"San Marcos Arteaga, Oaxaca",20237.0,Desconocido,69.9,30.335,1,1,103.9535,POINT (-97.898550696985 17.733485507418283),,115.9653073,0.01,0.01,0.010061852,0.49474584,intersectante,,
81,PG1221-PG1222,"San Miguel Tlacotepec, Oaxaca",20286.0,Desconocido,14.536,83.833,1,1,103.9535,POINT (-98.00837306287929 17.440736022408224),,52.3725034,0.01,0.01,0.01,0.488505049,intersectante,,
82,PG1221-PG1222,"San Sebastian Tecomaxtlahuaca, Oaxaca",20348.0,Desconocido,13.287,103.953,1,1,103.9535,POINT (-98.09295294781897 17.34703391328231),,234.2196828,0.010346275,0.010345269,0.010123704,0.493248096,intersectante,,
83,PG1221-PG1222,"Santo Domingo Tonala, Oaxaca",20520.0,Desconocido,53.311,47.855,1,1,103.9535,POINT (-97.98475807488666 17.676882064746604),,171.3724957,0.011038825,0.01,0.010123704,0.492500332,intersectante,,
84,PG1221-PG1222,"Heroica Ciudad de Huajuapan de Leon, Oaxaca",20039.0,Sur,97.356,0.0,1,1,103.9535,POINT (-97.77805639999998 17.808845999999996),46.0,23.71054012,0.025236097,0.01345269,0.013154442,0.476152875,destino,3393.6063085774913,0.3734571896150338
85,PG1221-PG1222,"Heroica Ciudad de Huajuapan de Leon, Oaxaca",20039.0,Sur,97.356,0.0,1,1,103.9535,POINT (-97.77805639999998 17.808845999999996),46.0,308.5903379,0.025236097,0.01345269,0.013154442,0.476152875,destino,3393.6063085774913,0.3734571896150338
86,PG1222-PG1143,"Heroica Ciudad de Huajuapan de Leon, Oaxaca",20039.0,Sur,0.0,316.942,1,1,321.5486667,POINT (-97.77805639999998 17.808845999999996),46.0,23.71054012,0.025236097,0.01345269,0.013154442,0.476152875,origen,18.907436054904455,0.1373989078540788
87,PG1222-PG1143,"Heroica Ciudad de Huajuapan de Leon, Oaxaca",20039.0,Sur,0.0,316.942,1,1,321.5486667,POINT (-97.77805639999998 17.808845999999996),46.0,308.5903379,0.025236097,0.01345269,0.013154442,0.476152875,origen,18.907436054904455,0.1373989078540788
88,PG1222-PG1143,"Alpoyeca, Guerrero",12005.0,Desconocido,145.111,180.818,1,1,321.5486667,POINT (-98.50561562519513 17.64409773558464),,109.0866231,0.010346275,0.01,0.010123704,0.482899366,intersectante,,
89,PG1222-PG1143,"Atlixtac, Guerrero",12010.0,Desconocido,210.185,114.531,1,1,321.5486667,POINT (-98.9014328677973 17.512540240280206),,574.1916322,0.010346275,0.01,0.010247407,0.498543729,intersectante,,
90,PG1222-PG1143,"Chilapa de Alvarez, Guerrero",12028.0,Desconocido,264.733,67.789,1,1,321.5486667,POINT (-99.09413112486047 17.509576477514702),,886.8585556,0.014155299,0.010345269,0.011546295,0.488820401,intersectante,,
91,PG1222-PG1143,"Tixtla de Guerrero, Guerrero",12061.0,Desconocido,298.02,20.704,1,4,321.5486667,POINT (-99.36584851423291 17.596487348653596),,385.124575,0.013809024,0.011035807,0.010494814,0.491078062,intersectante,,
92,PG1222-PG1143,"Tlalixtaquilla de Maldonado, Guerrero",12065.0,Desconocido,131.078,202.277,1,1,321.5486667,POINT (-98.4073595454174 17.570459988512265),,113.0007046,0.01069255,0.01,0.010123704,0.493475576,intersectante,,
93,PG1222-PG1143,"Tlapa de Comonfort, Guerrero",12066.0,Desconocido,159.761,160.751,1,1,321.5486667,POINT (-98.61518792544436 17.562368457695044),,608.7664033,0.020734523,0.015524304,0.015690366,0.489641704,intersectante,,
94,PG1222-PG1143,"Calihuala, Oaxaca",20011.0,Desconocido,96.987,229.915,1,1,321.5486667,POINT (-98.25285922947634 17.54391849657882),,72.66824812,0.01,0.01,0.01,0.495274129,intersectante,,
95,PG1222-PG1143,"Heroica Ciudad de Huajuapan de Leon, Oaxaca",20039.0,Desconocido,4.882,315.668,1,1,321.5486667,POINT (-97.79827950128012 17.843278521359565),46.0,23.71054012,0.025236097,0.01345269,0.013154442,0.476152875,intersectante,,
96,PG1222-PG1143,"Heroica Ciudad de Huajuapan de Leon, Oaxaca",20039.0,Desconocido,4.882,315.668,1,1,321.5486667,POINT (-97.79827950128012 17.843278521359565),46.0,308.5903379,0.025236097,0.01345269,0.013154442,0.476152875,intersectante,,
97,PG1222-PG1143,"San Jorge Nuchita, Oaxaca",20164.0,Desconocido,64.784,252.389,1,1,321.5486667,POINT (-98.09120997122787 17.689178037273848),,54.07808911,0.010346275,0.01,0.010061852,0.495235369,intersectante,,
98,PG1222-PG1143,"San Juan Bautista Tlachichilco, Oaxaca",20183.0,Desconocido,103.588,213.626,1,1,321.5486667,POINT (-98.32035674367152 17.583947396506893),,10.16145889,0.01,0.01,0.01,0.492186752,intersectante,,
99,PG1222-PG1143,"San Juan Bautista Tlachichilco, Oaxaca",20183.0,Desconocido,103.588,213.626,1,1,321.5486667,POINT (-98.32035674367152 17.583947396506893),,93.73973417,0.01,0.01,0.01,0.492186752,intersectante,,
100,PG1222-PG1143,"San Juan Bautista Tlachichilco, Oaxaca",20183.0,Desconocido,103.033,214.182,1,1,321.5486667,POINT (-98.32192271205551 17.588762850766635),,10.16145889,0.01,0.01,0.01,0.492186752,intersectante,,
101,PG1222-PG1143,"San Juan Bautista Tlachichilco, Oaxaca",20183.0,Desconocido,103.033,214.182,1,1,321.5486667,POINT (-98.32192271205551 17.588762850766635),,93.73973417,0.01,0.01,0.01,0.492186752,intersectante,,
102,PG1222-PG1143,"San Lorenzo Victoria, Oaxaca",20230.0,Desconocido,73.821,243.393,1,1,321.5486667,POINT (-98.12437995669077 17.632693025134127),,53.01431297,0.01,0.01,0.01,0.49115451,intersectante,,
103,PG1222-PG1143,"San Marcos Arteaga, Oaxaca",20237.0,Desconocido,30.335,289.486,1,1,321.5486667,POINT (-97.898550696985 17.733485507418283),,115.9653073,0.01,0.01,0.010061852,0.49474584,intersectante,,
104,PG1222-PG1143,"San Mateo Nejapam, Oaxaca",20251.0,Desconocido,122.136,195.153,1,1,321.5486667,POINT (-98.41911968472289 17.650008920582906),,59.75518704,0.01,0.01,0.01,0.490077337,intersectante,,
105,PG1222-PG1143,"Santa Cruz de Bravo, Oaxaca",20376.0,Desconocido,90.408,227.124,1,1,321.5486667,POINT (-98.21340144999456 17.567582546793204),,17.26457363,0.01,0.01,0.01,0.488309185,intersectante,,
106,PG1222-PG1143,"Santiago Yucuyachi, Oaxaca",20501.0,Desconocido,86.772,232.065,1,1,321.5486667,POINT (-98.21823105168995 17.613725632080268),,49.27416269,0.01,0.01,0.01,0.490668759,intersectante,,
107,PG1222-PG1143,"Santo Domingo Tonala, Oaxaca",20520.0,Desconocido,47.855,270.063,1,1,321.5486667,POINT (-97.98475807488666 17.676882064746604),,171.3724957,0.011038825,0.01,0.010123704,0.492500332,intersectante,,
108,PG1222-PG1143,"Silacayoapam, Oaxaca",20537.0,Desconocido,87.76,246.36,1,1,321.5486667,POINT (-98.1394320461827 17.564890359687816),,432.1482377,0.012770199,0.010345269,0.010185555,0.49857366,intersectante,,
109,PG1222-PG1143,"Chilpancingo de los Bravo, Guerrero",12029.0,Pacifico,317.303,0.0,1,4,321.5486667,POINT (-99.50484160000002 17.5542149),30.0,2188.373688,0.069905561,0.039347863,0.028431838,0.48919521,destino,0.6863610625309352,0.024004918855107093
110,PG1143-PG1103,"Chilpancingo de los Bravo, Guerrero",12029.0,Pacifico,0.0,131.097,1,4,155.1506667,POINT (-99.50484160000002 17.5542149),30.0,2188.373688,0.069905561,0.039347863,0.028431838,0.48919521,origen,94.28601128951775,0.20932504706545466
111,PG1143-PG1103,"Acapulco de Juarez, Guerrero",12001.0,Desconocido,113.838,31.855,1,2,155.1506667,POINT (-99.71503055885064 16.956900739850898),32.0,1711.761408,0.131542497,0.046126766,0.05657441,0.455956152,intersectante,,
112,PG1143-PG1103,"Juan R. Escudero, Guerrero",12039.0,Desconocido,70.341,80.575,1,1,155.1506667,POINT (-99.47137581625451 17.13955605895856),,406.6212117,0.01207765,0.010345269,0.011484443,0.495303053,intersectante,,
113,PG1143-PG1103,"Mochitlan, Guerrero",12044.0,Desconocido,47.636,121.207,1,4,155.1506667,POINT (-99.36883056656887 17.33399735364658),,518.7312969,0.01,0.01,0.01,0.497919202,intersectante,,
114,PG1143-PG1103,"Acapulco de Juarez, Guerrero",12001.0,Pacifico,131.086,0.0,1,2,155.1506667,POINT (-99.89401819999999 16.868049499999998),32.0,1711.761408,0.131542497,0.046126766,0.05657441,0.455956152,destino,138.56945464274648,0.2268578754715856
