,arc,nommun,cvemun,region,dist_ori,dist_des,inm_30km,sc_30km,dis_tot,geometry,eventos,area,R1,R2,R3,R4,tipo_nodo,vul2r1,vul2r1_normalized
702,PG921-PG769,"Jimenez, Chihuahua",8036.0,Desconocido,214.572,266.686,1,1,489.4271,POINT (-104.39103472602223 27.082268634978977),,10657.34484,0.022119622,0.014488497,0.011237036,0.749435246,intersectante,,
703,PG921-PG769,"Lopez, Chihuahua",8039.0,Desconocido,253.965,234.033,1,1,489.4271,POINT (-105.003044685535 26.92292974088962),,1294.056205,0.01,0.01,0.010061852,0.749401243,intersectante,,
704,PG921-PG769,"Rosales, Chihuahua",8055.0,Desconocido,421.806,49.659,1,1,489.4271,POINT (-105.74678088653752 28.205453169337527),,1910.253128,0.013116474,0.011035807,0.010556666,0.749195533,intersectante,,
705,PG921-PG769,"San Francisco de Conchos, Chihuahua",8058.0,Desconocido,336.951,138.021,1,1,489.4271,POINT (-105.35868482219786 27.58513145379444),,881.6400547,0.01,0.01,0.01,0.749450437,intersectante,,
706,PG921-PG769,"Saucillo, Chihuahua",8062.0,Desconocido,363.633,102.245,1,1,489.4271,POINT (-105.34231981102745 28.001243409177683),,3030.495669,0.018656873,0.01,0.010618518,0.74892724,intersectante,,
707,PG921-PG769,"Gomez Palacio, Durango",10007.0,Desconocido,20.278,449.654,1,4,489.4271,POINT (-103.49023721763561 25.72676106997615),849.0,837.6852213,0.089296957,0.01,0.038451831,0.712202947,intersectante,,
708,PG921-PG769,"Mapimi, Durango",10013.0,Desconocido,115.129,384.484,1,1,489.4271,POINT (-104.12957285509883 26.144620294380722),23.0,7700.387771,0.0113851,0.01,0.01068037,0.749380584,intersectante,,
709,PG921-PG769,"Tlahualilo, Durango",10036.0,Desconocido,,,1,1,489.4271,POINT (-103.62600874889762 26.34303538629262),,4655.511304,0.0113851,0.01,0.01,0.749456121,intersectante,,
710,PG921-PG769,"Chihuahua, Chihuahua",8019.0,Centro,459.927,0.0,1,6,489.4271,POINT (-106.00000009999998 28.500000100000012),2040.0,8358.174069,0.482318993,0.158939889,0.081376984,0.733722501,destino,269358.3354075494,0.5743748226315545
711,PG769-PG655,"Chihuahua, Chihuahua",8019.0,Centro,0.0,429.151,1,6,471.3891667,POINT (-106.00000009999998 28.500000100000012),2040.0,8358.174069,0.482318993,0.158939889,0.081376984,0.733722501,origen,26216.11689553186,0.46736072834074593
712,PG769-PG655,"Buenaventura, Chihuahua",8010.0,Desconocido,285.079,184.131,1,1,471.3891667,POINT (-107.12254187203328 30.061314095802988),,7919.551985,0.013462749,0.010690538,0.010247407,0.748706888,intersectante,,
713,PG769-PG655,"Casas Grandes, Chihuahua",8013.0,Desconocido,417.566,112.913,1,1,471.3891667,POINT (-108.20069778430017 30.19369800203979),,3745.329416,0.012423924,0.010345269,0.010247407,0.952240352,intersectante,,
714,PG769-PG655,"Cuauhtemoc, Chihuahua",8017.0,Desconocido,147.508,318.786,1,1,471.3891667,POINT (-106.9492516848458 28.725032448184404),,3604.14072,0.09795383,0.045955852,0.028246283,0.741565073,intersectante,,
715,PG769-PG655,"Galeana, Chihuahua",8023.0,Desconocido,327.457,101.669,1,1,471.3891667,POINT (-107.64708780376834 30.155030641190006),,1677.435848,0.012423924,0.01,0.010123704,0.749608243,intersectante,,
716,PG769-PG655,"Namiquipa, Chihuahua",8048.0,Desconocido,190.408,272.095,1,1,471.3891667,POINT (-107.13933565081855 29.295448368350705),,4842.963282,0.014155299,0.01,0.01,0.748708265,intersectante,,
717,PG769-PG655,"Nuevo Casas Grandes, Chihuahua",8050.0,Desconocido,394.471,76.252,1,1,471.3891667,POINT (-107.72648717037073 30.531080171875054),,2644.77704,0.036316894,0.012416883,0.012845183,0.743416157,intersectante,,
718,PG769-PG655,"Riva Palacio, Chihuahua",8054.0,Desconocido,,,1,1,471.3891667,POINT (-106.61763297989592 28.809029664884033),,2280.807134,0.01,0.01,0.01,0.749572603,intersectante,,
719,PG769-PG655,"Janos, Chihuahua",8035.0,Centro,429.123,0.0,1,1,471.3891667,POINT (-108.19304839999998 30.88932669999999),116.0,7476.584441,0.011731375,0.010690538,0.010185555,0.749828605,destino,189.8317522799644,0.24122803012082475
720,PG655-PG578,"Janos, Chihuahua",8035.0,Centro,0.0,159.335,1,1,159.335,POINT (-108.19304839999998 30.88932669999999),116.0,7476.584441,0.011731375,0.010690538,0.010185555,0.749828605,origen,0.68041975,0.023842793356814284
721,PG655-PG578,"Agua Prieta, Sonora",26002.0,Pacifico,159.335,0.0,1,2,159.335,POINT (-109.5564331 31.33055909999999),35.0,3969.627037,0.042896118,0.135754947,0.010989629,0.949175561,destino,0.50045471,0.018639372299015675
722,PG769-PG774,"Chihuahua, Chihuahua",8019.0,Centro,0.0,475.949,1,6,509.8076667,POINT (-106.00000009999998 28.500000100000012),2040.0,8358.174069,0.482318993,0.158939889,0.081376984,0.733722501,origen,629.4764974110881,0.2961254143880164
723,PG769-PG774,"Ahumada, Chihuahua",8001.0,Desconocido,359.261,206.939,1,1,509.8076667,POINT (-106.38086302560504 30.45006714601801),,16963.66882,0.013116474,0.010345269,0.010494814,0.749831928,intersectante,,
724,PG769-PG774,"Aldama, Chihuahua",8002.0,Desconocido,90.823,385.214,1,1,509.8076667,POINT (-105.58713684693664 29.07371389021663),,9222.215382,0.021080797,0.010690538,0.010927777,0.749215722,intersectante,,
725,PG769-PG774,"Aquiles Serdan, Chihuahua",8004.0,Desconocido,35.995,470.981,1,4,509.8076667,POINT (-105.82204673472778 28.580988013756887),,481.8490602,0.013462749,0.019195786,0.010804073,0.746432445,intersectante,,
726,PG769-PG774,"Coyame del Sotol, Chihuahua",8015.0,Desconocido,185.628,308.631,1,1,509.8076667,POINT (-105.20743525083373 29.75939306566545),,11666.54609,0.01,0.01,0.01,0.749906959,intersectante,,
727,PG769-PG774,"Guadalupe, Chihuahua",8028.0,Desconocido,357.653,149.629,1,1,509.8076667,POINT (-105.64164275653464 30.82958186366172),,6048.09492,0.010346275,0.01,0.010247407,0.749622194,intersectante,,
728,PG769-PG774,"Juarez, Chihuahua",8037.0,Desconocido,466.106,41.986,1,1,509.8076667,POINT (-106.56326846803742 31.448215464717187),7964.0,3599.05537,0.730251836,0.366046629,0.20149319,0.69985919,intersectante,,
729,PG769-PG774,"Juarez, Chihuahua",8037.0,Centro,476.035,0.0,1,31,509.8076667,POINT (-106.485655 31.7372575),7964.0,3599.05537,0.730251836,0.366046629,0.20149319,0.69985919,destino,243534.8216667551,0.5697452869670174
730,PG769-PG887,"Chihuahua, Chihuahua",8019.0,Centro,0.0,247.723,1,6,281.3176667,POINT (-106.00000009999998 28.500000100000012),2040.0,8358.174069,0.482318993,0.158939889,0.081376984,0.733722501,origen,6702.084031009754,0.4047111327641435
731,PG769-PG887,"Aldama, Chihuahua",8002.0,Desconocido,90.823,156.989,1,1,281.3176667,POINT (-105.58713684693664 29.07371389021663),,9222.215382,0.021080797,0.010690538,0.010927777,0.749215722,intersectante,,
732,PG769-PG887,"Aquiles Serdan, Chihuahua",8004.0,Desconocido,35.995,242.755,1,4,281.3176667,POINT (-105.82204673472778 28.580988013756887),,481.8490602,0.013462749,0.019195786,0.010804073,0.746432445,intersectante,,
733,PG769-PG887,"Coyame del Sotol, Chihuahua",8015.0,Desconocido,185.628,131.763,1,1,281.3176667,POINT (-105.20743525083373 29.75939306566545),,11666.54609,0.01,0.01,0.01,0.749906959,intersectante,,
734,PG769-PG887,"Ojinaga, Chihuahua",8052.0,Centro,247.812,0.0,1,1,281.3176667,POINT (-104.41285230000001 29.565428199999996),101.0,6756.983206,0.011731375,0.01,0.01,0.748560983,destino,11.191957599972799,0.11487570713644996
735,PG921-PG1040,"Gomez Palacio, Durango",10007.0,Centro,0.0,322.606,1,4,336.3241667,POINT (-103.494779 25.5732473),849.0,837.6852213,0.089296957,0.01,0.038451831,0.712202947,origen,382.0928557414393,0.2732401614379408
736,PG921-PG1040,"Cuatro Cienegas, Coahuila de Zaragoza",5007.0,Desconocido,,,1,1,336.3241667,POINT (-102.29789391916428 26.696811428065423),,10657.36503,0.011038825,0.018850517,0.011298888,0.749830856,intersectante,,
737,PG921-PG1040,"Francisco I. Madero, Coahuila de Zaragoza",5009.0,Desconocido,,,1,1,336.3241667,POINT (-103.17757808002908 26.323393967691164),,2838.862108,0.025236097,0.010690538,0.017360365,0.747934571,intersectante,,
738,PG921-PG1040,"Frontera, Coahuila de Zaragoza",5010.0,Desconocido,313.793,12.705,1,1,336.3241667,POINT (-101.52200427232907 26.946936497669938),,447.9840938,0.023504722,0.013107421,0.023792953,0.885227205,intersectante,,
739,PG921-PG1040,"Lamadrid, Coahuila de Zaragoza",5016.0,Desconocido,287.632,74.805,1,1,336.3241667,POINT (-101.91145317331394 27.150775714205),,657.4948131,0.010346275,0.010345269,0.010061852,0.907895951,intersectante,,
740,PG921-PG1040,"Matamoros, Coahuila de Zaragoza",5017.0,Desconocido,32.083,305.445,1,3,336.3241667,POINT (-103.21428860690224 25.56067815455281),,813.7202699,0.024889822,0.042703154,0.041668124,0.73604065,intersectante,,
741,PG921-PG1040,"Sacramento, Coahuila de Zaragoza",5029.0,Desconocido,287.562,43.344,1,1,336.3241667,POINT (-101.75264769332512 26.933623939116945),,263.7733256,0.01,0.010345269,0.010123704,0.906568273,intersectante,,
742,PG921-PG1040,"San Pedro, Coahuila de Zaragoza",5033.0,Desconocido,111.37,211.237,1,1,336.3241667,POINT (-102.71953136119123 26.084884303340566),,6917.166452,0.035278069,0.012071614,0.023792953,0.74861226,intersectante,,
743,PG921-PG1040,"Gomez Palacio, Durango",10007.0,Desconocido,20.278,317.691,1,4,336.3241667,POINT (-103.49023721763561 25.72676106997615),849.0,837.6852213,0.089296957,0.01,0.038451831,0.712202947,intersectante,,
744,PG921-PG1040,"Monclova, Coahuila de Zaragoza",5018.0,Centro,322.612,0.0,1,1,336.3241667,POINT (-101.4171173 26.8999988),,1249.330413,0.037701994,0.025882373,0.048162564,0.881379377,destino,,
745,PG1040-PG1081,"Monclova, Coahuila de Zaragoza",5018.0,Centro,0.0,241.289,1,1,259.5745714,POINT (-101.4171173 26.8999988),,1249.330413,0.037701994,0.025882373,0.048162564,0.881379377,origen,,
746,PG1040-PG1081,"Abasolo, Coahuila de Zaragoza",5001.0,Desconocido,30.587,210.936,1,1,259.5745714,POINT (-101.24488207803623 27.121883180632043),,737.2584565,0.01,0.01,0.010061852,0.909165257,intersectante,,
747,PG1040-PG1081,"Allende, Coahuila de Zaragoza",5003.0,Desconocido,,,1,1,259.5745714,POINT (-100.91662834929265 28.278028285974372),,242.4560116,0.013809024,0.012071614,0.016061477,0.890234878,intersectante,,
748,PG1040-PG1081,"Escobedo, Coahuila de Zaragoza",5008.0,Desconocido,55.412,192.765,1,1,259.5745714,POINT (-101.28071752017328 27.30657688628303),,1016.778603,0.01,0.010345269,0.010061852,0.909308571,intersectante,,
749,PG1040-PG1081,"Morelos, Coahuila de Zaragoza",5019.0,Desconocido,183.82,79.377,1,1,259.5745714,POINT (-101.08624194164365 28.327208795034018),,654.2435756,0.01,0.011035807,0.012968887,0.90608643,intersectante,,
750,PG1040-PG1081,"Nava, Coahuila de Zaragoza",5022.0,Desconocido,219.108,31.973,1,2,259.5745714,POINT (-100.62050443130248 28.495512684876847),,911.1985768,0.017618048,0.430152545,0.016185181,0.897679307,intersectante,,
751,PG1040-PG1081,"Progreso, Coahuila de Zaragoza",5026.0,Desconocido,80.613,187.504,1,1,259.5745714,POINT (-101.0223289658804 27.421204106138017),,2876.334761,0.010346275,0.01,0.010123704,0.909760207,intersectante,,
752,PG1040-PG1081,"Sabinas, Coahuila de Zaragoza",5028.0,Desconocido,124.138,124.077,1,1,259.5745714,POINT (-101.14225132642837 27.923042990527147),,1963.389159,0.022812172,0.012762152,0.033008872,0.901687214,intersectante,,
753,PG1040-PG1081,"San Juan de Sabinas, Coahuila de Zaragoza",5032.0,Desconocido,148.836,147.876,1,1,259.5745714,POINT (-101.38995819471008 28.064588820953663),,794.6968026,0.014501574,0.010345269,0.016618143,0.899481411,intersectante,,
754,PG1040-PG1081,"Piedras Negras, Coahuila de Zaragoza",5025.0,Centro,241.385,0.0,1,2,259.5745714,POINT (-100.51483619999999 28.704172499999988),,464.3173087,0.066442812,0.53101434,0.058120705,0.853846346,destino,,
755,PG1081-PG1082,"Piedras Negras, Coahuila de Zaragoza",5025.0,Centro,0.0,89.599,1,2,222.6395,POINT (-100.51483619999999 28.704172499999988),,464.3173087,0.066442812,0.53101434,0.058120705,0.853846346,origen,,
756,PG1081-PG1082,"Acuna, Coahuila de Zaragoza",5002.0,Desconocido,212.689,123.775,1,1,222.6395,POINT (-102.0107208687004 29.431912125019956),,11493.63161,0.060556139,0.036996301,0.044389604,0.748191358,intersectante,,
757,PG1081-PG1082,"Jimenez, Coahuila de Zaragoza",5014.0,Desconocido,68.224,40.591,1,1,222.6395,POINT (-100.9495630210509 29.001880425012548),,2185.184374,0.0113851,0.010345269,0.010556666,0.908522665,intersectante,,
758,PG1081-PG1082,"Acuna, Coahuila de Zaragoza",5002.0,Centro,89.645,0.0,1,1,222.6395,POINT (-100.9322287 29.32487959999999),,11493.63161,0.060556139,0.036996301,0.044389604,0.748191358,destino,,
759,PG1081-PG1120,"Piedras Negras, Coahuila de Zaragoza",5025.0,Centro,0.0,49.525,1,2,70.279,POINT (-100.51483619999999 28.704172499999988),,464.3173087,0.066442812,0.53101434,0.058120705,0.853846346,origen,,
760,PG1081-PG1120,"Nava, Coahuila de Zaragoza",5022.0,Desconocido,31.973,38.306,1,2,70.279,POINT (-100.62050443130248 28.495512684876847),,911.1985768,0.017618048,0.430152545,0.016185181,0.897679307,intersectante,,
761,PG1081-PG1120,"Guerrero, Coahuila de Zaragoza",5012.0,Centro,49.501,0.0,1,1,70.279,POINT (-100.3805564 28.30932529999999),,2899.424803,0.01,0.01,0.010061852,0.908669308,destino,,
762,PG921-PG961,"Gomez Palacio, Durango",10007.0,Centro,0.0,92.137,1,4,169.1085,POINT (-103.494779 25.5732473),849.0,837.6852213,0.089296957,0.01,0.038451831,0.712202947,origen,408.51011673251054,0.276303368123476
763,PG921-PG961,"San Pedro, Coahuila de Zaragoza",5033.0,Desconocido,111.37,121.143,1,1,169.1085,POINT (-102.71953136119123 26.084884303340566),,6917.166452,0.035278069,0.012071614,0.023792953,0.74861226,intersectante,,
764,PG921-PG961,"Gomez Palacio, Durango",10007.0,Desconocido,20.278,85.426,1,4,169.1085,POINT (-103.49023721763561 25.72676106997615),849.0,837.6852213,0.089296957,0.01,0.038451831,0.712202947,intersectante,,
765,PG921-PG961,"Francisco I. Madero, Coahuila de Zaragoza",5009.0,Centro,92.138,0.0,1,1,169.1085,POINT (-103.09965556876598 26.237552650000005),,2838.862108,0.025236097,0.010690538,0.017360365,0.747934571,destino,,
766,PG961-PG1040,"Francisco I. Madero, Coahuila de Zaragoza",5009.0,Centro,0.0,332.38,1,1,345.385,POINT (-103.09965556876598 26.237552650000005),,2838.862108,0.025236097,0.010690538,0.017360365,0.747934571,origen,,
767,PG961-PG1040,"Cuatro Cienegas, Coahuila de Zaragoza",5007.0,Desconocido,,,1,1,345.385,POINT (-102.29789391916428 26.696811428065423),,10657.36503,0.011038825,0.018850517,0.011298888,0.749830856,intersectante,,
768,PG961-PG1040,"Frontera, Coahuila de Zaragoza",5010.0,Desconocido,323.566,12.705,1,1,345.385,POINT (-101.52200427232907 26.946936497669938),,447.9840938,0.023504722,0.013107421,0.023792953,0.885227205,intersectante,,
769,PG961-PG1040,"Lamadrid, Coahuila de Zaragoza",5016.0,Desconocido,297.405,74.805,1,1,345.385,POINT (-101.91145317331394 27.150775714205),,657.4948131,0.010346275,0.010345269,0.010061852,0.907895951,intersectante,,
770,PG961-PG1040,"Sacramento, Coahuila de Zaragoza",5029.0,Desconocido,297.335,43.344,1,1,345.385,POINT (-101.75264769332512 26.933623939116945),,263.7733256,0.01,0.010345269,0.010123704,0.906568273,intersectante,,
771,PG961-PG1040,"San Pedro, Coahuila de Zaragoza",5033.0,Desconocido,121.143,211.237,1,1,345.385,POINT (-102.71953136119123 26.084884303340566),,6917.166452,0.035278069,0.012071614,0.023792953,0.74861226,intersectante,,
772,PG961-PG1040,"Monclova, Coahuila de Zaragoza",5018.0,Centro,332.385,0.0,1,1,345.385,POINT (-101.4171173 26.8999988),,1249.330413,0.037701994,0.025882373,0.048162564,0.881379377,destino,,
773,PG956-PG921,"Calera, Zacatecas",32005.0,Centro,0.0,342.584,1,1,365.8737692,POINT (-102.85622288611599 22.978480000000005),42.0,389.994964,0.017964323,0.011381076,0.015381107,0.737669173,origen,94.99903620740201,0.20966750640437298
774,PG956-PG921,"Torreon, Coahuila de Zaragoza",5035.0,Desconocido,286.06,80.918,1,1,365.8737692,POINT (-103.21576744620454 25.06191965350739),,302.0730748,0.186946485,0.336263184,0.152939523,0.690184576,intersectante,,
775,PG956-PG921,"Torreon, Coahuila de Zaragoza",5035.0,Desconocido,286.06,80.918,1,1,365.8737692,POINT (-103.21576744620454 25.06191965350739),,919.4837602,0.186946485,0.336263184,0.152939523,0.690184576,intersectante,,
776,PG956-PG921,"Cuencame, Durango",10004.0,Desconocido,250.956,145.776,1,1,365.8737692,POINT (-103.70712005772617 24.687000331662503),,5136.599171,0.014155299,0.01,0.010371111,0.749350017,intersectante,,
777,PG956-PG921,"General Simon Bolivar, Durango",10006.0,Desconocido,253.096,113.882,1,1,365.8737692,POINT (-103.2225734332986 24.77810548302578),,2347.91635,0.01069255,0.01,0.010061852,0.749856086,intersectante,,
778,PG956-PG921,"Gomez Palacio, Durango",10007.0,Desconocido,362.075,20.278,1,4,365.8737692,POINT (-103.49023721763561 25.72676106997615),849.0,837.6852213,0.089296957,0.01,0.038451831,0.712202947,intersectante,,
779,PG956-PG921,"Lerdo, Durango",10012.0,Desconocido,325.914,27.367,1,2,365.8737692,POINT (-103.68419077264218 25.477025486288852),,2099.019677,0.034585519,0.01,0.017855179,0.742029294,intersectante,,
780,PG956-PG921,"Santa Clara, Durango",10031.0,Desconocido,205.209,157.843,1,1,365.8737692,POINT (-103.41101477546215 24.496833491398842),,968.8532826,0.010346275,0.01,0.01,0.7481457,intersectante,,
781,PG956-PG921,"Fresnillo, Zacatecas",32010.0,Desconocido,42.778,309.566,1,1,365.8737692,POINT (-102.99365100676609 23.23363074158401),,4948.07541,0.057093389,0.019667531,0.034988129,0.746117946,intersectante,,
782,PG956-PG921,"General Enrique Estrada, Zacatecas",32013.0,Desconocido,11.871,342.903,1,1,365.8737692,POINT (-102.78643784666986 23.01524586263851),,190.5457251,0.0113851,0.010345269,0.010865925,0.743877678,intersectante,,
783,PG956-PG921,"Juan Aldama, Zacatecas",32022.0,Desconocido,179.338,182.419,1,1,365.8737692,POINT (-103.3071551978878 24.288130203533235),,583.1276166,0.015886674,0.011726345,0.010556666,0.741091669,intersectante,,
784,PG956-PG921,"Miguel Auza, Zacatecas",32029.0,Desconocido,170.914,196.372,1,1,365.8737692,POINT (-103.4883554972716 24.117922198399214),,1097.391279,0.012423924,0.012071614,0.010123704,0.746985449,intersectante,,
785,PG956-PG921,"Rio Grande, Zacatecas",32039.0,Desconocido,105.571,243.714,1,1,365.8737692,POINT (-103.03573997223059 23.78483563936902),,1814.05725,0.020041973,0.010690538,0.011608147,0.745825731,intersectante,,
786,PG956-PG921,"Sain Alto, Zacatecas",32040.0,Desconocido,90.697,283.864,1,1,365.8737692,POINT (-103.24378655413791 23.55947254493744),,1446.630666,0.011731375,0.010345269,0.010309259,0.749030503,intersectante,,
787,PG956-PG921,"Gomez Palacio, Durango",10007.0,Centro,342.595,0.0,1,4,365.8737692,POINT (-103.494779 25.5732473),849.0,837.6852213,0.089296957,0.01,0.038451831,0.712202947,destino,1894521.7189616563,0.6639811018985506
788,PG1070-PG1071,"Comonfort, Guanajuato",11009.0,Centro,0.0,81.537,1,3,84.137,POINT (-100.761188 20.719947499999993),29.0,485.9178751,0.025928646,0.01,0.015628514,0.699361692,origen,142.9074249612466,0.228263878170816
789,PG1070-PG1071,"San Miguel de Allende, Guanajuato",11003.0,Desconocido,27.524,56.613,1,1,84.137,POINT (-100.73756903671185 20.923977953038445),16.0,1537.217709,0.057439664,0.015524304,0.033132575,0.704203515,intersectante,,
790,PG1070-PG1071,"San Luis de la Paz, Guanajuato",11033.0,Centro,81.84,0.0,1,1,84.137,POINT (-100.51626899999998 21.2970466),65.0,2030.212446,0.024197272,0.01,0.018040735,0.745991618,destino,0.78641134,0.026652476921349366
791,PG1071-PG1072,"San Luis de la Paz, Guanajuato",11033.0,Centro,0.0,183.289,1,1,204.729,POINT (-100.51626899999998 21.2970466),65.0,2030.212446,0.024197272,0.01,0.018040735,0.745991618,origen,166.65516199570237,0.23528010165268687
792,PG1071-PG1072,"San Diego de la Union, Guanajuato",11029.0,Desconocido,41.616,167.323,1,1,204.729,POINT (-100.84636140911238 21.443167531344347),,990.1929007,0.014155299,0.01,0.010371111,0.710687323,intersectante,,
793,PG1071-PG1072,"Armadillo de los Infante, San Luis Potosi",24004.0,Desconocido,141.57,41.734,1,1,204.729,POINT (-100.6371480685324 22.268237965848147),,610.5248469,0.01069255,0.01,0.01,0.749632641,intersectante,,
794,PG1071-PG1072,"Santa Maria del Rio, San Luis Potosi",24032.0,Desconocido,69.231,131.288,1,1,204.729,POINT (-100.5597627293007 21.767935715913307),,1655.629125,0.019695698,0.013797959,0.012102961,0.747887041,intersectante,,
795,PG1071-PG1072,"Villa de Arista, San Luis Potosi",24056.0,Desconocido,197.398,34.806,1,1,204.729,POINT (-100.67922490647179 22.648680728012504),,564.2374581,0.012423924,0.010345269,0.010927777,0.747658744,intersectante,,
796,PG1071-PG1072,"Zaragoza, San Luis Potosi",24055.0,Desconocido,116.726,81.953,1,1,204.729,POINT (-100.67085411908666 22.008156251458914),,625.3577093,0.016925498,0.011381076,0.010989629,0.748510608,intersectante,,
797,PG1071-PG1072,"Villa Hidalgo, San Luis Potosi",24051.0,Centro,183.305,0.0,1,1,204.729,POINT (-100.49491450000001 22.500000099999998),,1558.690715,0.011731375,0.010690538,0.011237036,0.749112826,destino,,
798,PG1072-PG1074,"Villa Hidalgo, San Luis Potosi",24051.0,Centro,0.0,158.916,1,1,199.4888,POINT (-100.49491450000001 22.500000099999998),,1558.690715,0.011731375,0.010690538,0.011237036,0.749112826,origen,,
799,PG1072-PG1074,"Cerritos, San Luis Potosi",24008.0,Desconocido,39.92,178.711,1,1,199.4888,POINT (-100.27206403784248 22.44370685751028),,947.1495276,0.015540399,0.058459039,0.013958516,0.746805008,intersectante,,
800,PG1072-PG1074,"Guadalcazar, San Luis Potosi",24017.0,Desconocido,73.432,124.764,1,1,199.4888,POINT (-100.30052042487566 22.864654747419063),,3784.08313,0.01069255,0.011726345,0.010927777,0.749742845,intersectante,,
801,PG1072-PG1074,"Matehuala, San Luis Potosi",24020.0,Desconocido,130.351,40.847,1,1,199.4888,POINT (-100.58681645568963 23.513401041954605),,1286.698186,0.027313746,0.019322262,0.03022554,0.741163981,intersectante,,
802,PG1072-PG1074,"Villa de Arista, San Luis Potosi",24056.0,Desconocido,34.806,158.221,1,1,199.4888,POINT (-100.67922490647179 22.648680728012504),,564.2374581,0.012423924,0.010345269,0.010927777,0.747658744,intersectante,,
803,PG1072-PG1074,"Villa de Guadalupe, San Luis Potosi",24047.0,Desconocido,129.152,87.24,1,1,199.4888,POINT (-100.72472675634693 23.21360409082376),,1863.989342,0.010346275,0.010345269,0.010247407,0.749659151,intersectante,,
804,PG1072-PG1074,"Cedral, San Luis Potosi",24007.0,Centro,158.936,0.0,1,1,199.4888,POINT (-100.72428919999999 23.820536099999998),5.0,1185.098222,0.012423924,0.01,0.011237036,0.747250519,destino,9.153789669823581,0.10647265389905503
805,PG1074-PG1077,"Cedral, San Luis Potosi",24007.0,Centro,0.0,330.714,1,1,355.5094,POINT (-100.72428919999999 23.820536099999998),5.0,1185.098222,0.012423924,0.01,0.011237036,0.747250519,origen,90.08457200161976,0.2072535819069097
806,PG1074-PG1077,"Ramos Arizpe, Coahuila de Zaragoza",5027.0,Desconocido,311.543,129.101,1,1,355.5094,POINT (-101.27940468515843 25.91513730169685),,6604.062843,0.014501574,0.018286455,0.025153692,0.747004023,intersectante,,
807,PG1074-PG1077,"Saltillo, Coahuila de Zaragoza",5030.0,Desconocido,169.799,170.688,1,1,355.5094,POINT (-101.12121278293489 25.026634176816266),,5607.053837,0.25412382,0.062417646,0.149846932,0.732717959,intersectante,,
808,PG1074-PG1077,"Garcia, Nuevo Leon",19018.0,Desconocido,290.387,42.688,1,11,355.5094,POINT (-100.66390295384114 25.808240988861723),17.0,1030.947498,0.149895068,0.04694378,0.039194052,0.7286741,intersectante,,
809,PG1074-PG1077,"Vanegas, San Luis Potosi",24044.0,Desconocido,47.532,284.945,1,1,355.5094,POINT (-100.90114363272468 24.105766971113102),,2543.205157,0.01069255,0.01,0.010123704,0.749777547,intersectante,,
810,PG1074-PG1077,"El Salvador, Zacatecas",32041.0,Desconocido,84.617,246.247,1,1,355.5094,POINT (-100.90580017071525 24.447855482698387),,633.188111,0.01,0.010345269,0.01,0.748746669,intersectante,,
811,PG1074-PG1077,"Mina, Nuevo Leon",19037.0,Golfo,330.514,0.0,1,5,355.5094,POINT (-100.53004849999999 26.0025145),2343.0,3851.553639,0.011038825,0.012071614,0.010804073,0.749508284,destino,31826.11197676339,0.4762679969398841
812,PG1077-PG1040,"Mina, Nuevo Leon",19037.0,Golfo,0.0,143.94,1,5,188.445,POINT (-100.53004849999999 26.0025145),2343.0,3851.553639,0.011038825,0.012071614,0.010804073,0.749508284,origen,4.3106611625,0.0767001136919953
813,PG1077-PG1040,"Castanos, Coahuila de Zaragoza",5006.0,Desconocido,120.209,68.236,1,1,188.445,POINT (-101.38812706280955 26.586882412854592),,3310.088696,0.015194124,0.010690538,0.013711108,0.90749643,intersectante,,
814,PG1077-PG1040,"Monclova, Coahuila de Zaragoza",5018.0,Centro,144.041,0.0,1,1,188.445,POINT (-101.4171173 26.8999988),,1249.330413,0.037701994,0.025882373,0.048162564,0.881379377,destino,,
815,PG1261-PG1223,"San Miguel Tequixtepec, Oaxaca",20283.0,Sur,0.0,212.383,1,1,215.8552857,POINT (-97.340556 17.801944),,209.8098848,0.01,0.01,0.01,0.491095372,origen,,
816,PG1261-PG1223,"Tepelmeme Villa de Morelos, Oaxaca",20548.0,Desconocido,,,1,1,215.8552857,POINT (-97.29875561618317 18.007364859835214),,581.0157832,0.010346275,0.01,0.01,0.496232364,intersectante,,
817,PG1261-PG1223,"Acajete, Puebla",21001.0,Desconocido,192.89,31.077,1,25,215.8552857,POINT (-97.94828608909634 19.102068228459245),,147.867725,0.019695698,0.158156912,0.011175184,0.408287481,intersectante,,
818,PG1261-PG1223,"Amozoc, Puebla",21015.0,Desconocido,195.472,17.527,1,38,215.8552857,POINT (-98.05083314847892 19.045336113734468),,132.8206942,0.03320042,0.02468847,0.011979258,0.412391864,intersectante,,
819,PG1261-PG1223,"Cuapiaxtla de Madero, Puebla",21038.0,Desconocido,166.033,47.691,1,1,215.8552857,POINT (-97.82125082774344 18.91697039217998),,24.83652818,0.01,0.011726345,0.010432963,0.384330809,intersectante,,
820,PG1261-PG1223,"Cuautinchan, Puebla",21040.0,Desconocido,190.656,26.595,1,37,215.8552857,POINT (-98.04521396389352 18.95968885924867),,160.0287678,0.011038825,0.010690538,0.010185555,0.492710901,intersectante,,
821,PG1261-PG1223,"San Gabriel Chilac, Puebla",21124.0,Desconocido,81.09,140.918,1,1,215.8552857,POINT (-97.38393500696438 18.31974785975674),,106.9544324,0.0113851,0.011035807,0.010371111,0.47428359,intersectante,,
