nombre,ciudad,estado,latitud,longitud,codigo_ruta,ID_Poligon,codigo_unico,detenciones,conteo_puntos
"Asuncion Nochixtlan, Oaxaca","Asuncion Nochixtlan, Oaxaca",Oaxaca,17.457222,-97.225,S,PG1260,S-PG1260-5, 13,0
"San Francisco Telixtlahuaca, Oaxaca","San Francisco Telixtlahuaca, Oaxaca",Oaxaca,17.296628,-96.9056112,S,PG1260,S-PG1260-6, 49,0
"Concepcion Buenavista, Oaxaca","Concepcion Buenavista, Oaxaca",Oaxaca,17.8781515,-97.4004708,S,PG1261,S-PG1261-1, 25,0
"San Cristobal Suchixtlahuaca, Oaxaca","San Cristobal Suchixtlahuaca, Oaxaca",Oaxaca,17.7265261,-97.3666425,S,PG1261,S-PG1261-2, 4,0
"San Miguel Tequixtepec, Oaxaca","San Miguel Tequixtepec, Oaxaca",Oaxaca,17.801944,-97.340556,S,PG1261,S-PG1261-3, 109,0
"Nogales, Veracruz","Nogales, Veracruz",Veracruz,18.8226013,-97.1627659,G,PG1262,G-PG1262-1, 6,0
"Camerino Z. Mendoza, Veracruz","Camerino Z. Mendoza, Veracruz",Veracruz,18.7896308,-97.15993214034108,G,PG1262,G-PG1262-2, 126,0
"Rio Blanco, Veracruz","Rio Blanco, Veracruz",Veracruz,18.84522475,-97.15229388882732,G,PG1262,G-PG1262-3, 73,0
"Orizaba, Veracruz","Orizaba, Veracruz",Veracruz,18.8497366,-97.1060062,G,PG1262,G-PG1262-4,1 100,0
"Ixtaczoquitlan, Veracruz","Ixtaczoquitlan, Veracruz",Veracruz,18.85134015,-97.02710712449068,G,PG1262,G-PG1262-5, 2,0
"Fortin, Veracruz","Fortin, Veracruz",Veracruz,18.8993309,-96.9982014,G,PG1262,G-PG1262-6, 54,0
"Cordoba, Veracruz","Cordoba, Veracruz",Veracruz,18.8944704,-96.9352891,G,PG1262,G-PG1262-7, 609,0
"Perote, Veracruz","Perote, Veracruz",Veracruz,19.51086405,-97.26853448069734,G,PG1263,G-PG1263-1, 2,0
"Villa Aldama, Veracruz","Villa Aldama, Veracruz",Veracruz,19.6489805,-97.2228382,G,PG1263,G-PG1263-2, 3,0
"Coatepec, Veracruz","Coatepec, Veracruz",Veracruz,19.4543134,-96.9596375,G,PG1263,G-PG1263-3, 1,0
"Xalapa, Veracruz","Xalapa, Veracruz",Veracruz,19.5408338,-96.9146374,G,PG1263,G-PG1263-4, 109,0
"Papantla, Veracruz","Papantla, Veracruz",Veracruz,20.445872100000003,-97.32327774944926,G,PG1264,G-PG1264-1, 48,0
"Gutierrez Zamora, Veracruz","Gutierrez Zamora, Veracruz",Veracruz,20.456991,-97.085536109707,G,PG1264,G-PG1264-2, 9,0
"Martinez de la Torre, Veracruz","Martinez de la Torre, Veracruz",Veracruz,20.1197165,-97.04616467665728,G,PG1264,G-PG1264-3, 15,0
"Tecolutla, Veracruz","Tecolutla, Veracruz",Veracruz,20.41847865,-96.9936370355502,G,PG1264,G-PG1264-4, 2,0
"Tihuatlan, Veracruz","Tihuatlan, Veracruz",Veracruz,20.716735,-97.5367859622192,G,PG1265,G-PG1265-1, 8,0
"Poza Rica de Hidalgo, Veracruz","Poza Rica de Hidalgo, Veracruz",Veracruz,20.53765745,-97.44512479987276,G,PG1265,G-PG1265-2, 129,0
"Tuxpan, Veracruz","Tuxpan, Veracruz",Veracruz,20.95647915,-97.40738177120748,G,PG1265,G-PG1265-3, 231,0
"Matamoros, Tamaulipas","Matamoros, Tamaulipas",Tamaulipas,25.8810158,-97.5064866,G,PG1272,G-PG1272-1, 405,1
"Matamoros, Tamaulipas","Matamoros, Tamaulipas",Tamaulipas,25.8810158,-97.5064866,G,PG1272,G-PG1272-1, 405,1
"Matamoros, Zaragoza (Matamoros III) (terrestre)","Matamoros, Tamaulipas",Tamaulipas,25.87893945982541,-97.50415658832156,FN,PG1272,FN-PG1272-2,0,1
"Matamoros, Zaragoza (Matamoros III) (terrestre)","Matamoros, Tamaulipas",Tamaulipas,25.87893945982541,-97.50415658832156,FN,PG1272,FN-PG1272-2,0,1
Puerta México (Matamoros II) (terrestre),"Puerta México , Tamaulipas",Tamaulipas,25.89690191257076,-97.49775599171532,FN,PG1272,FN-PG1272-3,0,1
"Santa Maria Tonameca, Oaxaca","Santa Maria Tonameca, Oaxaca",Oaxaca,15.745833,-96.547222,S,PG1297,S-PG1297-1, 1,1
"San Pedro Pochutla, Oaxaca","San Pedro Pochutla, Oaxaca",Oaxaca,15.744444,-96.465278,S,PG1297,S-PG1297-2, 36,1
"Santa Maria Huatulco, Oaxaca","Santa Maria Huatulco, Oaxaca",Oaxaca,15.8337711,-96.3214401,S,PG1297,S-PG1297-3, 170,1
"San Pedro Mixtepec -Dto. 22 -, Oaxaca","San Pedro Mixtepec -Dto. 22 -, Oaxaca",Oaxaca,16.271111,-96.2825,S,PG1297,S-PG1297-4, 3,0
"Trinidad Zaachila, Oaxaca","Trinidad Zaachila, Oaxaca",Oaxaca,16.921389,-96.765,S,PG1298,S-PG1298-1, 1,1
"Villa de Zaachila, Oaxaca","Villa de Zaachila, Oaxaca",Oaxaca,16.950833,-96.749167,S,PG1298,S-PG1298-2, 77,1
"Santa Maria Coyotepec, Oaxaca","Santa Maria Coyotepec, Oaxaca",Oaxaca,16.9716988,-96.71080424404754,S,PG1298,S-PG1298-3, 10,1
"San Bartolo Coyotepec, Oaxaca","San Bartolo Coyotepec, Oaxaca",Oaxaca,16.9575983,-96.7066199,S,PG1298,S-PG1298-4, 5,1
"Miahuatlan de Porfirio Diaz, Oaxaca","Miahuatlan de Porfirio Diaz, Oaxaca",Oaxaca,16.3610815,-96.5850578538718,S,PG1298,S-PG1298-5, 13,0
"Tlacolula de Matamoros, Oaxaca","Tlacolula de Matamoros, Oaxaca",Oaxaca,16.9314623,-96.46110745930906,S,PG1298,S-PG1298-6, 351,0
"San Dionisio Ocotepec, Oaxaca","San Dionisio Ocotepec, Oaxaca",Oaxaca,16.7975187,-96.3960971,S,PG1298,S-PG1298-7, 7,0
"San Pablo Huitzo, Oaxaca","San Pablo Huitzo, Oaxaca",Oaxaca,17.2777969,-96.8866692,S,PG1299,S-PG1299-1, 729,0
"San Pedro Ixtlahuaca, Oaxaca","San Pedro Ixtlahuaca, Oaxaca",Oaxaca,17.063056,-96.818056,S,PG1299,S-PG1299-2, 1,1
"San Lorenzo Cacaotepec, Oaxaca","San Lorenzo Cacaotepec, Oaxaca",Oaxaca,17.1278714,-96.8017692,S,PG1299,S-PG1299-3, 2,1
"Villa de Etla, Oaxaca","Villa de Etla, Oaxaca",Oaxaca,17.2057678,-96.7981939,S,PG1299,S-PG1299-4, 2,1
"Santa Maria Atzompa, Oaxaca","Santa Maria Atzompa, Oaxaca",Oaxaca,17.1011053,-96.7777739,S,PG1299,S-PG1299-5, 4,1
"San Pablo Etla, Oaxaca","San Pablo Etla, Oaxaca",Oaxaca,17.1450449,-96.7644253,S,PG1299,S-PG1299-6, 35,1
"San Jacinto Amilpas, Oaxaca","San Jacinto Amilpas, Oaxaca",Oaxaca,17.1011376,-96.7606784,S,PG1299,S-PG1299-7, 45,1
"Santa Cruz Xoxocotlan, Oaxaca","Santa Cruz Xoxocotlan, Oaxaca",Oaxaca,17.026389,-96.733333,S,PG1299,S-PG1299-8, 731,1
"Oaxaca de Juarez, Oaxaca","Oaxaca de Juarez, Oaxaca",Oaxaca,17.0604663,-96.7253575,S,PG1299,S-PG1299-9,1 270,1
"San Agustin de las Juntas, Oaxaca","San Agustin de las Juntas, Oaxaca",Oaxaca,17.005436,-96.7092291,S,PG1299,S-PG1299-10, 2,1
"San Antonio de la Cal, Oaxaca","San Antonio de la Cal, Oaxaca",Oaxaca,17.028333,-96.700556,S,PG1299,S-PG1299-11, 1,1
"Santa Lucia del Camino, Oaxaca","Santa Lucia del Camino, Oaxaca",Oaxaca,17.0625,-96.693333,S,PG1299,S-PG1299-12, 6,1
"San Sebastian Tutla, Oaxaca","San Sebastian Tutla, Oaxaca",Oaxaca,17.059722,-96.672222,S,PG1299,S-PG1299-13, 3,1
"Santa Maria del Tule, Oaxaca","Santa Maria del Tule, Oaxaca",Oaxaca,17.0476822,-96.6334574,S,PG1299,S-PG1299-14, 1,1
"San Jose Tenango, Oaxaca","San Jose Tenango, Oaxaca",Oaxaca,18.15,-96.716667,S,PG1300,S-PG1300-1, 6,0
"Amatlan de los Reyes, Veracruz","Amatlan de los Reyes, Veracruz",Veracruz,18.87251165,-96.86857239686655,G,PG1301,G-PG1301-1, 17,0
"Yanga, Veracruz","Yanga, Veracruz",Veracruz,18.8313634,-96.7992608,G,PG1301,G-PG1301-2, 62,0
"Tezonapa, Veracruz","Tezonapa, Veracruz",Veracruz,18.5587309,-96.78234114824798,G,PG1301,G-PG1301-3, 6,0
"Cuitlahuac, Veracruz","Cuitlahuac, Veracruz",Veracruz,18.814226,-96.7223775,G,PG1301,G-PG1301-4,1 345,0
"Carrillo Puerto, Veracruz","Carrillo Puerto, Veracruz",Veracruz,18.8215893,-96.58428389542232,G,PG1301,G-PG1301-5, 55,0
"Soledad de Doblado, Veracruz","Soledad de Doblado, Veracruz",Veracruz,19.0452067,-96.4233756,G,PG1301,G-PG1301-6, 3,0
"Cotaxtla, Veracruz","Cotaxtla, Veracruz",Veracruz,18.857657250000003,-96.35099905704104,G,PG1301,G-PG1301-7, 250,0
"Tierra Blanca, Veracruz","Tierra Blanca, Veracruz",Veracruz,18.5272475,-96.21520077487332,G,PG1301,G-PG1301-8, 13,0
"Veracruz, Veracruz","Veracruz, Veracruz",Veracruz,19.333333,-96.666667,G,PG1302,G-PG1302-1,2 478,0
"La Antigua, Veracruz","La Antigua, Veracruz",Veracruz,19.3176799,-96.31864092519668,G,PG1302,G-PG1302-2, 160,1
"Tres Valles, Veracruz","Tres Valles, Veracruz",Veracruz,18.2921576,-96.16641196824392,G,PG1339,G-PG1339-1, 2,0
"San Juan Bautista Tuxtepec, Oaxaca","San Juan Bautista Tuxtepec, Oaxaca",Oaxaca,18.0874632,-96.1227767,S,PG1339,S-PG1339-2, 108,0
"Cosamaloapan de Carpio, Veracruz","Cosamaloapan de Carpio, Veracruz",Veracruz,18.28167395,-95.96435747268424,G,PG1339,G-PG1339-3,3 096,0
"Carlos A. Carrillo, Veracruz","Carlos A. Carrillo, Veracruz",Veracruz,18.32836115,-95.71540338041564,G,PG1339,G-PG1339-4, 1,0
"Isla, Veracruz","Isla, Veracruz",Veracruz,18.0276212,-95.5281332,G,PG1339,G-PG1339-5, 15,0
"Medellin de Bravo, Veracruz","Medellin de Bravo, Veracruz",Veracruz,19.0404677,-96.1442918,G,PG1340,G-PG1340-1, 27,1
"Alvarado, Veracruz","Alvarado, Veracruz",Veracruz,18.82874235,-95.9238540059007,G,PG1340,G-PG1340-2, 59,0
"Salina Cruz, Oaxaca","Salina Cruz, Oaxaca",Oaxaca,16.1825,-95.195833,S,PG1375,S-PG1375-1, 112,0
"Santa Maria Jalapa del Marques, Oaxaca","Santa Maria Jalapa del Marques, Oaxaca",Oaxaca,16.4403557,-95.4448148,S,PG1376,S-PG1376-1,1 264,0
"Santa Maria Mixtequilla, Oaxaca","Santa Maria Mixtequilla, Oaxaca",Oaxaca,16.374444,-95.259722,S,PG1376,S-PG1376-2, 37,0
"Santo Domingo Tehuantepec, Oaxaca","Santo Domingo Tehuantepec, Oaxaca",Oaxaca,16.3172613,-95.2468005,S,PG1376,S-PG1376-3, 222,0
"Ciudad Ixtepec, Oaxaca","Ciudad Ixtepec, Oaxaca",Oaxaca,16.5564139,-95.0959653,S,PG1376,S-PG1376-4, 10,1
"El Espinal, Oaxaca","El Espinal, Oaxaca",Oaxaca,16.4609135,-95.05818330487185,S,PG1376,S-PG1376-5, 10,1
"Matias Romero Avendano, Oaxaca","Matias Romero Avendano, Oaxaca",Oaxaca,16.8761133,-95.0405586,S,PG1376,S-PG1376-6, 157,0
"Juchitan de Zaragoza, Oaxaca","Juchitan de Zaragoza, Oaxaca",Oaxaca,16.413328999999997,-94.9118794582709,S,PG1376,S-PG1376-7,2 625,1
"Jesus Carranza, Veracruz","Jesus Carranza, Veracruz",Veracruz,17.38793115,-94.90949730630518,G,PG1377,G-PG1377-1,5 396,0
"Juan Rodriguez Clara, Veracruz","Juan Rodriguez Clara, Veracruz",Veracruz,17.97320895,-95.34412799338502,G,PG1378,G-PG1378-1, 8,0
"San Juan Evangelista, Veracruz","San Juan Evangelista, Veracruz",Veracruz,17.76252635,-95.23042939358857,G,PG1378,G-PG1378-2, 1,0
"Sayula de Aleman, Veracruz","Sayula de Aleman, Veracruz",Veracruz,17.74768255,-94.95439752101804,G,PG1378,G-PG1378-3, 53,0
"Acayucan, Veracruz","Acayucan, Veracruz",Veracruz,17.9487862,-94.9145752,G,PG1378,G-PG1378-4,45 794,1
"Texistepec, Veracruz","Texistepec, Veracruz",Veracruz,17.894167,-94.816389,G,PG1378,G-PG1378-5, 7,1
"Angel R. Cabada, Veracruz","Angel R. Cabada, Veracruz",Veracruz,18.5927238,-95.38616824749718,G,PG1379,G-PG1379-1, 17,0
"San Andres Tuxtla, Veracruz","San Andres Tuxtla, Veracruz",Veracruz,18.4633672,-95.19831533920046,G,PG1379,G-PG1379-2, 102,0
"Chahuites, Oaxaca","Chahuites, Oaxaca",Oaxaca,16.2885299,-94.1942777,S,PG1414,S-PG1414-1, 54,1
"Santiago Niltepec, Oaxaca","Santiago Niltepec, Oaxaca",Oaxaca,16.5614134,-94.6131085,S,PG1415,S-PG1415-1, 14,0
"San Pedro Tapanatepec, Oaxaca","San Pedro Tapanatepec, Oaxaca",Oaxaca,16.3689223,-94.1927528,S,PG1415,S-PG1415-2, 283,1
"Cosoleacaque, Veracruz","Cosoleacaque, Veracruz",Veracruz,18.0060183,-94.61748300858764,G,PG1417,G-PG1417-1, 17,0
"Minatitlan, Veracruz","Minatitlan, Veracruz",Veracruz,17.992773,-94.5567103,G,PG1417,G-PG1417-2, 10,0
"Coatzacoalcos, Veracruz","Coatzacoalcos, Veracruz",Veracruz,18.1396787,-94.4501731,G,PG1417,G-PG1417-3, 297,0
"Moloacan, Veracruz","Moloacan, Veracruz",Veracruz,17.9926405,-94.28232907418123,G,PG1417,G-PG1417-4, 81,0
"Agua Dulce, Veracruz","Agua Dulce, Veracruz",Veracruz,18.0899541,-94.16236305223826,G,PG1417,G-PG1417-5,4 144,0
"Arriaga, Chiapas","Arriaga, Chiapas",Chiapas,16.2344709,-93.9008414,S,PG1453,S-PG1453-1,19 839,0
"Tonala, Chiapas","Tonala, Chiapas",Chiapas,16.0894476,-93.7546502,S,PG1453,S-PG1453-2, 230,0
"Cintalapa de Figueroa, Chiapas","Cintalapa de Figueroa, Chiapas",Chiapas,16.6905402,-93.7257625,S,PG1454,S-PG1454-1, 3,0
"Jiquipilas, Chiapas","Jiquipilas, Chiapas",Chiapas,16.57497565,-93.60565427888372,S,PG1454,S-PG1454-2, 677,0
"Ocozocoautla de Espinosa, Chiapas","Ocozocoautla de Espinosa, Chiapas",Chiapas,16.7931431,-93.45696355337824,S,PG1454,S-PG1454-3,1 226,0
"Las Choapas, Veracruz","Las Choapas, Veracruz",Veracruz,17.56348585,-93.94000863532293,G,PG1455,G-PG1455-1, 303,0
"Mezcalapa, Chiapas","Mezcalapa, Chiapas",Chiapas,17.2364959,-93.6349751688609,S,PG1455,S-PG1455-2, 440,0
"Huimanguillo, Tabasco","Huimanguillo, Tabasco",Tabasco,17.7620967,-93.66344080511584,G,PG1456,G-PG1456-1,97 523,0
"Mapastepec, Chiapas","Mapastepec, Chiapas",Chiapas,15.43981,-92.898367,S,PG1491,S-PG1491-1, 36,0
"Villa Corzo, Chiapas","Villa Corzo, Chiapas",Chiapas,16.0631888,-93.26500252520376,S,PG1492,S-PG1492-1, 8,0
"Pijijiapan, Chiapas","Pijijiapan, Chiapas",Chiapas,15.6849991,-93.2080195,S,PG1492,S-PG1492-2,11 297,1
"Villaflores, Chiapas","Villaflores, Chiapas",Chiapas,16.37550225,-93.3589334041931,S,PG1493,S-PG1493-1, 5,0
"Berriozabal, Chiapas","Berriozabal, Chiapas",Chiapas,16.871689449999998,-93.33707618047065,S,PG1493,S-PG1493-2, 160,0
"Tuxtla Gutierrez, Chiapas","Tuxtla Gutierrez, Chiapas",Chiapas,16.753801,-93.115959,S,PG1493,S-PG1493-3,15 141,1
"Chiapa de Corzo, Chiapas","Chiapa de Corzo, Chiapas",Chiapas,16.7075202,-93.0115045,S,PG1493,S-PG1493-4, 120,1
"Copainala, Chiapas","Copainala, Chiapas",Chiapas,17.0930214,-93.2102105,S,PG1494,S-PG1494-1, 7,0
"Pantepec, Chiapas","Pantepec, Chiapas",Chiapas,17.194414199999997,-93.05246608493754,S,PG1494,S-PG1494-2, 1,0
"Teapa, Tabasco","Teapa, Tabasco",Tabasco,17.5566526,-92.9480504,G,PG1494,G-PG1494-3,9 947,0
"Tacotalpa, Tabasco","Tacotalpa, Tabasco",Tabasco,17.5952197,-92.8253388,G,PG1494,G-PG1494-4,9 367,0
"Cardenas, Tabasco","Cardenas, Tabasco",Tabasco,17.990878,-93.3753314,G,PG1495,G-PG1495-1,13 100,0
"Comalcalco, Tabasco","Comalcalco, Tabasco",Tabasco,18.2615076,-93.2231523,G,PG1495,G-PG1495-2, 368,0
"Paraiso, Tabasco","Paraiso, Tabasco",Tabasco,18.3987331,-93.2125326,G,PG1495,G-PG1495-3, 2,0
"Cunduacan, Tabasco","Cunduacan, Tabasco",Tabasco,18.066059,-93.173675,G,PG1495,G-PG1495-4, 2,1
"Jalapa, Tabasco","Jalapa, Tabasco",Tabasco,17.721716,-92.812012,G,PG1495,G-PG1495-5,7 479,0
"Centro, Tabasco","Centro, Tabasco",Tabasco,18.0271588,-92.77479118046158,G,PG1495,G-PG1495-6,71 661,1
"Suchiate, Chiapas","Suchiate, Chiapas",Chiapas,14.6321744,-92.24196336095298,S,PG1529,S-PG1529-1,25 989,0
"Frontera Hidalgo, Chiapas","Frontera Hidalgo, Chiapas",Chiapas,14.7531678,-92.21613683447438,S,PG1529,S-PG1529-2, 15,1
"Tuxtla Chico, Chiapas","Tuxtla Chico, Chiapas",Chiapas,14.8768619,-92.19675245459756,S,PG1529,S-PG1529-3, 595,2
Ciudad Hidalgo-Suchiate I (terrestre),"Ciudad Hidalgo-Suchiate I , Chiapas",Chiapas,14.68799531358006,-92.1808588142041,FS,PG1529,FS-PG1529-4,0,1
"Acacoyagua, Chiapas","Acacoyagua, Chiapas",Chiapas,15.4060577,-92.6972939305788,S,PG1530,S-PG1530-1, 2,0
"Villa Comaltitlan, Chiapas","Villa Comaltitlan, Chiapas",Chiapas,15.1709732,-92.61288629080111,S,PG1530,S-PG1530-2,1 835,2
"Escuintla, Chiapas","Escuintla, Chiapas",Chiapas,15.35100255,-92.55576537361532,S,PG1530,S-PG1530-3, 19,2
"Huixtla, Chiapas","Huixtla, Chiapas",Chiapas,15.122125,-92.50399707604466,S,PG1530,S-PG1530-4,20 836,3
"Huehuetan, Chiapas","Huehuetan, Chiapas",Chiapas,15.0217164,-92.42866979063194,S,PG1530,S-PG1530-5,18 319,4
"Motozintla, Chiapas","Motozintla, Chiapas",Chiapas,15.3050827,-92.34880361871576,S,PG1530,S-PG1530-6, 8,2
"Siltepec, Chiapas","Siltepec, Chiapas",Chiapas,15.5561492,-92.3226035,S,PG1530,S-PG1530-7, 1,0
"Tapachula, Chiapas","Tapachula, Chiapas",Chiapas,14.9042905,-92.2609265,S,PG1530,S-PG1530-8,98 486,2
Talismán (terrestre),"Talismán , Chiapas",Chiapas,14.965561378581375,-92.14662549919798,FS,PG1530,FS-PG1530-9,0,2
"Union Juarez, Chiapas","Union Juarez, Chiapas",Chiapas,15.07074175,-92.09254280799922,S,PG1530,S-PG1530-10,2 674,1
Unión Juárez (terrestre),"Unión Juárez , Chiapas",Chiapas,15.071268746922,-92.06011670900683,FS,PG1530,FS-PG1530-11,0,1
Ciudad Hidalgo-Suchiate II (terrestre),"Ciudad Hidalgo-Suchiate II , Chiapas",Chiapas,14.964129597821664,-92.043529713347,FS,PG1530,FS-PG1530-12,0,1
"Chicomuselo, Chiapas","Chicomuselo, Chiapas",Chiapas,15.7935524,-92.41926620137892,S,PG1531,S-PG1531-1, 1,0
"Comitan de Dominguez, Chiapas","Comitan de Dominguez, Chiapas",Chiapas,16.2911698,-92.17532124270645,S,PG1531,S-PG1531-2, 337,2
"Frontera Comalapa, Chiapas","Frontera Comalapa, Chiapas",Chiapas,15.6590135,-92.1422219,S,PG1531,S-PG1531-3, 802,2
"La Trinitaria, Chiapas","La Trinitaria, Chiapas",Chiapas,16.1206164,-92.0542431,S,PG1531,S-PG1531-4, 177,2
"San Cristobal de las Casas, Chiapas","San Cristobal de las Casas, Chiapas",Chiapas,16.6835469,-92.61551841991157,S,PG1532,S-PG1532-1, 745,1
"Chenalho, Chiapas","Chenalho, Chiapas",Chiapas,16.971716100000002,-92.51921237690784,S,PG1532,S-PG1532-2, 341,0
"Teopisca, Chiapas","Teopisca, Chiapas",Chiapas,16.5420839,-92.4736561,S,PG1532,S-PG1532-3, 1,0
"Ocosingo, Chiapas","Ocosingo, Chiapas",Chiapas,16.9057,-92.092776,S,PG1532,S-PG1532-4, 182,0
"Yajalon, Chiapas","Yajalon, Chiapas",Chiapas,17.1768885,-92.3519609858044,S,PG1533,S-PG1533-1, 3,0
"Salto de Agua, Chiapas","Salto de Agua, Chiapas",Chiapas,17.4348976,-92.22480249886088,S,PG1533,S-PG1533-2, 9,1
"Centla, Tabasco","Centla, Tabasco",Tabasco,18.3536762,-92.65219864326907,G,PG1534,G-PG1534-1, 45,0
"Macuspana, Tabasco","Macuspana, Tabasco",Tabasco,17.760922,-92.596108,G,PG1534,G-PG1534-2,34 779,0
"Palizada, Campeche","Palizada, Campeche",Campeche,18.2549484,-92.0907089,S,PG1534,S-PG1534-3, 15,0
"Catazaja, Chiapas","Catazaja, Chiapas",Chiapas,17.76826375,-92.03793125285311,S,PG1534,S-PG1534-4, 392,1
Ciudad Cuauhtémoc (terrestre),"Ciudad Cuauhtémoc , Chiapas",Chiapas,15.666405692905212,-91.98042052001313,FS,PG1570,FS-PG1570-1,0,2
Carmen Xhan (terrestre),"Carmen Xhan , Chiapas",Chiapas,16.044149172156096,-91.74892763802065,FS,PG1570,FS-PG1570-2,0,0
"Palenque, Chiapas","Palenque, Chiapas",Chiapas,17.509188,-91.980922,S,PG1572,S-PG1572-1,9 027,2
"Emiliano Zapata, Tabasco","Emiliano Zapata, Tabasco",Tabasco,17.693626000000002,-91.63973455765353,G,PG1572,G-PG1572-2,6 643,0
"Tenosique, Tabasco","Tenosique, Tabasco",Tabasco,17.4707129,-91.4220212,G,PG1572,G-PG1572-3,40 069,1
"Tenosique, Tabasco","Tenosique, Tabasco",Tabasco,17.4707129,-91.4220212,G,PG1572,G-PG1572-3,40 069,1
"Balancan, Tabasco","Balancan, Tabasco",Tabasco,17.79751665,-91.34585889385215,G,PG1573,G-PG1573-1,1 472,0
"Carmen, Campeche","Carmen, Campeche",Campeche,18.651739,-91.81492,S,PG1574,S-PG1574-1, 255,1
Frontera Corozal (terrestre),"Frontera Corozal , Chiapas",Chiapas,16.81715718603847,-90.88312905371498,FS,PG1610,FS-PG1610-1,0,0
"Tenosique, El Ceibo (terrestre)","Tenosique, Tabasco",Tabasco,17.26314112503493,-90.994678912203,FS,PG1611,FS-PG1611-1,0,1
"Tenosique, El Ceibo (terrestre)","Tenosique, Tabasco",Tabasco,17.26314112503493,-90.994678912203,FS,PG1611,FS-PG1611-1,0,1
"Escarcega, Campeche","Escarcega, Campeche",Campeche,18.606934,-90.7385823,S,PG1613,S-PG1613-1,1 232,1
"Champoton, Campeche","Champoton, Campeche",Campeche,19.3439655,-90.7242742,S,PG1614,S-PG1614-1, 150,0
"Seybaplaya, Campeche","Seybaplaya, Campeche",Campeche,19.60337225,-90.62536695555148,S,PG1614,S-PG1614-2, 8,0
"Campeche, Campeche","Campeche, Campeche",Campeche,19.830285751988043,-90.53551463998544,S,PG1654,S-PG1654-1,1 754,1
"Tenabo, Campeche","Tenabo, Campeche",Campeche,20.0406607,-90.2254956,S,PG1654,S-PG1654-2, 22,0
"Calkini, Campeche","Calkini, Campeche",Campeche,20.3695121,-90.0510784,S,PG1654,S-PG1654-3, 1,0
"Calakmul, Campeche","Calakmul, Campeche",Campeche,18.1073406,-89.80832803981309,S,PG1690,S-PG1690-1, 194,0
"Merida, Yucatan","Merida, Yucatan",Yucatan,20.9670759,-89.6237402,S,PG1694,S-PG1694-1, 931,1
"Progreso, Yucatan","Progreso, Yucatan",Yucatan,21.2822136,-89.6636637,S,PG1695,S-PG1695-1, 3,0
"Othon P. Blanco, Quintana Roo","Othon P. Blanco, Quintana Roo",Quintana Roo,18.43704555,-88.82575815803347,S,PG1730,S-PG1730-1, 369,0
"Bacalar, Quintana Roo","Bacalar, Quintana Roo",Quintana Roo,18.6782559,-88.3922556,S,PG1769,S-PG1769-1, 9,2
"Chetumal, Subteniente López (terrestre)","Chetumal, Quintana Roo",Quintana Roo,18.498656350307385,-88.29440046988813,FS,PG1769,FS-PG1769-2,0,2
"Valladolid, Yucatan","Valladolid, Yucatan",Yucatan,20.6902505,-88.2016999,S,PG1772,S-PG1772-1, 5,0
"Tulum, Quintana Roo","Tulum, Quintana Roo",Quintana Roo,20.1692965,-87.44954812616734,S,PG1810,S-PG1810-1, 13,0
"Solidaridad, Quintana Roo","Solidaridad, Quintana Roo",Quintana Roo,20.5843747,-87.50345268296755,S,PG1811,S-PG1811-1, 178,0
"Cozumel, Quintana Roo","Cozumel, Quintana Roo",Quintana Roo,20.4320599,-86.92069058377268,S,PG1849,S-PG1849-1, 24,0
"Benito Juarez, Quintana Roo","Benito Juarez, Quintana Roo",Quintana Roo,21.07668085,-86.92633521708406,S,PG1850,S-PG1850-1,1 897,0
"Isla Mujeres, Quintana Roo","Isla Mujeres, Quintana Roo",Quintana Roo,21.2371906,-86.7350001,S,PG1851,S-PG1851-1, 24,0
"Playas de Rosarito, Baja California","Playas de Rosarito, Baja California",Baja California,32.25812915,-116.87330722517584,P,PG189,P-PG189-1, 38,1
"Ensenada, Baja California","Ensenada, Baja California",Baja California,31.8658887,-116.602983,P,PG189,P-PG189-2, 29,0
"Tijuana, Chaparral (terrestre) 6","Tijuana, Baja California",Baja California,32.541079374432634,-117.03474641976088,FN,PG190,FN-PG190-1,0,1
"Tijuana, Chaparral (terrestre) 6","Tijuana, Baja California",Baja California,32.541079374432634,-117.03474641976088,FN,PG190,FN-PG190-1,0,1
"Tijuana, Baja California","Tijuana, Baja California",Baja California,32.5317397,-117.019529,P,PG190,P-PG190-2,27 568,1
"Tijuana, Baja California","Tijuana, Baja California",Baja California,32.5317397,-117.019529,P,PG190,P-PG190-2,27 568,1
"Tecate, Baja California","Tecate, Baja California",Baja California,32.5653831,-116.6298787,P,PG190,P-PG190-3, 594,0
Tecate (terrestre),"Tecate , Baja California",Baja California,32.57613508236901,-116.62741363669146,FN,PG190,FN-PG190-4,0,0
Mexicali I (terrestre),"Mexicali I , Baja California",Baja California,32.67558124644809,-115.49398369917375,FN,PG268,FN-PG268-1,0,1
"Mexicali, Baja California","Mexicali, Baja California",Baja California,32.6405247,-115.474899,P,PG268,P-PG268-2,5 706,1
Mexicali II (terrestre),"Mexicali II , Baja California",Baja California,32.6773151625109,-115.38549370949664,FN,PG268,FN-PG268-3,0,1
"San Felipe, Baja California","San Felipe, Baja California",Baja California,31.0269529,-114.839607,P,PG305,P-PG305-1, 4,0
"San Luis Rio Colorado, Sonora","San Luis Rio Colorado, Sonora",Sonora,32.4517957,-114.7652542,P,PG307,P-PG307-1, 67,0
