folio,trim,unidad,ciudad,punto,turno,p1,p2,p3a,p3n,p4,p5,p5_1,p6,p6_1,p7,p8,p8_1,p9,p9_1_1,p9_1_2,p9_1_3,p9_2,p9_3,p9_4_1,p9_4_2,p9_4_3,p9_4_4,p9_5_1,p9_5_2,p9_5_3,p9_5_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_4c,p11_4t,p12,p12_1,p12_2,p12_2_1,p12_4,p12_5,p12_6_1,p12_6_2,p12_6_3,p12_6_4,p12_6_5,p12_6_6,p12_6_7,p12_6_8,p12_7,p12_8,p12_9c,p12_9u,p12_9t,p12_10,p12_11,p12_12,p12_13_1,p12_13_2,p12_14,p13,p14,p14_1,p15,p16,p16_1,p16_2,p17,p18,p18_1,p18_1_1,p18_1_2_1,p18_1_2_2,p19,p20,p20_1c,p20_1u,p20_2,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p22_1e,p22_1l,p22_1u,p22_2e,p22_2l,p22_2u,p23_0_1,p23_0_2,p23_0_3,p23_0_4,p23_0_5,p23_1,p23_2,p24e,p24m,p24l,p24u,p25_0_1,p25_0_2,p25_0_3,p25_0_4,p25_1,p26,p26_1_1,p26_1_2,p26_1_3,p26_1_4,p26_1_5,p26_1_6,p26_1_7,p26_2,p27_1,p27_1_1,p27_2,p27_1_2,p27_3,p27_1_3,p27_4,p27_1_4,p28,p29,p30e,p30m,p30l,p30u,p30_1c,p30_1t,p30_3,p30_4,p31,p32,p33c,p33t,p33_1c,p33_1u,p33_1_1,p34e,p34m,p34l,p34u,p34_1,p34_1_1,p34_2,p34_2_1_1,p34_2_1_2,p34_2_1_3,p34_2_1_4,p34_2_1_5,p34_2_1_6,p34_2_2,p34_2_3_1,p34_2_3_2,p34_2_3_3,p34_3_0_1,p34_3_0_2,p34_3_0_3,p34_3_0_4,p34_3_1_1,p34_3_1_2,p34_3_1_3,p34_3_1_4,p34_4c,p34_4t,p34_5_1,p34_5_2,p34_5_3,p34_5_4,p34_5_5,p34_5_6,p34_5_7,p34_6,p34_7,p34_8,p34_9,p34_10_1,p34_10_2,p34_10_3,p34_10_4,p34_10_5,p34_10_6,p34_10_7,p34_10_8,p34_11,p34_12,p34_12_1,p34_13,p34_14,p35,p36,p37,p38,p39m,p39a,p40,p41,p42,p43,p44,p45,p45_1,p45_2,p46,p47,p48,p48_1,p49,p50,p50_1,p51c,p51t,p52,p52_1,p52_2,p52_3,nivel,oficio_mx,filtro,estrato,upm,ponfin3
59108,3,232208,1,4,1,1,27,6,1,1,1,1,6,2,1,1,-2,4,2,2,0,1,1,3,1,3,1,1,2,2,2,1,13,1327,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,5,6,50,3,2,111,2,2,1,2,2,4,1,1,1312047,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,7,70340001,2,7,70190001,2,1,2,2,2,2,-20,-20,7,7019,70190001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,1,2,200,1,2,7,7019,70190001,2,4,3,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,-31,-31,-31,-31,8,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,1,1,1,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,1,1041,1041232208,3.77901001911353
59208,3,232208,1,4,1,1,32,6,1,1,1,1,6,2,1,1,-2,5,2,3,0,2,1,1,1,1,1,1,2,2,2,1,13,1301,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,6,6,40,3,2,111,2,2,1,2,2,4,1,1,1312047,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,7,70340001,2,7,70090001,2,2,2,2,2,2,-20,-20,7,7009,70090001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,1,2,100,1,2,7,7009,70090001,2,4,1,3,2,2,2,2,2,1,1,2,1,2,2,2,2,2,-31,-31,-31,-31,12,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,1,1,1,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,1,1041,1041232208,3.77901001911353
59408,3,232208,1,4,1,1,20,3,3,-1,2,2,6,2,6,2,2,8,3,5,0,2,2,1,0,3,0,1,2,2,2,1,1,126,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,1,2,2,5,1,1,1312047,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,7,70340001,2,7,70090001,2,1,2,2,2,2,-20,-20,7,7009,70090001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,2,2,500,1,2,7,7009,70090001,2,4,3,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,-31,-31,-31,-31,17,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,20040001,1,3,22,1,1,777,7,1,2,1,1,4,0,1,1041,1041232208,3.77901001911353
59508,3,232208,1,4,1,1,23,0,0,2,1,1,6,2,1,1,-2,6,2,4,0,2,1,1,1,3,1,1,2,2,2,1,9,901,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,3,2,1,2,2,5,1,1,1312047,2,-15,-15,1,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,7,70190001,2,7,71010001,2,2,2,2,2,2,-20,-20,7,7101,71010001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,2,2,500,1,2,7,7101,71010001,2,4,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,-31,-31,-31,-31,22,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280320001,2,-41,48,1,1,5,6,1,2,1,1,0,0,1,1041,1041232208,3.77901001911353
59808,3,232208,1,4,1,1,40,3,1,1,2,2,6,2,1,1,-2,4,0,4,0,2,1,1,1,1,1,1,2,2,2,1,12,1220,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,2,3,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,1,2,1,96,1,4,1,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,1,2,-19,-19,-19,1,2,2,2,2,2,7,70890001,2,7,70090001,2,1,2,2,2,2,-20,-20,7,7009,70090001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,5,1,350,3,2,7,7009,70090001,2,4,1,1,1,1,1,1,2,2,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,8,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,1,1,1,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,1,1041,1041232208,3.77901001911353
59908,3,232208,1,4,1,1,45,3,1,1,2,2,6,2,1,1,-2,5,0,5,0,2,1,1,1,1,1,1,2,2,2,1,9,920,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,2,3,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,1,2,1,96,1,4,1,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,1,2,-19,-19,-19,1,2,2,2,2,2,7,70870001,2,7,70890001,2,1,2,2,2,2,-20,-20,7,7089,70890001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,5,1,200,1,2,7,7089,70890001,2,4,1,1,1,1,1,1,1,1,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,3,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,1,1,2,1,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,1,0,1,1041,1041232208,3.77901001911353
60008,3,232208,1,4,1,1,31,3,2,-1,2,2,6,2,1,1,-2,4,1,3,0,1,1,1,1,1,1,1,2,2,2,1,13,1311,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,2,1,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,1,2,1,96,1,5,1,1,1312047,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,7,70780001,2,7,70190001,2,1,2,2,2,2,-20,-20,7,7019,70190001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,5,2,5000,3,2,7,7019,70190001,2,4,1,1,1,1,1,1,1,1,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,20,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,20040001,2,-41,26,2,-42,6,6,2,-43,1,2,3,0,1,1041,1041232208,3.77901001911353
60108,3,232208,1,4,1,1,36,1,2,-1,2,2,6,2,1,1,-2,5,1,4,0,2,1,1,1,3,1,1,1,2,2,1,5,506,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,2,1,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,1,2,2,96,2,5,1,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,1,2,-19,-19,-19,1,2,2,2,2,2,7,70690001,2,27,270160001,2,1,1,2,2,2,-20,-20,27,27016,270160001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,3,2,4500,3,2,27,27016,270160001,2,4,1,1,1,1,2,1,1,1,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,22,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,20040001,2,-41,47,2,-42,3,6,2,-43,1,2,3,0,1,1041,1041232208,3.77901001911353
60208,3,232208,1,4,1,1,21,3,2,-1,2,2,6,2,6,2,2,5,2,3,0,2,2,1,0,3,0,1,2,2,2,1,2,201,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,2,1,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,1,2,1,96,1,5,1,1,1305024,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,31,310500001,2,23,230050001,2,2,2,2,2,2,-20,-20,23,23005,230050001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,8,2,7000,1,2,23,23005,230050001,2,4,1,1,1,1,2,1,1,1,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,23,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,20020001,2,-41,51,1,2,9,6,2,-43,1,2,3,0,1,1041,1041232208,3.77901001911353
60408,3,232208,1,4,1,1,26,3,2,-1,2,2,6,2,1,1,-2,3,1,2,0,1,1,3,1,1,1,1,2,2,2,1,11,1108,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,2,1,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,1,2,1,96,1,5,1,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,1,2,-19,-19,-19,1,2,2,2,2,2,7,70890001,2,7,71020001,1,1,2,2,2,2,-20,-20,7,7102,71020001,1,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,2,2,10000,1,2,7,7102,71020001,1,4,1,1,1,1,2,1,1,1,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,20,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,20040001,2,-41,46,1,1,8,6,2,-43,1,1,3,0,1,1041,1041232208,3.77901001911353
60508,3,232208,1,4,1,1,42,3,1,1,2,2,6,2,1,1,-2,5,2,3,0,2,1,1,1,3,1,1,2,2,2,1,13,1304,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,1,2,1,96,1,5,1,1,1312047,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,7,70400001,2,7,70090001,2,1,2,2,2,2,-20,-20,7,7102,71020001,1,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,8,2,5000,3,2,7,7102,71020001,1,4,1,1,1,1,1,1,1,2,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,22,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,20040001,2,-41,48,1,1,5,6,2,-43,1,1,1,0,1,1041,1041232208,3.77901001911353
67209,3,292209,3,4,1,2,26,6,1,1,2,2,4,2,6,2,2,4,0,4,0,3,2,1,0,1,0,1,2,2,1,1,13,1314,1,1,13,1314,1,-8,-8,-8,-8,-8,-8,777,7,1,-10,1,-12,611,2,1,2,2,2,2,2,2,2,8,6,90,3,2,111,1,2,1,96,1,4,1,1,1312047,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,7,70190001,2,20,200140001,2,2,2,2,2,2,-20,-20,7,7019,70190001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,5,2,2000,3,1,20,20001,999999999,99,3,4,2,1,2,2,1,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,4,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,1,1,2,1,1,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,2,0,1,3041,3041292209,28.2067150365
67509,3,292209,3,4,1,2,34,5,1,1,2,2,4,2,5,2,1,3,1,2,0,1,1,1,1,4,1,1,2,2,1,1,14,1419,99,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,1,96,2,5,1,1,1217001,1,99,3,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,-998,1,3041,3041292209,28.2067150365
67809,3,292209,3,4,1,2,30,3,1,1,1,1,5,2,5,2,1,5,2,3,0,2,2,1,1,3,1,1,2,2,1,1,9,921,99,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,961,1,1,2,2,2,2,2,2,2,10,6,1000,3,5,814,3,2,2,96,1,5,1,1,1217001,2,-15,-15,1,1,1,1,1,96,0,1,20000,3,2,2,2,1,2,2,2,7,70890001,2,30,300280037,2,1,2,2,2,2,-20,-20,2,2002,20020001,2,2,2,2,2,-21,1,1,1,2,2,2,2,2,5,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,40,2,25000,3,1,2,2002,20020001,2,4,1,3,1,1,1,1,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,12,2,2,2,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,2,2,1,2,-32,1,4,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,20020001,1,99,26,1,1,5,6,2,-43,1,2,1,0,1,3041,3041292209,28.2067150365
16007,3,292207,3,4,1,2,30,3,2,-1,1,1,4,2,6,2,2,8,2,6,0,4,2,1,0,1,0,1,2,2,2,1,9,902,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,2,96,1,4,1,1,1312047,2,-15,-15,2,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,7,70190001,2,7,71010001,2,2,1,2,2,2,-20,-20,7,7012,70120462,1,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,3,2,1200,3,1,7,7101,71010362,1,4,1,2,1,2,2,1,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,1,1,2,1,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,3,0,1,3041,3041292207,26.19194967675
16107,3,292207,3,4,1,2,25,6,1,1,2,2,4,2,6,2,2,7,1,5,1,3,2,1,0,5,0,1,2,2,2,1,13,1320,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,6,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,1,2,1,2,1,5,1,1,1305024,2,-15,-15,2,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,7,70190001,2,7,70780001,2,1,1,2,2,2,-20,-20,7,7078,999999997,97,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,2,0,1,3041,3041292207,26.19194967675
17107,3,292207,3,4,1,2,41,6,1,1,1,1,6,2,1,2,1,10,4,6,0,4,2,1,1,1,1,1,2,2,2,1,14,1411,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,411,4,1,2,2,2,2,2,2,2,8,6,1500,3,5,463,1,2,1,2,2,5,1,1,1305024,2,-15,-15,2,0,-16,-16,-16,-16,0,1,30000,3,2,1,2,1,2,2,2,7,70190001,2,7,71010001,2,1,2,2,2,2,-20,-20,7,7101,71010001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,2,2,5,2000,1,2,7,7101,71010001,2,4,1,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,2,2,2,-31,-31,-31,-31,1,5,2,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,8,280320001,1,1,41,1,1,888,8,2,-43,1,2,2,0,1,3041,3041292207,26.19194967675
17207,3,292207,3,4,1,2,36,5,1,1,2,1,3,2,1,2,1,6,1,5,0,3,2,1,1,1,1,1,2,2,1,1,9,920,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,411,1,1,2,2,2,2,2,2,2,8,6,800,3,5,463,2,2,2,1,1,5,1,1,1312047,1,2,3,1,0,-16,-16,-16,-16,0,1,10000,3,3,1,2,2,2,2,2,7,70190001,2,7,70780001,2,2,2,2,2,2,-20,-20,4,4004,40040001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,3,5,3000,1,1,4,4004,40040001,2,3,4,2,1,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,2,5,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,3,289999999,1,2,28,1,1,888,8,2,-43,1,2,1,0,1,3041,3041292207,26.19194967675
28409,3,172209,3,4,1,2,20,6,1,1,1,1,5,2,6,2,2,7,2,4,1,3,2,1,0,4,0,1,2,2,2,1,13,1310,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,6,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,1,2,2,96,2,4,1,1,1312047,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,7,70190001,2,7,70590001,2,2,2,2,2,2,-20,-20,7,7078,70780001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,3,2,4500,3,1,7,7078,999999997,97,3,2,2,1,2,1,1,1,1,1,97,97,97,2,2,2,2,-31,-31,-31,-31,1,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,1,1,2,1,1,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,2,0,1,3041,3041172209,22.7549970042353
28809,3,172209,3,4,1,2,30,2,2,-1,2,2,3,2,3,2,2,5,0,5,0,3,2,1,0,3,1,1,2,2,2,1,9,919,99,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,751,1,2,2,2,2,2,2,2,2,10,6,1350,3,5,311,1,2,2,3,2,5,1,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,0,99,999998,98,99,2,2,2,2,2,2,98,999999998,98,99,999999999,99,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,-998,1,3041,3041172209,22.7549970042353
28909,3,172209,3,4,1,2,26,6,1,1,1,1,6,2,5,2,1,5,2,3,0,2,2,1,1,5,1,1,2,2,2,1,13,1302,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,6,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,1,2,1,96,1,5,1,1,1305024,2,-15,-15,1,3,2,1,1,4,0,2,-19,-19,-19,1,2,2,2,2,2,7,70190001,2,7,71010001,2,2,2,2,2,2,-20,-20,7,7044,999999997,97,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,6,2,3000,3,1,7,7044,999999999,99,4,1,3,1,2,1,2,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,4,2,1,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1,2,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,5,20040001,1,3,8,1,1,888,8,1,2,1,2,2,0,1,3041,3041172209,22.7549970042353
