,filtered_secuencias,last_five_id,arc_sequences,start_id,end_id,region,suma_arcos,suma_dist
1196,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG1040, PG1081, PG1082","PG841, PG921, PG1040, PG1081, PG1082","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1082",PG1530,PG1082,Centro,,3402.279304
1197,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG1040, PG1081","PG956, PG841, PG921, PG1040, PG1081","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG1040, PG1040-PG1081",PG1530,PG1081,Centro,,3312.8
1198,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG1040, PG1081, PG1120","PG841, PG921, PG1040, PG1081, PG1120","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1120",PG1530,PG1120,Centro,,3362.3676720000000
1199,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG961, PG1040, PG1081, PG1082","PG921, PG961, PG1040, PG1081, PG1082","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1082",PG1530,PG1082,Centro,,3503.379304
1200,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG961, PG1040, PG1081","PG841, PG921, PG961, PG1040, PG1081","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081",PG1530,PG1081,Centro,,3413.9
1201,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG961, PG1040, PG1081, PG1120","PG921, PG961, PG1040, PG1081, PG1120","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1120",PG1530,PG1120,Centro,,3463.467672
1202,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG769, PG774","PG995, PG956, PG921, PG769, PG774","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG769, PG769-PG774",PG1530,PG774,Centro,,3522.8
1203,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG769, PG887","PG995, PG956, PG921, PG769, PG887","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG769, PG769-PG887",PG1530,PG887,Centro,,3294.8
1204,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG1040, PG1081, PG1082","PG956, PG921, PG1040, PG1081, PG1082","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1082",PG1530,PG1082,Centro,,3242.279304
1205,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG1040, PG1081","PG995, PG956, PG921, PG1040, PG1081","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG1040, PG1040-PG1081",PG1530,PG1081,Centro,,3152.8
1206,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG1040, PG1081, PG1120","PG956, PG921, PG1040, PG1081, PG1120","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1120",PG1530,PG1120,Centro,,3202.3676720000000
1207,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG961, PG1040, PG1081, PG1082","PG921, PG961, PG1040, PG1081, PG1082","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1082",PG1530,PG1082,Centro,,3343.379304
1208,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG961, PG1040, PG1081","PG956, PG921, PG961, PG1040, PG1081","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081",PG1530,PG1081,Centro,,3253.9
1209,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG961, PG1040, PG1081, PG1120","PG921, PG961, PG1040, PG1081, PG1120","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1120",PG1530,PG1120,Centro,,3303.467672
1210,"PG1530, PG1531, PG1532, PG1493, PG1454, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG769, PG655","PG956, PG841, PG921, PG769, PG655","PG1530-PG1531, PG1531-PG1532, PG1532-PG1493, PG1493-PG1454, PG1454-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG769, PG769-PG655",PG1530,PG655,Centro,,3635.8
1211,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG769, PG655, PG578","PG841, PG921, PG769, PG655, PG578","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG769, PG769-PG655, PG655-PG578",PG1530,PG578,Pacifico,,3515.2
1212,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG769, PG774","PG956, PG841, PG921, PG769, PG774","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG769, PG769-PG774",PG1530,PG774,Centro,,3403.2
1213,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG769, PG887","PG956, PG841, PG921, PG769, PG887","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG769, PG769-PG887",PG1530,PG887,Centro,,3175.2
1214,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG1040, PG1081, PG1082","PG841, PG921, PG1040, PG1081, PG1082","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1082",PG1530,PG1082,Centro,,3122.679304
1215,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG1040, PG1081","PG956, PG841, PG921, PG1040, PG1081","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG1040, PG1040-PG1081",PG1530,PG1081,Centro,,3033.2
1216,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG1040, PG1081, PG1120","PG841, PG921, PG1040, PG1081, PG1120","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1120",PG1530,PG1120,Centro,,3082.767672
1217,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG961, PG1040, PG1081, PG1082","PG921, PG961, PG1040, PG1081, PG1082","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1082",PG1530,PG1082,Centro,,3223.7793040000000
1218,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG961, PG1040, PG1081","PG841, PG921, PG961, PG1040, PG1081","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081",PG1530,PG1081,Centro,,3134.3000000000000
1219,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG961, PG1040, PG1081, PG1120","PG921, PG961, PG1040, PG1081, PG1120","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1120",PG1530,PG1120,Centro,,3183.867672
1220,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG769, PG774","PG995, PG956, PG921, PG769, PG774","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG769, PG769-PG774",PG1530,PG774,Centro,,3243.2
1221,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG769, PG887","PG995, PG956, PG921, PG769, PG887","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG769, PG769-PG887",PG1530,PG887,Centro,,3015.2
1222,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG1040, PG1081, PG1082","PG956, PG921, PG1040, PG1081, PG1082","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1082",PG1530,PG1082,Centro,,2962.679304
1223,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG1040, PG1081","PG995, PG956, PG921, PG1040, PG1081","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG1040, PG1040-PG1081",PG1530,PG1081,Centro,,2873.2
1224,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG1040, PG1081, PG1120","PG956, PG921, PG1040, PG1081, PG1120","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1120",PG1530,PG1120,Centro,,2922.767672
1225,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG961, PG1040, PG1081, PG1082","PG921, PG961, PG1040, PG1081, PG1082","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1082",PG1530,PG1082,Centro,,3063.7793040000000
1226,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG961, PG1040, PG1081","PG956, PG921, PG961, PG1040, PG1081","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081",PG1530,PG1081,Centro,,2974.3000000000000
1227,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG921, PG961, PG1040, PG1081, PG1120","PG921, PG961, PG1040, PG1081, PG1120","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1120",PG1530,PG1120,Centro,,3023.867672
1228,"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG769, PG655","PG956, PG841, PG921, PG769, PG655","PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG769, PG769-PG655",PG1530,PG655,Centro,,3356.2
1229,"PG1572, PG1533, PG1494, PG1417, PG1378, PG1339, PG1300, PG1262, PG1223, PG1224, PG1185, PG1146, PG1147, PG1108, PG1070, PG1031, PG1032, PG994, PG995, PG956, PG841, PG921, PG769, PG655, PG578","PG841, PG921, PG769, PG655, PG578","PG1572-PG1533, PG1533-PG1494, PG1494-PG1417, PG1417-PG1378, PG1378-PG1339, PG1339-PG1300, PG1300-PG1262, PG1262-PG1223, PG1223-PG1224, PG1224-PG1185, PG1185-PG1146, PG1146-PG1147, PG1147-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG1032, PG1032-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG769, PG769-PG655, PG655-PG578",PG1572,PG578,Pacifico,94206.5,3606.9000000000000
