,filtered_secuencias,last_five_id,arc_sequences,start_id,end_id,region,suma_arcos,suma_dist
0,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG872, PG797, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG383, PG268, PG190","PG499, PG460, PG383, PG268, PG190","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG872, PG872-PG797, PG797-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG383, PG383-PG268, PG268-PG190",PG1529,PG190,Pacifico,166373.0,5339.0
1,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG872, PG797, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG383, PG268","PG497, PG499, PG460, PG383, PG268","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG872, PG872-PG797, PG797-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG383, PG383-PG268",PG1529,PG268,Pacifico,149837.0,5162.0
2,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG872, PG797, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG383, PG307","PG497, PG499, PG460, PG383, PG307","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG872, PG872-PG797, PG797-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG383, PG383-PG307",PG1529,PG307,Pacifico,147037.0,5120.0
3,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG872, PG797, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG422, PG268, PG190","PG499, PG460, PG422, PG268, PG190","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG872, PG872-PG797, PG797-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG422, PG422-PG268, PG268-PG190",PG1529,PG190,Pacifico,167804.0,5348.0
4,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG872, PG797, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG422, PG268","PG497, PG499, PG460, PG422, PG268","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG872, PG872-PG797, PG797-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG422, PG422-PG268",PG1529,PG268,Pacifico,151268.0,5171.0
5,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG872, PG797, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG422, PG307","PG497, PG499, PG460, PG422, PG307","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG872, PG872-PG797, PG797-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG422, PG422-PG307",PG1529,PG307,Pacifico,148468.0,5102.0
6,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG872, PG797, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG422","PG534, PG497, PG499, PG460, PG422","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG872, PG872-PG797, PG797-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG422",PG1529,PG422,Pacifico,147718.5,4874.0
7,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG872, PG797, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG538, PG500","PG534, PG497, PG499, PG538, PG500","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG872, PG872-PG797, PG797-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG538, PG538-PG500",PG1529,PG500,Pacifico,148638.5,4734.2
8,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG872, PG797, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG538, PG578","PG534, PG497, PG499, PG538, PG578","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG872, PG872-PG797, PG797-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG538, PG538-PG578",PG1529,PG578,Pacifico,146614.0,4829.5
9,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG912, PG913, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG383, PG268, PG190","PG499, PG460, PG383, PG268, PG190","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG912, PG912-PG913, PG913-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG383, PG383-PG268, PG268-PG190",PG1529,PG190,Pacifico,167793.0,5349.0
10,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG912, PG913, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG383, PG268","PG497, PG499, PG460, PG383, PG268","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG912, PG912-PG913, PG913-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG383, PG383-PG268",PG1529,PG268,Pacifico,151257.0,5172.0
11,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG912, PG913, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG383, PG307","PG497, PG499, PG460, PG383, PG307","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG912, PG912-PG913, PG913-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG383, PG383-PG307",PG1529,PG307,Pacifico,148457.0,5130.0
12,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG912, PG913, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG422, PG268, PG190","PG499, PG460, PG422, PG268, PG190","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG912, PG912-PG913, PG913-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG422, PG422-PG268, PG268-PG190",PG1529,PG190,Pacifico,169224.0,5358.0
13,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG912, PG913, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG422, PG268","PG497, PG499, PG460, PG422, PG268","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG912, PG912-PG913, PG913-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG422, PG422-PG268",PG1529,PG268,Pacifico,152688.0,5181.0
14,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG912, PG913, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG422, PG307","PG497, PG499, PG460, PG422, PG307","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG912, PG912-PG913, PG913-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG422, PG422-PG307",PG1529,PG307,Pacifico,149888.0,5112.0
15,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG912, PG913, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG422","PG534, PG497, PG499, PG460, PG422","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG912, PG912-PG913, PG913-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG422",PG1529,PG422,Pacifico,149138.5,4884.0
16,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG912, PG913, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG538, PG500","PG534, PG497, PG499, PG538, PG500","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG912, PG912-PG913, PG913-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG538, PG538-PG500",PG1529,PG500,Pacifico,150058.5,4744.2
17,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG912, PG913, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG538, PG578","PG534, PG497, PG499, PG538, PG578","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG912, PG912-PG913, PG913-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG538, PG538-PG578",PG1529,PG578,Pacifico,148034.0,4839.5
18,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG989, PG990, PG953, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG383, PG268, PG190","PG499, PG460, PG383, PG268, PG190","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG989, PG989-PG990, PG990-PG953, PG953-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG383, PG383-PG268, PG268-PG190",PG1529,PG190,Pacifico,167677.0,5305.7
19,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG989, PG990, PG953, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG383, PG268","PG497, PG499, PG460, PG383, PG268","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG989, PG989-PG990, PG990-PG953, PG953-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG383, PG383-PG268",PG1529,PG268,Pacifico,151141.0,5128.7
20,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG989, PG990, PG953, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG383, PG307","PG497, PG499, PG460, PG383, PG307","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG989, PG989-PG990, PG990-PG953, PG953-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG383, PG383-PG307",PG1529,PG307,Pacifico,148341.0,5086.7
21,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG989, PG990, PG953, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG422, PG268, PG190","PG499, PG460, PG422, PG268, PG190","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG989, PG989-PG990, PG990-PG953, PG953-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG422, PG422-PG268, PG268-PG190",PG1529,PG190,Pacifico,169108.0,5314.7
22,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG989, PG990, PG953, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG422, PG268","PG497, PG499, PG460, PG422, PG268","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG989, PG989-PG990, PG990-PG953, PG953-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG422, PG422-PG268",PG1529,PG268,Pacifico,152572.0,5137.7
23,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG989, PG990, PG953, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG422, PG307","PG497, PG499, PG460, PG422, PG307","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG989, PG989-PG990, PG990-PG953, PG953-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG422, PG422-PG307",PG1529,PG307,Pacifico,149772.0,5068.7
24,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG989, PG990, PG953, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG460, PG422","PG534, PG497, PG499, PG460, PG422","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG989, PG989-PG990, PG990-PG953, PG953-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG460, PG460-PG422",PG1529,PG422,Pacifico,149022.5,4840.7
25,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1221, PG1222, PG1143, PG1103, PG1027, PG988, PG989, PG990, PG953, PG914, PG837, PG761, PG725, PG647, PG648, PG609, PG611, PG572, PG573, PG534, PG497, PG499, PG538, PG500","PG534, PG497, PG499, PG538, PG500","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1375, PG1375-PG1297, PG1297-PG1258, PG1258-PG1219, PG1219-PG1220, PG1220-PG1221, PG1221-PG1222, PG1222-PG1143, PG1143-PG1103, PG1103-PG1027, PG1027-PG988, PG988-PG989, PG989-PG990, PG990-PG953, PG953-PG914, PG914-PG837, PG837-PG761, PG761-PG725, PG725-PG647, PG647-PG648, PG648-PG609, PG609-PG611, PG611-PG572, PG572-PG573, PG573-PG534, PG534-PG497, PG497-PG499, PG499-PG538, PG538-PG500",PG1529,PG500,Pacifico,149942.5,4700.9
