Unnamed: 0,secuencias,ID_Ruta,Non_Unique_IDs,Filtered_Secuencias,Total_IDs,Count_Non_Unique_IDs,Count_Filtered_IDs,Last_Five_IDs,Arc_Sequences
93,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG1040, PG1041, PG1081, PG1120",RC0094,"['PG1337', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG922', 'PG883', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG1040, PG1081, PG1120",38,12,26,"['PG956', 'PG921', 'PG1040', 'PG1081', 'PG1120']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1120"
94,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081, PG1082",RC0095,"['PG1337', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG999', 'PG1038', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG961, PG1040, PG1081, PG1082",40,13,27,"['PG921', 'PG961', 'PG1040', 'PG1081', 'PG1082']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1082"
95,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081",RC0096,"['PG1337', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG999', 'PG1038', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG961, PG1040, PG1081",39,13,26,"['PG956', 'PG921', 'PG961', 'PG1040', 'PG1081']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081"
96,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081, PG1120",RC0097,"['PG1337', 'PG1107', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG999', 'PG1038', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG961, PG1040, PG1081, PG1120",40,13,27,"['PG921', 'PG961', 'PG1040', 'PG1081', 'PG1120']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1120"
97,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1071, PG1072, PG1073, PG1074, PG1075, PG1076, PG1077, PG1039, PG1040, PG1041, PG1081, PG1082",RC0098,"['PG1337', 'PG1107', 'PG1169', 'PG1073', 'PG1075', 'PG1076', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1071, PG1072, PG1074, PG1077, PG1040, PG1081, PG1082",33,8,25,"['PG1074', 'PG1077', 'PG1040', 'PG1081', 'PG1082']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1071, PG1071-PG1072, PG1072-PG1074, PG1074-PG1077, PG1077-PG1040, PG1040-PG1081, PG1081-PG1082"
98,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1071, PG1072, PG1073, PG1074, PG1075, PG1076, PG1077, PG1039, PG1040, PG1041, PG1081",RC0099,"['PG1337', 'PG1107', 'PG1169', 'PG1073', 'PG1075', 'PG1076', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1071, PG1072, PG1074, PG1077, PG1040, PG1081",32,8,24,"['PG1072', 'PG1074', 'PG1077', 'PG1040', 'PG1081']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1071, PG1071-PG1072, PG1072-PG1074, PG1074-PG1077, PG1077-PG1040, PG1040-PG1081"
99,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1107, PG1108, PG1169, PG1070, PG1071, PG1072, PG1073, PG1074, PG1075, PG1076, PG1077, PG1039, PG1040, PG1041, PG1081, PG1120",RC0100,"['PG1337', 'PG1107', 'PG1169', 'PG1073', 'PG1075', 'PG1076', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1108, PG1070, PG1071, PG1072, PG1074, PG1077, PG1040, PG1081, PG1120",33,8,25,"['PG1074', 'PG1077', 'PG1040', 'PG1081', 'PG1120']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1108, PG1108-PG1070, PG1070-PG1071, PG1071-PG1072, PG1072-PG1074, PG1074-PG1077, PG1077-PG1040, PG1040-PG1081, PG1081-PG1120"
100,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG770, PG771, PG732, PG693, PG694, PG655, PG656, PG617",RC0101,"['PG1337', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG922', 'PG883', 'PG884', 'PG845', 'PG846', 'PG807', 'PG808', 'PG770', 'PG771', 'PG732', 'PG693', 'PG694', 'PG656', 'PG617']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG769, PG655",50,23,27,"['PG956', 'PG841', 'PG921', 'PG769', 'PG655']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1147, PG1147-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG769, PG769-PG655"
101,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG770, PG771, PG772, PG773, PG774",RC0102,"['PG1337', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG922', 'PG883', 'PG884', 'PG845', 'PG846', 'PG807', 'PG808', 'PG770', 'PG771', 'PG772', 'PG773']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG769, PG774",47,20,27,"['PG956', 'PG841', 'PG921', 'PG769', 'PG774']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1147, PG1147-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG769, PG769-PG774"
102,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG808, PG809, PG848, PG887",RC0103,"['PG1337', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG922', 'PG883', 'PG884', 'PG845', 'PG846', 'PG807', 'PG808', 'PG808', 'PG809', 'PG848']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG769, PG887",46,19,27,"['PG956', 'PG841', 'PG921', 'PG769', 'PG887']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1147, PG1147-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG769, PG769-PG887"
103,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG1040, PG1041, PG1081, PG1082",RC0104,"['PG1337', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG922', 'PG883', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG1040, PG1081, PG1082",40,12,28,"['PG841', 'PG921', 'PG1040', 'PG1081', 'PG1082']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1147, PG1147-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1082"
104,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG1040, PG1041, PG1081",RC0105,"['PG1337', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG922', 'PG883', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG1040, PG1081",39,12,27,"['PG956', 'PG841', 'PG921', 'PG1040', 'PG1081']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1147, PG1147-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG1040, PG1040-PG1081"
105,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG922, PG883, PG1040, PG1041, PG1081, PG1120",RC0106,"['PG1337', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG922', 'PG883', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG1040, PG1081, PG1120",40,12,28,"['PG841', 'PG921', 'PG1040', 'PG1081', 'PG1120']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1147, PG1147-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1120"
106,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081, PG1082",RC0107,"['PG1337', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG999', 'PG1038', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG961, PG1040, PG1081, PG1082",42,13,29,"['PG921', 'PG961', 'PG1040', 'PG1081', 'PG1082']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1147, PG1147-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1082"
107,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081",RC0108,"['PG1337', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG999', 'PG1038', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG961, PG1040, PG1081",41,13,28,"['PG841', 'PG921', 'PG961', 'PG1040', 'PG1081']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1147, PG1147-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081"
108,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG918, PG879, PG841, PG880, PG919, PG921, PG961, PG999, PG1038, PG1039, PG1040, PG1041, PG1081, PG1120",RC0109,"['PG1337', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG918', 'PG879', 'PG880', 'PG919', 'PG999', 'PG1038', 'PG1039', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG841, PG921, PG961, PG1040, PG1081, PG1120",42,13,29,"['PG921', 'PG961', 'PG1040', 'PG1081', 'PG1120']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1147, PG1147-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG841, PG841-PG921, PG921-PG961, PG961-PG1040, PG1040-PG1081, PG1081-PG1120"
109,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG770, PG771, PG772, PG773, PG774",RC0110,"['PG1337', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG922', 'PG883', 'PG884', 'PG845', 'PG846', 'PG807', 'PG808', 'PG770', 'PG771', 'PG772', 'PG773']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG769, PG774",45,19,26,"['PG995', 'PG956', 'PG921', 'PG769', 'PG774']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1147, PG1147-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG769, PG769-PG774"
110,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG884, PG845, PG846, PG807, PG808, PG769, PG808, PG809, PG848, PG887",RC0111,"['PG1337', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG922', 'PG883', 'PG884', 'PG845', 'PG846', 'PG807', 'PG808', 'PG808', 'PG809', 'PG848']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG769, PG887",44,18,26,"['PG995', 'PG956', 'PG921', 'PG769', 'PG887']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1147, PG1147-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG769, PG769-PG887"
111,"PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1337, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1169, PG1070, PG1031, PG992, PG993, PG994, PG995, PG956, PG957, PG996, PG997, PG959, PG921, PG922, PG883, PG1040, PG1041, PG1081, PG1082",RC0112,"['PG1337', 'PG1169', 'PG992', 'PG993', 'PG957', 'PG996', 'PG997', 'PG959', 'PG922', 'PG883', 'PG1041']","PG1529, PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1298, PG1299, PG1260, PG1261, PG1222, PG1184, PG1145, PG1146, PG1147, PG1108, PG1070, PG1031, PG994, PG995, PG956, PG921, PG1040, PG1081, PG1082",38,11,27,"['PG956', 'PG921', 'PG1040', 'PG1081', 'PG1082']","PG1529-PG1530, PG1530-PG1491, PG1491-PG1492, PG1492-PG1453, PG1453-PG1414, PG1414-PG1415, PG1415-PG1376, PG1376-PG1298, PG1298-PG1299, PG1299-PG1260, PG1260-PG1261, PG1261-PG1222, PG1222-PG1184, PG1184-PG1145, PG1145-PG1146, PG1146-PG1147, PG1147-PG1108, PG1108-PG1070, PG1070-PG1031, PG1031-PG994, PG994-PG995, PG995-PG956, PG956-PG921, PG921-PG1040, PG1040-PG1081, PG1081-PG1082"
