Folio,unidad,ciudad,trim,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p7_4_1,p7_4_2,p7_4_3,p7_4_4,p7_5,p7_5_1,p7_5_2,p7_5_2_1,p8,p9_1,p9_2,p9_3,p9_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12,p13_13_1,p13_13_2,p13_14,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_0_1,p18_0_2,p18_0_3,p18_0_4,p18_0_5,p18_1,p18_2,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1e,p22_1m,p22_1l,p22_1u,p22_3,p22_4,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_1,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_0_1,p29_0_2,p29_0_3,p29_0_4,p29_0_5,p29_1,p29_2,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_2_3_1,p35_2_3_2,p35_2_3_3,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p35_9,p35_9_1,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,nivel,oficio_res,filtro
29409,282209,1,3,1,1,2,40,1,1,2,-2,2,2,6,2,1,2,1,6,3,2,1,1,2,1,1,5,1,2,-6,-6,-6,-6,1,2,2,2,3,7,703,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,6,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,96,2,1,1217001,0,2,-20,1,1500,2,2,2,2,2,2,-22,-22,7,70750001,2,11,110150001,2,11,110150001,2,25,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,2,1,1500,2,1,1,2000,2,1,2,2,2,2,2,-31,-31,3,2,2,-32,2,-33,3,3,1,1,3,48,48113,4811319000,4,4,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,2,5,1,1,2,4,2,-38,48,48113,4811319000,2,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,3,0,1
23509,232209,1,3,1,1,2,40,1,3,3,-2,2,2,3,2,5,1,-3,5,1,4,0,2,2,1,3,5,3,1,1,1,2,4,2,2,1,2,3,4,401,99,5,-11,-11,-11,-11,-11,-11,-11,6,6037,603700394,15,6,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,3,2,1,3,1,1,1217001,0,2,-20,1,16000,2,1,1,2,2,2,-22,-22,7,70090001,2,1,10010001,2,7,70090001,2,10,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,1,3,2,-28,-28,-28,-28,16000,2,1,1,1,2,2,2,-31,-31,0,4,1,2,2,-33,0,-34,-34,-34,-34,6,6037,603700394,2,2,3,1,1,2,2,2,2,2,-37,-37,-37,2,2,2,2,3,5,1,1,1,2,2,-38,6,6037,603700394,15,6,1,941,5,4,15,2,1,722,2,6,50,4,2,1,0,-43,-43,-43,-43,1,-46,-46,8,2007,0,0,-49,1,-50,-50,4,0,1
23409,232209,1,3,1,1,1,23,1,3,2,-2,2,2,6,2,6,2,2,6,2,4,0,2,2,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,3,11,1105,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,3,2,1,3,1,1,1217001,1,2,-20,1,14000,2,1,1,2,2,2,-22,-22,7,70890001,2,7,70090001,2,7,70890001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,1,3,2,-28,-28,-28,-28,8000,2,1,1,2,2,2,2,-31,-31,0,4,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,4,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,5,2,2,2,4,2,-38,48,48215,4821545384,1,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1
23109,232209,1,3,1,1,1,19,1,3,2,-2,2,2,6,2,6,2,2,3,0,3,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,3,5,522,99,3,5,522,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,1,4,2,1,1217001,1,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,7,70400001,2,7,70090001,2,7,70090001,2,5,2,2,-23,-23,-23,-23,-23,-23,1,1,2,2,2,2,1,2,2,2,6,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,5,2,1,1,2,-28,-28,-28,-28,500,2,2,1,1,2,2,2,-31,-31,2,1,1,2,2,-33,0,-34,-34,-34,-34,8,8031,803120000,3,1,3,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,5,2,2,1,2,4,2,-38,8,8031,803120000,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,3,0,1
23009,232209,1,3,1,1,1,30,1,1,2,-2,2,2,3,2,5,1,-3,3,1,2,0,1,1,1,3,1,3,1,1,2,-7,3,1,2,2,2,3,1,102,1,5,-11,-11,-11,-11,-11,-11,-11,51,51550,5155016000,5,6,1,-15,1,-17,712,1,2,2,2,2,2,2,2,2,8,6,500,2,4,236,3,2,1,4,1,1,1217001,1,2,-20,2,-21,-21,1,2,2,2,2,-22,-22,7,70520001,2,7,70090001,2,7,70090001,2,5,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,1,2,-28,-28,-28,-28,500,2,2,2,2,2,2,2,-31,-31,2,1,1,1,2,-33,0,-34,-34,-34,-34,51,51550,5155016000,3,1,3,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,5,2,1,1,2,4,2,-38,51,51550,5155016000,5,6,-40,-40,-40,-40,-40,-40,-40,-40,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,9,2017,0,0,-49,1,-50,-50,3,3,1
19609,212209,1,3,1,1,1,24,1,1,2,-2,2,2,6,2,1,1,-3,5,2,2,1,1,1,1,1,5,1,2,-6,-6,-6,-6,1,2,2,2,3,9,909,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,2,1,1217001,3,2,-20,1,1000,2,2,2,2,2,2,-22,-22,7,70270001,2,9,90060001,2,9,90060001,2,25,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,2,1,1000,2,1,1,1200,2,1,2,2,2,2,2,-31,-31,3,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,4,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,2,5,1,1,2,4,2,-38,48,48215,4821545384,2,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,3,0,1
19509,212209,1,3,1,1,2,32,1,1,3,-2,2,2,6,2,1,2,1,3,1,2,0,1,2,1,1,5,1,2,-6,-6,-6,-6,1,2,2,2,3,8,802,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,6,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,2,1,1217001,0,2,-20,1,2000,2,2,2,2,2,2,-22,-22,7,70400001,2,7,70510001,2,7,70510001,2,25,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,2,1,2000,2,1,1,2000,2,1,2,2,2,2,2,-31,-31,3,2,2,-32,2,-33,1,1,1,1,1,48,48215,4821545384,4,4,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,2,5,1,1,2,4,2,-38,48,48215,4821545384,2,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,4,0,1
19409,212209,1,3,1,1,2,40,1,2,2,-2,2,2,6,2,1,2,1,4,2,2,0,1,2,1,1,5,1,2,-6,-6,-6,-6,1,2,2,2,3,13,1307,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,6,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,1,96,2,1,1217001,3,2,-20,1,1500,2,2,2,2,2,2,-22,-22,7,70890001,2,7,70650001,2,7,70650001,2,20,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,5,2,1,2,1,1500,2,1,1,1500,2,1,2,2,2,2,2,-31,-31,3,2,2,-32,2,-33,2,2,1,1,2,48,48215,4821545384,4,4,1,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,2,5,1,1,2,4,2,-38,48,48215,4821545384,2,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,3,0,1
19109,212209,1,3,1,1,2,27,1,3,3,-2,2,2,6,2,1,2,1,3,1,2,0,1,2,1,1,5,1,2,-6,-6,-6,-6,1,2,2,2,3,10,1003,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,6,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,3,1,1,1,1217001,0,2,-20,1,17000,2,1,1,2,2,2,-22,-22,7,70890001,2,1,10010001,2,7,70890001,2,10,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,1,3,2,-28,-28,-28,-28,8000,2,1,1,1,2,2,2,-31,-31,1,4,2,-32,2,-33,1,1,1,4,1,48,48215,4821545384,3,1,4,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,5,2,1,2,4,2,-38,48,48215,4821545384,1,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,4,0,1
19009,212209,1,3,1,1,2,23,1,3,3,-2,2,2,6,2,6,2,2,4,1,3,0,3,2,1,0,1,5,2,-6,-6,-6,-6,1,2,2,2,3,2,204,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,3,1,1,1,1217001,1,2,-20,1,7000,2,1,1,2,2,2,-22,-22,7,70270001,2,7,70090001,2,7,70090001,2,8,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,5,1,3,2,-28,-28,-28,-28,7300,2,1,1,1,2,2,2,-31,-31,0,4,2,-32,2,-33,1,1,1,1,1,48,48215,4821545384,3,4,3,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,5,2,1,2,4,2,-38,48,48215,4821545384,1,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,4,0,1
18909,212209,1,3,1,1,2,30,1,3,2,-2,2,2,6,2,1,2,1,4,2,2,0,1,2,1,3,5,1,2,-6,-6,-6,-6,1,2,2,2,3,6,601,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,3,1,1,1,1217001,1,2,-20,1,9000,2,1,2,2,2,2,-22,-22,7,70090001,2,28,280270001,2,7,70090001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280270001,1,2,1,3,2,-28,-28,-28,-28,9000,2,1,1,2,2,2,2,-31,-31,0,4,2,-32,2,-33,2,2,1,2,1,48,48479,4847941464,3,4,3,1,2,2,2,2,2,1,2,2,2,1,2,2,2,15,2,2,2,2,4,2,-38,48,48479,4847941464,15,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,3,0,1
13709,142209,1,3,1,1,2,32,1,3,2,-2,2,2,6,2,1,2,1,5,2,3,0,1,2,1,1,5,1,2,-6,-6,-6,-6,1,2,2,2,3,4,401,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,6,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,2,3,1,1,1217001,1,2,-20,1,12000,2,1,1,2,2,2,-22,-22,1,10010001,2,7,70890001,2,1,10010001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,1,3,2,-28,-28,-28,-28,8000,2,1,1,2,2,2,2,-31,-31,1,4,2,-32,2,-33,1,1,1,4,1,48,48215,4821545384,4,4,3,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,5,1,1,2,4,2,-38,48,48215,4821545384,1,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1
13609,142209,1,3,1,1,2,22,1,3,3,-2,2,2,6,2,5,2,1,3,1,2,0,2,2,1,3,5,1,2,-6,-6,-6,-6,1,2,2,2,3,3,312,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,3,2,1,3,1,1,1217001,1,2,-20,1,15000,2,1,1,2,2,2,-22,-22,7,70270001,2,7,70890001,2,7,70890001,2,16,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,5,1,3,2,-28,-28,-28,-28,10000,2,1,1,1,2,2,2,-31,-31,1,4,2,-32,2,-33,1,1,1,4,1,48,48215,4821545384,4,4,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,5,2,1,2,4,2,-38,48,48215,4821545384,1,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,5,2022,0,0,-49,1,-50,-50,4,0,1
13509,142209,1,3,1,1,2,19,1,3,3,-2,2,2,6,2,6,2,2,5,1,4,0,2,2,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,3,1,103,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,1,3,1,1,1217001,1,2,-20,1,17000,2,1,1,2,2,2,-22,-22,7,70890001,2,28,280270001,2,28,280270001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280270001,1,2,1,3,2,-28,-28,-28,-28,7000,2,1,2,2,2,2,2,-31,-31,1,4,2,-32,2,-33,0,-34,-34,-34,-34,48,48479,4847941464,3,4,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,5,2,2,2,4,2,-38,48,48479,4847941464,1,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,4,0,1
13209,142209,1,3,1,1,2,20,1,3,2,-2,2,2,3,2,6,2,2,3,0,3,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,3,1,101,2,3,1,101,2,-13,-13,-13,-13,-13,-13,-13,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,1,2,2,1,1217001,1,2,-20,1,1000,2,1,1,2,2,2,-22,-22,7,70400001,2,7,70090001,2,7,70090001,2,3,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,1,3,1,1000,2,6,2,2500,2,1,2,2,2,2,2,-31,-31,2,1,1,2,2,-33,0,-34,-34,-34,-34,8,8031,803120000,3,1,3,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,5,2,1,1,2,4,2,-38,8,8031,803120000,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,3,0,1
13109,142209,1,3,1,1,1,30,1,2,2,-2,2,2,6,2,5,1,-3,2,0,2,0,2,1,1,1,1,0,-5,-5,-5,-5,-5,1,2,2,2,3,9,909,1,3,9,909,1,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,3,2,1,2,1,1,1217001,1,2,-20,1,1000,2,2,2,2,2,2,-22,-22,7,70400001,2,7,70090001,2,7,70090001,2,2,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,1,2,2,2,6,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,5,2,1,3,1,1000,2,6,2,2500,2,2,1,1,2,2,2,-31,-31,2,2,1,2,2,-33,0,-34,-34,-34,-34,6,6017,601757540,3,1,3,2,2,2,2,2,2,2,-37,-37,-37,1,2,2,2,5,2,1,1,2,4,2,-38,6,6017,601757540,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,3,0,1
13009,142209,1,3,1,1,2,20,1,3,2,-2,2,2,6,2,6,2,2,2,0,2,0,1,2,1,0,0,0,-5,-5,-5,-5,-5,1,2,2,2,3,11,1118,2,3,11,1118,2,-13,-13,-13,-13,-13,-13,-13,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,1,4,2,1,1217001,1,2,-20,2,-21,-21,1,2,2,2,2,-22,-22,12,120070001,2,7,70090001,2,7,70090001,2,2,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,1,2,2,2,6,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,5,2,1,5,2,-28,-28,-28,-28,500,2,2,1,2,2,2,2,-31,-31,2,2,1,2,2,-33,0,-34,-34,-34,-34,51,51550,5155016000,3,1,3,2,2,2,2,2,2,2,-37,-37,-37,1,2,2,2,15,2,1,1,2,4,2,-38,51,51550,5155016000,15,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1
9909,92209,1,3,1,1,1,30,1,3,3,-2,2,2,3,2,1,1,-3,5,2,3,0,2,1,1,1,5,1,2,-6,-6,-6,-6,1,2,2,2,3,1,107,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,922,2,2,2,2,2,2,2,2,2,8,5,12,2,2,236,3,2,2,1,1,1,1217001,1,2,-20,1,16000,2,1,1,2,2,2,-22,-22,7,70890001,2,28,280270001,2,7,70890001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280270001,1,2,1,3,2,-28,-28,-28,-28,10000,2,1,1,1,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48479,4847941464,3,4,3,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,5,1,1,2,4,2,-38,48,48479,4847941464,1,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,4,3,1
9809,92209,1,3,1,1,1,40,1,3,3,-2,2,2,3,2,5,1,-3,3,0,3,0,2,1,5,3,5,3,2,-6,-6,-6,-6,2,2,2,2,3,14,1402,99,5,-11,-11,-11,-11,-11,-11,-11,6,6017,601757540,7,6,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,3,2,1,2,1,1,1217001,1,2,-20,1,15000,2,1,1,2,2,2,-22,-22,7,70270001,2,1,10010001,2,7,70270001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,1,3,2,-28,-28,-28,-28,16000,2,1,1,1,2,2,2,-31,-31,1,2,2,-32,2,-33,0,-34,-34,-34,-34,6,6017,601757540,4,2,3,1,1,2,2,2,2,2,-37,-37,-37,1,2,2,2,3,5,1,1,1,2,2,-38,6,6017,601757540,7,6,1,922,5,5,17,2,1,236,2,3,100,2,4,1,0,-43,-43,-43,-43,1,-46,-46,5,2015,0,0,-49,1,-50,-50,4,0,1
9709,92209,1,3,1,1,1,25,1,3,3,-2,2,2,6,2,6,2,2,4,1,3,0,2,2,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,3,5,505,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,3,2,1,3,1,1,1217001,1,2,-20,1,12000,2,1,1,2,2,2,-22,-22,7,70890001,2,7,70090001,2,7,70090001,2,10,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,1,3,2,-28,-28,-28,-28,8000,2,1,1,1,2,2,2,-31,-31,1,4,2,-32,2,-33,0,-34,-34,-34,-34,48,48479,4847941464,3,4,3,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,5,2,2,2,4,2,-38,48,48479,4847941464,1,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,4,0,1
9409,92209,1,3,1,1,1,45,1,3,2,-2,2,2,6,2,1,1,-3,6,3,2,1,0,1,1,1,5,1,2,-6,-6,-6,-6,1,2,2,2,3,8,805,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,1,1,1217001,3,2,-20,1,1500,2,2,2,2,2,2,-22,-22,7,70890001,2,9,90100001,2,9,90100001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,2,1,1500,2,1,1,2000,2,1,2,2,2,2,2,-31,-31,3,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,4,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,1,5,1,1,2,4,2,-38,48,48215,4821545384,1,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1
9309,92209,1,3,1,1,1,35,1,3,3,-2,2,2,6,2,1,1,-3,4,2,2,0,1,1,1,5,5,1,2,-6,-6,-6,-6,1,2,2,2,3,12,1206,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,1,1,1217001,3,2,-20,1,2000,2,2,2,2,2,2,-22,-22,7,70890001,2,14,140060001,2,14,140060001,2,1,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,2,1,2000,2,1,1,2500,2,1,2,2,2,2,2,-31,-31,3,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48113,4811319000,4,4,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,2,5,1,1,2,4,2,-38,48,48113,4811319000,2,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,4,0,1
