,sexo,edad,pais
20690,Hombre,36,Estados Unidos
20691,Hombre,25,Estados Unidos
20692,Hombre,26,Estados Unidos
20693,Hombre,46,Estados Unidos
20694,Hombre,55,Estados Unidos
20695,Hombre,28,Estados Unidos
20696,Mujer,25,Estados Unidos
20697,Hombre,22,Guatemala
20698,Hombre,46,Estados Unidos
20699,Hombre,26,Estados Unidos
20700,Hombre,32,Estados Unidos
20701,Hombre,25,Estados Unidos
20702,Mujer,35,Estados Unidos
20703,Hombre,24,Estados Unidos
20704,Hombre,29,Estados Unidos
20705,Hombre,26,Estados Unidos
20706,Hombre,18,Estados Unidos
20707,Mujer,38,Estados Unidos
20708,Mujer,29,Estados Unidos
20709,Hombre,21,Estados Unidos
20710,Hombre,21,Estados Unidos
20711,Hombre,35,Estados Unidos
20712,Hombre,39,Estados Unidos
20713,Hombre,30,Estados Unidos
20714,Hombre,24,Estados Unidos
20715,Hombre,30,Estados Unidos
20716,Hombre,20,Estados Unidos
20717,Hombre,39,Estados Unidos
20718,Hombre,26,Estados Unidos
20719,Hombre,27,Estados Unidos
20720,Hombre,27,Estados Unidos
20721,Hombre,25,Estados Unidos
20722,Hombre,30,Estados Unidos
20723,Hombre,46,Estados Unidos
20724,Hombre,39,Estados Unidos
20725,Hombre,24,Estados Unidos
20726,Hombre,31,Estados Unidos
20727,Hombre,42,Estados Unidos
20728,Hombre,29,Estados Unidos
20729,Hombre,23,Estados Unidos
20730,Hombre,26,Estados Unidos
20731,Hombre,41,Estados Unidos
20732,Hombre,27,El Salvador
20733,Hombre,21,Estados Unidos
20734,Hombre,32,Estados Unidos
20735,Hombre,25,Estados Unidos
20736,Hombre,25,Estados Unidos
20737,Hombre,26,Guatemala
20738,Hombre,25,Estados Unidos
20739,Hombre,27,Estados Unidos
20740,Hombre,33,Estados Unidos
20741,Hombre,33,Estados Unidos
20742,Hombre,34,Estados Unidos
20743,Hombre,21,Estados Unidos
20744,Mujer,32,Estados Unidos
20745,Hombre,33,Estados Unidos
20746,Hombre,18,Estados Unidos
20747,Hombre,24,Estados Unidos
20748,Hombre,24,Estados Unidos
20749,Hombre,29,Estados Unidos
20750,Hombre,35,Estados Unidos
20751,Hombre,26,Estados Unidos
20752,Hombre,38,Estados Unidos
20753,Hombre,30,Estados Unidos
20754,Hombre,30,Estados Unidos
20755,Mujer,22,Estados Unidos
20756,Hombre,30,Estados Unidos
20757,Hombre,23,Estados Unidos
20758,Hombre,28,Estados Unidos
20759,Hombre,21,Estados Unidos
20760,Hombre,18,Estados Unidos
20761,Hombre,27,Estados Unidos
20762,Hombre,23,Estados Unidos
20763,Hombre,27,Estados Unidos
20764,Hombre,29,Estados Unidos
20765,Hombre,30,Estados Unidos
20766,Mujer,29,Estados Unidos
20767,Hombre,29,Guatemala
20768,Hombre,28,Estados Unidos
20769,Hombre,25,Estados Unidos
20770,Hombre,31,Estados Unidos
20771,Hombre,30,Estados Unidos
20772,Mujer,24,Estados Unidos
20773,Mujer,28,Estados Unidos
20774,Hombre,28,Estados Unidos
20775,Hombre,35,Estados Unidos
20776,Hombre,24,Estados Unidos
20777,Hombre,27,Estados Unidos
20778,Hombre,23,Estados Unidos
20779,Hombre,25,Estados Unidos
20780,Hombre,38,Estados Unidos
20781,Hombre,27,Estados Unidos
20782,Hombre,29,Estados Unidos
20783,Mujer,44,Estados Unidos
20784,Hombre,35,Estados Unidos
20785,Hombre,23,Estados Unidos
20786,Mujer,22,Estados Unidos
20787,Hombre,19,Estados Unidos
20788,Hombre,29,Estados Unidos
20789,Hombre,29,Estados Unidos
20790,Hombre,34,Estados Unidos
20791,Hombre,28,Estados Unidos
20792,Hombre,24,Estados Unidos
20793,Hombre,46,Estados Unidos
20794,Hombre,33,Estados Unidos
20795,Hombre,23,Estados Unidos
20796,Hombre,41,Estados Unidos
20797,Hombre,25,Estados Unidos
20798,Hombre,23,Estados Unidos
20799,Hombre,27,Estados Unidos
20800,Hombre,28,Estados Unidos
20801,Hombre,23,Estados Unidos
20802,Hombre,45,Estados Unidos
20803,Hombre,45,Estados Unidos
20804,Hombre,22,Estados Unidos
20805,Hombre,18,Estados Unidos
20806,Hombre,36,El Salvador
20807,Hombre,33,Estados Unidos
20808,Hombre,28,Estados Unidos
20809,Hombre,25,Estados Unidos
20810,Hombre,17,Guatemala
20811,Hombre,34,Estados Unidos
20812,Mujer,32,Estados Unidos
20813,Mujer,22,Estados Unidos
20814,Hombre,56,Estados Unidos
20815,Hombre,30,Estados Unidos
20816,Mujer,36,Estados Unidos
20817,Mujer,40,Estados Unidos
20818,Mujer,25,Estados Unidos
20819,Hombre,25,Estados Unidos
20820,Hombre,25,Estados Unidos
20821,Hombre,28,Estados Unidos
20822,Hombre,35,Estados Unidos
20823,Hombre,20,Estados Unidos
20824,Hombre,30,Estados Unidos
20825,Hombre,33,Estados Unidos
20826,Hombre,29,Estados Unidos
20827,Hombre,34,Estados Unidos
20828,Hombre,21,Estados Unidos
20829,Hombre,26,Estados Unidos
20830,Hombre,36,Estados Unidos
20831,Hombre,25,Estados Unidos
20832,Mujer,26,Estados Unidos
20833,Mujer,25,Estados Unidos
20834,Hombre,38,Estados Unidos
20835,Hombre,25,Estados Unidos
20836,Hombre,41,Estados Unidos
20837,Mujer,39,Estados Unidos
20838,Mujer,32,El Salvador
20839,Hombre,29,Estados Unidos
20840,Hombre,20,Estados Unidos
20841,Hombre,35,Estados Unidos
20842,Hombre,35,Estados Unidos
20843,Hombre,28,Estados Unidos
20844,Hombre,40,Estados Unidos
20845,Hombre,33,Estados Unidos
20846,Hombre,30,Estados Unidos
20847,Mujer,32,Estados Unidos
20848,Hombre,36,Estados Unidos
20849,Hombre,25,Estados Unidos
20850,Hombre,29,Estados Unidos
20851,Hombre,27,Estados Unidos
20852,Hombre,25,Estados Unidos
20853,Hombre,66,Estados Unidos
20854,Hombre,36,Estados Unidos
20855,Hombre,28,Estados Unidos
20856,Hombre,33,Estados Unidos
20857,Hombre,35,Estados Unidos
20858,Mujer,24,Estados Unidos
20859,Mujer,48,Estados Unidos
20860,Hombre,28,Estados Unidos
20861,Hombre,29,Estados Unidos
20862,Hombre,25,Estados Unidos
20863,Hombre,37,Estados Unidos
20864,Hombre,34,Estados Unidos
20865,Hombre,21,Estados Unidos
20866,Hombre,50,Estados Unidos
20867,Hombre,36,Estados Unidos
20868,Hombre,32,Estados Unidos
20869,Hombre,24,Guatemala
20870,Mujer,27,Estados Unidos
20871,Mujer,56,El Salvador
20872,Hombre,45,Estados Unidos
20873,Hombre,20,Estados Unidos
20874,Hombre,20,Estados Unidos
20875,Mujer,25,Estados Unidos
20876,Mujer,34,Argentina
20877,Mujer,21,Estados Unidos
20878,Hombre,36,Estados Unidos
20879,Hombre,29,Estados Unidos
20880,Hombre,34,Estados Unidos
20881,Hombre,23,Guatemala
20882,Hombre,41,Estados Unidos
20883,Hombre,39,Estados Unidos
20884,Hombre,29,Estados Unidos
20885,Hombre,30,Estados Unidos
20886,Hombre,26,Estados Unidos
20887,Hombre,28,Estados Unidos
20888,Hombre,30,Estados Unidos
20889,Mujer,19,Estados Unidos
20890,Hombre,32,Estados Unidos
20891,Hombre,36,Estados Unidos
20892,Hombre,23,Estados Unidos
20893,Mujer,35,Estados Unidos
20894,Hombre,30,Estados Unidos
20895,Hombre,56,El Salvador
20896,Hombre,32,Estados Unidos
20897,Hombre,19,Estados Unidos
20898,Hombre,19,Estados Unidos
20899,Hombre,25,Estados Unidos
20900,Hombre,25,Estados Unidos
20901,Hombre,36,Estados Unidos
20902,Hombre,54,Estados Unidos
20903,Hombre,32,Estados Unidos
20904,Hombre,23,Estados Unidos
20905,Hombre,19,Estados Unidos
20906,Hombre,56,Estados Unidos
20907,Hombre,23,Estados Unidos
20908,Mujer,29,Estados Unidos
20909,Hombre,19,Estados Unidos
20910,Hombre,25,Estados Unidos
20911,Hombre,46,Estados Unidos
20912,Hombre,19,Estados Unidos
20913,Hombre,19,Estados Unidos
20914,Mujer,21,Estados Unidos
20915,Hombre,46,Estados Unidos
20916,Hombre,26,Estados Unidos
20917,Hombre,28,Estados Unidos
20918,Hombre,27,Estados Unidos
20919,Hombre,19,Estados Unidos
20920,Hombre,20,Estados Unidos
20921,Hombre,34,Guatemala
20922,Hombre,19,Guatemala
20923,Hombre,33,Estados Unidos
20924,Hombre,26,Guatemala
20925,Hombre,38,Estados Unidos
20926,Hombre,28,Estados Unidos
20927,Hombre,22,Estados Unidos
20928,Hombre,36,Estados Unidos
20929,Mujer,35,Estados Unidos
20930,Mujer,36,Estados Unidos
20931,Mujer,25,Estados Unidos
20932,Hombre,24,Estados Unidos
20933,Hombre,35,Estados Unidos
20934,Mujer,28,El Salvador
20935,Hombre,36,Estados Unidos
20936,Hombre,25,Estados Unidos
20937,Hombre,33,Estados Unidos
20938,Hombre,33,Estados Unidos
20939,Mujer,29,Estados Unidos
20940,Hombre,18,Guatemala
20941,Mujer,34,Estados Unidos
20942,Hombre,26,Estados Unidos
20943,Hombre,36,Guatemala
20944,Hombre,33,Estados Unidos
20945,Hombre,29,Estados Unidos
20946,Hombre,23,Estados Unidos
20947,Hombre,29,Estados Unidos
20948,Hombre,24,Guatemala
20949,Hombre,22,Guatemala
20950,Hombre,18,Guatemala
20951,Hombre,42,Guatemala
20952,Hombre,32,Guatemala
20953,Mujer,43,
20954,Hombre,29,El Salvador
20955,Hombre,37,México
20956,Mujer,23,Honduras
20957,Hombre,55,Honduras
20958,Mujer,30,Honduras
20959,Mujer,57,Honduras
20960,Mujer,41,Honduras
20961,Hombre,37,Honduras
20962,Hombre,45,Honduras
20963,Mujer,29,Guatemala
20964,Hombre,26,Honduras
20965,Mujer,34,Guatemala
20966,Mujer,50,Honduras
20967,Mujer,37,Honduras
20968,Hombre,40,Guatemala
20969,Hombre,36,Guatemala
20970,Hombre,44,Honduras
20971,Hombre,49,Honduras
20972,Hombre,36,Honduras
20973,Hombre,30,Guatemala
20974,Hombre,46,Honduras
20975,Mujer,41,Honduras
20976,Hombre,60,Honduras
20977,Mujer,39,Honduras
20978,Mujer,39,Honduras
20979,Mujer,41,Honduras
20980,Mujer,45,Honduras
20981,Mujer,47,Honduras
20982,Mujer,46,Honduras
20983,Mujer,31,Honduras
20984,Hombre,42,Honduras
20985,Mujer,39,Honduras
20986,Hombre,22,Honduras
20987,Mujer,66,Honduras
20988,Mujer,37,Honduras
20989,Mujer,35,Honduras
20990,Mujer,36,Honduras
20991,Hombre,43,Honduras
20992,Hombre,27,Honduras
20993,Hombre,44,Honduras
20994,Mujer,36,Honduras
20995,Hombre,53,Honduras
20996,Mujer,49,Honduras
20997,Mujer,46,Honduras
20998,Mujer,32,Honduras
20999,Mujer,28,Honduras
21000,Mujer,30,Honduras
21001,Mujer,39,Honduras
21002,Mujer,33,Honduras
21003,Mujer,36,Honduras
21004,Hombre,50,Honduras
21005,Hombre,45,Honduras
21006,Hombre,33,Honduras
21007,Hombre,26,Honduras
21008,Mujer,26,Honduras
21009,Mujer,42,Honduras
21010,Mujer,39,Honduras
21011,Mujer,49,Honduras
21012,Hombre,41,Honduras
21013,Mujer,42,Honduras
21014,Mujer,49,Honduras
21015,Mujer,38,Honduras
21016,Mujer,38,Honduras
21017,Mujer,25,Honduras
21018,Mujer,30,Honduras
21019,Mujer,41,Honduras
21020,Mujer,52,Honduras
21021,Mujer,49,Honduras
21022,Hombre,46,Honduras
21023,Hombre,45,Honduras
21024,Hombre,45,Honduras
21025,Hombre,40,Honduras
21026,Mujer,42,Honduras
21027,Mujer,39,Honduras
21028,Mujer,24,Honduras
21029,Mujer,26,Honduras
21030,Hombre,29,Honduras
21031,Mujer,42,Honduras
21032,Hombre,41,Honduras
21033,Mujer,49,Honduras
21034,Mujer,41,Honduras
21035,Mujer,49,Honduras
21036,Mujer,36,Honduras
21037,Hombre,56,Honduras
21038,Mujer,45,Honduras
21039,Mujer,39,Honduras
21040,Hombre,52,Honduras
21041,Mujer,42,Honduras
21042,Mujer,38,Honduras
21043,Hombre,55,Honduras
21044,Mujer,32,Honduras
21045,Mujer,46,Honduras
21046,Mujer,39,Honduras
21047,Hombre,28,Honduras
21048,Mujer,46,Honduras
21049,Mujer,47,Honduras
21050,Mujer,42,Honduras
21051,Mujer,35,Honduras
21052,Hombre,29,Honduras
21053,Hombre,45,Honduras
21054,Hombre,45,Honduras
21055,Mujer,42,Honduras
21056,Mujer,48,Honduras
21057,Hombre,35,Honduras
21058,Mujer,38,Honduras
21059,Mujer,42,Honduras
21060,Mujer,46,Honduras
21061,Mujer,49,Honduras
21062,Mujer,32,Honduras
21063,Hombre,45,Honduras
21064,Hombre,51,Honduras
21065,Hombre,36,Honduras
21066,Hombre,23,Honduras
21067,Hombre,36,Guatemala
21068,Hombre,57,Honduras
21069,Hombre,39,Honduras
21070,Hombre,42,Honduras
21071,Hombre,21,Honduras
21072,Mujer,36,Honduras
21073,Mujer,36,Honduras
21074,Hombre,53,Honduras
21075,Hombre,38,Honduras
21076,Mujer,33,Honduras
21077,Hombre,28,Honduras
21078,Mujer,27,Honduras
21079,Hombre,42,Honduras
21080,Hombre,30,Honduras
21081,Hombre,39,Honduras
21082,Hombre,33,Honduras
21083,Hombre,36,Honduras
21084,Hombre,33,Honduras
21085,Hombre,45,Honduras
21086,Mujer,25,Honduras
21087,Mujer,28,Honduras
21088,Hombre,32,Honduras
21089,Hombre,48,Honduras
21090,Hombre,24,Honduras
21091,Mujer,34,Honduras
21092,Hombre,40,Guatemala
21093,Hombre,50,Honduras
21094,Hombre,33,Honduras
21095,Hombre,40,Guatemala
21096,Mujer,28,Honduras
21097,Mujer,21,Honduras
21098,Hombre,25,Honduras
21099,Mujer,22,Honduras
21100,Mujer,40,Honduras
21101,Hombre,25,Guatemala
21102,Mujer,39,Honduras
21103,Mujer,49,Honduras
21104,Mujer,28,Honduras
21105,Mujer,41,Honduras
21106,Mujer,21,Honduras
21107,Hombre,28,Guatemala
21108,Mujer,45,Honduras
21109,Mujer,36,Honduras
21110,Hombre,30,Honduras
21111,Mujer,32,Honduras
21112,Mujer,29,Honduras
21113,Hombre,28,Honduras
21114,Hombre,25,Honduras
21115,Mujer,47,Honduras
21116,Mujer,34,Honduras
21117,Hombre,25,Honduras
21118,Mujer,54,Honduras
21119,Mujer,28,Honduras
21120,Mujer,46,Guatemala
21121,Mujer,46,Honduras
21122,Hombre,39,Honduras
21123,Hombre,52,Honduras
21124,Mujer,29,Honduras
21125,Hombre,38,Guatemala
21126,Mujer,52,Honduras
21127,Hombre,32,Honduras
21128,Mujer,34,Honduras
21129,Mujer,42,Honduras
21130,Mujer,40,Honduras
21131,Hombre,34,Honduras
21132,Mujer,46,Honduras
21133,Hombre,45,Honduras
21134,Mujer,39,Honduras
21135,Hombre,58,Honduras
21136,Mujer,46,Honduras
21137,Mujer,23,Honduras
21138,Hombre,25,Honduras
21139,Hombre,38,Honduras
21140,Mujer,34,Honduras
21141,Hombre,29,Honduras
21142,Hombre,50,Honduras
21143,Mujer,25,Honduras
21144,Hombre,47,Honduras
21145,Hombre,40,Honduras
21146,Hombre,39,Honduras
21147,Mujer,29,Honduras
21148,Hombre,45,Honduras
21149,Hombre,46,Honduras
21150,Mujer,28,Guatemala
21151,Mujer,39,Guatemala
21152,Hombre,46,Honduras
21153,Mujer,27,Honduras
21154,Hombre,40,Guatemala
21155,Hombre,45,Guatemala
21156,Hombre,45,Guatemala
21157,Hombre,46,
21158,Mujer,40,Honduras
21159,Mujer,25,Honduras
21160,Mujer,42,Honduras
21161,Mujer,45,Honduras
21162,Mujer,42,Honduras
21163,Mujer,35,Honduras
21164,Mujer,28,Honduras
21165,Mujer,40,Guatemala
21166,Mujer,37,Honduras
21167,Mujer,32,Honduras
21168,Mujer,39,Honduras
21169,Mujer,25,Honduras
21170,Mujer,42,Honduras
21171,Mujer,32,Honduras
21172,Mujer,46,Honduras
21173,Mujer,58,Honduras
21174,Mujer,50,Honduras
21175,Hombre,32,Guatemala
21176,Mujer,23,Honduras
21177,Mujer,49,Honduras
21178,Mujer,56,Guatemala
21179,Hombre,45,Honduras
21180,Mujer,35,Honduras
21181,Mujer,35,Honduras
21182,Mujer,63,Honduras
21183,Mujer,46,Honduras
21184,Mujer,25,Honduras
21185,Hombre,57,Honduras
21186,Mujer,25,Honduras
21187,Mujer,65,Honduras
21188,Mujer,58,Honduras
21189,Mujer,58,Honduras
21190,Mujer,34,Honduras
21191,Mujer,53,Honduras
21192,Mujer,26,Honduras
21193,Mujer,30,Honduras
21194,Mujer,40,Honduras
21195,Mujer,30,Honduras
21196,Mujer,40,Honduras
21197,Mujer,42,Honduras
21198,Hombre,29,Honduras
21199,Mujer,30,Honduras
21200,Mujer,57,Honduras
21201,Mujer,19,Honduras
21202,Mujer,38,Honduras
21203,Mujer,42,Honduras
21204,Mujer,30,Honduras
21205,Mujer,30,Honduras
21206,Mujer,56,Honduras
21207,Mujer,36,Honduras
21208,Mujer,36,Honduras
21209,Hombre,53,Honduras
21210,Mujer,25,Honduras
21211,Mujer,33,Honduras
21212,Mujer,59,Honduras
21213,Mujer,34,Honduras
21214,Mujer,36,Honduras
21215,Mujer,49,Honduras
21216,Mujer,40,Honduras
21217,Mujer,23,Honduras
21218,Mujer,39,Honduras
21219,Hombre,29,Honduras
21220,Mujer,56,Honduras
21221,Mujer,57,Honduras
21222,Mujer,59,Honduras
21223,Mujer,30,Honduras
21224,Mujer,30,Honduras
21225,Hombre,22,Honduras
21226,Mujer,45,Honduras
21227,Mujer,33,Honduras
21228,Mujer,39,Honduras
21229,Mujer,53,Honduras
21230,Mujer,66,Honduras
21231,Mujer,36,Honduras
21232,Mujer,26,Honduras
21233,Mujer,46,Guatemala
21234,Hombre,24,Honduras
21235,Mujer,56,Honduras
21236,Mujer,58,Honduras
21237,Mujer,29,Honduras
21238,Mujer,49,Honduras
21239,Mujer,46,Honduras
21240,Mujer,34,Honduras
21241,Mujer,40,Honduras
21242,Hombre,67,Honduras
21243,Hombre,39,Honduras
21244,Mujer,58,Honduras
21245,Mujer,62,Honduras
21246,Mujer,45,Honduras
21247,Mujer,50,Honduras
21248,Mujer,53,Honduras
21249,Mujer,47,Honduras
21250,Mujer,40,Honduras
21251,Mujer,62,Honduras
21252,Mujer,54,Honduras
21253,Mujer,55,Honduras
21254,Mujer,65,Honduras
21255,Mujer,52,Honduras
21256,Hombre,56,Honduras
21257,Mujer,45,Honduras
21258,Mujer,28,Honduras
21259,Mujer,40,Honduras
21260,Mujer,34,Honduras
21261,Hombre,21,Honduras
21262,Mujer,26,Honduras
21263,Mujer,40,Honduras
21264,Mujer,50,Honduras
21265,Mujer,23,Honduras
21266,Mujer,58,Honduras
21267,Mujer,48,Honduras
21268,Hombre,50,Honduras
21269,Hombre,31,Honduras
21270,Hombre,28,Honduras
21271,Mujer,63,Honduras
21272,Mujer,45,Honduras
21273,Mujer,30,Honduras
21274,Mujer,21,Argentina
21275,Mujer,36,Honduras
21276,Mujer,67,Honduras
21277,Mujer,26,Honduras
21278,Mujer,56,Honduras
21279,Hombre,65,Honduras
21280,Mujer,46,Honduras
21281,Mujer,40,Honduras
21282,Mujer,50,Honduras
21283,Mujer,33,Honduras
21284,Hombre,58,Honduras
21285,Mujer,39,Honduras
21286,Mujer,59,Honduras
21287,Mujer,38,Honduras
21288,Mujer,45,Honduras
21289,Mujer,59,Honduras
21290,Hombre,22,Honduras
21291,Mujer,32,Honduras
21292,Mujer,38,Honduras
21293,Mujer,49,Honduras
21294,Mujer,23,Honduras
21295,Mujer,41,Honduras
21296,Hombre,37,Honduras
21297,Mujer,42,Honduras
21298,Mujer,45,Honduras
21299,Mujer,36,Honduras
21300,Hombre,19,Honduras
21301,Hombre,39,Honduras
21302,Mujer,22,Honduras
21303,Mujer,40,Honduras
21304,Hombre,50,Honduras
21305,Mujer,45,Honduras
21306,Mujer,48,Honduras
21307,Mujer,46,Honduras
21308,Mujer,52,Honduras
21309,Mujer,33,Honduras
21310,Mujer,42,Honduras
21311,Mujer,50,Honduras
21312,Hombre,58,Honduras
21313,Mujer,36,Honduras
21314,Mujer,50,Honduras
21315,Mujer,39,Honduras
21316,Mujer,47,Honduras
21317,Mujer,37,Honduras
21318,Hombre,39,Honduras
21319,Mujer,39,Honduras
21320,Mujer,21,Honduras
21321,Mujer,37,Honduras
21322,Mujer,47,Honduras
21323,Mujer,38,Honduras
21324,Hombre,21,Honduras
21325,Hombre,23,Honduras
21326,Hombre,64,Honduras
21327,Hombre,36,Honduras
21328,Hombre,19,Guatemala
21329,Mujer,56,Honduras
21330,Mujer,63,Honduras
21331,Mujer,40,Guatemala
21332,Hombre,15,Honduras
21333,Mujer,30,Guatemala
21334,Mujer,30,Guatemala
21335,Mujer,44,Honduras
21336,Mujer,40,Honduras
21337,Mujer,34,Honduras
21338,Mujer,28,Honduras
21339,Mujer,21,Honduras
21340,Mujer,38,Honduras
21341,Mujer,34,Honduras
21342,Mujer,37,Honduras
21343,Mujer,25,Honduras
21344,Mujer,54,Honduras
21345,Mujer,37,Honduras
21346,Mujer,34,Honduras
21347,Hombre,37,Honduras
21348,Mujer,61,Honduras
21349,Mujer,58,Honduras
21350,Mujer,31,Honduras
21351,Mujer,35,Honduras
21352,Hombre,20,Honduras
21353,Mujer,34,Honduras
21354,Mujer,41,Honduras
21355,Mujer,39,Honduras
21356,Mujer,32,Honduras
21357,Mujer,40,Honduras
21358,Mujer,49,Honduras
21359,Hombre,48,Honduras
21360,Mujer,40,Honduras
21361,Mujer,40,Honduras
21362,Mujer,23,Honduras
21363,Mujer,49,Honduras
21364,Mujer,40,Honduras
21365,Hombre,67,Honduras
21366,Mujer,25,Honduras
21367,Mujer,45,Honduras
21368,Mujer,38,Honduras
21369,Mujer,27,Honduras
21370,Hombre,29,Estados Unidos
21371,Mujer,50,Honduras
21372,Hombre,34,Guatemala
21373,Mujer,30,Honduras
21374,Mujer,23,Honduras
21375,Hombre,34,Honduras
21376,Mujer,40,Honduras
21377,Mujer,50,Honduras
21378,Mujer,36,Honduras
21379,Mujer,31,Honduras
21380,Mujer,39,Honduras
21381,Mujer,48,Honduras
21382,Mujer,17,Honduras
21383,Mujer,58,Honduras
21384,Mujer,42,Honduras
21385,Mujer,34,Honduras
21386,Mujer,40,Honduras
21387,Mujer,45,Honduras
21388,Hombre,30,Guatemala
21389,Mujer,58,Guatemala
21390,Mujer,40,Honduras
21391,Mujer,22,Honduras
21392,Mujer,29,Honduras
21393,Hombre,20,Honduras
21394,Hombre,27,Guatemala
21395,Hombre,24,Guatemala
21396,Hombre,43,Guatemala
21397,Hombre,35,Honduras
21398,Mujer,50,Honduras
21399,Hombre,42,Guatemala
21400,Mujer,24,Guatemala
21401,Mujer,40,Guatemala
21402,Hombre,30,Guatemala
21403,Mujer,25,Guatemala
21404,Mujer,23,Guatemala
21405,Hombre,25,Guatemala
21406,Hombre,33,Guatemala
21407,Hombre,23,Guatemala
21408,Mujer,54,Guatemala
21409,Hombre,29,Guatemala
21410,Hombre,56,Guatemala
21411,Mujer,21,Guatemala
21412,Hombre,20,Guatemala
21413,Hombre,39,Guatemala
21414,Hombre,39,Guatemala
21415,Mujer,36,Guatemala
21416,Mujer,40,Guatemala
21417,Hombre,25,Guatemala
21418,Hombre,37,Guatemala
21419,Hombre,23,Guatemala
21420,Hombre,18,Guatemala
21421,Hombre,65,Guatemala
21422,Hombre,55,Guatemala
21423,Mujer,25,Guatemala
21424,Mujer,32,Guatemala
21425,Mujer,46,Guatemala
21426,Hombre,35,Guatemala
21427,Mujer,30,Guatemala
21428,Mujer,42,Guatemala
21429,Mujer,48,Guatemala
21430,Hombre,20,Guatemala
21431,Mujer,21,Guatemala
21432,Mujer,22,Guatemala
21433,Hombre,36,Guatemala
21434,Mujer,35,Guatemala
21435,Mujer,45,Guatemala
21436,Hombre,53,Guatemala
21437,Hombre,31,Guatemala
21438,Mujer,34,Guatemala
21439,Hombre,18,Guatemala
21440,Hombre,36,Guatemala
21441,Hombre,22,Guatemala
21442,Hombre,41,Guatemala
21443,Hombre,25,Guatemala
21444,Mujer,48,Guatemala
21445,Hombre,20,Guatemala
21446,Hombre,26,Guatemala
21447,Hombre,49,Guatemala
21448,Hombre,29,Guatemala
21449,Mujer,36,Guatemala
21450,Mujer,40,Guatemala
21451,Mujer,49,Guatemala
21452,Mujer,39,Guatemala
21453,Hombre,20,Guatemala
21454,Hombre,42,Guatemala
21455,Hombre,51,Guatemala
21456,Hombre,24,Guatemala
21457,Hombre,24,Guatemala
21458,Hombre,42,Guatemala
21459,Hombre,24,Guatemala
21460,Mujer,25,Guatemala
21461,Mujer,28,Guatemala
21462,Hombre,20,Guatemala
21463,Hombre,75,Guatemala
21464,Hombre,40,Guatemala
21465,Mujer,35,Guatemala
21466,Hombre,41,Guatemala
21467,Hombre,51,Guatemala
21468,Mujer,36,Guatemala
21469,Mujer,49,Guatemala
21470,Hombre,39,Guatemala
21471,Hombre,32,Guatemala
21472,Mujer,30,Guatemala
21473,Hombre,30,Guatemala
21474,Hombre,38,Guatemala
21475,Mujer,29,Guatemala
21476,Hombre,43,Guatemala
21477,Mujer,39,Guatemala
21478,Hombre,35,Guatemala
21479,Hombre,44,Guatemala
21480,Hombre,40,Guatemala
21481,Hombre,48,Guatemala
21482,Mujer,26,Guatemala
21483,Hombre,48,Guatemala
21484,Hombre,29,Guatemala
21485,Mujer,55,Guatemala
21486,Hombre,40,Guatemala
21487,Hombre,30,Guatemala
21488,Hombre,22,Guatemala
21489,Hombre,20,Guatemala
21490,Mujer,34,Guatemala
21491,Mujer,45,Guatemala
21492,Hombre,29,Guatemala
21493,Hombre,35,Guatemala
21494,Hombre,48,Guatemala
21495,Hombre,33,Guatemala
21496,Hombre,30,Guatemala
21497,Hombre,63,Guatemala
21498,Hombre,17,Guatemala
21499,Mujer,48,Guatemala
21500,Mujer,42,Guatemala
21501,Mujer,38,Guatemala
21502,Mujer,36,Guatemala
21503,Hombre,39,Guatemala
21504,Mujer,42,Guatemala
21505,Mujer,52,Guatemala
21506,Mujer,23,Guatemala
21507,Hombre,22,Guatemala
21508,Hombre,43,Guatemala
21509,Mujer,20,Guatemala
21510,Mujer,28,Guatemala
21511,Hombre,38,Guatemala
21512,Hombre,28,Guatemala
21513,Mujer,25,Guatemala
21514,Hombre,28,Guatemala
21515,Mujer,27,Guatemala
21516,Mujer,24,Guatemala
21517,Hombre,25,Guatemala
21518,Hombre,33,Guatemala
21519,Hombre,28,Guatemala
21520,Hombre,38,Guatemala
21521,Mujer,33,Guatemala
21522,Hombre,43,Guatemala
21523,Hombre,54,Guatemala
21524,Hombre,38,Guatemala
21525,Mujer,28,Guatemala
21526,Hombre,35,Guatemala
21527,Hombre,39,Guatemala
21528,Hombre,22,Guatemala
21529,Hombre,38,Guatemala
21530,Hombre,42,Guatemala
21531,Hombre,29,Guatemala
21532,Hombre,42,Guatemala
21533,Hombre,42,Guatemala
21534,Mujer,21,Guatemala
21535,Hombre,25,Guatemala
21536,Mujer,42,Guatemala
21537,Mujer,18,Guatemala
21538,Mujer,21,Guatemala
21539,Mujer,29,Guatemala
21540,Mujer,36,Guatemala
21541,Mujer,36,Guatemala
21542,Hombre,36,Guatemala
21543,Hombre,25,Honduras
21544,Hombre,36,Guatemala
21545,Mujer,28,Guatemala
21546,Hombre,20,Guatemala
21547,Mujer,28,Guatemala
21548,Hombre,37,Guatemala
21549,Hombre,39,Guatemala
21550,Mujer,29,Guatemala
21551,Mujer,22,Guatemala
21552,Hombre,42,Guatemala
21553,Hombre,39,Guatemala
21554,Hombre,31,Guatemala
21555,Hombre,27,Guatemala
21556,Hombre,36,Guatemala
21557,Mujer,38,Guatemala
21558,Mujer,46,Guatemala
21559,Hombre,26,Guatemala
