folio,unidad,ciudad,trim,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p7_4_1,p7_4_2,p7_4_3,p7_4_4,p7_5,p7_5_1,p7_5_2,p7_5_2_1,p8,p9_1,p9_2,p9_3,p9_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12,p13_13_1,p13_13_2,p13_14,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_0_1,p18_0_2,p18_0_3,p18_0_4,p18_0_5,p18_1,p18_2,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1e,p22_1m,p22_1l,p22_1u,p22_3,p22_4,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_1,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_0_1,p29_0_2,p29_0_3,p29_0_4,p29_0_5,p29_1,p29_2,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_2_3_1,p35_2_3_2,p35_2_3_3,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p35_9,p35_9_1,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,nivel,oficio_res,filtro,estrato,upm,ponfin3
21711,182211,1,4,1,1,2,21,1,3,3,-2,1,1,6,2,6,2,2,9,0,9,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,8,801,99,1,8,801,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,6,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,4,2,1,96,2,1,1312047,0,2,-20,1,999998,98,1,1,2,2,2,-22,-22,21,999999999,99,9,999999999,99,21,999999999,99,1,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,1,2,2,5,1,2,2,2,2,1,2,2,2,5,190000000,5,2,1,3,1,999998,98,98,1,999998,98,98,1,1,2,1,2,-31,-31,1,2,97,2,2,-33,0,-34,-34,-34,-34,48,99999,9999999999,6,1,3,1,2,2,2,1,1,1,1,1,1,2,2,2,2,6,2,2,2,2,4,2,-38,48,99999,9999999999,7,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,0,-43,-43,-43,-43,0,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,4,0,1,1011,1011182211,34.2263871793342
21811,182211,1,4,1,1,1,34,1,3,2,-2,2,2,6,2,5,1,-3,5,3,2,0,1,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,1,12,1211,99,1,12,1211,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,531,1,2,2,2,2,2,2,2,2,8,6,600,3,3,561,3,2,2,96,1,1,9999999,0,2,-20,1,130000,3,1,1,1,2,2,6,2,19,190390001,2,28,280320001,2,28,280320001,2,35,2,2,-23,-23,-23,-23,-23,-23,2,2,1,2,2,2,2,1,1,2,3,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,11,2,1,3,1,130000,3,1,1,135000,3,1,1,1,2,2,2,-31,-31,0,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48225,9999999999,6,1,5,1,2,2,1,1,1,2,-37,-37,-37,1,2,2,2,6,2,2,2,2,4,1,4,48,99999,9999999999,6,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,5,9997,9999,1,1,1,-46,-46,10,2022,0,0,-49,1,-50,-50,3,7,1,1011,1011182211,57.9172036858654
22010,252210,1,4,1,1,1,34,1,0,0,2,2,2,6,2,6,1,-3,5,2,3,0,4,1,1,0,5,2,2,-6,-6,-6,-6,2,2,2,2,1,11,1101,99,1,11,1101,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,1,2,1,1,1312047,3,2,-20,1,999997,97,2,2,2,2,2,-22,-22,97,999999997,97,97,999999997,97,97,999999997,97,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999997,5,2,1,3,1,999997,97,1,2,20000,3,2,2,2,2,2,2,-31,-31,1,2,1,1,2,-33,0,-34,-34,-34,-34,48,99999,9999999999,3,4,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,999,99,2,2,2,4,1,4,48,99999,9999999999,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,0,0,1,1011,1011252210,25.8132855378951
22110,252210,1,4,1,1,2,25,1,3,2,-2,1,1,6,2,6,2,2,4,0,4,0,4,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,16,1616,99,1,16,1616,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,6,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,2,1,1,1,9999997,1,2,-20,1,999997,97,2,2,2,2,2,-22,-22,97,999999997,97,97,999999997,97,97,999999997,97,25,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999997,2,2,1,3,1,999997,97,4,2,130000,3,1,2,2,2,2,2,-31,-31,0,2,2,-32,2,-33,0,-34,-34,-34,-34,48,99999,9999999999,4,4,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,998,98,2,2,2,4,2,-38,97,99997,9999999997,997,97,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,1,1011,1011252210,15.2544572072688
22111,182211,1,4,1,1,1,19,1,3,2,-2,2,1,6,2,6,2,2,2,1,1,0,0,2,3,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,12,1211,99,1,12,1211,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,2,3,2,1,1217001,3,1,2,1,10000,1,2,2,2,2,2,-22,-22,28,999999999,99,7,999999999,99,28,280320001,2,36,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,5,1,3,1,999997,97,6,2,999999,99,1,2,1,2,2,2,-31,-31,1,2,1,2,2,-33,2,0,-35,-35,0,48,48309,9999999999,3,4,3,2,2,2,2,1,1,1,1,1,1,2,2,2,2,5,2,2,1,2,4,2,-38,48,48309,9999999999,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,888,2017,2021,2,2,3,2,2021,9,2022,1,1,0,2,1,1,3,0,1,1011,1011182211,57.9172036858654
22211,182211,1,4,1,1,2,25,1,3,3,-2,2,1,6,2,5,2,1,3,0,3,0,3,2,1,1,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,7,9998,99,1,7,9999,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,2,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,1,2,1,1,9999997,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,97,999999997,97,97,999999997,97,97,999999997,97,997,97,2,-23,-23,-23,-23,-23,-23,1,1,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999997,12,1,2,-27,97,999997,97,97,3,999997,97,1,2,2,2,2,2,-31,-31,97,1,1,2,2,-33,0,-34,-34,-34,-34,97,99997,9999999997,3,97,5,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,3,2,2,2,4,1,4,97,99997,9999999997,1,3,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011182211,34.2263871793342
22410,252210,1,4,1,1,1,19,1,3,2,-2,2,2,6,2,6,1,-3,4,2,2,0,1,1,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,22,2201,99,1,22,2201,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,612,1,2,2,2,2,2,2,2,2,8,7,1700,3,5,112,3,2,2,96,2,1,1705016,3,2,-20,1,999997,97,2,2,2,2,2,-22,-22,15,999999999,99,97,999999997,97,15,999999999,99,15,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,1,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,4,1,999997,97,97,1,999997,97,2,2,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,99999,9999999999,5,97,3,1,2,2,2,1,1,2,-37,-37,-37,2,2,2,2,999,99,2,2,2,4,2,-38,48,99999,9999999999,1,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,3,1,1,1011,1011252210,25.8132855378951
22511,182211,1,4,1,1,1,21,1,3,1,2,2,2,6,2,6,2,2,7,4,3,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,20,2005,99,1,20,2005,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,611,6,1,2,2,2,2,2,2,2,8,6,2000,3,5,111,4,2,1,96,1,1,9999999,5,2,-20,1,60000,3,1,1,2,2,2,-22,-22,99,999999999,99,99,999999999,99,99,999999999,99,30,2,2,-23,-23,-23,-23,-23,-23,2,2,1,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999999,999,99,99,99,1,60000,3,4,2,60000,3,1,1,1,2,2,2,-31,-31,4,1,1,2,2,-33,0,-34,-34,-34,-34,99,99999,9999999999,6,1,2,1,2,2,1,1,1,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,2,-38,99,99999,9999999999,8,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,1,1,1,1011,1011182211,57.9172036858654
22611,182211,1,4,1,1,2,19,1,3,2,-2,2,2,6,2,6,2,2,8,4,4,0,4,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,9,906,99,1,9,906,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,962,6,1,2,2,2,2,2,2,2,8,3,1500,3,5,561,3,2,1,96,2,1,9999998,3,2,-20,2,-21,-21,2,1,2,2,2,-22,-22,99,999999999,99,99,999999999,99,99,999999999,99,30,2,2,-23,-23,-23,-23,-23,-23,2,2,1,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,260040001,4,2,1,6,1,999999,99,99,3,999999,99,1,1,1,2,2,2,-31,-31,4,1,1,2,2,-33,0,-34,-34,-34,-34,99,99999,9999999999,6,1,3,1,2,2,1,1,1,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,1,4,99,99999,9999999999,8,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,0,-43,-43,-43,-43,2,0,-47,-47,-47,-47,0,-49,2,2,2,3,7,1,1011,1011182211,34.2263871793342
22710,252210,1,4,1,1,2,28,1,6,1,1,1,1,6,2,6,2,2,3,0,2,1,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,14,1421,99,1,14,1421,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,751,1,1,2,2,2,2,2,2,2,15,7,800,3,5,311,2,2,1,96,1,1,1215013,3,2,-20,1,120000,3,1,1,2,2,2,-22,-22,99,999999999,99,99,999999999,99,99,999999999,99,22,2,2,-23,-23,-23,-23,-23,-23,2,2,1,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,20040001,3,2,1,3,1,120000,3,4,1,122500,3,1,1,1,2,2,2,-31,-31,4,1,1,1,2,-33,0,-34,-34,-34,-34,48,48309,9999999999,4,1,4,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,5,2,2,2,2,4,1,4,48,48309,9999999999,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,2,9999,9999,2,2,2,2,2022,10,2022,0,0,-49,2,2,2,2,2,1,1011,1011252210,15.2544572072688
22810,252210,1,4,1,1,2,18,1,6,1,1,2,2,6,2,6,2,2,7,5,2,0,1,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,16,1609,99,1,16,1609,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,99,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,96,2,1,1312047,3,2,-20,1,999999,99,1,1,2,2,2,-22,-22,99,999999999,99,99,999999999,99,99,999999999,99,1,3,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999999,3,2,1,3,1,999999,99,99,1,999999,99,99,1,1,2,2,2,-31,-31,2,1,2,-32,2,-33,0,-34,-34,-34,-34,99,99999,9999999999,5,99,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,2,-38,99,99999,9999999999,8,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,1,-44,2022,2,2,1,-46,-46,10,2022,0,0,-49,1,-50,-50,2,0,1,1011,1011252210,15.2544572072688
26110,262210,1,4,1,1,1,24,1,4,4,-2,2,2,6,2,6,2,2,3,0,3,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,12,1218,99,1,12,1218,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,271,1,2,2,2,2,2,2,2,2,8,5,2500,3,5,611,2,2,3,96,2,1,1217001,1,2,-20,1,12000,2,1,1,2,2,2,-22,-22,8,999999999,99,97,999999997,97,20,999999999,99,13,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,1,5,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,80370001,3,2,1,3,1,12000,2,7,1,999997,97,1,2,2,2,2,2,-31,-31,0,1,1,2,2,-33,0,-34,-34,-34,-34,48,48141,9999999999,6,1,2,1,2,2,2,1,1,2,-37,-37,-37,2,2,2,1,6,5,2,1,1,2,2,-38,22,99999,9999999999,6,5,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,4,2022,0,0,-49,1,-50,-50,5,8,1,1011,1011262210,49.7285353744743
26410,262210,1,4,1,1,1,18,1,6,1,1,1,1,6,2,6,2,2,7,0,7,0,2,2,1,0,5,0,-5,-5,-5,-5,-5,2,2,2,2,1,13,1318,99,1,13,1318,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,611,2,1,1,2,2,2,2,2,2,7,4,500,3,3,111,2,2,1,96,2,1,1305024,7,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,9,999999999,99,99,999999999,99,99,999999999,99,10,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,1,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999999,999,99,1,6,2,-28,-28,-28,-28,0,0,-30,2,2,2,2,2,-31,-31,0,1,1,1,2,-33,0,-34,-34,-34,-34,48,48141,9999999999,6,1,3,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,5,5,2,1,2,4,1,4,48,48141,4814124000,5,5,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,6,2022,0,0,-49,1,-50,-50,2,1,1,1011,1011262210,49.7285353744743
26411,222211,1,4,1,1,1,25,1,2,3,-2,2,2,6,2,1,1,-3,4,2,2,0,1,1,1,1,1,1,2,-6,-6,-6,-6,2,2,2,2,1,19,1905,99,1,1,101,99,-13,-13,-13,-13,-13,-13,-13,15,6,1,-15,1,-17,511,1,1,2,1,1,1,2,1,2,12,6,5400,3,5,722,2,1,2,1,1,1,1312047,3,2,-20,1,5500,2,1,2,2,2,2,-22,-22,21,999999999,99,24,999999999,99,28,280320001,2,3,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,5,1,3,1,15000,2,6,1,15500,2,1,1,2,2,2,2,-31,-31,1,2,1,1,2,-33,0,-34,-34,-34,-34,48,48225,9999999998,6,4,4,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,3,2,1,2,4,1,4,48,48225,9999999999,1,3,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,4,7,1,1011,1011222211,48.5897139536848
26510,262210,1,4,1,1,1,47,1,2,3,-2,2,2,1,2,6,1,-3,4,0,4,0,4,2,1,0,1,3,2,-6,-6,-6,-6,2,2,2,2,1,1,101,99,4,-10,-10,-10,2,2004,999999999,99,-14,-14,-14,2,6,1,-15,2,8,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,2,1,9999999,3,1,1,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,4,0,1,1011,1011262210,49.7285353744743
26711,222211,1,4,1,1,2,25,1,3,3,-2,1,1,6,2,5,1,-3,6,1,5,0,2,1,1,3,1,1,3,-6,-6,-6,-6,1,2,2,2,1,8,801,99,1,8,801,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,4,2,1,2,1,1,9999997,98,2,-20,1,999997,97,1,1,1,1,2,97,2,97,999999997,97,97,999999997,97,97,999999997,97,8,2,2,-23,-23,-23,-23,-23,-23,98,98,98,98,98,98,2,1,2,2,8,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999997,997,97,1,6,1,999998,98,97,2,999998,98,1,1,1,1,2,2,97,2,98,2,1,2,2,-33,0,-34,-34,-34,-34,97,99997,9999999997,6,97,5,1,2,2,1,1,1,2,-37,-37,-37,1,2,2,2,8,2,2,2,2,4,1,4,97,99997,9999999997,8,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011222211,28.7142723901531
26810,262210,1,4,1,1,1,28,1,2,3,-2,2,2,2,2,6,2,2,8,2,6,0,3,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,1,101,99,5,-11,-11,-11,-11,-11,-11,-11,34,34013,3401319390,11,6,1,-15,1,-17,712,2,2,2,2,2,2,2,2,2,8,5,200,2,2,236,3,2,2,1,1,1,1217001,0,1,3,1,12000,2,2,2,2,2,2,-22,-22,20,999999999,99,28,280320001,2,28,280320001,2,9,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,1,1,1,1,1,2,2,2,2,6,280320001,9,5,1,3,1,1200,2,6,2,22000,2,1,1,2,2,2,2,-31,-31,0,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48145,9999999999,3,1,4,2,2,2,2,2,2,3,-37,-37,-37,1,1,2,2,9,5,2,1,1,4,1,1,34,34013,9999999998,11,6,-40,-40,-40,-40,-40,-40,-40,-40,1,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,10,2011,1,0,-49,1,-50,-50,4,3,1,1011,1011262210,49.7285353744743
27011,222211,1,4,1,1,1,18,1,2,3,-2,1,1,3,2,6,2,2,4,2,2,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,1,101,99,1,1,101,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,421,6,1,1,2,2,2,2,2,2,15,7,9000,3,5,461,2,2,1,96,1,1,1305024,3,2,-20,1,15000,2,1,1,2,2,2,-22,-22,9,999999999,99,21,999999999,99,19,190390001,2,30,2,2,-23,-23,-23,-23,-23,-23,1,2,1,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999999,5,2,1,3,1,15000,2,4,2,15000,2,1,1,1,2,2,2,-31,-31,0,1,1,2,2,-33,0,-34,-34,-34,-34,48,48309,9999999999,6,1,3,1,2,2,2,1,1,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,1,4,48,48309,9999999999,8,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,4,4,1,1011,1011222211,48.5897139536848
28011,232211,1,4,1,1,2,26,1,6,1,1,2,2,6,2,6,2,2,5,0,4,1,5,2,1,0,5,0,-5,-5,-5,-5,-5,2,2,2,2,1,5,513,99,1,5,513,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,6,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,1,2,1,1,1312047,3,1,2,2,-21,-21,1,2,2,2,2,-22,-22,26,999999999,99,7,70190001,2,26,999999999,99,1,6,1,26,99999,999999999,99,961,814,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,260700001,8,5,1,2,1,1500,1,4,2,8000,2,1,1,2,2,2,2,-31,-31,0,2,1,1,2,-33,1,0,-35,-35,0,4,99999,9999999999,4,4,3,1,2,2,1,1,1,1,1,1,1,2,2,1,2,53,2,2,1,2,4,1,4,4,99999,9999999999,53,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,1,-44,2022,1,1,2,2,2022,9,2022,0,1,1,3,1,1,2,0,1,1011,1011232211,69.542378444902
28311,232211,1,4,1,1,2,22,1,3,2,-2,1,1,6,2,6,2,3,5,3,2,0,2,2,1,0,5,1,3,-6,-6,-6,-6,2,2,2,2,1,12,1205,99,1,12,1205,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,611,6,1,1,2,2,2,2,2,2,3,6,600,3,5,111,3,2,1,96,1,1,1305024,3,2,-20,1,999999,99,1,2,2,2,2,-22,-22,99,999999999,99,99,999999999,99,99,999999999,99,7,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999999,3,2,1,3,1,999999,99,1,2,999999,99,2,1,2,2,2,2,-31,-31,0,1,1,2,2,-33,0,-34,-34,-34,-34,4,99999,9999999998,7,1,2,1,2,2,1,1,1,2,-37,-37,-37,1,2,2,2,25,2,2,1,2,4,2,-38,4,99999,9999999999,25,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,3,1,1,1011,1011232211,69.542378444902
29110,282210,1,4,1,1,2,23,1,5,1,1,1,1,6,2,6,2,2,4,1,3,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,8,801,99,1,8,801,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,8,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,1,96,2,1,9999999,3,2,-20,1,999999,99,1,1,2,2,2,-22,-22,99,999999999,99,99,999999999,99,99,999999999,99,999,99,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999999,999,99,1,3,1,999999,99,99,2,999999,99,99,1,1,2,2,2,-31,-31,2,1,1,99,2,-33,0,-34,-34,-34,-34,99,99999,9999999999,5,1,2,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,2,3,2,1,2,4,2,-38,99,99999,9999999999,2,3,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,1,-44,9999,2,2,1,-46,-46,10,2022,0,0,-49,1,-50,-50,1,0,1,1011,1011282210,70.4396994570942
29410,282210,1,4,1,1,2,18,1,3,2,-2,2,2,3,2,6,2,2,8,4,4,0,4,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,21,9999,99,1,21,9999,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,8,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,1,96,2,1,9999997,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,97,999999997,97,97,999999997,97,97,999999997,97,22,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,1,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999997,10,2,1,6,2,-28,-28,-28,-28,1500,3,2,2,2,2,2,2,-31,-31,0,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48225,9999999999,3,1,5,1,2,2,2,1,1,2,-37,-37,-37,2,2,2,2,4,2,2,2,2,4,2,-38,48,99999,9999999999,10,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011282210,70.4396994570942
