folio,unidad,ciudad,trim,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p7_4_1,p7_4_2,p7_4_3,p7_4_4,p7_5,p7_5_1,p7_5_2,p7_5_2_1,p8,p9_1,p9_2,p9_3,p9_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12,p13_13_1,p13_13_2,p13_14,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_0_1,p18_0_2,p18_0_3,p18_0_4,p18_0_5,p18_1,p18_2,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1e,p22_1m,p22_1l,p22_1u,p22_3,p22_4,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_1,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_0_1,p29_0_2,p29_0_3,p29_0_4,p29_0_5,p29_1,p29_2,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_2_3_1,p35_2_3_2,p35_2_3_3,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p35_9,p35_9_1,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,nivel,oficio_res,filtro,estrato,upm,ponfin3
10910,142210,1,4,1,1,1,19,1,1,4,-2,2,2,6,2,6,2,2,13,4,9,0,4,2,3,0,3,0,-5,-5,-5,-5,-5,2,2,2,2,1,13,1332,99,1,13,1302,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,1,1,9999997,3,2,-20,1,999997,97,2,1,2,2,2,-22,-22,22,999999999,99,21,999999999,99,28,280320001,2,21,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,1,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,3,1,3,1,999997,97,7,1,999997,97,1,2,1,2,2,2,-31,-31,1,2,1,1,2,-33,1,1,3,-36,0,48,99999,9999999999,6,99,3,2,2,2,1,1,1,1,99,99,99,2,2,2,2,4,2,2,1,2,4,2,-38,48,99999,9999999999,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,1,-44,2022,2,2,1,-46,-46,10,2022,0,0,-49,1,-50,-50,5,0,1,1011,1011142210,50.1081425147375
11310,142210,1,4,1,1,1,30,1,6,1,1,2,2,6,2,5,1,-3,3,1,2,0,1,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,1,10,1001,99,1,10,1001,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,933,2,2,2,2,2,2,2,2,2,8,5,99998,98,98,111,3,2,1,2,1,1,9999999,1,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,24,999999999,99,21,999999999,99,98,999999998,98,7,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,1,1,1,2,2,2,2,2,2,1,999999998,8,1,2,-27,2,-28,-28,-28,-28,999998,98,2,2,2,2,2,2,-31,-31,2,2,1,2,2,-33,0,-34,-34,-34,-34,48,99999,9999999998,4,4,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,4,2,2,1,2,4,2,-38,48,99999,9999999999,4,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,3,2020,2022,2,2,1,-46,-46,9,2022,0,0,-49,1,-50,-50,2,7,1,1011,1011142210,50.1081425147375
11410,142210,1,4,1,1,1,25,1,2,3,-2,2,2,3,2,6,2,2,5,0,5,0,3,2,1,0,5,0,-5,-5,-5,-5,-5,2,2,2,2,1,1,101,99,4,-10,-10,-10,7,7019,999999999,99,-14,-14,-14,3,6,1,-15,2,3,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,3,2,1,96,2,1,1312047,0,1,3,2,-21,-21,1,1,1,1,2,6,2,7,70650001,2,12,999999999,99,98,999999998,98,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,4,0,1,1011,1011142210,50.1081425147375
11810,142210,1,4,1,1,1,30,1,3,3,-2,2,2,6,2,6,2,2,6,2,2,2,1,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,1,135,99,1,1,135,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,312,1,2,2,1,1,1,1,2,2,8,6,3500,3,5,461,2,2,1,96,2,1,9999999,4,2,-20,1,9500,2,2,2,2,2,2,-22,-22,7,70060038,1,28,280320001,2,7,70780001,2,28,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280000000,3,2,1,3,1,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,4,8,1,1011,1011142210,50.1081425147375
11811,92211,1,4,1,1,2,18,1,2,3,-2,2,2,6,2,6,2,2,3,0,3,0,3,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,9,922,99,1,9,922,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,2,1,1,1,9999997,0,2,-20,2,-21,-21,1,2,2,2,2,-22,-22,97,999999997,97,97,999999997,97,97,999999997,97,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999997,2,2,1,5,2,-28,-28,-28,-28,999997,97,1,2,2,2,2,2,-31,-31,0,1,2,-32,2,-33,0,-34,-34,-34,-34,97,99997,9999999997,5,97,3,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,5,1,1,2,4,1,4,97,99997,9999999997,1,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011092211,53.1662699723928
12011,92211,1,4,1,1,1,46,1,2,1,1,1,1,6,2,1,1,-3,10,3,6,1,7,1,0,1,0,1,2,-6,-6,-6,-6,1,2,2,2,1,12,1206,99,1,12,1206,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,2,1,1,1217001,3,2,-20,1,999997,97,1,2,2,2,2,-22,-22,26,260430001,2,97,999999997,97,26,260430001,2,30,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,260040001,1,3,1,3,1,999997,97,6,2,15000,3,1,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,1,0,-35,-35,0,4,99998,9999999999,6,4,3,2,2,2,2,2,2,1,1,1,1,2,2,2,2,5,2,1,2,2,4,1,4,48,99998,9999999999,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,888,1990,2022,2,2,1,-46,-46,10,2022,0,0,-49,1,-50,-50,1,0,1,1011,1011092211,89.9668922423695
12311,92211,1,4,1,1,1,35,1,6,1,1,2,2,3,2,1,1,-3,5,1,4,0,3,1,1,1,1,1,2,-6,-6,-6,-6,2,2,2,2,1,20,2010,99,1,20,2010,99,-13,-13,-13,-13,-13,-13,-13,5,6,1,-15,1,-17,712,6,2,2,2,2,2,2,2,2,10,6,6000,3,5,236,2,2,1,96,1,1,1215013,0,2,-20,1,20000,3,2,2,2,2,2,-22,-22,7,70890001,2,19,190390001,2,28,280320001,2,40,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,1,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,21,2,1,3,1,20000,3,1,1,41000,3,1,2,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,97,99997,9999999997,5,1,2,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,7,2,2,2,2,4,2,-38,97,99997,9999999997,7,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,0,-43,-43,-43,-43,2,99,9999,9,2022,0,0,-49,2,2,2,2,3,1,1011,1011092211,89.9668922423695
12811,92211,1,4,1,1,2,27,1,2,3,-2,2,2,6,2,6,2,2,8,0,6,2,1,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,1,101,99,1,1,101,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,151,1,2,2,1,1,2,2,2,2,12,6,6500,3,5,493,3,2,1,96,2,1,1705099,3,2,-20,1,14000,2,2,2,2,2,2,-22,-22,9,999999999,99,28,280320001,2,28,280320001,2,45,2,2,-23,-23,-23,-23,-23,-23,2,2,1,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280270001,4,1,2,-27,1,14000,2,4,1,14000,2,2,2,2,2,2,2,-31,-31,5,1,1,1,2,-33,0,-34,-34,-34,-34,48,48309,9999999999,6,1,5,2,2,2,2,2,2,2,-37,-37,-37,2,1,2,2,4,2,2,2,2,4,1,4,48,48309,9999999999,4,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,4,8,1,1011,1011092211,53.1662699723928
14510,182210,1,4,1,1,1,36,1,2,1,1,2,2,6,2,6,1,-3,4,0,4,0,1,2,1,0,1,3,1,2,1,2,4,1,2,2,2,1,22,2205,99,1,22,2205,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,524,2,1,2,2,2,2,2,2,2,9,5,1600,3,3,814,2,2,1,96,2,1,9999999,3,2,-20,1,43000,3,1,1,2,2,2,-22,-22,28,280320001,2,99,999999999,99,28,280320001,2,12,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,1,8,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,289999999,2,2,1,3,1,43000,3,4,2,15000,2,2,1,1,2,2,2,-31,-31,2,1,2,-32,2,-33,0,-34,-34,-34,-34,99,99999,9999999999,4,1,3,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,3,2,1,2,4,2,-38,99,99999,9999999999,1,3,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,1,-44,2022,2,2,1,-46,-46,9,2022,0,0,-49,1,-50,-50,1,7,1,1011,1011182210,186.766713009476
15210,192210,1,4,1,1,1,41,1,2,3,-2,2,2,2,2,5,1,-3,4,0,4,0,1,1,1,3,5,3,1,1,1,2,3,2,2,2,2,1,9,920,99,5,-11,-11,-11,-11,-11,-11,-11,29,99999,9999999999,22,6,1,-15,1,-17,712,1,1,1,1,2,2,2,2,2,8,7,4000,2,5,236,2,2,1,96,2,1,1217001,3,2,-20,1,5000,3,1,1,2,2,2,-22,-22,15,999999999,99,99,999999999,99,15,999999999,99,2,3,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280220001,3,2,1,3,1,5000,3,1,1,5000,3,2,1,1,2,2,2,-31,-31,2,1,1,1,2,-33,0,-34,-34,-34,-34,29,99999,9999999999,3,3,3,1,1,2,2,2,2,2,-37,-37,-37,2,2,2,2,1,5,2,1,2,4,2,-38,20,99999,9999999999,26,6,-40,-40,-40,-40,-40,-40,-40,-40,1,20,1500,8,96,1,1,-44,1999,2,2,1,-46,-46,1,1999,0,0,-49,1,-50,-50,4,3,1,1011,1011192210,113.122927798422
15810,192210,1,4,1,1,1,20,1,1,2,-2,2,2,6,2,2,1,-3,4,3,1,0,2,1,1,3,1,1,1,1,2,-7,2,2,2,2,2,1,14,1413,99,5,-11,-11,-11,-11,-11,-11,-11,1,1057,9999999999,5,6,1,-15,1,-17,712,1,2,2,2,2,2,2,2,2,16,6,0,0,0,236,2,2,4,96,1,1,1312047,0,2,-20,1,12000,2,1,1,1,2,2,1,2,21,999999999,99,12,999999999,99,14,140390001,2,3,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,20040001,15,2,1,3,1,12000,2,5,2,14000,2,1,1,1,1,2,2,1,2,0,2,1,1,2,-33,0,-34,-34,-34,-34,1,1057,9999999999,2,2,4,2,2,2,2,2,2,1,1,1,1,1,1,2,2,4,5,2,1,1,4,2,-38,1,1057,9999999999,5,6,-40,-40,-40,-40,-40,-40,-40,-40,1,12,600,4,6,1,0,-43,-43,-43,-43,1,-46,-46,2,2018,1,0,-49,1,-50,-50,3,3,1,1011,1011192210,113.122927798422
17510,212210,1,4,1,1,1,22,1,3,2,-2,1,1,6,2,1,1,-3,4,1,3,0,1,1,1,1,1,1,2,-6,-6,-6,-6,2,2,2,2,1,16,1601,99,1,16,1601,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,99,99,999,99,99,99,99,99,99,99,99,99,99,99,99999,99,99,999,1,2,1,96,2,1,1215013,0,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,7,70060038,1,30,999999999,99,7,70060038,1,25,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,1,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,199999999,3,2,1,5,2,-28,-28,-28,-28,999997,97,97,2,2,2,2,2,-31,-31,0,2,1,2,2,-33,1,0,-35,-35,0,48,99999,9999999999,6,1,3,1,2,2,2,1,1,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,2,-38,48,99999,9999999999,8,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,1,-44,2019,2,2,1,-46,-46,9,2022,0,0,-49,1,-50,-50,3,99,1,1011,1011212210,44.0344282705269
17610,212210,1,4,1,1,2,19,1,1,99,-2,2,2,6,2,6,2,2,7,3,4,0,1,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,5,9999,99,1,5,9999,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,2,1,1312047,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,19,190390001,2,28,280320001,2,19,190390001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,4,2,-28,-28,-28,-28,999997,97,97,2,2,2,2,2,-31,-31,0,2,2,-32,2,-33,1,0,-35,-35,1,48,99999,9999999999,5,1,2,2,2,2,1,1,1,2,-37,-37,-37,2,2,2,2,3,2,2,2,2,4,2,-38,48,99999,9999999999,997,97,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,99,0,1,1011,1011212210,26.0223093535762
17710,212210,1,4,1,1,2,29,1,2,3,-2,2,2,6,2,5,2,1,3,0,3,0,2,2,1,1,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,18,1801,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,4,2,1,96,2,1,9999997,3,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,4,0,1,1011,1011212210,26.0223093535762
18010,212210,1,4,1,1,1,39,1,6,1,1,2,2,6,2,5,1,-3,7,3,4,0,2,2,0,1,3,1,2,-6,-6,-6,-6,1,2,2,2,1,5,501,99,1,5,501,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,834,1,1,1,2,2,2,2,2,2,12,2,5000,3,5,484,2,2,1,96,2,1,1312047,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,9,999999999,99,19,190390001,2,19,190390001,2,11,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,1,2,-28,-28,-28,-28,6000,2,2,2,2,2,2,2,-31,-31,2,1,2,-32,2,-33,1,0,-35,-35,1,48,48309,9999999999,5,1,2,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,7,2,2,2,2,4,2,-38,48,48309,9999999999,7,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,3,2022,2022,2,2,3,0,-47,-47,-47,-47,0,-49,3,3,2,2,7,1,1011,1011212210,44.0344282705269
18110,212210,1,4,1,1,1,22,1,2,3,-2,2,2,6,2,1,1,-3,5,1,4,0,2,2,1,1,5,1,2,-6,-6,-6,-6,2,2,2,2,1,15,1501,99,1,15,1501,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,8,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,1,1,96,2,1,1215013,3,2,-20,1,125000,3,1,1,2,2,2,-22,-22,21,999999999,99,9,999999999,99,9,999999999,99,1,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,5,2,1,3,1,125000,3,4,2,125000,3,2,1,1,2,2,2,-31,-31,2,1,1,1,2,-33,0,-34,-34,-34,-34,48,48225,9999999999,6,1,3,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,5,2,2,1,2,4,2,-38,48,48225,9999999999,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,1,-44,2022,2,2,1,-46,-46,9,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011212210,44.0344282705269
18410,212210,1,4,1,1,1,33,1,3,3,-2,2,2,6,2,5,1,-3,5,3,2,0,1,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,1,11,1102,99,1,1,101,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,3,2,1,2,1,1,1312047,0,2,-20,1,999997,97,1,1,2,2,2,-22,-22,21,999999999,99,20,999999999,99,19,190390001,2,3,3,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280070001,4,2,1,3,1,999997,97,97,2,999997,97,2,1,1,1,2,2,1,2,1,2,1,2,2,-33,0,-34,-34,-34,-34,97,99997,9999999997,4,1,5,1,2,2,2,2,2,3,-37,-37,-37,2,2,2,2,7,2,2,1,2,4,1,4,97,99997,9999999997,7,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,2,2022,2022,2,2,2,1,-48,9,2022,1,1,1,1,-50,-50,4,0,1,1011,1011212210,44.0344282705269
18510,212210,1,4,1,1,2,30,1,3,3,-2,2,2,6,2,6,1,-3,3,1,2,0,1,1,1,0,1,0,-5,-5,-5,-5,-5,1,2,1,2,1,1,101,99,1,18,1801,99,-13,-13,-13,-13,-13,-13,-13,11,6,1,-15,1,-17,311,2,1,2,2,2,2,2,2,2,24,3,500,3,3,932,3,2,1,2,1,1,9999997,3,2,-20,1,999997,97,2,2,2,2,2,-22,-22,97,999999997,97,97,999999997,97,97,999999997,97,8,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280331097,16,1,1,3,1,999997,97,4,2,999997,97,1,2,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48309,9999999999,2,4,5,2,2,2,2,2,2,1,1,1,1,1,1,2,2,4,2,2,1,2,4,1,4,48,48309,9999999999,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,4,8,1,1011,1011212210,26.0223093535762
18811,152211,1,4,1,1,1,41,1,2,3,-2,1,1,6,2,5,1,-3,4,3,1,0,1,1,7,1,1,1,3,-6,-6,-6,-6,1,2,2,2,1,9,917,99,1,9,917,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,611,6,1,1,2,2,2,2,2,2,8,5,1500,3,5,111,2,2,1,96,1,1,1312047,5,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,99,999999999,99,99,999999999,99,99,999999999,99,18,2,2,-23,-23,-23,-23,-23,-23,2,2,1,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280270001,8,2,1,8,2,-28,-28,-28,-28,9000,3,1,1,1,2,2,2,-31,-31,0,1,2,-32,2,-33,0,-34,-34,-34,-34,48,99999,9999999999,6,1,3,1,2,2,1,1,1,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,1,4,48,99999,9999999999,8,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,4,1,1,1011,1011152211,198.914141497897
19511,162211,1,4,1,1,1,51,1,4,1,1,2,2,3,2,5,1,-3,8,1,7,0,1,1,1,1,5,1,3,-6,-6,-6,-6,1,2,2,2,1,9,917,99,5,-11,-11,-11,-11,-11,-11,-11,12,12069,9999999999,6,6,1,-15,1,-17,712,1,2,2,2,2,2,2,2,2,9,6,3200,2,5,236,3,2,1,96,1,1,1312047,5,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,9,999999999,99,28,280270001,2,28,280270001,2,50,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280270001,30,2,1,6,1,1500,2,4,3,40000,3,1,1,1,2,2,2,-31,-31,0,1,2,-32,2,-33,0,-34,-34,-34,-34,12,12069,9999999999,3,2,1,1,2,2,2,2,2,3,-37,-37,-37,2,2,2,2,3,5,2,1,2,4,2,-38,12,12069,9999999999,6,6,-40,-40,-40,-40,-40,-40,-40,-40,2,12,600,4,96,1,0,-43,-43,-43,-43,2,1,-48,9,2016,0,0,-49,2,2,2,1,3,1,1011,1011162211,197.395712936845
21611,182211,1,4,1,1,2,30,1,5,4,-2,2,2,6,2,6,2,3,6,0,6,0,4,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,9,920,99,1,9,920,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,421,1,2,2,2,2,2,2,2,2,11,7,2500,3,5,461,3,2,2,96,2,1,9999997,3,2,-20,2,-21,-21,1,2,2,2,2,-22,-22,97,999999997,97,97,999999997,97,97,999999997,97,20,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999997,4,2,1,1,2,-28,-28,-28,-28,4500,1,1,1,2,2,2,2,-31,-31,2,2,1,2,2,-33,1,0,-35,-35,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,5,4,1,1011,1011182211,34.2263871793342
