folio,unidad,trimestre,region,ciudad,punto,turno,sexo,edad,nacio,cruzar,trabajar,estuvo,p1,p1_1,p1_2,p1_2_1,p1_2_2_1,p1_2_2_2,p1_3,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1d,p8_1m,p8_1u,p8_1_1,p8_2e,p8_2m,p8_2l,p8_2u,p9,p9_1,p9_2,p9_2_1,p9_4,p9_5,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p9_6_5,p9_6_6,p9_6_7,p9_7,p9_8,p9_9c,p9_9u,p9_9t,p9_10,p9_11,p9_11_1_1,p9_11_1_2,p9_12,p9_13,p9_14,p9_15_1,p9_15_2,p10,p11,p12,p13,p13_1,p13_2,p14,p14_1,p14_2,p15,p16,p16_1,p16_2,p16_3,p16_4,p17,p17_1f,p17_1p,p17_1u,p17_2e,p17_2m,p17_3,p18,p18_1,p18_2,p18_2_1,p18_2_2c,p18_2_2t,p19c,p19t,p20,p20_1c,p20_1t,p20_2,p21,p21_1c,p21_1t,p22c,p22t,p23,p24m,p24a,p25_1,p25_1_1,p25_2,p25_2_1,p25_3,p25_3_1,p26,p26_1,p26_2,p27,p28,p28_1f,p28_1p,p28_1u,p28_2e,p28_2m,p28_4,p28_5,p28_6,p28_7_1,p28_7_2,p28_7_3,p28_7_4,p28_7_5,p28_7_6,p28_7_7,p28_8,p28_9,p28_10c,p28_10u,p28_10t,p28_10_1,p28_11,p28_12,p29,p30,p31,nivel,oficio_mx,filtro,estrato,upm,ponfin3
1185311,272211,4,1,3,3,2,2,23,1,1,1,-4,2,3,2,3,-7,-7,-7,2,2,3,2,-8,2,6,2,2,6,2,4,0,2,2,1,13,1302,1,1,-13,-13,-13,-13,2,4,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,6,96,0,1312047,3,1,2,4,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70340239,1,7,7034,2,2,-28,-28,-28,-28,-28,4,1,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,3,0, ,3032,3032272211,4.2907436844
1185610,282210,4,1,3,2,3,1,21,1,1,1,-4,2,1,0,-6,-6,-6,-6,1,1,2,1,1,2,5,1,-9,5,3,2,0,2,1,1,9,913,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,2,96,2,1312047,3,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,1,70160062,-26,1,7,7016,1,2,-28,-28,-28,-28,-28,1,5,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,0, ,3023,3023282210,7.12266120291555
1185711,272211,4,1,3,3,2,1,23,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,2,2,-8,2,6,2,2,5,0,5,0,4,2,1,13,1312,2,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70750001,2,7,7075,2,1,8,1,2,-30,-30,5,5,6,-33,-33,-33,2,6,5,5,5,2018,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70750001,2,7,7075,263,2,2,1,1,2,2,2,2,2,8,6,4000,1,4,1,811,2,2,-45,2,3,8,1,3032,3032272211,27.4222433835
1185810,282210,4,1,3,2,3,1,27,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,3,1,1,2,5,1,-9,6,2,4,0,3,2,1,13,1306,99,1,-13,-13,-13,-13,1,-14,1,-16,411,6,2,2,2,2,2,2,2,8,6,200,3,2,461,2,-18,-18,2,2,2,2,96,2,1312047,8,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70340239,1,7,7034,2,2,-28,-28,-28,-28,-28,2,2,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,0, ,3023,3023282210,7.12266120291555
1185811,272211,4,1,3,3,2,2,45,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,5,1,1,2,1,2,1,5,3,2,0,2,2,1,13,1312,97,1,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,1,1,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,4,2,-29,-29,-29,8,5,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,3,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,999999999,99,99,99999,999,1,2,2,2,2,2,2,2,2,8,6,99999,99,99,1,999,2,2,-45,2,1,99,1,3032,3032272211,98.6871047412
1186010,282210,4,1,3,2,3,1,21,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,2,1,-9,1,-10,-10,-10,-10,-10,1,6,604,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,2,96,0,1312047,5,2,-20,-20,2,-22,1,1,5,1,1,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,1,3,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,1,0,2,2,0, ,3023,3023282210,42.7359633642507
1186011,272211,4,1,3,3,2,2,26,1,1,1,-4,2,3,1,3,-7,-7,-7,2,2,3,2,-8,2,6,2,2,5,1,4,0,2,2,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1312047,3,1,2,5,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,71010001,2,7,7101,1,2,-28,-28,-28,-28,-28,4,2,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,3,0, ,3032,3032272211,34.3259494752
1186110,282210,4,1,3,2,3,2,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,0,0,2,2,6,2,2,6,2,4,0,3,2,1,9,921,1,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,7,1,7,1312047,1,2,-20,-20,2,-22,2,2,5,1,1,2,17,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,20,2,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,0,0, ,3023,3023282210,19.5033798720723
1186111,272211,4,1,3,3,2,2,22,1,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,2,3,-8,2,6,2,2,5,0,5,0,3,2,1,13,1312,1,1,-13,-13,-13,-13,2,99,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,6,96,0,1312047,4,1,2,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70190001,2,7,7019,2,2,-28,-28,-28,-28,-28,3,2,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,4,0, ,3032,3032272211,17.1629747376
1186310,282210,4,1,3,2,3,1,22,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,3,1,1,2,6,2,2,6,0,6,0,5,2,1,13,1319,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,70691504,-26,1,7,7069,2,1,8,1,2,-30,-30,2,5,8,-33,-33,-33,4,3,5,2,5,2018,7,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70691504,-43,1,7,7069,611,2,2,1,1,2,2,2,2,2,8,4,250,1,2,1,111,2,2,-45,2,1,1,1,3023,3023282210,35.6133034457493
1186311,272211,4,1,3,3,2,2,20,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,2,2,-8,2,6,2,2,6,3,3,0,2,2,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,5,2,2,1,96,0,1312047,1,1,2,5,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70190001,2,7,7019,1,1,4,1,1,2,6,777,7,8,-33,-33,-33,2,1,5,5,5,2018,5,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70190001,2,7,7019,312,1,2,1,2,2,2,2,2,2,9,6,3000,1,4,1,461,2,2,-45,2,3,8,1,3032,3032272211,45.0528086862
1186511,272211,4,1,3,3,2,2,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,6,1,5,0,3,2,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1312047,1,1,2,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70340239,1,7,7034,1,1,4,1,1,3,6,8,1,888,3,6,6,-34,-34,-34,3,6,2018,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340239,1,7,7034,312,1,2,2,2,2,2,2,2,2,8,6,2000,1,4,1,461,2,2,-45,2,3,8,1,3032,3032272211,4.2907436844
1186610,282210,4,1,3,2,3,1,36,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,3,2,-8,2,5,1,-9,5,2,3,0,2,1,1,13,1302,2,1,-13,-13,-13,-13,1,-14,1,-16,511,1,1,2,2,2,2,2,2,10,6,1200,3,5,722,1,99,96,1,2,2,4,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70190001,2,7,7019,2,1,8,2,-29,-29,-29,777,7,3,-33,-33,-33,1,1,6,8,5,2019,1,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70190001,2,7,7019,511,1,2,1,1,2,2,2,2,2,10,6,2500,1,4,1,722,2,2,-45,2,3,7,1,3023,3023282210,71.2266056070845
1186710,282210,4,1,3,2,3,1,28,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,2,3,1,1,2,5,1,-9,4,1,3,0,1,1,1,8,805,1,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,2,-27,70340239,1,7,7034,1,1,2,1,1,6,5,6,2,888,999,99,1,-34,-34,-34,6,2,2022,99,9999,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340239,1,7,7034,999,1,2,2,2,2,2,2,2,2,8,6,2500,1,3,1,999,2,2,-45,2,1,99,1,3023,3023282210,7.12266120291555
1186910,282210,4,1,3,2,3,2,28,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,5,1,1,2,1,1,-9,4,2,2,0,2,1,1,22,2204,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,2,96,0,1312047,1,1,99,2,-21,-21,-21,1,5,1,2,2,53,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,0, ,3023,3023282210,7.80135279290964
1186911,272211,4,1,3,3,2,1,33,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,6,1,1,2,1,1,-9,5,3,2,0,1,1,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1312047,1,1,2,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70340239,1,7,7034,1,1,4,1,1,1,6,8,1,888,1,6,6,-34,-34,-34,8,1,2015,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340239,1,7,7034,313,1,2,2,2,2,2,2,2,2,8,6,2500,1,4,1,493,2,2,-45,2,2,8,1,3032,3032272211,62.679413448
