folio,unidad,trim,region,ciudad,punto,turno,sexo,edad,nacio,vieneud,paisvive,trabaja,estuvo,p1,p1_1,p1_1_1,p1_1_2_1,p1_1_2_2,p1_2,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1c,p8_1t,p8_2m,p8_2a,p9,p9_1,p10,p11,p11_1,p11_1_1,p11_1_2,p12,p12_1c,p12_1u,p12_2,p13c,p13t,p13_1_1c,p13_1_1t,p13_1_2c,p13_1_2t,p13_1_3c,p13_1_3t,p14,p14_1,p14_1_1f,p14_1_1p,p14_1_1u,p14_1_2e,p14_1_2m,p14_1_3,p14_3,p14_4,p14_5,p14_6_0_1,p14_6_0_2,p14_6_0_3,p14_6_0_4,p14_6_0_5,p14_6_0_6,p14_6_0_7,p14_6_1,p14_7_1,p14_7_2,p14_7_3,p14_7_4,p14_7_5,p14_7_6,p14_7_7,p14_8,p14_9,p14_10c,p14_10u,p14_10t,p14_10_1,p14_11,p14_12,p14_12_1,p14_12_2,p14_12_3,p14_12_4,p14_12_5,p14_12_6,p15,p15_1,p15_2c,p15_2t,p16c,p16t,p17,p17_1_1,p17_1_2,p17_1_3,p17_2,p18_1,p18_1_1,p18_2,p18_2_1,p18_3,p18_3_1,p18_4,p18_4_1,p19_0_1,p19_0_2,p19_0_3,p19_0_4,p19_1,p20,p21,p22,p23c,p23t,p23_1,p23_2c,p23_2t,p23_3,p23_4c,p23_4t,p23_5,p24,p24_1,p25a,p25m,p26p,p26_1e,p26_1m,p26_1l,p26_1u,p26_2d,p26_2m,p26_2b,p26_2u,p27,p27_1,p27_2,p27_2_1,p27_4,p27_5,p27_6,p27_7,p27_8,p28,p29,p29_1m,p29_1a,p29_2,p29_3,p29_3_1,p29_4,p29_5c,p29_5t,p29_6,p29_7,p30,filtro,estrato,upm,ponfin3
1116408,272208,3,1,3,2,2,1,19,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,1,2,-9,2,6,2,2,4,0,4,0,3,1,1,-12,-12,6,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,2,5,2,5,999,99,999,99,1,2,-19,70340239,1,7,7034,1,933,1,1,1,1,2,2,2,2,2,4,2,2,-23,2,2,2,2,10,6,4000,1,5,1,431,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,999,99,-40,-40,-40,-40,999,99,999,0,-43,2021,99,1,-44,-44,-44,-44,20,2001,2001153,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022272208,5.4707652428679
1096108,262208,3,1,3,1,3,2,27,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,4,0,3,1,3,2,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,3,5,3,5,2,2,2,2,1,2,-19,70340001,2,7,7034,1,751,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,6,300,1,2,1,311,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,5,5,-40,-40,-40,-40,3,5,3,0,-43,2019,-998,1,-44,-44,-44,-44,13,1311,1311154,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013262208,23.068555965967
1093808,262208,3,1,3,1,3,2,28,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,5,0,4,1,4,2,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,4,5,4,5,1,5,1,2,1,2,-19,70780001,2,7,7078,1,951,6,-21,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,12,6,800,1,2,1,465,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,5,5,-40,-40,-40,-40,4,5,2,0,-43,2016,13,1,-44,-44,-44,-44,13,1326,1326029,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013262208,23.068555965967
1073008,252208,3,1,3,1,3,2,27,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,0,0,2,2,6,2,2,3,0,3,0,2,2,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,5,5,5,3,2,5,2,1,2,-19,70340099,1,7,7034,1,961,1,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,9,6,1500,1,4,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312103,1,2,5,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013252208,18.7667235786261
1068108,252208,3,1,3,1,3,1,19,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,1,2,-9,2,6,2,2,4,0,4,0,2,2,1,-12,-12,8,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,11,1,11,1,999,99,999,99,1,2,-19,70340239,1,7,7034,2,713,1,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,11,6,2000,1,4,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,888,88,-39,6,5,6,-42,-42,-42,0,-43,2019,-998,1,-44,-44,-44,-44,13,1305,1305024,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013252208,18.6309498031021
952208,222208,3,1,3,2,2,2,28,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,0,0,2,2,6,2,2,6,0,6,0,3,2,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,6,5,6,5,2,2,2,2,1,2,-19,70780001,2,7,7078,2,751,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,6,800,1,3,1,311,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,4,6,5,-40,-40,-40,-40,6,5,1,0,-43,2014,13,1,-44,-44,-44,-44,13,1316,1316001,1,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022222208,13.1349350398939
926708,202208,3,1,3,1,2,1,28,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,1,6,2,2,4,0,4,0,3,2,1,-12,-12,6,2022,0,1312047,1,1,2,2,-16,2,-17,-17,-17,2,5,2,5,1,2,1,2,1,2,-19,70340001,2,7,7034,1,524,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,10,6,150,1,2,1,811,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,2,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,5,5,-40,-40,-40,-40,2,5,3,0,-43,2011,13,1,-44,-44,-44,-44,13,1312,1312004,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012202208,15.8102642709099
777908,182208,3,1,3,1,3,1,21,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,4,0,3,1,2,1,1,-12,-12,3,2021,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,8,1,8,1,1,3,2,3,1,2,-19,70340239,1,7,7034,2,411,6,-21,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,2500,1,3,1,463,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,8,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,888,88,-39,17,5,6,-42,-42,-42,0,-43,9999,99,1,-44,-44,-44,-44,13,1312,1312100,1,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013182208,17.4901631884208
774608,182208,3,1,3,1,3,1,29,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,6,2,2,3,0,3,0,1,2,1,-12,-12,7,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,3,3,2,3,4,3,4,2,1,2,-19,70340001,2,7,7034,1,223,1,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,5,6,110,1,2,1,541,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,2,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,4,3,5,-40,-40,-40,-40,2,5,4,0,-43,2018,13,1,-44,-44,-44,-44,13,1312,1312010,2,1,-47,2,1,999,999,2,2,2,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013182208,17.4901631884208
773308,182208,3,1,3,1,3,2,19,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,1,1,2,6,2,2,3,0,3,0,2,2,1,-12,-12,1,2021,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,20,5,20,5,2,3,999,99,1,2,-19,70190158,1,7,7019,2,961,1,2,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,8,6,4000,1,5,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,20,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,999,99,-40,-40,-40,-40,20,5,999,0,-43,9999,1,1,-44,-44,-44,-44,13,1304,1304050,1,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013182208,17.6176234368633
746808,172208,3,1,3,2,3,1,22,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,3,0,3,0,1,1,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,7,5,7,5,3,2,1,3,1,2,-19,70060044,1,7,7006,2,612,1,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,2000,1,4,1,112,2,-24,-24,-24,-24,-24,-24,1,-29,5,2,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1311,1311019,1,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023172208,5.4707652428679
703108,162208,3,1,3,1,3,2,51,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,6,2,2,3,0,1,2,1,1,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,12,1,12,1,1,3,2,5,1,2,-19,999999999,99,7,7034,2,951,6,-21,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,12,4,1000,1,2,1,465,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,12,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,3013,3013162208,71.6567692244752
703008,162208,3,1,3,1,3,1,21,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,4,0,3,1,2,2,1,-12,-12,98,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,4,1,4,1,1,5,999,99,1,2,-19,70340239,1,7,7034,1,951,6,-21,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,4,6,400,1,2,1,465,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,4,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013162208,32.3356117031573
701708,162208,3,1,3,1,3,1,24,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,4,1,1,2,6,2,2,5,0,5,0,3,2,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,5,1,5,1,2,3,2,3,1,2,-19,70340239,1,7,7034,2,933,1,2,1,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,5,6,2500,1,4,1,431,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,5,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,888,88,-39,8,5,6,-42,-42,-42,0,-43,2022,1,1,-44,-44,-44,-44,13,1312,1312034,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013162208,29.1020498787283
694808,162208,3,1,3,1,2,2,27,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,6,2,2,5,0,5,0,4,2,1,-12,-12,4,2021,0,1312047,1,1,2,5,-16,2,-17,-17,-17,1,6,1,6,4,2,4,2,1,2,-19,70340001,2,7,7034,1,522,1,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,11,6,3100,1,4,1,624,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,1,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,6,-40,-40,-40,-40,11,5,1,0,-43,2017,13,1,-44,-44,-44,-44,13,1312,1312031,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012162208,34.837341250619
687008,162208,3,1,3,1,3,2,25,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,2,5,1,1,2,6,2,2,5,0,5,0,3,2,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,6,5,6,5,2,2,2,2,1,2,-19,999999999,99,7,7019,2,961,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10,6,2500,1,4,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,4,6,5,-40,-40,-40,-40,6,5,1,0,-43,2015,13,1,-44,-44,-44,-44,13,1312,1312177,1,1,-47,2,3,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013162208,19.5427552430387
685708,162208,3,1,3,1,3,1,23,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,4,0,4,0,2,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,4,2,4,2,999,99,999,99,1,2,-19,70060014,1,7,7006,1,611,1,2,1,2,1,2,2,2,2,-22,2,2,-23,2,2,2,2,5,6,3000,1,5,1,111,1,2,-25,-25,99,2,2,2,2,-30,-30,998,98,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,1,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1304,1304041,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013162208,25.8684893625258
675208,162208,3,1,2,1,2,2,19,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,2,-9,2,6,2,2,9,0,9,0,4,2,1,-12,-12,8,2022,0,1215013,1,1,1,-15,-15,2,-17,-17,-17,1,3,998,98,998,98,998,98,1,2,-19,70890001,2,7,7089,1,961,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,9,6,2000,1,4,1,814,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,2012,2012162208,22.7088593069078
662008,152208,3,1,3,1,3,1,25,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,6,2,2,5,0,5,0,3,1,1,-12,-12,6,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,2,5,2,5,2,2,2,2,1,2,-19,70190039,1,7,7019,2,712,1,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,1800,1,3,1,236,2,-24,-24,-24,-24,-24,-24,2,1,2,5,2,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,4,2,5,-40,-40,-40,-40,2,5,3,0,-43,2015,13,1,-44,-44,-44,-44,13,1312,1312031,1,2,1,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013152208,31.397436672
661008,152208,3,1,3,1,3,1,20,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,2,2,-9,2,6,2,2,5,0,5,0,3,2,1,-12,-12,8,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,9,1,9,1,999,99,999,99,1,2,-19,70340239,1,7,7034,2,933,1,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,9,6,4500,1,5,1,999,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,1,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,888,88,-39,1,6,6,-42,-42,-42,0,-43,2021,99,1,-44,-44,-44,-44,13,1312,1312118,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013152208,5.232906112
619108,142208,3,1,3,2,2,2,26,1,1,1,1,-5,1,0,-7,-7,-7,0,1,1,5,1,1,2,6,2,2,5,0,5,0,4,2,1,-12,-12,5,2020,0,1312047,1,1,2,3,-16,2,-17,-17,-17,2,6,2,6,4,2,4,2,1,2,-19,230050001,2,23,23005,1,321,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,11,6,2600,1,4,1,721,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,2,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,1,6,-40,-40,-40,-40,11,5,1,0,-43,2020,-998,1,-44,-44,-44,-44,13,1302,1302078,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022142208,21.0260104010833
615408,142208,3,1,3,2,2,2,25,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,2,-9,2,6,2,2,4,0,4,0,3,2,1,-12,-12,3,2019,0,1312047,1,1,2,5,-16,2,-17,-17,-17,3,6,3,6,1,3,1,3,1,2,-19,70780025,1,7,7078,1,962,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,12,6,3450,1,4,1,721,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,3,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,1,6,-40,-40,-40,-40,11,5,1,0,-43,2017,13,1,-44,-44,-44,-44,13,1319,1319010,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022142208,21.0260104010833
615208,142208,3,1,3,2,2,2,29,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,1,2,2,6,2,2,4,0,4,0,2,2,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,5,2,-17,-17,-17,8,5,8,5,2,2,2,2,1,2,-19,70340001,2,7,7034,2,611,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10,6,155,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,5,2,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,10,5,-40,-40,-40,-40,8,5,1,0,-43,2018,13,1,-44,-44,-44,-44,13,1311,1311015,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022142208,21.0260104010833
613708,142208,3,1,3,2,2,1,24,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,6,2,2,4,0,3,1,2,1,1,-12,-12,5,2022,0,1312047,5,2,-14,-14,4,2,-17,-17,-17,4,5,4,5,2,3,2,3,1,2,-19,20040001,2,2,2004,1,712,1,2,1,2,1,2,2,2,2,-22,2,2,-23,2,2,2,2,8,5,10000,1,5,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,5,2,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998, ,3022,3022142208,20.8738911030928
611208,142208,3,1,3,2,2,1,23,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,3,0,3,0,2,1,1,-12,-12,99,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,4,5,5,5,3,2,1,3,1,2,-19,70890001,2,7,7089,1,923,1,1,1,2,1,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,2800,1,3,99,311,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,4,411,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022142208,20.8738911030928
578908,142208,3,1,2,3,2,2,29,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,3,-9,2,6,2,2,6,0,6,0,3,2,1,-12,-12,8,2022,0,1215013,1,1,2,2,-16,2,-17,-17,-17,13,1,998,98,998,98,998,98,1,2,-19,70890001,2,7,7089,2,312,1,2,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,13,6,1500,1,3,1,722,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,15,2,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,2032,2032142208,23.8176101672176
571008,132208,3,1,3,2,2,2,28,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,6,2,2,5,0,5,0,4,2,3,6,6,99,9999,0,1312047,2,1,2,-15,-15,2,-17,-17,-17,999,99,999,99,999,99,999,99,1,2,-19,70340053,1,7,7034,1,952,6,-21,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,10,6,380,1,2,1,461,2,-24,-24,-24,-24,-24,-24,99,99,999,99,2,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,6,779,77,99,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7034,70340053,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3022,3022132208,5.51063365858904
541708,112208,3,1,3,2,3,2,22,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,4,1,1,2,6,2,2,7,0,7,0,5,1,1,-12,-12,7,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,1,5,1,5,1,2,7,1,1,2,-19,71010001,2,7,7101,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,12,6,3000,1,5,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,4,2,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,1,5,-40,-40,-40,-40,1,5,8,0,-43,2021,99,1,-44,-44,-44,-44,14,1420,1420270,1,2,1,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023112208,59.7428062897756
