folio,trim,unidad,region,ciudad,punto,turno,sexo,edad,nacio,cruzar,trabajar,estuvo,p1,p1_1,p1_2,p1_2_1,p1_2_2_1,p1_2_2_2,p1_3,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1d,p8_1m,p8_1u,p8_1_1,p8_2e,p8_2m,p8_2l,p8_2u,p9,p9_1,p9_2,p9_2_1,p9_4,p9_5,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p9_6_5,p9_6_6,p9_6_7,p9_7,p9_8,p9_9c,p9_9u,p9_9t,p9_10,p9_11,p9_11_1_1,p9_11_1_2,p9_12,p9_13,p9_14,p9_15_1,p9_15_2,p10,p11,p12,p13,p13_1,p13_2,p14,p14_1,p14_2,p15,p16,p16_1,p16_2,p16_3,p16_4,p17,p17_1f,p17_1p,p17_1u,p17_2e,p17_2m,p17_3,p18,p18_1,p18_2,p18_2_1,p18_2_2c,p18_2_2t,p19c,p19t,p20,p20_1c,p20_1t,p20_2,p21,p21_1c,p21_1t,p22c,p22t,p23,p24m,p24a,p25_1,p25_1_1,p25_2,p25_2_1,p25_3,p25_3_1,p26,p26_1,p26_2,p27,p28,p28_1f,p28_1p,p28_1u,p28_2e,p28_2m,p28_4,p28_5,p28_6,p28_7_1,p28_7_2,p28_7_3,p28_7_4,p28_7_5,p28_7_6,p28_7_7,p28_8,p28_9,p28_10c,p28_10u,p28_10t,p28_10_1,p28_11,p28_12,p29,p30,p31,filtro,estrato,upm,ponfin3
38509,3,52209,1,2,6,3,2,18,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,3,-8,2,1,2,1,5,99,99,99,3,2,4,-12,-12,-12,-12,20,20278,202780003,1,2,4,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,1,2,2,99,96,0,1215013,2,2,-20,-20,2,-22,99,2,4,-24,-24,-24,-24,1,999999999,-26,99,7,7102,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,2063,2063052209,50.067571942
39009,3,52209,1,2,6,3,2,31,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,6,1,1,2,1,2,1,4,99,99,99,1,2,4,-12,-12,-12,-12,7,7089,999999999,99,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,1,2,2,7,96,0,1215013,2,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,2063,2063052209,66.7567633149503
40307,3,172207,1,1,3,2,2,27,1,1,2,1,1,-5,-5,-5,-5,-5,-5,2,2,2,1,1,2,1,2,1,3,1,2,0,1,2,4,-12,-12,-12,-12,7,7087,70870002,1,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,3,96,1,1217001,2,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70870002,1,7,7087,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1032,1032172207,22.2311171872038
55608,3,32208,1,1,3,2,1,27,1,1,2,1,1,-5,-5,-5,-5,-5,-5,2,2,5,1,1,2,1,1,-9,3,1,2,0,1,1,4,-12,-12,-12,-12,7,7087,70870001,2,1,-14,1,-16,421,1,2,2,2,2,2,2,2,8,6,4000,1,5,463,2,-18,-18,2,2,2,1,3,0,1217001,2,1,4,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,1,6,1,1,3,6,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1032,1032032208,23.8436729660337
56108,3,32208,1,1,3,2,2,32,1,1,2,1,2,3,1,1,1,96,1,2,2,5,1,1,2,5,2,1,4,1,3,0,1,2,4,-12,-12,-12,-12,7,7089,70890001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,1,0,1217001,2,1,4,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1032,1032032208,24.6836218630261
69509,3,52209,1,1,3,3,2,40,1,1,1,-4,2,1,1,1,4,96,1,2,2,5,1,1,2,5,2,1,3,1,2,0,1,2,4,-12,-12,-12,-12,7,7087,70870001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,1,1217001,2,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,1,3,1,1,6,6,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,8,2016,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70870001,2,7,7087,999,6,-44,2,2,2,2,2,2,2,8,6,200,1,2,1,999,2,2,-45,2, ,1033,1033052209,32.1850634266268
76708,3,32208,1,1,3,2,1,30,1,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,6,1,1,2,5,1,-9,3,1,2,0,2,1,4,-12,-12,-12,-12,7,7089,70890001,2,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,0,1217001,2,1,4,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,1,6,1,1,2,6,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1032,1032032208,23.8436729660337
79209,3,52209,1,1,3,3,2,19,1,1,2,1,2,2,1,1,4,96,0,2,2,3,2,-8,2,1,2,1,3,1,2,0,1,2,4,-12,-12,-12,-12,7,7089,70890001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,1,1217001,2,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,3,2020,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,1033,1033052209,32.1850634266268
94509,3,52209,1,1,3,3,2,39,1,1,2,1,1,-5,-5,-5,-5,-5,-5,2,2,0,0,2,2,6,1,-9,2,0,2,0,1,2,4,-12,-12,-12,-12,7,7087,70870001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,2,-28,-28,-28,-28,-28,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,2,2019,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,1033,1033052209,32.1850634266268
95809,3,52209,1,1,3,3,2,45,1,1,2,1,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,1,2,1,8,3,5,0,2,2,4,-12,-12,-12,-12,7,7087,70870001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,1,1217001,2,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,2,-28,-28,-28,-28,-28,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,2013,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,1033,1033052209,32.1850634266268
96709,3,52209,1,1,3,3,2,49,1,1,2,1,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,1,2,1,8,3,5,0,2,2,4,-12,-12,-12,-12,7,7087,70870001,2,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,96,0,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,1,4,1,1,10,6,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,2000,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70870001,2,7,7087,999,2,2,2,2,2,2,2,2,2,8,6,250,1,2,1,999,2,2,-45,2, ,1033,1033052209,32.1850634266268
99709,3,52209,1,1,3,3,1,31,1,1,1,-4,2,2,1,1,1,96,1,2,2,3,2,-8,2,5,1,-9,3,1,2,0,1,1,4,-12,-12,-12,-12,7,7089,70890001,2,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,6,96,1,1217001,2,1,2,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,1,2,1,1,1,6,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,3,2020,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,712,2,2,2,2,2,2,2,2,2,8,6,300,1,2,1,236,2,2,-45,2, ,1033,1033052209,31.0898510353966
110809,3,52209,1,3,2,2,2,57,1,1,2,1,2,1,0,-6,-6,-6,-6,2,2,4,1,1,2,4,1,-9,4,0,4,0,2,2,4,-12,-12,-12,-12,7,7027,70270001,2,1,-14,2,7,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,3,96,0,1312047,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70270001,2,7,7027,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3022,3022052209,72.3220235438433
140108,3,92208,1,1,3,3,2,32,3,1,2,1,2,2,0,-6,-6,-6,-6,2,2,3,2,-8,2,1,2,2,5,2,3,0,1,2,4,-12,-12,-12,-12,7,7089,70890001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,4,1,1,1217001,2,2,-20,-20,2,-22,1,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1033,1033092208,46.4211594937019
141908,3,92208,1,1,3,3,2,33,1,1,2,1,2,1,1,1,4,96,1,2,2,3,3,-8,2,1,2,1,3,1,2,0,2,2,4,-12,-12,-12,-12,7,7087,70870001,2,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,96,0,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,1,6,1,1,5,6,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1033,1033092208,23.186427641049
145808,3,92208,1,1,3,3,2,30,1,1,2,1,2,2,2,1,1,96,2,2,2,3,3,-8,2,5,2,1,7,2,5,0,2,2,4,-12,-12,-12,-12,7,7089,999999997,97,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,3,1,0,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1033,1033092208,8.98474020063183
150908,3,92208,1,1,3,3,2,38,1,1,2,1,1,-5,-5,-5,-5,-5,-5,2,2,99,99,99,2,5,2,1,5,0,5,0,2,2,4,-12,-12,-12,-12,7,7089,70890001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1217001,2,1,2,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1033,1033092208,31.7921594509876
159407,3,212207,1,3,2,2,2,27,1,1,2,1,1,-5,-5,-5,-5,-5,-5,2,2,3,3,-8,2,5,2,1,5,2,3,0,1,2,4,-12,-12,-12,-12,7,7006,999999997,97,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,6,3,0,1312047,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70060001,1,7,7006,1,2,-28,-28,-28,-28,-28,888,8,888,10,6,6,-34,-34,-34,5,6,2012,-36,-36,2,-37,1,2,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,3022,3022212207,66.8586669832358
161008,3,92208,1,1,3,3,2,32,1,1,2,1,2,3,3,1,4,96,3,2,2,3,2,-8,2,1,2,1,5,3,2,0,2,2,4,-12,-12,-12,-12,7,7089,70890001,2,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1217001,2,1,2,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,1,6,1,1,2,6,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1033,1033092208,15.5190973938038
166509,3,62209,1,1,3,2,2,33,1,1,1,-4,2,1,1,1,1,96,1,2,2,3,2,-8,2,1,2,1,3,1,2,0,2,2,4,-12,-12,-12,-12,19,19039,190390001,2,1,-14,1,-16,961,1,2,2,2,2,2,2,2,8,6,2000,1,3,814,2,-18,-18,2,2,2,2,96,0,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,190390001,99,19,19039,2,2,-28,-28,-28,-28,-28,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,5,2022,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,1032,1032062209,35.0030515287459
177209,3,62209,1,1,3,2,2,55,1,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,3,1,1,2,1,2,1,3,0,3,0,1,2,4,-12,-12,-12,-12,7,7087,70870001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1217001,2,1,4,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,2,2,-28,-28,-28,-28,-28,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,5,2022,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,1032,1032062209,9.78026485587916
184107,3,222207,1,3,2,2,2,25,1,1,2,1,2,2,0,-6,-6,-6,-6,2,2,2,3,-8,2,5,2,1,4,2,2,0,2,2,4,-12,-12,-12,-12,7,7006,999999999,99,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,1,2,2,7,96,0,1312047,2,1,4,3,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70060001,1,7,7006,1,2,-28,-28,-28,-28,-28,888,8,888,6,6,1,-34,-34,-34,6,6,2016,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2, ,3022,3022222207,11.9783346526574
184709,3,62209,1,1,3,2,2,39,1,1,2,1,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,1,2,1,6,3,3,0,2,2,4,-12,-12,-12,-12,7,7089,70890001,2,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,2,0,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,1,5,1,1,3,6,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,2004,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,961,1,2,1,2,2,2,2,2,2,8,6,200,1,2,1,814,2,2,-45,2, ,1032,1032062209,13.1261444575625
212808,3,132208,1,1,3,2,1,52,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,1,1,2,2,1,-9,1,-10,-10,-10,-10,-10,4,-12,-12,-12,-12,7,7087,70870001,2,1,-14,1,-16,932,6,1,2,2,2,2,2,2,7,6,200,1,2,485,2,-18,-18,2,2,2,2,96,0,1217001,1,1,4,2,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70870001,2,7,7087,1,1,6,1,1,30,6,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1032,1032132208,11.6021392461336
213808,3,132208,1,1,3,2,2,57,1,1,2,1,2,2,0,-6,-6,-6,-6,2,2,3,2,-8,2,1,2,1,6,1,5,0,2,2,4,-12,-12,-12,-12,7,7054,70540001,1,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,96,0,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70540001,1,7,7054,1,1,5,1,1,5,6,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1032,1032132208,21.61953204775
234909,3,72209,1,1,3,2,1,26,1,1,1,-4,2,2,1,1,1,96,0,2,2,6,1,1,2,1,1,-9,3,1,2,0,2,1,4,-12,-12,-12,-12,7,7089,70890001,2,1,-14,1,-16,999,2,2,2,2,2,2,2,2,8,6,300,1,2,999,2,-18,-18,2,2,2,2,96,1,1217001,2,2,-20,-20,1,5,-23,1,4,-24,-24,-24,-24,1,999999999,-26,99,7,7089,1,1,1,1,1,5,6,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,9,2017,2,-37,2,-38,2,-39,2,-40,-40,1,1,999999999,-43,99,7,7089,999,2,2,2,2,2,2,2,2,2,8,6,300,1,2,1,999,2,2,-45,2, ,1032,1032072209,5.96681423225
236007,3,232207,1,3,3,2,1,45,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,6,1,1,2,5,1,-9,6,2,4,0,3,1,1,13,1312,99,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,1,2,96,3,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,5,1,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,7,2,-29,-29,-29,888,8,90,-33,-33,-33,25,2,5,1,2,2017,10,2017,2,-37,2,-38,2,-39,2,-40,-40,1,1,70990347,-43,1,7,7099,712,2,2,2,2,2,2,2,2,2,11,1,300,1,2,1,236,2,2,-45,2,1,3032,3032232207,24.1797944063496
242208,3,132208,1,1,3,2,1,26,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,3,2,-8,2,6,2,2,6,2,4,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,1,1217001,5,2,-20,-20,1,6,-23,2,5,1,2,2,48,-25,-25,-25,-25,-25,-25,2,1,2,2,-29,-29,-29,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1032,1032132208,83.5353992515
243908,3,132208,1,1,3,2,2,46,1,1,2,1,2,1,0,-6,-6,-6,-6,2,2,3,2,-8,2,1,2,1,6,1,4,1,2,2,4,-12,-12,-12,-12,7,7089,70890001,2,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1217001,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,1032,1032132208,15.44252289125
257709,3,72209,1,1,3,2,2,17,1,1,2,1,2,4,1,1,4,96,0,2,2,3,2,-8,2,1,2,1,7,1,6,0,3,2,4,-12,-12,-12,-12,7,7089,70890001,2,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,96,0,1217001,2,2,-20,-20,2,-22,1,1,4,-24,-24,-24,-24,1,999999999,-26,99,7,7089,1,1,1,1,1,5,6,888,8,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,9,2017,2,-37,2,-38,2,-39,2,-40,-40,1,1,999999999,-43,99,7,7089,611,2,2,2,2,2,2,2,2,2,8,6,250,1,2,1,111,2,2,-45,2, ,1032,1032072209,15.8837375240679
260908,3,132208,1,3,2,3,2,30,1,1,2,1,1,-5,-5,-5,-5,-5,-5,2,2,5,1,1,2,1,2,1,5,2,3,0,2,2,4,-12,-12,-12,-12,7,7006,70060044,1,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,-18,-18,1,2,2,3,96,0,1312047,2,2,-20,-20,1,4,-23,1,4,-24,-24,-24,-24,2,-27,70990402,1,7,7099,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3023,3023132208,46.6655969691859
261408,3,132208,1,3,2,3,2,31,1,1,2,1,1,-5,-5,-5,-5,-5,-5,2,2,3,1,1,2,4,1,-9,4,0,4,0,2,1,4,-12,-12,-12,-12,7,7034,70340014,1,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,3,96,0,1312047,2,1,4,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70340014,1,7,7034,1,2,-28,-28,-28,-28,-28,888,8,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3023,3023132208,46.6655969691859
