Folio,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p7_4_1,p7_4_2,p7_4_3,p7_4_4,p7_5,p7_5_1,p7_5_2,p7_5_2_1,p8,p9_1,p9_2,p9_3,p9_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12,p13_13_1,p13_13_2,p13_14,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_0_1,p18_0_2,p18_0_3,p18_0_4,p18_0_5,p18_1,p18_2,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1e,p22_1m,p22_1l,p22_1u,p22_3,p22_4,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_1,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_0_1,p29_0_2,p29_0_3,p29_0_4,p29_0_5,p29_1,p29_2,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_2_3_1,p35_2_3_2,p35_2_3_3,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p35_9,p35_9_1,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,nivel,oficio_res,filtro
39308,3,312208,1,1,1,1,27,1,6,1,1,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,2,17,1709,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,2,1,1217001,0,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,1,10030001,2,28,280320001,2,3,30030001,2,3,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280330282,5,2,1,5,2,-28,-28,-28,-28,10000,4,1,2,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48379,9999999997,5,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,5,2,2,2,2,4,2,-38,48,48379,9999999997,1,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,2,0,1
39208,3,312208,1,1,1,1,35,1,5,1,1,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,3,301,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,611,2,2,2,2,2,2,2,2,2,9,5,1000,4,3,111,2,2,1,96,1,1,1217001,0,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,29,999999997,97,11,999999997,97,13,999999997,97,6,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,1,2,1,5,1,10000,4,4,3,10000,4,1,1,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,5,1,3,1,1,2,2,2,2,2,-37,-37,-37,2,2,2,2,5,2,2,2,2,4,2,-38,48,48309,9999999997,1,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,1,1,1
36608,3,292208,1,1,1,1,43,1,3,2,-2,2,2,4,2,2,1,-3,2,0,2,0,2,1,1,0,3,1,1,2,2,-7,3,1,2,2,2,2,5,501,1,2,5,501,1,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,4,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,2,1,1217001,4,2,-20,1,22000,2,2,2,2,2,2,-22,-22,2,20010133,2,1,10030001,2,2,20010133,2,7,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,80050068,1,2,2,-27,1,22000,2,7,1,0,0,-30,2,2,2,2,2,-31,-31,3,1,2,-32,2,-33,0,-34,-34,-34,-34,12,12047,1204735375,2,4,3,1,1,1,1,2,2,2,-37,-37,-37,2,2,2,2,2,3,2,2,2,4,2,-38,12,12047,1204735375,6,6,1,263,7,6,300,2,3,811,2,4,250,2,1,1,0,-43,-43,-43,-43,1,-46,-46,9,2017,0,0,-49,1,-50,-50,3,0,1
34208,3,262208,1,1,1,1,38,1,3,1,1,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,501,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,1,1,1217001,0,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,4,999999997,97,3,999999997,97,19,190390001,2,4,3,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,5,2,1,5,2,-28,-28,-28,-28,4000,4,2,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,6,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,2,3,2,2,2,4,2,-38,48,48309,9999999997,1,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,1,0,1
34108,3,262208,1,1,1,1,21,1,3,2,-2,2,2,3,2,6,2,2,5,1,3,1,2,2,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,501,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,5,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,2,1,1217001,0,2,-20,1,10000,4,2,2,2,2,2,-22,-22,10,999999997,97,4,999999997,97,29,999999997,97,3,3,2,-23,-23,-23,-23,-23,-23,1,2,1,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,289999999,3,2,1,5,1,10000,4,4,1,10000,4,2,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,6,1,1,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,1,3,2,2,2,4,2,-38,48,48309,9999999997,3,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,3,0,1
32008,3,262208,1,1,1,1,20,1,5,1,1,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,0,0,-5,-5,-5,-5,-5,1,2,2,2,2,16,1622,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,611,4,2,2,2,2,2,2,2,2,8,5,500,4,2,111,1,2,1,96,2,1,1217001,5,2,-20,2,-21,-21,1,1,1,1,2,6,2,1,999999997,97,2,20041624,2,2,20041624,2,22,2,2,-23,-23,-23,-23,-23,-23,2,2,1,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,6,2,-28,-28,-28,-28,0,0,-30,2,2,2,2,2,-31,-31,2,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,6,4,3,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,10,2,2,2,2,4,2,-38,48,48309,9999999997,10,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,1,1,1
31808,3,262208,1,1,1,1,30,1,6,1,1,2,2,6,2,3,1,-3,2,0,2,0,2,1,0,1,1,3,2,-6,-6,-6,-6,1,2,2,2,2,5,501,2,2,5,501,2,-13,-13,-13,-13,-13,-13,-13,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,2,3,1,1,1217001,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,9,90130001,2,19,190390001,2,19,190390001,2,19,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,5,2,-28,-28,-28,-28,0,0,-30,2,2,2,2,2,-31,-31,2,4,1,1,2,-33,0,-34,-34,-34,-34,12,12086,9999999997,4,4,4,2,2,2,2,2,2,3,-37,-37,-37,2,2,2,2,27,2,2,2,2,4,2,-38,12,12086,9999999997,1,5,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,2,2019,2022,2,2,2,1,-48,5,2022,0,0,-49,2,1,2,2,0,1
31708,3,262208,1,1,1,1,24,1,3,2,-2,2,2,6,2,6,2,2,2,0,2,0,1,1,1,0,0,0,-5,-5,-5,-5,-5,1,2,1,2,2,8,826,97,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,1,96,1,1,1217001,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,1
31308,3,242208,1,1,1,2,26,1,3,2,-2,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,8,801,97,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,2,2,1,1217001,0,2,-20,2,-21,-21,1,2,2,2,2,-22,-22,1,10010001,2,14,140300001,2,13,130610001,2,1,3,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,1,3,1,9000,4,4,1,10000,4,2,1,1,2,2,2,-31,-31,0,1,1,1,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,5,1,1,1,1,2,1,2,2,2,-37,-37,-37,2,2,2,2,1,3,2,2,2,4,2,-38,48,48309,9999999997,1,3,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,3,0,1
30908,3,242208,1,1,1,1,22,1,3,1,1,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,0,0,3,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,501,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,2,1,1217001,0,2,-20,1,9000,4,1,1,2,2,2,-22,-22,4,999999997,97,7,999999997,97,19,999999997,97,3,3,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,6,2,1,3,1,10000,4,1,1,10000,4,2,1,1,2,2,2,-31,-31,0,1,2,-32,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,6,1,1,1,1,2,2,2,2,2,-37,-37,-37,1,2,2,2,2,3,2,2,2,4,2,-38,48,48309,9999999997,7,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,1,0,1
29808,3,242208,1,1,1,2,27,1,3,2,-2,2,2,6,2,1,2,1,2,0,2,0,2,2,1,1,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,97,9997,97,2,1,107,1,-13,-13,-13,-13,-13,-13,-13,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,2,1,1,1,1217001,3,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,21,999999997,97,2,20030001,2,2,20030001,2,3,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,20030001,2,2,1,6,2,-28,-28,-28,-28,25000,2,2,2,1,2,2,2,-31,-31,2,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,6,4,3,1,1,1,1,1,1,3,-37,-37,-37,2,2,2,2,12,2,2,2,2,4,2,-38,48,48309,9999999997,12,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,1,-44,2022,2,2,1,-46,-46,7,2022,0,0,-49,1,-50,-50,3,0,1
29608,3,242208,1,1,1,1,29,1,0,0,1,2,2,6,2,6,2,2,3,0,1,2,0,2,1,0,0,0,-5,-5,-5,-5,-5,1,2,2,2,2,14,1403,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,1,1,1217001,4,2,-20,1,11000,2,2,2,2,2,2,-22,-22,1,999999997,97,97,999999997,97,26,999999997,97,14,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,7,2,1,1,1,11000,2,3,1,0,0,-30,2,2,2,2,2,-31,-31,2,2,1,2,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,5,1,3,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,7,2,2,2,2,4,2,-38,48,48309,9999999997,7,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,6,2022,0,0,-49,1,-50,-50,0,0,1
29508,3,242208,1,1,1,1,37,1,4,1,1,2,2,6,2,1,1,-3,4,2,2,0,1,1,1,1,0,1,2,-6,-6,-6,-6,1,2,2,2,2,4,421,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,731,1,2,2,2,2,2,2,2,2,9,6,200,4,3,337,1,2,1,96,1,1,1217001,3,2,-20,1,9000,2,1,1,2,2,2,-22,-22,7,999999997,97,3,999999997,97,2,999999997,97,6,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,8,2,1,5,1,9000,2,4,1,999997,97,2,2,2,2,2,2,-31,-31,2,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,3,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,2,2,2,2,4,2,-38,48,48309,9999999997,7,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,6,2022,0,0,-49,1,-50,-50,1,2,1
28008,3,192208,1,1,1,1,52,1,6,1,1,2,2,3,2,2,2,2,6,0,3,3,2,1,1,1,0,1,2,-6,-6,-6,-6,1,2,2,2,2,5,501,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,2,1,1,1,1217001,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,1,999999997,97,26,260300001,2,26,260300001,2,4,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,2,-27,2,-28,-28,-28,-28,0,0,-30,2,2,2,2,2,-31,-31,4,2,2,-32,2,-33,0,-34,-34,-34,-34,36,36061,3606151000,1,3,4,1,1,1,1,1,1,2,-37,-37,-37,1,1,1,2,8,5,2,2,2,4,2,-38,36,36061,3606151000,5,6,1,510,7,6,75,2,2,722,1,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,4,2018,0,0,-49,1,-50,-50,2,0,1
26308,3,192208,1,1,1,1,36,1,2,2,-2,1,2,3,2,5,1,-3,1,-4,-4,-4,-4,-4,1,1,5,1,1,1,2,-7,4,2,2,2,1,2,4,405,97,5,-11,-11,-11,-11,-11,-11,-11,22,22051,2205131915,5,6,1,-15,2,4,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,1,1,1217001,3,2,-20,1,13000,4,2,2,2,2,2,-22,-22,14,999999997,97,2,20041624,2,5,50170001,2,1,3,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,1,1,1,2,1,2,1,2,2,6,20030001,5,2,1,3,1,13000,4,1,1,15000,4,2,1,2,2,2,2,-31,-31,0,1,1,2,2,-33,0,-34,-34,-34,-34,34,34017,3401736000,3,3,3,1,1,2,2,2,2,2,-37,-37,-37,2,2,2,2,1,6,2,2,1,4,2,-38,34,34017,3401736000,5,6,1,962,9,5,2500,2,3,561,1,0,-42,-42,-42,1,0,-43,-43,-43,-43,0,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,3,0,1
26108,3,192208,1,1,1,1,25,1,3,2,-2,2,2,3,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,511,97,5,-11,-11,-11,-11,-11,-11,-11,4,4007,400728030,3,6,1,-15,2,1,963,2,2,2,2,2,2,2,2,2,9,6,150,2,2,811,2,2,1,96,2,1,1217001,0,2,-20,1,5000,2,2,2,2,2,2,-22,-22,7,70150001,2,10,100120001,2,19,190390001,2,1,3,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,3,1,5000,2,6,1,5000,2,1,1,1,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48015,4801535984,3,2,3,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,1,6,1,1,1,4,2,-38,48,48015,4801535984,3,6,2,-41,-41,-41,-41,-41,-41,-41,1,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,2,2019,0,0,-49,1,-50,-50,3,7,1
24608,3,182208,1,1,1,1,21,1,3,3,-2,2,2,6,2,6,2,2,6,3,2,1,2,2,1,0,5,0,-5,-5,-5,-5,-5,2,2,2,2,2,5,503,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,1,1,1217001,0,2,-20,1,2500,2,1,1,2,2,2,-22,-22,4,999999997,97,7,999999997,97,19,190390001,2,4,3,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,3,1,3,1,2500,2,1,1,2500,2,1,2,1,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,99997,9999999997,5,1,2,1,2,2,2,1,1,2,-37,-37,-37,2,2,2,2,3,3,2,2,2,4,2,-38,48,99997,9999999997,2,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,6,2022,0,0,-49,1,-50,-50,4,0,1
19408,3,172208,1,1,1,1,28,1,6,1,1,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,0,0,0,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,501,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,1,96,2,1,1217001,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,32,320100001,2,2,20040187,2,32,320100001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,2,-27,2,-28,-28,-28,-28,20000,2,2,2,2,2,2,2,-31,-31,2,2,1,1,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,3,4,5,1,1,1,1,1,1,2,-37,-37,-37,1,1,1,2,20,2,2,2,2,4,2,-38,48,48309,9999999997,20,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,2,0,1
18908,3,172208,1,1,1,2,23,1,6,1,1,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,8,801,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,1,2,2,1,1217001,0,2,-20,1,0,0,2,2,2,2,2,-22,-22,1,10030001,2,7,70400001,2,5,50170001,2,2,3,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,3,2,-27,2,-28,-28,-28,-28,2000,4,2,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,6,1,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,1,3,2,2,2,4,2,-38,48,48309,9999999997,2,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,2,0,1
16908,3,122208,1,1,1,1,28,1,3,2,-2,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,0,0,-5,-5,-5,-5,-5,2,2,2,2,2,7,704,97,5,-11,-11,-11,-11,-11,-11,-11,48,48015,4801507432,3,6,1,-15,1,-17,712,2,2,2,2,2,2,2,2,2,9,6,500,2,3,236,2,2,1,2,2,1,1217001,0,2,-20,1,2000,2,1,1,2,2,2,-22,-22,7,70090001,2,7,70400001,2,3,30080753,2,1,3,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,1,2,1,3,1,2000,2,7,1,2500,2,2,1,2,2,2,2,-31,-31,0,1,1,2,2,-33,0,-34,-34,-34,-34,48,48015,4801507432,1,2,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,3,5,2,2,1,4,2,-38,48,48015,4801507432,3,6,-40,-40,-40,-40,-40,-40,-40,-40,1,12,800,4,3,1,1,-44,2015,2,2,1,-46,-46,5,2018,1,1,0,1,-50,-50,3,3,1
16108,3,122208,1,1,1,1,34,1,6,1,1,2,2,5,2,1,1,-3,3,1,1,0,1,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,2,5,512,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,31,6,1,-15,2,1,834,1,2,2,2,1,2,2,2,2,12,7,2000,1,3,485,1,2,2,1,1,1,1217001,5,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,1,10010001,2,2,20020262,2,2,20020262,2,3,2,2,-23,-23,-23,-23,-23,-23,1,1,2,2,2,2,1,1,1,2,6,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,1,2,-28,-28,-28,-28,0,0,-30,1,1,2,2,2,-31,-31,2,1,1,2,2,-33,0,-34,-34,-34,-34,49,49017,4901723750,1,4,5,1,1,1,1,1,1,2,-37,-37,-37,1,1,1,2,1,5,2,2,2,4,2,-38,49,49017,4901723750,3,6,1,712,8,6,1500,2,4,236,1,10,350,2,4,2,0,-43,-43,-43,-43,1,-46,-46,5,2019,0,0,-49,1,-50,-50,2,7,1
12508,3,102208,1,1,1,1,27,1,3,2,-2,2,2,6,2,6,2,2,5,1,4,0,2,2,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,501,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,815,1,1,2,2,2,2,2,2,2,8,5,200,4,2,315,1,2,1,2,1,1,1217001,0,2,-20,1,2000,2,1,2,2,2,2,-22,-22,17,170060001,2,8,80370001,2,21,210740001,2,6,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,15,2,1,3,1,2000,2,1,1,2000,2,1,1,1,2,2,2,-31,-31,0,1,1,1,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,5,1,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,7,2,2,2,2,4,2,-38,48,48309,9999999997,7,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,1,-44,2020,2,2,1,-46,-46,5,2022,0,0,-49,1,-50,-50,3,2,1
