folio,unidad,trim,region,ciudad,punto,turno,sexo,edad,nacio,vieneud,paisvive,trabaja,estuvo,p1,p1_1,p1_1_1,p1_1_2_1,p1_1_2_2,p1_2,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1c,p8_1t,p8_2m,p8_2a,p9,p9_1,p10,p11,p11_1,p11_1_1,p11_1_2,p12,p12_1c,p12_1u,p12_2,p13c,p13t,p13_1_1c,p13_1_1t,p13_1_2c,p13_1_2t,p13_1_3c,p13_1_3t,p14,p14_1,p14_1_1f,p14_1_1p,p14_1_1u,p14_1_2e,p14_1_2m,p14_1_3,p14_3,p14_4,p14_5,p14_6_0_1,p14_6_0_2,p14_6_0_3,p14_6_0_4,p14_6_0_5,p14_6_0_6,p14_6_0_7,p14_6_1,p14_7_1,p14_7_2,p14_7_3,p14_7_4,p14_7_5,p14_7_6,p14_7_7,p14_8,p14_9,p14_10c,p14_10u,p14_10t,p14_10_1,p14_11,p14_12,p14_12_1,p14_12_2,p14_12_3,p14_12_4,p14_12_5,p14_12_6,p15,p15_1,p15_2c,p15_2t,p16c,p16t,p17,p17_1_1,p17_1_2,p17_1_3,p17_2,p18_1,p18_1_1,p18_2,p18_2_1,p18_3,p18_3_1,p18_4,p18_4_1,p19_0_1,p19_0_2,p19_0_3,p19_0_4,p19_1,p20,p21,p22,p23c,p23t,p23_1,p23_2c,p23_2t,p23_3,p23_4c,p23_4t,p23_5,p24,p24_1,p25a,p25m,p26p,p26_1e,p26_1m,p26_1l,p26_1u,p26_2d,p26_2m,p26_2b,p26_2u,p27,p27_1,p27_2,p27_2_1,p27_4,p27_5,p27_6,p27_7,p27_8,p28,p29,p29_1m,p29_1a,p29_2,p29_3,p29_3_1,p29_4,p29_5c,p29_5t,p29_6,p29_7,p30,nivel,oficio_mx,filtro,estrato,upm,ponfin3
334711,82211,4,1,3,2,2,2,19,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,1,1,2,6,2,2,6,2,4,0,3,2,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,10,5,10,5,1,3,999,99,1,2,-19,70340099,1,7,7034,2,961,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,10,6,3500,1,5,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,3,3,10,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1311,9999999,99,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,6,1,3022,3022082211,13.5905348649379
1495911,262211,4,1,3,1,3,2,24,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,6,0,6,0,3,2,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,6,5,6,5,1,2,999,99,1,2,-19,70780001,2,7,7078,1,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,10,7,2950,1,4,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1302,1302072,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,6,1,3013,3013262211,12.23419696905
609510,122210,4,1,3,1,3,2,22,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,0,0,1,2,6,2,2,7,1,4,2,3,2,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,9,5,9,5,2,2,999,99,1,2,-19,70190001,2,7,7019,2,511,1,2,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,10,6,2900,1,4,1,722,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,9,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312177,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,0,7,1,3013,3013122210,11.9983898420928
604110,122210,4,1,3,1,3,2,20,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,8,3,4,1,3,2,1,-12,-12,6,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,4,5,4,5,1,2,999,99,1,2,-19,70780001,2,7,7078,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,11,6,2850,1,4,1,814,2,-24,-24,-24,-24,-24,-24,2,1,999,99,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,9999999,99,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,6,1,3013,3013122210,11.9983898420928
1255910,252210,4,1,3,2,2,2,21,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,8,3,5,0,3,2,1,-12,-12,6,2021,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,16,5,16,5,2,2,999,99,1,2,-19,70780001,2,7,7078,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,2,12,7,3000,1,4,1,814,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,16,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,1,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1301,1301027,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,6,1,3022,3022252210,10.6014932433788
137410,22210,4,1,3,1,3,2,20,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,7,2,5,0,3,2,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,4,5,4,5,1,2,999,99,1,2,-19,70190001,2,7,7019,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,2,12,7,2850,1,4,1,814,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,1,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312177,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,6,1,3013,3013022210,10.5851435427736
1208810,242210,4,1,3,1,3,2,22,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,6,0,6,0,3,2,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,1,6,9,5,2,2,999,99,1,2,-19,71010001,2,7,7101,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,2,12,7,2800,1,4,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,9,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312103,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,6,1,3013,3013242210,10.195164140875
1140710,232210,4,1,3,1,2,2,23,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,5,0,5,0,4,2,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,5,2,-17,-17,-17,5,5,5,5,1,2,999,99,1,2,-19,70190001,2,7,7019,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,2,11,7,2800,1,4,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312177,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,6,1,3012,3012232210,9.51548697717357
814610,152210,4,1,3,1,2,2,22,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,1,1,2,6,2,2,10,4,5,1,4,2,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,5,2,-17,-17,-17,8,5,8,5,1,2,999,99,1,2,-19,70270253,1,7,7027,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,2,11,7,2550,1,4,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312103,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,6,1,3012,3012152210,8.1561313127
399010,82210,4,1,3,2,2,2,17,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,5,1,1,2,6,2,2,8,3,5,0,5,2,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,9,5,9,5,1,2,999,99,1,2,-19,220140588,1,22,22014,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,2,12,7,2850,1,4,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,9,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,14,1412,1412056,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,6,1,3022,3022082210,7.09228833053404
923011,192211,4,1,3,1,2,2,23,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,6,2,4,0,3,1,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,10,5,10,5,2,2,6,1,1,2,-19,301930001,2,30,30193,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,2,12,7,3200,1,4,1,814,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,10,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312156,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,6,1,3012,3012192211,5.43742132082357
139811,42211,4,1,3,1,2,2,22,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,6,0,6,0,3,2,1,-12,-12,6,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,8,5,5,5,999,99,999,99,1,2,-19,70780001,2,7,7078,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,2,11,7,3000,1,4,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312010,2,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,6,1,3012,3012042211,5.43742132082357
1647311,292211,4,1,3,1,2,2,23,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,4,1,1,2,6,2,2,6,1,5,0,3,2,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,9,5,9,5,1,2,999,99,1,2,-19,70300001,1,7,7030,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,11,7,3100,1,4,1,814,2,-24,-24,-24,-24,-24,-24,2,1,2,5,9,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312177,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,6,1,3012,3012292211,4.75774282005143
1085010,212210,4,1,3,2,2,2,39,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,5,1,-10,4,0,4,0,2,1,1,-12,-12,5,2022,1,1312047,1,2,-14,-14,7,2,-17,-17,-17,5,5,5,5,999,99,999,99,1,2,-19,80280001,1,8,8028,2,962,1,2,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,10,6,3500,1,4,1,721,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,1,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,11,1102,9999999,99,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,7,1,3022,3022212210,4.25223248664382
164911,52211,4,1,3,2,2,2,21,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,1,1,2,6,2,2,8,3,5,0,3,2,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,10,5,10,5,2,2,999,99,1,2,-19,80280001,1,8,8028,1,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,2,11,7,2850,1,4,1,814,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,10,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1329,1329001,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,6,1,3022,3022052211,3.54614416526702
134411,32211,4,1,3,2,2,2,22,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,5,1,4,0,2,2,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,10,5,10,5,999,99,999,99,1,2,-19,70300001,1,7,7030,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,10,6,2850,1,4,1,814,2,-24,-24,-24,-24,-24,-24,2,1,2,3,10,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,9,923,9999999,99,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,6,1,3022,3022032211,3.54614416526702
132211,32211,4,1,3,2,2,2,24,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,0,0,2,2,6,2,2,8,3,5,0,3,2,1,-12,-12,6,2022,0,1312047,1,2,-14,-14,7,2,-17,-17,-17,5,5,5,5,1,2,999,99,1,2,-19,70190001,2,7,7019,2,961,1,2,1,1,2,2,2,2,2,3,2,2,2,2,1,2,2,12,7,3000,1,4,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1306,1306025,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,0,6,1,3022,3022032211,3.54614416526702
84210,12210,4,1,3,2,2,2,25,1,1,1,1,-5,1,0,-7,-7,-7,1,2,2,4,1,1,2,3,1,-10,5,4,1,0,1,1,1,-12,-12,1,2021,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,999,99,999,99,999,99,999,99,1,2,-19,301930001,2,30,30193,1,999,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10,6,5000,1,5,1,999,2,-24,-24,-24,-24,-24,-24,1,-29,3,3,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,9,901,9999999,99,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,99, ,3022,3022012210,3.54614416526702
1043411,222211,4,1,3,1,2,2,23,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,7,2,5,0,3,2,1,-12,-12,8,2022,0,1312047,1,2,-14,-14,3,2,-17,-17,-17,3,5,3,5,1,2,999,99,1,2,-19,71010001,2,7,7101,1,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,12,6,2500,1,4,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312034,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,6,1,3012,3012222211,3.46502943375616
434811,102211,4,1,3,1,2,2,22,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,1,1,2,6,2,2,10,3,6,1,4,2,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,4,2,-17,-17,-17,6,5,6,5,1,2,999,99,1,2,-19,301930001,2,30,30193,2,511,1,2,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,11,6,3250,1,4,1,722,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312177,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,7,1,3012,3012102211,2.71870999187643
1140810,232210,4,1,3,1,2,2,19,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,1,1,1,2,6,2,2,7,3,4,0,2,1,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,9,5,9,5,999,99,999,99,1,2,-19,70340001,2,7,7034,1,962,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,10,6,2200,1,4,1,721,2,-24,-24,-24,-24,-24,-24,1,-29,5,2,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1311,1311013,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,7,1,3012,3012232210,2.71870999187643
569210,112210,4,1,3,2,2,2,38,1,1,1,1,-5,1,0,-7,-7,-7,1,1,1,5,1,1,2,5,2,1,2,0,2,0,2,2,1,-12,-12,10,2021,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,1,6,1,6,1,2,999,99,1,1,70610696,-20,1,7,7061,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,2,12,7,3100,1,4,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,1,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1326,1326052,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,6,1,3022,3022112210,24.8230078197984
26511,12211,4,1,3,1,2,2,24,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,9,3,5,1,3,2,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,3,2,-17,-17,-17,9,5,9,5,2,2,999,99,1,1,70520734,-20,1,7,7052,2,961,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,2,12,7,3200,1,4,1,814,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,9,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312031,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,6,1,3012,3012012211,2.71870999187643
411710,82210,4,1,3,1,3,2,49,1,1,4,-4,-4,2,0,-7,-7,-7,2,2,2,6,1,1,2,5,2,1,6,0,4,2,2,2,3,17,6,3,2022,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,779,77,35,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,1,-44,-44,-44,-44,13,1312,1312145,1,1,-47,2,6,-50,-50,-50,-50,-50,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,2,0, ,3013,3013082210,40.7806565635
1095410,112210,4,1,3,2,2,2,25,1,1,1,2,1,2,1,1,1,96,2,2,2,1,2,-9,2,1,2,1,5,1,3,1,2,2,1,-12,-12,9,2022,0,1312047,3,1,2,-15,-15,2,-17,-17,-17,1,5,999,99,999,99,1,5,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,0,0,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,9,921,921130,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,0, ,3022,3022112210,42.5223262035089
1064010,202210,4,1,3,2,3,2,34,1,1,1,2,1,1,0,-7,-7,-7,1,2,2,3,2,-9,2,5,2,1,5,2,3,0,2,2,1,-12,-12,10,2022,0,1312047,3,1,2,-15,-15,2,-17,-17,-17,2,3,999,99,999,99,2,3,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,0,0,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1304,1304071,1,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,0, ,3023,3023202210,19.5106026100794
1072411,232211,4,1,3,2,3,2,49,1,1,1,2,1,1,0,-7,-7,-7,1,1,1,6,1,1,2,5,2,1,5,0,5,0,2,2,1,-12,-12,10,2022,0,1312047,3,1,2,-15,-15,2,-17,-17,-17,1,5,999,99,999,99,1,5,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,0,0,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1309,9999999,99,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,0, ,3023,3023232211,19.1908969703993
175611,62211,4,1,1,1,2,2,37,1,1,1,2,1,2,2,1,1,2,2,2,2,3,2,-9,2,1,2,1,6,2,4,0,1,2,1,-12,-12,9,2022,0,1217001,3,1,2,-15,-15,2,-17,-17,-17,2,5,998,98,998,98,998,98,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,998,98,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,0,0,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,9,919,919103,2,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,0, ,1012,1012062211,14.504512220982
690511,142211,4,1,1,1,2,2,38,1,1,1,2,1,1,0,-7,-7,-7,1,2,2,3,3,-9,2,1,2,1,13,3,8,2,2,2,1,-12,-12,9,2022,0,1217001,3,1,2,-15,-15,2,-17,-17,-17,2,5,998,98,998,98,998,98,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,998,98,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,0,0,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,9,919,919103,2,1,-47,2,6,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,4,0, ,1012,1012142211,13.826513268
