folio,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p7_4_1,p7_4_2,p7_4_3,p7_4_4,p7_5,p7_5_1,p7_5_2,p7_5_2_1,p8,p9_1,p9_2,p9_3,p9_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12,p13_13_1,p13_13_2,p13_14,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_0_1,p18_0_2,p18_0_3,p18_0_4,p18_0_5,p18_1,p18_2,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1e,p22_1m,p22_1l,p22_1u,p22_3,p22_4,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_1,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_0_1,p29_0_2,p29_0_3,p29_0_4,p29_0_5,p29_1,p29_2,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_2_3_1,p35_2_3_2,p35_2_3_3,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p35_9,p35_9_1,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,nivel,oficio_res,filtro,estrato,upm,ponfin3
18108,3,162208,1,1,1,2,23,1,2,3,-2,2,2,3,2,6,2,5,8,3,4,1,3,2,0,0,0,0,-5,-5,-5,-5,-5,2,2,2,2,1,1,101,99,1,1,101,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,3,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,2,6,2,1,9999997,3,2,-20,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,4,0,1,1011,1011162208,68.6189710815565
17608,3,162208,1,1,1,1,19,1,2,3,-2,2,2,3,2,6,2,2,5,2,3,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,12,1203,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,3,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,2,1,9999997,0,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,97,999999997,97,97,999999997,97,97,999999997,97,19,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999997,1,3,1,6,2,-28,-28,-28,-28,999997,97,97,1,1,2,2,2,-31,-31,0,1,2,-32,2,-33,0,-34,-34,-34,-34,97,99997,9999999997,6,1,2,1,2,2,2,1,1,2,-37,-37,-37,2,2,2,2,1,3,2,1,2,4,2,-38,97,99997,9999999997,997,97,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011162208,45.2169845078708
22308,3,172208,1,1,1,1,40,1,2,2,-2,2,2,1,2,5,1,-3,2,0,2,0,2,1,3,3,0,0,-5,-5,-5,-5,-5,1,2,2,2,1,2,9997,97,5,-11,-11,-11,-11,-11,-11,-11,12,12005,9999999999,30,6,1,-15,1,-17,312,1,2,2,1,2,1,1,2,2,8,5,700,2,5,461,1,2,1,6,2,1,9999997,97,2,-20,97,999997,97,2,2,2,2,2,-22,-22,7,999999997,97,98,999999998,98,97,999999997,97,20,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,15,2,1,5,2,-28,-28,-28,-28,999997,97,97,2,2,2,2,2,-31,-31,0,4,1,1,2,-33,1,0,-35,-35,1,12,12005,9999999999,1,4,3,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,20,2,2,1,2,4,1,5,12,12005,9999999999,20,6,-40,-40,-40,-40,-40,-40,-40,-40,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,2,2002,0,0,-49,1,-50,-50,3,8,1,1011,1011172208,47.0501055014332
21708,3,172208,1,1,1,1,30,1,2,3,-2,2,2,1,2,6,1,-3,2,0,1,1,1,1,3,0,0,0,-5,-5,-5,-5,-5,2,2,2,2,1,1,101,2,5,-11,-11,-11,-11,-11,-11,-11,48,48201,4820135000,25,6,1,-15,2,6,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,2,96,2,1,9999997,0,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,97,999999997,97,97,999999997,97,97,999999997,97,997,97,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,997,97,97,97,2,-28,-28,-28,-28,999997,97,97,2,2,2,2,2,-31,-31,0,1,2,-32,2,-33,1,0,-35,-35,1,97,99997,9999999997,97,4,3,2,2,2,1,1,1,2,-37,-37,-37,2,2,2,2,36,2,2,1,2,4,2,-38,48,48201,4820135000,25,6,1,141,10,6,1200,2,4,468,1,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,9,1997,0,0,-49,1,-50,-50,4,0,1,1011,1011172208,47.0501055014332
22408,3,172208,1,1,1,1,45,1,3,3,-2,2,2,1,2,5,1,-3,4,2,2,0,2,1,1,3,1,3,1,2,1,2,2,1,2,2,2,1,1,101,97,5,-11,-11,-11,-11,-11,-11,-11,6,6017,9999999999,20,6,1,-15,2,8,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,2,96,2,1,9999998,3,2,-20,1,999998,98,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,4,0,1,1011,1011172208,47.0501055014332
23008,3,182208,1,1,1,1,36,1,6,1,1,2,2,6,2,5,1,-3,5,2,3,0,1,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,1,4,416,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,3,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,2,1,1,1,1215013,0,2,-20,2,-21,-21,1,1,1,2,2,6,2,7,999999997,97,97,999999997,97,7,999999997,97,7,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,6,2,1,6,2,-28,-28,-28,-28,3000,2,1,1,1,2,2,2,-31,-31,0,1,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,1,3,1,2,2,1,1,1,2,-37,-37,-37,2,2,2,2,6,2,2,1,2,4,2,-38,48,48215,9999999997,6,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,2,0,1,1011,1011182208,56.8267508004323
23408,3,182208,1,1,1,1,20,1,2,4,-2,2,2,3,2,6,2,2,3,0,3,0,2,2,1,0,0,0,-5,-5,-5,-5,-5,1,2,2,2,1,1,101,2,1,1,101,2,-13,-13,-13,-13,-13,-13,-13,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,2,1,2,1,1217001,3,2,-20,1,50000,3,2,2,2,2,2,-22,-22,7,999999997,97,99,999999999,99,97,999999997,97,35,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,10,2,1,3,1,50000,3,4,2,50000,3,1,2,2,2,2,2,-31,-31,0,4,2,-32,2,-33,0,-34,-34,-34,-34,48,48215,9999999997,4,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,2,-38,97,99997,9999999997,8,2,2,-41,-41,-41,-41,-41,-41,-41,3,99,99999,99,99,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,5,0,1,1011,1011182208,56.8267508004323
22908,3,182208,1,1,1,1,26,1,3,2,-2,2,2,6,2,6,2,2,5,2,2,1,1,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,1,137,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,2,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,2,1,1,1217001,0,2,-20,1,30000,3,1,2,2,2,2,-22,-22,7,999999998,98,28,999999998,98,28,999999997,97,20,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,8,2,1,6,1,35000,3,4,2,35000,3,1,1,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,1,1011,1011182208,56.8267508004323
23508,3,182208,1,1,1,1,19,1,3,2,-2,1,1,6,2,6,2,2,8,3,4,1,3,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,16,1613,99,1,1,101,2,-13,-13,-13,-13,-13,-13,-13,5,6,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,96,1,1,1705016,4,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,28,280380001,2,97,999999997,97,28,280320001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,1,6,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,5,2,1,5,2,-28,-28,-28,-28,999998,98,98,1,1,2,2,2,-31,-31,0,1,1,1,2,-33,2,0,-35,-35,1,48,48215,4821545384,5,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,2,-38,48,48215,4821545384,8,2,2,-41,-41,-41,-41,-41,-41,-41,3,98,99998,98,98,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011182208,56.8267508004323
25108,3,192208,1,1,1,2,36,1,2,3,-2,2,2,6,2,1,2,1,3,2,1,0,1,2,1,3,1,1,2,-6,-6,-6,-6,1,2,2,2,1,11,1108,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,421,5,1,1,2,2,2,2,2,2,8,6,2000,3,5,463,2,2,3,96,2,1,1305024,3,2,-20,1,115000,3,1,1,2,2,2,-22,-22,7,999999997,97,97,999999997,97,97,999999997,97,1,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,15,2,1,3,1,115000,3,4,2,116500,3,2,1,1,2,2,2,-31,-31,0,1,2,-32,2,-33,0,-34,-34,-34,-34,29,99997,9999999997,6,4,1,1,2,2,1,1,1,2,-37,-37,-37,2,2,2,2,8,2,2,1,2,4,2,-38,97,99997,9999999997,8,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,4,4,1,1011,1011192208,212.811538692124
25308,3,192208,1,1,1,1,25,1,2,3,-2,2,2,6,2,6,1,-3,8,1,7,0,3,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,6,611,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,4,96,2,1,1705015,0,2,-20,2,-21,-21,1,1,2,1,2,-22,-22,97,999999997,97,97,999999997,97,97,999999997,97,2,5,1,15,15056,999999997,97,923,311,2,1,2,2,2,2,2,2,2,2,-24,1,1,1,2,1,2,1,2,2,1,280320001,15,2,1,6,2,-28,-28,-28,-28,4500,3,2,1,1,2,2,2,-31,-31,1,1,1,1,2,-33,1,0,-35,-35,0,48,48215,4821545384,4,1,2,1,2,2,1,1,1,2,-37,-37,-37,2,2,2,2,4,2,2,1,2,4,1,1,97,99997,9999999997,4,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,1,-44,2022,1,2,1,-46,-46,6,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011192208,140.233756007518
17109,3,202209,1,1,1,1,26,1,6,1,1,1,1,6,2,1,1,-3,3,1,2,0,2,1,1,1,1,1,3,-6,-6,-6,-6,2,2,2,2,1,14,1406,99,1,1,101,1,-13,-13,-13,-13,-13,-13,-13,5,6,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,1,1,1215013,3,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,7,999999999,99,28,280320001,2,28,280320001,2,30,2,2,-23,-23,-23,-23,-23,-23,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,2,0,1,1011,1011202209,63.5481944434941
16709,3,202209,1,1,1,1,21,1,0,0,1,1,1,6,2,6,1,-3,8,2,6,0,6,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,12,1204,99,1,12,1204,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,712,2,2,2,2,2,2,2,2,2,9,6,850,3,5,236,2,2,1,96,1,1,1215013,3,2,-20,1,28500,3,1,1,2,2,2,-22,-22,7,999999999,99,1,999999999,99,21,999999999,99,25,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,1,1,35000,3,1,1,35800,3,1,1,1,2,2,2,-31,-31,0,1,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,1,3,1,2,2,2,2,2,3,-37,-37,-37,2,2,2,2,10,2,2,1,2,4,2,-38,48,48215,4821545384,10,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,0,3,1,1011,1011202209,63.5481944434941
17509,3,202209,1,1,1,1,28,1,3,3,-2,2,2,6,2,6,2,2,8,2,5,1,4,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,20,2008,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,3,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,2,1,1,1217001,0,2,-20,1,45000,3,1,1,2,2,2,-22,-22,7,70270001,2,21,999999997,97,28,280320001,2,35,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,15,2,1,3,1,45000,3,4,2,46500,3,1,1,1,2,2,2,-31,-31,0,1,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,1,2,1,2,2,1,1,1,2,-37,-37,-37,2,2,2,2,10,2,2,1,2,4,2,-38,48,48215,4821545384,10,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011202209,63.5481944434941
18609,3,212209,1,1,1,1,33,1,3,2,-2,2,2,2,2,2,1,-3,1,-4,-4,-4,-4,-4,1,0,1,3,1,1,1,2,2,1,2,2,2,1,1,135,99,5,-11,-11,-11,-11,-11,-11,-11,6,6019,601927000,15,6,1,-15,2,1,834,1,1,1,1,2,2,2,2,2,8,6,150,2,3,484,2,2,2,3,2,1,1217001,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,7,70270001,2,28,280090001,2,28,280090001,2,999,99,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,10,2,1,5,2,-28,-28,-28,-28,999999,99,1,1,1,2,2,2,-31,-31,0,2,2,-32,2,-33,0,-34,-34,-34,-34,4,4003,400305770,3,4,2,1,2,2,1,1,1,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,2,-38,4,4003,400305770,15,6,1,834,8,6,150,2,3,484,2,8,100,2,96,1,0,-43,-43,-43,-43,0,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,3,7,1,1011,1011212209,74.5469204048681
18309,3,212209,1,1,1,1,48,1,3,3,-2,2,2,2,2,5,1,-3,6,0,6,0,4,1,1,3,1,3,2,-6,-6,-6,-6,2,2,2,2,1,2,202,99,5,-11,-11,-11,-11,-11,-11,-11,8,8031,803120000,20,6,1,-15,1,-17,834,4,1,1,1,2,1,2,2,2,12,5,400,2,4,484,2,2,1,96,2,1,1217001,3,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,7,70270001,2,99,999999999,99,99,999999999,99,999,99,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,289999999,999,99,1,5,2,-28,-28,-28,-28,5000,3,2,1,1,2,2,2,-31,-31,0,4,2,-32,2,-33,0,-34,-34,-34,-34,8,8031,803120000,1,4,2,2,1,2,1,1,1,2,-37,-37,-37,2,2,2,2,10,2,2,2,2,4,2,-38,8,8031,803120000,20,6,-40,-40,-40,-40,-40,-40,-40,-40,2,60,50,2,4,1,0,-43,-43,-43,-43,1,-46,-46,6,2002,0,0,-49,1,-50,-50,4,7,1,1011,1011212209,74.5469204048681
18009,3,212209,1,1,1,1,20,1,1,2,-2,2,2,6,2,5,1,-3,3,1,2,0,1,1,3,1,1,1,2,-6,-6,-6,-6,2,2,2,2,1,22,2214,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,1,611,2,2,2,2,2,2,2,2,2,8,5,80,3,2,111,2,2,1,6,2,1,1217001,3,2,-20,1,10000,2,1,1,2,2,2,-22,-22,7,70270001,2,19,190390001,2,19,190390001,2,19,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,5,2,1,3,1,10000,2,4,2,10000,2,1,1,1,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,4,2,1,2,2,1,1,1,2,-37,-37,-37,2,2,2,2,999,99,2,1,2,4,2,-38,48,48215,4821545384,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,3,1,1,1011,1011212209,74.5469204048681
807,3,222207,1,1,1,1,18,1,3,3,-2,2,1,6,2,6,2,2,5,1,4,0,1,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,15,1502,2,1,15,1502,2,-13,-13,-13,-13,-13,-13,-13,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,2,1,1,1,1305024,4,2,-20,1,0,0,2,2,2,2,2,-22,-22,7,70270001,2,20,999999997,97,28,999999999,99,18,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,289999999,7,2,1,3,1,0,0,-29,1,999999,99,97,2,2,2,2,2,-31,-31,5,1,1,2,2,-33,0,-34,-34,-34,-34,48,99998,9999999999,5,4,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,-38,48,99998,9999999999,2,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,4,0,-47,-47,-47,-47,0,-49,4,2,1,4,0,1,1011,1011222207,46.7445853358394
307,3,222207,1,1,1,1,33,1,3,2,-2,2,2,6,2,5,1,-3,4,2,2,0,1,1,1,1,5,1,2,-6,-6,-6,-6,2,2,2,2,1,22,2211,1,1,22,2211,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,2,1,1,1305024,0,2,-20,2,-21,-21,2,2,2,2,1,-22,-22,21,211140001,2,24,240280001,2,28,280320001,2,16,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,10,2,1,4,1,4000,2,2,2,6000,2,1,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,1,1011,1011222207,46.7445853358394
207,3,222207,1,1,1,2,29,1,3,2,-2,1,1,6,2,1,1,-3,1,-4,-4,-4,-4,-4,1,3,1,3,1,4,2,-7,2,1,2,2,2,1,17,1710,99,1,17,1710,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,6,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,3,2,1,1,9999997,4,2,-20,1,999997,97,1,1,2,2,2,-22,-22,28,280320001,2,99,999999999,99,28,280320001,2,40,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,20,2,1,3,1,999997,97,97,2,999997,97,1,1,1,2,2,2,-31,-31,0,4,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,4,3,1,1,2,2,2,2,2,-37,-37,-37,1,2,2,2,3,2,2,1,2,4,1,1,48,48215,4821545384,3,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,1,-44,9999,2,2,1,-46,-46,7,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011222207,70.9371795640415
1107,3,222207,1,1,1,1,21,1,3,3,-2,2,2,6,2,6,2,2,5,1,4,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,1,128,97,1,1,128,97,-13,-13,-13,-13,-13,-13,-13,21,6,1,-15,2,1,264,2,1,2,2,2,2,2,2,2,8,6,2500,3,4,238,2,2,2,96,1,1,9999999,0,2,-20,1,75000,3,1,2,2,2,2,-22,-22,99,999999999,99,99,999999999,99,99,999999999,99,16,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,1,2,2,2,2,-24,1,2,2,2,1,2,2,2,2,1,999999997,5,2,1,3,1,75000,3,1,2,80000,3,2,1,2,2,2,2,-31,-31,1,1,1,1,2,-33,0,-34,-34,-34,-34,99,99999,9999999999,99,99,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,4,2,2,1,2,4,2,-38,99,99999,9999999999,999,99,2,-41,-41,-41,-41,-41,-41,-41,99,0,-42,-42,-42,2,1,-44,9999,2,2,1,-46,-46,7,2022,0,0,-49,1,-50,-50,4,8,1,1011,1011222207,46.7445853358394
