folio,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p7_4_1,p7_4_2,p7_4_3,p7_4_4,p7_5,p7_5_1,p7_5_2,p7_5_2_1,p8,p9_1,p9_2,p9_3,p9_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12,p13_13_1,p13_13_2,p13_14,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_0_1,p18_0_2,p18_0_3,p18_0_4,p18_0_5,p18_1,p18_2,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1e,p22_1m,p22_1l,p22_1u,p22_3,p22_4,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_1,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_0_1,p29_0_2,p29_0_3,p29_0_4,p29_0_5,p29_1,p29_2,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_2_3_1,p35_2_3_2,p35_2_3_3,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p35_9,p35_9_1,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,nivel,oficio_res,filtro,estrato,upm,ponfin3
22709,3,232209,1,1,1,1,21,1,1,99,2,2,2,6,2,6,1,-3,3,1,1,0,3,1,0,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,18,1805,1,1,18,1805,1,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,922,1,2,2,2,2,2,2,2,2,8,6,75,3,2,236,2,2,1,2,1,1,1215013,3,2,-20,2,-21,-21,1,2,2,2,2,-22,-22,7,999999997,97,7,999999999,99,19,190390001,2,1,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,1,2,2,2,6,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280330282,2,2,1,2,2,-28,-28,-28,-28,2000,3,2,1,2,2,2,2,-31,-31,2,1,2,-32,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,4,1,4,97,99997,9999999997,997,97,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,99,3,1,1011,1011232209,43.9949038454959
22409,3,232209,1,1,1,2,20,1,2,3,-2,2,2,6,2,6,1,-3,2,0,2,0,0,2,5,0,3,0,-5,-5,-5,-5,-5,2,2,2,2,1,15,1507,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,3,96,2,1,1217001,3,2,-20,1,999997,97,1,1,2,2,2,-22,-22,7,70270001,2,28,280320001,2,28,280320001,2,40,2,2,-23,-23,-23,-23,-23,-23,2,2,1,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,28,2,1,3,1,999997,97,4,2,999997,97,2,1,1,2,2,2,-31,-31,0,2,2,-32,2,-33,1,0,-35,-35,0,48,48215,4821545384,6,1,2,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,4,2,2,1,2,4,2,-38,48,48215,4821545384,4,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011232209,66.7644042955684
22309,3,232209,1,1,1,1,36,1,3,2,-2,2,2,6,2,5,1,-3,6,2,4,0,3,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,1,10,1001,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,3,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,2,1,1,1217001,0,2,-20,1,32000,3,1,1,2,2,2,-22,-22,7,70270001,2,21,999999997,97,28,280320001,2,25,2,2,-23,-23,-23,-23,-23,-23,2,2,1,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,8,2,1,3,1,32000,3,4,2,35000,1,1,1,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,3,1,2,2,1,1,1,2,-37,-37,-37,1,2,2,2,7,2,2,1,2,4,2,-38,48,48215,4821545384,7,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011232209,43.9949038454959
22009,3,232209,1,1,1,2,23,1,3,3,-2,2,2,3,2,6,2,3,3,0,3,0,1,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,1,101,2,1,1,101,2,-13,-13,-13,-13,-13,-13,-13,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,96,2,1,1312047,3,2,-20,1,200000,3,2,2,2,2,2,-22,-22,7,70270001,2,26,260020001,2,26,260020001,2,20,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,260020001,3,2,1,3,1,200000,3,6,1,200000,3,1,2,2,2,2,2,-31,-31,0,9,1,1,2,-33,0,-34,-34,-34,-34,4,4003,400320050,5,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,2,-38,99,99999,9999999999,8,2,2,-41,-41,-41,-41,-41,-41,-41,2,99,99999,99,99,2,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011232209,66.7644042955684
21909,3,232209,1,1,1,1,19,1,6,1,1,1,1,6,2,6,2,2,8,3,4,1,3,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,16,1613,99,1,16,1613,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,712,2,2,2,2,2,2,2,2,2,8,6,2500,3,5,236,3,2,2,3,1,1,1705016,3,2,-20,1,50000,3,2,2,2,2,2,-22,-22,7,70270001,2,27,270020001,2,28,280090001,2,30,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,289999999,3,2,1,3,1,50000,3,5,2,50000,3,1,2,2,2,2,2,-31,-31,0,4,1,1,2,-33,1,0,-35,-35,0,48,48215,4821545384,5,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,10,2,2,2,2,4,2,-38,99,99999,9999999999,999,99,2,-41,-41,-41,-41,-41,-41,-41,2,99,99999,99,99,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,2,3,1,1011,1011232209,43.9949038454959
2107,3,262207,1,1,1,1,20,1,2,3,-2,2,2,6,2,5,1,-3,3,1,2,0,2,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,1,1,101,2,1,1,101,2,-13,-13,-13,-13,-13,-13,-13,20,6,1,-15,2,1,998,1,1,2,1,1,1,2,2,2,12,6,3500,3,5,999,1,1,2,96,2,3,-19,-19,2,-20,1,130000,3,2,2,2,2,2,-22,-22,15,150350027,2,99,999999999,99,15,150820001,2,1,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999998,10,2,1,3,1,130000,3,5,2,130000,3,1,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,1,0,-35,-35,1,48,48215,4821545384,5,4,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,8,2,2,2,2,4,2,-38,48,48215,4821545384,10,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,6,2022,1,0,-49,1,-50,-50,4,99,1,1011,1011262207,61.4095532843381
1407,3,262207,1,1,1,1,20,1,3,3,-2,2,2,3,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,1,1,2,-6,-6,-6,-6,1,2,2,2,1,22,2212,99,1,1,101,2,-13,-13,-13,-13,-13,-13,-13,2,6,1,-15,1,-17,263,1,1,1,2,2,2,2,2,2,12,6,99999,99,99,811,4,2,2,96,1,2,-19,-19,1,5,2,-21,-21,2,2,2,2,2,-22,-22,28,280320001,2,99,999999999,99,28,280320001,2,2,5,2,-23,-23,-23,-23,-23,-23,2,2,2,2,1,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,45,2,1,1,2,-28,-28,-28,-28,50000,3,1,1,1,1,2,2,6,2,0,1,1,2,2,-33,0,-34,-34,-34,-34,48,48029,4802965000,6,4,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,2,-38,48,48029,4802965000,8,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,3,2016,2018,1,1,1,-46,-46,7,2022,0,0,-49,1,-50,-50,4,8,1,1011,1011262207,61.4095532843381
2807,3,262207,1,1,1,2,23,1,2,3,-2,2,2,6,2,1,2,1,6,2,4,0,4,2,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,1,1,101,97,1,1,101,97,-13,-13,-13,-13,-13,-13,-13,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,2,2,1,1217001,5,2,-20,1,999999,99,1,1,2,2,2,-22,-22,99,999999999,99,99,999999999,99,99,999999999,99,35,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,15,2,1,3,1,999999,99,4,1,999999,99,1,1,1,2,2,2,-31,-31,1,2,1,1,2,-33,1,0,-35,-35,1,48,48215,4821545384,6,4,4,1,2,2,2,2,2,1,1,1,1,1,2,2,2,7,2,2,2,2,2,2,-38,99,99999,9999999999,7,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,2,2,2022,7,2022,1,0,-49,2,-50,-50,4,0,1,1011,1011262207,93.1919809958976
2207,3,262207,1,1,1,2,21,1,6,1,1,2,2,6,2,5,1,-3,8,1,7,0,2,1,1,1,1,1,2,-6,-6,-6,-6,2,2,2,2,1,9,920,2,1,1,101,2,-13,-13,-13,-13,-13,-13,-13,10,6,2,6,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,2,96,1,1,1217001,3,2,-20,1,60000,3,2,2,2,2,2,-22,-22,15,999999999,99,28,280320001,2,28,280320001,2,1,3,2,-23,-23,-23,-23,-23,-23,2,1,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,2,-27,1,60000,3,4,2,60000,3,2,2,2,2,2,2,-31,-31,0,1,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,4,5,1,2,2,2,1,1,3,-37,-37,-37,2,2,2,2,1,3,2,2,2,4,2,-38,48,48215,4821545384,1,3,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,2,2,2022,6,2022,1,2,0,2,2,2,2,0,1,1011,1011262207,93.1919809958976
33308,3,262208,1,1,1,2,27,1,3,2,-2,2,2,6,2,6,1,-3,9,3,6,0,3,1,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,11,1105,99,1,11,1105,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,511,1,1,2,2,2,2,2,2,2,8,6,2500,3,5,722,2,2,2,1,2,1,1217001,6,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,15,150330001,2,99,999999999,99,28,280320001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,5,2,-28,-28,-28,-28,999997,97,2,2,2,2,2,2,-31,-31,0,1,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,3,1,4,2,2,2,2,2,2,2,-37,-37,-37,1,1,2,2,4,2,2,2,2,4,2,-38,99,99999,9999999999,999,99,99,999,99,99,99999,99,99,999,99,99,99999,99,99,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,7,1,1011,1011262208,164.129160559939
33808,3,262208,1,1,1,2,18,1,6,1,1,2,2,6,2,1,1,-3,11,2,9,1,2,1,1,3,1,1,2,-6,-6,-6,-6,1,2,2,2,1,12,1204,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,6,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,2,1,1,9999997,4,2,-20,1,999997,97,1,1,1,2,2,1,2,7,70270001,2,97,999999997,97,97,999999997,97,31,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,3,97,999997,97,4,2,999997,97,97,1,1,2,2,2,-31,-31,3,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,2,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,2,0,1,1011,1011262208,164.129160559939
4807,3,272207,1,1,1,1,26,1,2,3,-2,2,2,6,2,1,1,-3,5,1,4,0,2,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,1,6,611,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,911,1,2,2,2,2,1,2,2,2,12,6,1900,3,5,111,2,1,1,4,1,1,1217001,0,2,-20,2,-21,-21,2,1,2,2,2,-22,-22,99,999999999,99,99,999999999,99,99,999999999,99,18,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999999,5,2,1,6,1,4000,2,7,3,4000,2,1,2,1,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,99,99999,9999999999,7,1,3,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,3,2,2,1,2,4,2,-38,48,48215,4821545384,999,99,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,1,0,-49,1,-50,-50,4,1,1,1011,1011272207,63.2426742779004
3807,3,272207,1,1,1,1,19,1,3,3,-2,2,2,6,2,6,2,2,8,4,4,0,2,2,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,1,22,2217,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,19,6,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,1,1,1217001,4,2,-20,1,13000,2,2,2,2,2,2,-22,-22,9,999999999,99,19,190390001,2,19,190390001,2,18,2,2,-23,-23,-23,-23,-23,-23,2,2,1,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,3,1,13000,2,6,2,13000,2,2,1,1,2,2,2,-31,-31,0,1,2,-32,2,-33,0,-34,-34,-34,-34,48,48201,4820135000,6,6,2,2,1,1,2,2,2,2,-37,-37,-37,2,2,2,2,4,2,2,1,2,4,2,-38,48,48201,4820135000,4,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011272207,63.2426742779004
3707,3,272207,1,1,1,1,27,1,6,1,1,2,2,6,2,1,1,-3,4,2,2,0,1,1,5,1,1,1,2,-6,-6,-6,-6,1,2,2,2,1,22,2205,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,27,6,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,96,1,1,1217001,0,2,-20,1,14000,2,2,2,2,2,2,-22,-22,19,190390001,2,21,211140001,2,28,280320001,2,21,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,16,2,1,3,1,14000,2,6,2,14000,2,1,2,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,6,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,4,2,2,2,2,4,1,4,48,48215,4821545384,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,2,2,2022,7,2022,0,0,-49,2,2,2,2,0,1,1011,1011272207,63.2426742779004
3307,3,272207,1,1,1,2,23,1,3,4,-2,2,1,6,2,6,1,-3,6,1,5,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,6,611,99,1,6,611,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,421,1,1,2,2,2,2,2,2,2,10,6,1500,3,5,461,3,2,2,96,1,1,1217001,1,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,28,280270001,2,97,999999997,97,28,280270001,2,1,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280270001,1,2,2,-27,1,999997,97,4,3,999997,97,97,2,2,2,2,2,-31,-31,0,7,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,4,4,1,2,2,1,2,2,2,-37,-37,-37,2,1,2,2,6,2,2,1,1,2,1,2,48,48215,4821545384,6,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,6,2022,0,0,-49,1,-50,-50,5,4,1,1011,1011272207,95.9738311748796
4207,3,272207,1,1,1,1,40,1,6,1,1,2,2,6,2,5,1,-3,5,0,3,2,1,1,1,1,1,1,2,-6,-6,-6,-6,2,2,2,2,1,5,506,97,1,1,136,1,-13,-13,-13,-13,-13,-13,-13,15,6,2,2,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,2,96,1,1,1312047,0,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,15,150330001,2,99,999999999,99,99,999999999,99,7,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999999,15,2,1,5,2,-28,-28,-28,-28,999999,99,99,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,4,3,2,2,2,2,1,1,3,-37,-37,-37,2,2,2,2,6,2,2,2,2,4,2,-38,48,48215,4821545384,6,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,1,-46,-46,7,2022,2,0,-49,2,2,2,2,0,1,1011,1011272207,63.2426742779004
3607,3,272207,1,1,1,2,41,1,1,4,-2,2,2,6,2,5,1,-3,7,2,5,0,1,1,1,3,1,1,2,-6,-6,-6,-6,2,2,2,2,1,1,136,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,41,6,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,4,2,1,96,1,1,1312047,4,2,-20,1,999997,97,1,2,2,2,2,-22,-22,21,211140001,2,19,190390001,2,28,280320001,2,2,5,2,-23,-23,-23,-23,-23,-23,1,2,1,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,5,1,3,1,999997,97,4,2,999997,97,1,2,2,2,2,2,-31,-31,0,2,99,99,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,4,3,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,6,2,2,2,2,4,2,-38,48,48215,4821545384,6,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,5,0,1,1011,1011272207,95.9738311748796
4907,3,272207,1,1,1,1,23,1,3,2,-2,2,2,6,2,5,1,-3,4,1,3,0,0,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,1,19,1901,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,96,1,1,9999998,6,2,-20,1,9000,2,1,2,2,2,2,-22,-22,15,999999999,99,99,999999999,99,99,999999999,99,5,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,80320001,1,2,2,-27,1,9000,2,4,1,9000,2,2,1,2,2,2,2,-31,-31,0,1,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,5,2,2,2,2,2,1,2,-37,-37,-37,2,2,1,2,5,2,2,1,2,2,2,-38,99,99999,9999999999,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,2,99,1,1,-50,-50,3,0,1,1011,1011272207,63.2426742779004
4107,3,272207,1,1,1,2,23,1,3,2,-2,1,1,6,2,6,2,2,8,3,5,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,17,1706,99,1,17,1706,99,-13,-13,-13,-13,-13,-13,-13,23,6,1,-15,2,8,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,3,2,2,96,2,1,9999998,0,2,-20,1,40000,3,1,1,1,1,2,6,2,28,280320001,2,99,999999999,99,28,280320001,2,2,3,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,1,1,1,2,6,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,3,1,40000,3,4,2,40000,3,1,1,1,1,1,2,6,2,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,4,3,2,2,2,2,2,2,3,-37,-37,-37,2,2,2,2,4,2,2,2,2,4,2,-38,48,48215,4821545384,4,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,1,-44,2022,2,2,1,-46,-46,6,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011272207,95.9738311748796
24809,3,272209,1,1,1,1,23,1,2,2,-2,2,2,3,2,1,1,-3,3,1,2,0,1,1,3,2,1,2,2,-6,-6,-6,-6,2,2,2,2,1,17,1707,2,1,17,1707,2,-13,-13,-13,-13,-13,-13,-13,3,6,2,8,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,4,2,3,96,1,2,-19,-19,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,21,999999999,99,32,320390001,2,32,320390001,2,17,6,1,32,32022,999999999,99,421,468,2,2,2,2,1,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,0,-26,-26,-26,-26,2,-28,-28,-28,-28,0,0,-30,2,2,2,2,2,-31,-31,2,1,2,-32,1,99,0,-34,-34,-34,-34,20,20175,2017539825,3,2,5,1,1,1,1,1,1,1,1,1,1,2,2,2,2,8,2,2,2,2,4,2,-38,20,20175,2017539825,2,6,1,223,12,5,99999,99,99,112,2,99,99999,99,99,1,1,-44,2005,2,1,1,-46,-46,8,2005,0,0,-49,1,-50,-50,3,0,1,1011,1011272209,43.9949038454959
24409,3,272209,1,1,1,1,28,1,2,3,-2,2,2,6,2,6,2,2,3,0,3,0,3,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,11,1101,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,8,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,3,1,1,1215013,0,2,-20,1,999997,97,1,2,2,2,2,-22,-22,7,70270001,2,9,999999997,97,13,999999997,97,20,2,2,-23,-23,-23,-23,-23,-23,1,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,5,2,1,3,1,999997,97,97,2,999997,97,97,1,2,2,2,2,-31,-31,0,1,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,1,3,1,1,2,1,1,1,2,-37,-37,-37,2,2,2,2,8,2,2,1,2,4,2,-38,48,48215,4821545384,8,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011272209,43.9949038454959
