folio,unidad,ciudad,trim,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p7_4_1,p7_4_2,p7_4_3,p7_4_4,p7_5,p7_5_1,p7_5_2,p7_5_2_1,p8,p9_1,p9_2,p9_3,p9_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12,p13_13_1,p13_13_2,p13_14,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_0_1,p18_0_2,p18_0_3,p18_0_4,p18_0_5,p18_1,p18_2,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1e,p22_1m,p22_1l,p22_1u,p22_3,p22_4,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_1,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_0_1,p29_0_2,p29_0_3,p29_0_4,p29_0_5,p29_1,p29_2,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_2_3_1,p35_2_3_2,p35_2_3_3,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p35_9,p35_9_1,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,nivel,oficio_res,filtro,estrato,upm,ponfin3
11211,72211,1,4,1,1,1,29,1,5,1,1,2,2,6,2,4,1,-3,1,-4,-4,-4,-4,-4,1,0,1,3,1,1,1,2,3,2,2,1,1,2,13,1325,97,5,-11,-11,-11,-11,-11,-11,-11,36,36005,3600551000,7,6,1,-15,2,4,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,1,1,1215013,0,1,5,1,15000,2,1,1,2,2,2,-22,-22,9,90020001,2,4,40020001,2,19,190390001,2,20,2,2,-23,-23,-23,-23,-23,-23,1,2,1,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,9,2,1,3,1,15000,2,6,1,15000,2,1,1,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,36,36005,3600551000,3,2,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,2,6,2,2,2,4,2,-38,36,36005,3600551000,7,6,1,511,9,7,3500,2,3,722,1,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,4,2016,0,0,-49,1,-50,-50,1,0,1,1011,1011072211,13.1262626205556
11311,72211,1,4,1,1,1,34,1,3,1,1,2,2,6,2,2,1,-3,1,-4,-4,-4,-4,-4,1,0,0,0,-5,-5,-5,-5,-5,1,2,1,2,2,4,404,97,5,-11,-11,-11,-11,-11,-11,-11,48,48015,4801507432,5,6,1,-15,2,4,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,2,1,1217001,0,2,-20,1,14000,2,1,2,2,2,2,-22,-22,28,280030001,2,9,90030001,2,11,110010001,2,13,2,2,-23,-23,-23,-23,-23,-23,1,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280270001,6,2,1,3,1,14000,2,6,1,14500,2,1,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48015,4801507432,6,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,9,5,2,2,2,4,1,1,48,48015,4801507432,5,6,1,712,10,6,2500,2,3,236,1,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,4,2017,0,0,-49,1,-50,-50,1,0,1,1011,1011072211,13.1262626205556
11411,72211,1,4,1,1,1,45,1,3,2,-2,1,2,2,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,5,5,1,1,2,-7,3,1,2,2,2,2,6,608,97,5,-11,-11,-11,-11,-11,-11,-11,12,12086,1208645000,5,6,1,-15,2,8,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,2,1,1705099,1,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,2,20041624,2,9,90030001,2,9,90110021,2,10,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,20030001,3,2,1,5,2,-28,-28,-28,-28,999999,99,2,1,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,12,12099,1209976600,3,2,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,1,6,2,2,2,4,2,-38,12,12086,9999999997,4,6,1,712,12,6,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,1,1011,1011072211,13.1262626205556
13410,142210,1,4,1,1,1,32,1,2,2,-2,2,2,6,2,1,1,-3,2,0,2,0,1,1,1,3,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,3,312,97,5,-11,-11,-11,-11,-11,-11,-11,48,48015,4801576240,3,6,1,-15,2,4,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,3,96,2,1,1705099,3,2,-20,1,99999,99,1,2,2,2,2,-22,-22,7,999999997,97,26,260300001,2,28,280400001,2,20,2,2,-23,-23,-23,-23,-23,-23,1,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,3,1,999999,99,7,1,999999,99,1,1,2,2,2,2,-31,-31,2,1,1,1,2,-33,0,-34,-34,-34,-34,48,48015,4801576240,6,1,3,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,6,5,2,2,2,4,2,-38,48,48015,4801576240,3,6,1,511,8,5,3500,2,4,722,1,6,500,4,2,1,0,-43,-43,-43,-43,1,-46,-46,2,2019,0,0,-49,1,-50,-50,3,0,1,1011,1011142210,53.57954543125
13510,142210,1,4,1,1,1,26,1,3,2,-2,2,2,6,2,6,2,2,6,0,4,2,2,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,2,9,905,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,1,1,1705099,3,2,-20,1,99999,99,1,1,2,2,2,-22,-22,19,190390001,2,28,280270001,2,19,190390001,2,17,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,5,2,1,3,1,999999,99,7,1,999999,99,1,1,2,2,2,2,-31,-31,0,1,1,1,2,-33,1,0,-35,-35,0,48,48215,4821545384,5,1,2,1,1,1,2,1,1,2,-37,-37,-37,2,2,2,2,10,2,2,2,2,4,2,-38,48,48215,4821545384,3,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011142210,53.57954543125
13910,142210,1,4,1,1,1,37,1,3,2,-2,2,2,4,2,1,1,-3,3,1,2,0,2,1,1,3,3,3,1,1,2,-7,2,2,2,2,2,2,18,1804,99,5,-11,-11,-11,-11,-11,-11,-11,8,8014,801409280,12,6,1,-15,2,8,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,1,1,9999999,3,2,-20,1,13000,2,2,2,2,2,2,-22,-22,26,999999997,97,19,190390001,2,19,190390001,2,1,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,5,2,1,3,1,13000,2,4,1,999999,99,1,2,2,2,2,2,-31,-31,4,2,2,-32,2,-33,0,-34,-34,-34,-34,8,8014,801409280,1,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,7,5,2,2,2,2,2,-38,8,8014,801409280,12,6,1,712,8,6,5000,2,3,236,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,0,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,3,0,1,1011,1011142210,53.57954543125
14010,142210,1,4,1,1,1,26,1,5,1,1,2,2,6,2,1,1,-3,7,2,3,2,2,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,2,9,901,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,834,2,2,2,2,2,2,2,2,2,10,7,500,4,3,462,1,2,1,2,1,1,1215013,3,2,-20,2,-21,-21,1,1,2,1,2,-22,-22,28,999999997,97,28,280380001,2,19,190390001,2,45,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,1,1,1,2,2,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280330282,15,2,1,6,2,-28,-28,-28,-28,999999,99,1,1,1,2,1,2,-31,-31,0,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48225,9999999997,5,1,4,1,1,1,1,1,1,2,-37,-37,-37,1,1,1,2,9,2,2,2,2,4,2,-38,48,48225,9999999997,9,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,1,7,1,1011,1011142210,53.57954543125
14311,92211,1,4,1,1,1,39,1,3,3,-2,2,2,6,2,1,1,-3,2,0,2,0,2,1,3,1,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,10,1001,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,3,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,3,1,1,1705099,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,25,250120001,2,10,100120001,2,28,280320001,2,19,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,4,2,1,3,1,18000,2,4,1,999999,99,1,2,2,2,2,2,-31,-31,2,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,4,1,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,9,2,2,2,2,2,1,4,48,48215,4821545384,9,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011092211,18.2207792128571
14411,92211,1,4,1,1,2,43,1,3,2,-2,2,2,6,2,5,2,1,5,5,0,0,5,2,1,3,1,3,2,-6,-6,-6,-6,1,2,2,2,2,5,512,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,2,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,3,4,2,1,1217001,3,2,-20,2,-21,-21,1,2,2,2,2,-22,-22,20,200670001,2,12,120010001,2,31,310500001,2,18,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,99,2,6,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,1,2,2,-27,2,-28,-28,-28,-28,999999,99,1,1,2,2,2,2,-31,-31,0,4,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,4,1,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,7,2,2,2,2,4,2,-38,48,48215,4821545384,7,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011092211,18.2207792128571
14511,92211,1,4,1,1,1,31,1,6,1,1,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,0,0,3,3,1,2,2,-7,3,1,2,2,2,2,5,501,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,3,2,1,96,2,1,1705099,3,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,19,190390001,2,14,140390001,2,3,30080001,2,13,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280270001,4,2,1,2,2,-28,-28,-28,-28,8000,4,1,1,1,2,2,2,-31,-31,2,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,3,1,1,1,1,1,1,3,-37,-37,-37,2,2,2,2,5,2,2,2,2,4,2,-38,48,48215,4821545384,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,2,0,1,1011,1011092211,18.2207792128571
14811,92211,1,4,1,1,1,35,1,3,1,1,2,2,6,2,1,1,-3,3,1,2,0,0,2,1,1,1,0,-5,-5,-5,-5,-5,2,2,2,2,2,16,1620,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,1,971,2,2,2,2,2,2,2,2,2,7,4,2500,4,3,461,2,2,1,96,2,1,1705099,0,2,-20,1,10000,2,2,2,2,2,2,-22,-22,2,20010139,2,7,70090001,2,10,100230001,2,5,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,7,1,1011,1011092211,18.2207792128571
14911,92211,1,4,1,1,2,25,1,6,1,1,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,16,1612,97,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,2,1,1217001,0,2,-20,1,10000,2,1,2,2,2,2,-22,-22,8,80170001,2,5,50020001,2,10,100380001,2,13,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280270001,12,2,1,3,1,13000,2,6,1,15000,2,2,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,18,2,2,2,2,4,1,1,48,48215,4821545384,15,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,2,0,1,1011,1011092211,18.2207792128571
15011,92211,1,4,1,1,2,26,1,2,2,-2,2,2,3,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,5,0,-5,-5,-5,-5,-5,1,2,1,2,2,6,603,97,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,1,1,1312047,3,1,5,1,13000,2,1,2,2,2,2,-22,-22,2,20020001,2,6,60070001,2,15,151090003,2,10,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,3,1,13000,2,6,1,13000,2,2,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,10,2,2,2,2,4,2,-38,48,48215,4821545384,1,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011092211,18.2207792128571
15111,92211,1,4,1,1,1,23,1,2,2,-2,2,2,6,2,6,2,2,5,1,3,1,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,4,404,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,10,6,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,96,2,1,1705099,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,12,120110001,2,11,110200703,2,15,151090003,2,13,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,3,1,11000,2,7,1,11000,2,2,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,7,2,2,2,2,4,2,-38,48,48215,4821545384,2,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011092211,18.2207792128571
16210,192210,1,4,1,1,2,29,1,3,3,-2,1,1,5,1,6,1,-3,1,-4,-4,-4,-4,-4,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,17,1701,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,2,1,1705099,0,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,19,190390001,2,19,190050001,2,10,100230001,2,18,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,5,2,1,3,99,999999,99,99,99,999999,99,99,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,2,1,1,2,1,2,2,2,-37,-37,-37,2,2,2,2,10,2,2,2,2,4,2,-38,48,48215,4821545384,6,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011192210,21.8383838288889
16310,192210,1,4,1,1,1,26,1,6,1,1,2,2,6,1,6,1,-3,3,0,3,0,0,2,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,4,419,97,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,6,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,1,1,1217001,0,2,-20,2,-21,-21,1,2,2,2,2,-22,-22,19,190470001,2,6,60090001,2,7,70400001,2,20,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,5,2,-28,-28,-28,-28,5000,4,2,1,1,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,3,2,2,2,2,4,2,-38,48,48215,4821545384,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,2,0,1,1011,1011192210,21.8383838288889
16410,192210,1,4,1,1,1,26,1,3,2,-2,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,3,0,3,0,-5,-5,-5,-5,-5,2,2,2,2,2,9,901,97,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,2,1,1705099,0,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,21,211560001,2,31,310590001,2,20,999999999,99,15,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,2,2,1,3,2,-28,-28,-28,-28,999999,99,99,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,3,2,1,2,2,2,2,2,-37,-37,-37,2,2,2,2,10,2,2,2,2,4,2,-38,48,48215,4821545384,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011192210,21.8383838288889
16510,192210,1,4,1,1,1,23,1,3,2,-2,2,2,6,2,6,2,2,4,1,2,1,0,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,3,301,98,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,1,1,1312047,0,2,-20,1,10000,2,2,2,2,2,2,-22,-22,7,70150001,2,30,302040001,2,14,140700001,2,14,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,289999999,3,2,1,3,1,11000,2,7,1,15000,2,2,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,7,2,2,2,2,4,2,-38,48,48215,4821545384,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,1,-44,2020,2,2,1,-46,-46,10,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011192210,21.8383838288889
16610,192210,1,4,1,1,1,33,1,3,3,-2,2,2,3,2,6,1,-3,1,-4,-4,-4,-4,-4,3,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,501,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,17,6,1,-15,2,1,421,1,2,2,1,2,2,1,2,2,10,5,99999,99,99,561,1,2,2,96,1,1,1705099,4,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,25,250120001,2,26,260170001,2,2,20040001,2,25,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,20040001,2,2,1,2,2,-28,-28,-28,-28,10000,2,1,2,2,2,2,2,-31,-31,3,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,3,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,12,2,2,2,2,4,2,-38,48,48215,4821545384,11,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,4,4,1,1011,1011192210,21.8383838288889
16910,192210,1,4,1,1,2,27,1,3,3,-2,2,2,6,2,6,2,2,2,0,1,1,1,2,1,0,0,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,501,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,1,96,2,1,1215013,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,4,999999999,99,3,30080001,2,13,130510027,2,28,2,2,-23,-23,-23,-23,-23,-23,1,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,289999999,7,2,1,4,2,-28,-28,-28,-28,999998,98,1,2,2,2,2,2,-31,-31,2,6,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,5,1,1,1,1,1,1,3,-37,-37,-37,1,1,1,2,5,2,2,2,2,4,2,-38,48,48215,4821545384,6,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011192210,21.8383838288889
17010,192210,1,4,1,1,1,28,1,3,2,-2,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,3,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,503,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,3,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,1,1,1215013,4,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,2,20010133,2,19,190390001,2,19,190390001,2,34,2,2,-23,-23,-23,-23,-23,-23,1,1,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280270001,12,2,1,2,2,-28,-28,-28,-28,19000,2,1,2,2,2,2,2,-31,-31,3,4,1,1,2,-33,0,-34,-34,-34,-34,48,48225,4822544260,3,1,3,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,15,2,2,2,2,4,2,-38,48,48225,4822544260,12,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011192210,21.8383838288889
