,Unnamed: 0,nommun,cvemun,estado,region,id_poligon,eventos,inm_30km,sc_30km,geometry,buffer,facility_count
143,62,"Janos, Chihuahua",28027.0,Chihuahua,Centro,PG655,116,1,0,POINT (-108.1930484 30.8893267),"POLYGON ((-107.92173688011286 30.8893267, -107.9230433192381 30.862733520682198, -107.92695005489087 30.836396448218537, -107.93341946307119 30.810569123014147, -107.94238923984175 30.785500276329405, -107.95377300134886 30.761431334861904, -107.96746111574622 30.738594095675403, -107.98332175900951 30.71720849386737, -108.00120218447377 30.69748048447378, -108.02093019386737 30.679600059009516, -108.04231579567539 30.66373941574623, -108.0651530348619 30.650051301348867, -108.0892219763294 30.638667539841748, -108.11429082301414 30.629697763071192, -108.14011814821853 30.623228354890873, -108.1664552206822 30.619321619238104, -108.1930484 30.618015180112867, -108.2196415793178 30.619321619238104, -108.24597865178146 30.623228354890873, -108.27180597698585 30.629697763071192, -108.29687482367059 30.638667539841748, -108.3209437651381 30.650051301348867, -108.3437810043246 30.66373941574623, -108.36516660613262 30.679600059009516, -108.38489461552622 30.69748048447378, -108.40277504099048 30.71720849386737, -108.41863568425377 30.738594095675403, -108.43232379865113 30.761431334861904, -108.44370756015824 30.785500276329405, -108.4526773369288 30.810569123014147, -108.45914674510912 30.836396448218537, -108.46305348076189 30.862733520682198, -108.46435991988713 30.8893267, -108.46305348076189 30.915919879317805, -108.45914674510912 30.942256951781467, -108.4526773369288 30.968084276985856, -108.44370756015824 30.9931531236706, -108.43232379865113 31.0172220651381, -108.41863568425377 31.0400593043246, -108.40277504099048 31.061444906132632, -108.38489461552622 31.081172915526224, -108.36516660613262 31.099053340990487, -108.3437810043246 31.11491398425377, -108.3209437651381 31.128602098651136, -108.29687482367059 31.139985860158255, -108.27180597698585 31.14895563692881, -108.24597865178146 31.15542504510913, -108.2196415793178 31.1593317807619, -108.1930484 31.160638219887137, -108.1664552206822 31.1593317807619, -108.14011814821853 31.15542504510913, -108.11429082301414 31.14895563692881, -108.0892219763294 31.139985860158255, -108.0651530348619 31.128602098651136, -108.04231579567539 31.11491398425377, -108.02093019386737 31.099053340990487, -108.00120218447377 31.081172915526224, -107.98332175900951 31.061444906132632, -107.96746111574622 31.0400593043246, -107.95377300134886 31.0172220651381, -107.94238923984175 30.9931531236706, -107.93341946307119 30.968084276985856, -107.92695005489087 30.942256951781467, -107.9230433192381 30.915919879317805, -107.92173688011286 30.8893267))",0
144,220,"San Jose Tenango, Oaxaca",29035.0,Oaxaca,Sur,PG1300,115,0,1,POINT (-96.716667 18.15),"POLYGON ((-96.44535548011287 18.15, -96.44666191923811 18.123406820682195, -96.45056865489087 18.097069748218534, -96.4570380630712 18.071242423014144, -96.46600783984175 18.0461735763294, -96.47739160134887 18.0221046348619, -96.49107971574622 17.9992673956754, -96.50694035900952 17.97788179386737, -96.52482078447377 17.958153784473776, -96.54454879386738 17.940273359009513, -96.5659343956754 17.92441271574623, -96.5887716348619 17.910724601348864, -96.6128405763294 17.899340839841745, -96.63790942301415 17.89037106307119, -96.66373674821854 17.88390165489087, -96.6900738206822 17.8799949192381, -96.716667 17.878688480112864, -96.7432601793178 17.8799949192381, -96.76959725178146 17.88390165489087, -96.79542457698585 17.89037106307119, -96.8204934236706 17.899340839841745, -96.8445623651381 17.910724601348864, -96.8673996043246 17.92441271574623, -96.88878520613262 17.940273359009513, -96.90851321552623 17.958153784473776, -96.92639364099048 17.97788179386737, -96.94225428425378 17.9992673956754, -96.95594239865113 18.0221046348619, -96.96732616015825 18.0461735763294, -96.9762959369288 18.071242423014144, -96.98276534510913 18.097069748218534, -96.98667208076189 18.123406820682195, -96.98797851988714 18.15, -96.98667208076189 18.176593179317802, -96.98276534510913 18.202930251781464, -96.9762959369288 18.228757576985853, -96.96732616015825 18.253826423670596, -96.95594239865113 18.277895365138097, -96.94225428425378 18.300732604324597, -96.92639364099048 18.32211820613263, -96.90851321552623 18.34184621552622, -96.88878520613262 18.359726640990484, -96.8673996043246 18.37558728425377, -96.8445623651381 18.389275398651133, -96.8204934236706 18.400659160158252, -96.79542457698585 18.409628936928808, -96.76959725178146 18.416098345109127, -96.7432601793178 18.420005080761896, -96.716667 18.421311519887134, -96.6900738206822 18.420005080761896, -96.66373674821854 18.416098345109127, -96.63790942301415 18.409628936928808, -96.6128405763294 18.400659160158252, -96.5887716348619 18.389275398651133, -96.5659343956754 18.37558728425377, -96.54454879386738 18.359726640990484, -96.52482078447377 18.34184621552622, -96.50694035900952 18.32211820613263, -96.49107971574622 18.300732604324597, -96.47739160134887 18.277895365138097, -96.46600783984175 18.253826423670596, -96.4570380630712 18.228757576985853, -96.45056865489087 18.202930251781464, -96.44666191923811 18.176593179317802, -96.44535548011287 18.15))",0
145,137,"Tlajomulco de Zuniga, Jalisco",20079.0,Jalisco,Pacifico,PG913,113,1,78,POINT (-103.400509663829 20.48187375),"POLYGON ((-103.12919814394186 20.48187375, -103.13050458306711 20.455280570682195, -103.13441131871987 20.428943498218533, -103.14088072690019 20.403116173014144, -103.14985050367075 20.3780473263294, -103.16123426517787 20.3539783848619, -103.17492237957522 20.3311411456754, -103.19078302283852 20.309755543867368, -103.20866344830277 20.290027534473776, -103.22839145769638 20.272147109009513, -103.2497770595044 20.25628646574623, -103.2726142986909 20.242598351348864, -103.2966832401584 20.231214589841745, -103.32175208684315 20.22224481307119, -103.34757941204754 20.21577540489087, -103.3739164845112 20.2118686692381, -103.400509663829 20.210562230112863, -103.4271028431468 20.2118686692381, -103.45343991561046 20.21577540489087, -103.47926724081485 20.22224481307119, -103.5043360874996 20.231214589841745, -103.5284050289671 20.242598351348864, -103.5512422681536 20.25628646574623, -103.57262786996162 20.272147109009513, -103.59235587935522 20.290027534473776, -103.61023630481948 20.309755543867368, -103.62609694808278 20.3311411456754, -103.63978506248013 20.3539783848619, -103.65116882398725 20.3780473263294, -103.6601386007578 20.403116173014144, -103.66660800893813 20.428943498218533, -103.67051474459089 20.455280570682195, -103.67182118371613 20.48187375, -103.67051474459089 20.5084669293178, -103.66660800893813 20.534804001781463, -103.6601386007578 20.560631326985852, -103.65116882398725 20.585700173670595, -103.63978506248013 20.609769115138096, -103.62609694808278 20.632606354324597, -103.61023630481948 20.65399195613263, -103.59235587935522 20.67371996552622, -103.57262786996162 20.691600390990484, -103.5512422681536 20.707461034253768, -103.5284050289671 20.721149148651133, -103.5043360874996 20.732532910158252, -103.47926724081485 20.741502686928808, -103.45343991561046 20.747972095109127, -103.4271028431468 20.751878830761896, -103.400509663829 20.753185269887133, -103.3739164845112 20.751878830761896, -103.34757941204754 20.747972095109127, -103.32175208684315 20.741502686928808, -103.2966832401584 20.732532910158252, -103.2726142986909 20.721149148651133, -103.2497770595044 20.707461034253768, -103.22839145769638 20.691600390990484, -103.20866344830277 20.67371996552622, -103.19078302283852 20.65399195613263, -103.17492237957522 20.632606354324597, -103.16123426517787 20.609769115138096, -103.14985050367075 20.585700173670595, -103.14088072690019 20.560631326985852, -103.13441131871987 20.534804001781463, -103.13050458306711 20.5084669293178, -103.12919814394186 20.48187375))",0
146,196,"San Juan Bautista Tuxtepec, Oaxaca",28004.0,Oaxaca,Sur,PG1339,108,0,1,POINT (-96.1227767 18.0874632),"POLYGON ((-95.85146518011287 18.0874632, -95.85277161923811 18.060870020682195, -95.85667835489087 18.034532948218533, -95.8631477630712 18.008705623014144, -95.87211753984175 17.9836367763294, -95.88350130134887 17.9595678348619, -95.89718941574623 17.9367305956754, -95.91305005900952 17.915344993867368, -95.93093048447378 17.895616984473776, -95.95065849386738 17.877736559009513, -95.9720440956754 17.86187591574623, -95.9948813348619 17.848187801348864, -96.0189502763294 17.836804039841745, -96.04401912301415 17.82783426307119, -96.06984644821854 17.82136485489087, -96.0961835206822 17.8174581192381, -96.1227767 17.816151680112863, -96.1493698793178 17.8174581192381, -96.17570695178146 17.82136485489087, -96.20153427698585 17.82783426307119, -96.2266031236706 17.836804039841745, -96.2506720651381 17.848187801348864, -96.2735093043246 17.86187591574623, -96.29489490613263 17.877736559009513, -96.31462291552623 17.895616984473776, -96.33250334099048 17.915344993867368, -96.34836398425378 17.9367305956754, -96.36205209865113 17.9595678348619, -96.37343586015825 17.9836367763294, -96.38240563692881 18.008705623014144, -96.38887504510913 18.034532948218533, -96.3927817807619 18.060870020682195, -96.39408821988714 18.0874632, -96.3927817807619 18.1140563793178, -96.38887504510913 18.140393451781463, -96.38240563692881 18.166220776985853, -96.37343586015825 18.191289623670595, -96.36205209865113 18.215358565138096, -96.34836398425378 18.238195804324597, -96.33250334099048 18.25958140613263, -96.31462291552623 18.27930941552622, -96.29489490613263 18.297189840990484, -96.2735093043246 18.31305048425377, -96.2506720651381 18.326738598651133, -96.2266031236706 18.338122360158252, -96.20153427698585 18.347092136928808, -96.17570695178146 18.353561545109127, -96.1493698793178 18.357468280761896, -96.1227767 18.358774719887133, -96.0961835206822 18.357468280761896, -96.06984644821854 18.353561545109127, -96.04401912301415 18.347092136928808, -96.0189502763294 18.338122360158252, -95.9948813348619 18.326738598651133, -95.9720440956754 18.31305048425377, -95.95065849386738 18.297189840990484, -95.93093048447378 18.27930941552622, -95.91305005900952 18.25958140613263, -95.89718941574623 18.238195804324597, -95.88350130134887 18.215358565138096, -95.87211753984175 18.191289623670595, -95.8631477630712 18.166220776985853, -95.85667835489087 18.140393451781463, -95.85277161923811 18.1140563793178, -95.85146518011287 18.0874632))",1
147,344,"Xalapa, Veracruz",7027.0,Veracruz,Golfo,PG1263,103,0,8,POINT (-96.9146374 19.5408338),"POLYGON ((-96.64332588011287 19.5408338, -96.64463231923811 19.514240620682198, -96.64853905489088 19.487903548218537, -96.6550084630712 19.462076223014147, -96.66397823984175 19.437007376329404, -96.67536200134887 19.412938434861903, -96.68905011574623 19.390101195675403, -96.70491075900952 19.36871559386737, -96.72279118447378 19.34898758447378, -96.74251919386738 19.331107159009516, -96.7639047956754 19.31524651574623, -96.7867420348619 19.301558401348867, -96.8108109763294 19.290174639841748, -96.83587982301415 19.281204863071192, -96.86170714821854 19.274735454890873, -96.8880442206822 19.270828719238104, -96.9146374 19.269522280112866, -96.9412305793178 19.270828719238104, -96.96756765178147 19.274735454890873, -96.99339497698585 19.281204863071192, -97.0184638236706 19.290174639841748, -97.0425327651381 19.301558401348867, -97.0653700043246 19.31524651574623, -97.08675560613263 19.331107159009516, -97.10648361552623 19.34898758447378, -97.12436404099049 19.36871559386737, -97.14022468425378 19.390101195675403, -97.15391279865113 19.412938434861903, -97.16529656015825 19.437007376329404, -97.17426633692881 19.462076223014147, -97.18073574510913 19.487903548218537, -97.1846424807619 19.514240620682198, -97.18594891988714 19.5408338, -97.1846424807619 19.567426979317805, -97.18073574510913 19.593764051781466, -97.17426633692881 19.619591376985856, -97.16529656015825 19.6446602236706, -97.15391279865113 19.6687291651381, -97.14022468425378 19.6915664043246, -97.12436404099049 19.71295200613263, -97.10648361552623 19.732680015526224, -97.08675560613263 19.750560440990487, -97.0653700043246 19.76642108425377, -97.0425327651381 19.780109198651136, -97.0184638236706 19.791492960158255, -96.99339497698585 19.80046273692881, -96.96756765178147 19.80693214510913, -96.9412305793178 19.8108388807619, -96.9146374 19.812145319887136, -96.8880442206822 19.8108388807619, -96.86170714821854 19.80693214510913, -96.83587982301415 19.80046273692881, -96.8108109763294 19.791492960158255, -96.7867420348619 19.780109198651136, -96.7639047956754 19.76642108425377, -96.74251919386738 19.750560440990487, -96.72279118447378 19.732680015526224, -96.70491075900952 19.71295200613263, -96.68905011574623 19.6915664043246, -96.67536200134887 19.6687291651381, -96.66397823984175 19.6446602236706, -96.6550084630712 19.619591376985856, -96.64853905489088 19.593764051781466, -96.64463231923811 19.567426979317805, -96.64332588011287 19.5408338))",0
148,345,"San Andres Tuxtla, Veracruz",,Veracruz,Golfo,PG1379,102,0,0,POINT (-95.1983153392005 18.4633672),"POLYGON ((-94.92700381931337 18.4633672, -94.92831025843861 18.436774020682197, -94.93221699409138 18.410436948218535, -94.9386864022717 18.384609623014146, -94.94765617904226 18.359540776329403, -94.95903994054937 18.335471834861902, -94.97272805494673 18.3126345956754, -94.98858869821002 18.29124899386737, -95.00646912367428 18.271520984473778, -95.02619713306788 18.253640559009515, -95.0475827348759 18.23777991574623, -95.0704199740624 18.224091801348866, -95.09448891552991 18.212708039841747, -95.11955776221465 18.20373826307119, -95.14538508741904 18.197268854890872, -95.1717221598827 18.193362119238103, -95.1983153392005 18.192055680112865, -95.2249085185183 18.193362119238103, -95.25124559098197 18.197268854890872, -95.27707291618636 18.20373826307119, -95.3021417628711 18.212708039841747, -95.3262107043386 18.224091801348866, -95.34904794352511 18.23777991574623, -95.37043354533313 18.253640559009515, -95.39016155472673 18.271520984473778, -95.40804198019099 18.29124899386737, -95.42390262345428 18.3126345956754, -95.43759073785164 18.335471834861902, -95.44897449935875 18.359540776329403, -95.45794427612931 18.384609623014146, -95.46441368430963 18.410436948218535, -95.4683204199624 18.436774020682197, -95.46962685908764 18.4633672, -95.4683204199624 18.489960379317804, -95.46441368430963 18.516297451781465, -95.45794427612931 18.542124776985855, -95.44897449935875 18.567193623670597, -95.43759073785164 18.5912625651381, -95.42390262345428 18.6140998043246, -95.40804198019099 18.63548540613263, -95.39016155472673 18.655213415526223, -95.37043354533313 18.673093840990486, -95.34904794352511 18.68895448425377, -95.3262107043386 18.702642598651135, -95.3021417628711 18.714026360158254, -95.27707291618636 18.72299613692881, -95.25124559098197 18.72946554510913, -95.2249085185183 18.7333722807619, -95.1983153392005 18.734678719887135, -95.1717221598827 18.7333722807619, -95.14538508741904 18.72946554510913, -95.11955776221465 18.72299613692881, -95.09448891552991 18.714026360158254, -95.0704199740624 18.702642598651135, -95.0475827348759 18.68895448425377, -95.02619713306788 18.673093840990486, -95.00646912367428 18.655213415526223, -94.98858869821002 18.63548540613263, -94.97272805494673 18.6140998043246, -94.95903994054937 18.5912625651381, -94.94765617904226 18.567193623670597, -94.9386864022717 18.542124776985855, -94.93221699409138 18.516297451781465, -94.92831025843861 18.489960379317804, -94.92700381931337 18.4633672))",0
149,63,"Ojinaga, Chihuahua",,Chihuahua,Centro,PG887,101,0,0,POINT (-104.4128523 29.5654282),"POLYGON ((-104.14154078011286 29.5654282, -104.1428472192381 29.538835020682196, -104.14675395489087 29.512497948218535, -104.15322336307119 29.486670623014145, -104.16219313984175 29.461601776329402, -104.17357690134887 29.4375328348619, -104.18726501574622 29.4146955956754, -104.20312565900952 29.39330999386737, -104.22100608447377 29.373581984473777, -104.24073409386737 29.355701559009514, -104.2621196956754 29.33984091574623, -104.2849569348619 29.326152801348865, -104.3090258763294 29.314769039841746, -104.33409472301415 29.30579926307119, -104.35992204821854 29.29932985489087, -104.3862591206822 29.2954231192381, -104.4128523 29.294116680112865, -104.4394454793178 29.2954231192381, -104.46578255178146 29.29932985489087, -104.49160987698585 29.30579926307119, -104.5166787236706 29.314769039841746, -104.5407476651381 29.326152801348865, -104.5635849043246 29.33984091574623, -104.58497050613262 29.355701559009514, -104.60469851552622 29.373581984473777, -104.62257894099048 29.39330999386737, -104.63843958425377 29.4146955956754, -104.65212769865113 29.4375328348619, -104.66351146015825 29.461601776329402, -104.6724812369288 29.486670623014145, -104.67895064510913 29.512497948218535, -104.68285738076189 29.538835020682196, -104.68416381988713 29.5654282, -104.68285738076189 29.592021379317803, -104.67895064510913 29.618358451781464, -104.6724812369288 29.644185776985854, -104.66351146015825 29.669254623670597, -104.65212769865113 29.693323565138098, -104.63843958425377 29.7161608043246, -104.62257894099048 29.73754640613263, -104.60469851552622 29.757274415526222, -104.58497050613262 29.775154840990485, -104.5635849043246 29.79101548425377, -104.5407476651381 29.804703598651134, -104.5166787236706 29.816087360158253, -104.49160987698585 29.82505713692881, -104.46578255178146 29.831526545109128, -104.4394454793178 29.835433280761897, -104.4128523 29.836739719887134, -104.3862591206822 29.835433280761897, -104.35992204821854 29.831526545109128, -104.33409472301415 29.82505713692881, -104.3090258763294 29.816087360158253, -104.2849569348619 29.804703598651134, -104.2621196956754 29.79101548425377, -104.24073409386737 29.775154840990485, -104.22100608447377 29.757274415526222, -104.20312565900952 29.73754640613263, -104.18726501574622 29.7161608043246, -104.17357690134887 29.693323565138098, -104.16219313984175 29.669254623670597, -104.15322336307119 29.644185776985854, -104.14675395489087 29.618358451781464, -104.1428472192381 29.592021379317803, -104.14154078011286 29.5654282))",0
150,386,"Trancoso, Zacatecas",14097.0,Zacatecas,Centro,PG995,99,1,7,POINT (-102.3667969 22.7353025),"POLYGON ((-102.09548538011286 22.7353025, -102.0967918192381 22.708709320682196, -102.10069855489087 22.682372248218535, -102.10716796307119 22.656544923014145, -102.11613773984175 22.631476076329403, -102.12752150134887 22.6074071348619, -102.14120961574622 22.5845698956754, -102.15707025900952 22.56318429386737, -102.17495068447377 22.543456284473777, -102.19467869386737 22.525575859009514, -102.2160642956754 22.50971521574623, -102.2389015348619 22.496027101348865, -102.2629704763294 22.484643339841746, -102.28803932301415 22.47567356307119, -102.31386664821854 22.46920415489087, -102.3402037206822 22.4652974192381, -102.3667969 22.463990980112865, -102.3933900793178 22.4652974192381, -102.41972715178146 22.46920415489087, -102.44555447698585 22.47567356307119, -102.4706233236706 22.484643339841746, -102.4946922651381 22.496027101348865, -102.5175295043246 22.50971521574623, -102.53891510613262 22.525575859009514, -102.55864311552622 22.543456284473777, -102.57652354099048 22.56318429386737, -102.59238418425377 22.5845698956754, -102.60607229865113 22.6074071348619, -102.61745606015825 22.631476076329403, -102.6264258369288 22.656544923014145, -102.63289524510913 22.682372248218535, -102.63680198076189 22.708709320682196, -102.63810841988713 22.7353025, -102.63680198076189 22.761895679317803, -102.63289524510913 22.788232751781464, -102.6264258369288 22.814060076985854, -102.61745606015825 22.839128923670597, -102.60607229865113 22.863197865138098, -102.59238418425377 22.8860351043246, -102.57652354099048 22.90742070613263, -102.55864311552622 22.927148715526222, -102.53891510613262 22.945029140990485, -102.5175295043246 22.96088978425377, -102.4946922651381 22.974577898651134, -102.4706233236706 22.985961660158253, -102.44555447698585 22.99493143692881, -102.41972715178146 23.001400845109128, -102.3933900793178 23.005307580761897, -102.3667969 23.006614019887135, -102.3402037206822 23.005307580761897, -102.31386664821854 23.001400845109128, -102.28803932301415 22.99493143692881, -102.2629704763294 22.985961660158253, -102.2389015348619 22.974577898651134, -102.2160642956754 22.96088978425377, -102.19467869386737 22.945029140990485, -102.17495068447377 22.927148715526222, -102.15707025900952 22.90742070613263, -102.14120961574622 22.8860351043246, -102.12752150134887 22.863197865138098, -102.11613773984175 22.839128923670597, -102.10716796307119 22.814060076985854, -102.10069855489087 22.788232751781464, -102.0967918192381 22.761895679317803, -102.09548538011286 22.7353025))",0
151,306,"Yauhquemehcan, Tlaxcala",20283.0,Tlaxcala,Centro,PG1224,98,1,7,POINT (-98.1824244 19.4057444),"POLYGON ((-97.91111288011287 19.4057444, -97.91241931923811 19.379151220682196, -97.91632605489087 19.352814148218535, -97.9227954630712 19.326986823014146, -97.93176523984175 19.301917976329403, -97.94314900134887 19.2778490348619, -97.95683711574623 19.2550117956754, -97.97269775900952 19.23362619386737, -97.99057818447378 19.213898184473777, -98.01030619386738 19.196017759009514, -98.0316917956754 19.18015711574623, -98.0545290348619 19.166469001348865, -98.0785979763294 19.155085239841746, -98.10366682301415 19.14611546307119, -98.12949414821854 19.13964605489087, -98.1558312206822 19.135739319238102, -98.1824244 19.134432880112865, -98.2090175793178 19.135739319238102, -98.23535465178146 19.13964605489087, -98.26118197698585 19.14611546307119, -98.2862508236706 19.155085239841746, -98.3103197651381 19.166469001348865, -98.3331570043246 19.18015711574623, -98.35454260613263 19.196017759009514, -98.37427061552623 19.213898184473777, -98.39215104099048 19.23362619386737, -98.40801168425378 19.2550117956754, -98.42169979865113 19.2778490348619, -98.43308356015825 19.301917976329403, -98.44205333692881 19.326986823014146, -98.44852274510913 19.352814148218535, -98.4524294807619 19.379151220682196, -98.45373591988714 19.4057444, -98.4524294807619 19.432337579317803, -98.44852274510913 19.458674651781465, -98.44205333692881 19.484501976985854, -98.43308356015825 19.509570823670597, -98.42169979865113 19.533639765138098, -98.40801168425378 19.5564770043246, -98.39215104099048 19.57786260613263, -98.37427061552623 19.597590615526222, -98.35454260613263 19.615471040990485, -98.3331570043246 19.63133168425377, -98.3103197651381 19.645019798651134, -98.2862508236706 19.656403560158253, -98.26118197698585 19.66537333692881, -98.23535465178146 19.671842745109128, -98.2090175793178 19.675749480761898, -98.1824244 19.677055919887135, -98.1558312206822 19.675749480761898, -98.12949414821854 19.671842745109128, -98.10366682301415 19.66537333692881, -98.0785979763294 19.656403560158253, -98.0545290348619 19.645019798651134, -98.0316917956754 19.63133168425377, -98.01030619386738 19.615471040990485, -97.99057818447378 19.597590615526222, -97.97269775900952 19.57786260613263, -97.95683711574623 19.5564770043246, -97.94314900134887 19.533639765138098, -97.93176523984175 19.509570823670597, -97.9227954630712 19.484501976985854, -97.91632605489087 19.458674651781465, -97.91241931923811 19.432337579317803, -97.91111288011287 19.4057444))",2
152,1,"Cosio, Aguascalientes",20184.0,Aguascalientes,Centro,PG994,98,0,0,POINT (-102.312008510523 22.3705155),"POLYGON ((-102.04069699063587 22.3705155, -102.04200342976111 22.343922320682196, -102.04591016541387 22.317585248218535, -102.0523795735942 22.291757923014146, -102.06134935036475 22.266689076329403, -102.07273311187187 22.2426201348619, -102.08642122626922 22.2197828956754, -102.10228186953252 22.19839729386737, -102.12016229499677 22.178669284473777, -102.13989030439038 22.160788859009514, -102.1612759061984 22.14492821574623, -102.1841131453849 22.131240101348865, -102.2081820868524 22.119856339841746, -102.23325093353715 22.11088656307119, -102.25907825874154 22.10441715489087, -102.2854153312052 22.100510419238102, -102.312008510523 22.099203980112865, -102.3386016898408 22.100510419238102, -102.36493876230446 22.10441715489087, -102.39076608750885 22.11088656307119, -102.4158349341936 22.119856339841746, -102.4399038756611 22.131240101348865, -102.4627411148476 22.14492821574623, -102.48412671665562 22.160788859009514, -102.50385472604923 22.178669284473777, -102.52173515151348 22.19839729386737, -102.53759579477678 22.2197828956754, -102.55128390917413 22.2426201348619, -102.56266767068125 22.266689076329403, -102.5716374474518 22.291757923014146, -102.57810685563213 22.317585248218535, -102.58201359128489 22.343922320682196, -102.58332003041014 22.3705155, -102.58201359128489 22.397108679317803, -102.57810685563213 22.423445751781465, -102.5716374474518 22.449273076985854, -102.56266767068125 22.474341923670597, -102.55128390917413 22.498410865138098, -102.53759579477678 22.5212481043246, -102.52173515151348 22.54263370613263, -102.50385472604923 22.562361715526222, -102.48412671665562 22.580242140990485, -102.4627411148476 22.59610278425377, -102.4399038756611 22.609790898651134, -102.4158349341936 22.621174660158253, -102.39076608750885 22.63014443692881, -102.36493876230446 22.636613845109128, -102.3386016898408 22.640520580761898, -102.312008510523 22.641827019887135, -102.2854153312052 22.640520580761898, -102.25907825874154 22.636613845109128, -102.23325093353715 22.63014443692881, -102.2081820868524 22.621174660158253, -102.1841131453849 22.609790898651134, -102.1612759061984 22.59610278425377, -102.13989030439038 22.580242140990485, -102.12016229499677 22.562361715526222, -102.10228186953252 22.54263370613263, -102.08642122626922 22.5212481043246, -102.07273311187187 22.498410865138098, -102.06134935036475 22.474341923670597, -102.0523795735942 22.449273076985854, -102.04591016541387 22.423445751781465, -102.04200342976111 22.397108679317803, -102.04069699063587 22.3705155))",0
153,166,"Pesqueria, Nuevo Leon",29043.0,Nuevo Leon,Golfo,PG1116,93,0,69,POINT (-100.0520621 25.7851361),"POLYGON ((-99.78075058011287 25.7851361, -99.78205701923811 25.758542920682196, -99.78596375489087 25.732205848218534, -99.7924331630712 25.706378523014145, -99.80140293984175 25.681309676329402, -99.81278670134887 25.6572407348619, -99.82647481574622 25.6344034956754, -99.84233545900952 25.61301789386737, -99.86021588447377 25.593289884473776, -99.87994389386738 25.575409459009514, -99.9013294956754 25.55954881574623, -99.9241667348619 25.545860701348865, -99.9482356763294 25.534476939841745, -99.97330452301415 25.52550716307119, -99.99913184821854 25.51903775489087, -100.0254689206822 25.5151310192381, -100.0520621 25.513824580112864, -100.0786552793178 25.5151310192381, -100.10499235178146 25.51903775489087, -100.13081967698585 25.52550716307119, -100.1558885236706 25.534476939841745, -100.1799574651381 25.545860701348865, -100.2027947043246 25.55954881574623, -100.22418030613262 25.575409459009514, -100.24390831552623 25.593289884473776, -100.26178874099048 25.61301789386737, -100.27764938425378 25.6344034956754, -100.29133749865113 25.6572407348619, -100.30272126015825 25.681309676329402, -100.3116910369288 25.706378523014145, -100.31816044510913 25.732205848218534, -100.32206718076189 25.758542920682196, -100.32337361988714 25.7851361, -100.32206718076189 25.811729279317802, -100.31816044510913 25.838066351781464, -100.3116910369288 25.863893676985853, -100.30272126015825 25.888962523670596, -100.29133749865113 25.913031465138097, -100.27764938425378 25.935868704324598, -100.26178874099048 25.95725430613263, -100.24390831552623 25.97698231552622, -100.22418030613262 25.994862740990484, -100.2027947043246 26.01072338425377, -100.1799574651381 26.024411498651133, -100.1558885236706 26.035795260158253, -100.13081967698585 26.04476503692881, -100.10499235178146 26.051234445109127, -100.0786552793178 26.055141180761897, -100.0520621 26.056447619887134, -100.0254689206822 26.055141180761897, -99.99913184821854 26.051234445109127, -99.97330452301415 26.04476503692881, -99.9482356763294 26.035795260158253, -99.9241667348619 26.024411498651133, -99.9013294956754 26.01072338425377, -99.87994389386738 25.994862740990484, -99.86021588447377 25.97698231552622, -99.84233545900952 25.95725430613263, -99.82647481574622 25.935868704324598, -99.81278670134887 25.913031465138097, -99.80140293984175 25.888962523670596, -99.7924331630712 25.863893676985853, -99.78596375489087 25.838066351781464, -99.78205701923811 25.811729279317802, -99.78075058011287 25.7851361))",1
