ciudad,estado,ruta,detenciones,latitud,longitud,tipo,ID_Poligono,geometry,codigo_ruta,contador_xy,codigo_unico
"Tizayuca, Hidalgo",Hidalgo,Ruta Centro, 14,19.841245,-98.9815648,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,36,C-PG578-36
"Emiliano Zapata, Hidalgo",Hidalgo,Ruta Centro, 1,19.6546865,-98.544552,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,32,C-PG578-32
"Apan, Hidalgo",Hidalgo,Ruta Centro, 4,19.7098559,-98.4502318,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,33,C-PG578-33
"Huasca de Ocampo, Hidalgo",Hidalgo,Ruta Centro, 1,20.2231549,-98.5552467331717,Presencia Migración Irregular,PG579,"POLYGON ((-99 21, -98 21, -98 20, -99 20, -99 21))",C,5,C-PG579-5
"Ixmiquilpan, Hidalgo",Hidalgo,Ruta Centro, 1,20.481944,-99.218056,Presencia Migración Irregular,PG552,"POLYGON ((-100 21, -99 21, -99 20, -100 20, -100 21))",C,5,C-PG552-5
"Actopan, Hidalgo",Hidalgo,Ruta Centro, 2,20.2687373,-98.9431476,Presencia Migración Irregular,PG579,"POLYGON ((-99 21, -98 21, -98 20, -99 20, -99 21))",C,6,C-PG579-6
"Atitalaquia, Hidalgo",Hidalgo,Ruta Centro, 2,20.0597395,-99.21328819731298,Presencia Migración Irregular,PG552,"POLYGON ((-100 21, -99 21, -99 20, -100 20, -100 21))",C,2,C-PG552-2
"Alfajayucan, Hidalgo",Hidalgo,Ruta Centro, 1,20.410277,-99.40315343558592,Presencia Migración Irregular,PG552,"POLYGON ((-100 21, -99 21, -99 20, -100 20, -100 21))",C,4,C-PG552-4
"Tepeji del Rio de Ocampo, Hidalgo",Hidalgo,Ruta Centro, 789,19.89368265,-99.34871815266254,Presencia Migración Irregular,PG551,"POLYGON ((-100 20, -99 20, -99 19, -100 19, -100 20))",C,17,C-PG551-17
"Tula de Allende, Hidalgo",Hidalgo,Ruta Centro, 78,20.0489487,-99.37295616011426,Presencia Migración Irregular,PG552,"POLYGON ((-100 21, -99 21, -99 20, -100 20, -100 21))",C,1,C-PG552-1
"Zapotlan el Grande, Jalisco",Jalisco,Ruta del Pacifico, 1,19.6973465,-103.51064802186409,Presencia Migración Irregular,PG443,"POLYGON ((-104 20, -103 20, -103 19, -104 19, -104 20))",P,3,P-PG443-3
"Tlajomulco de Zuniga, Jalisco",Jalisco,Ruta del Pacifico, 103,20.48187375,-103.40050966382874,Presencia Migración Irregular,PG444,"POLYGON ((-104 21, -103 21, -103 20, -104 20, -104 21))",P,1,P-PG444-1
"Guadalajara, Jalisco",Jalisco,Ruta del Pacifico,1 332,20.6720375,-103.338396,Presencia Migración Irregular,PG444,"POLYGON ((-104 21, -103 21, -103 20, -104 20, -104 21))",P,3,P-PG444-3
"El Salto, Jalisco",Jalisco,Ruta del Pacifico, 1,20.5196964,-103.1813141,Presencia Migración Irregular,PG444,"POLYGON ((-104 21, -103 21, -103 20, -104 20, -104 21))",P,2,P-PG444-2
"Zinapecuaro, Michoacan",Michoacan,Ruta del Pacifico, 176,19.856318100000003,-100.7709097129878,Presencia Migración Irregular,PG524,"POLYGON ((-101 20, -100 20, -100 19, -101 19, -101 20))",P,1,P-PG524-1
"Apatzingan, Michoacan",Michoacan,Ruta del Pacifico, 1,19.0913792,-102.3537356,Presencia Migración Irregular,PG470,"POLYGON ((-103 20, -102 20, -102 19, -103 19, -103 20))",P,1,P-PG470-1
"Buenavista, Michoacan",Michoacan,Ruta del Pacifico, 1,19.21451245,-102.55515798507564,Presencia Migración Irregular,PG470,"POLYGON ((-103 20, -102 20, -102 19, -103 19, -103 20))",P,2,P-PG470-2
"Uruapan, Michoacan",Michoacan,Ruta del Pacifico, 1,19.4147269,-102.0522647,Presencia Migración Irregular,PG470,"POLYGON ((-103 20, -102 20, -102 19, -103 19, -103 20))",P,3,P-PG470-3
"Morelia, Michoacan",Michoacan,Ruta del Pacifico, 137,19.7027116,-101.1923818,Presencia Migración Irregular,PG497,"POLYGON ((-102 20, -101 20, -101 19, -102 19, -102 20))",P,1,P-PG497-1
"Lazaro Cardenas, Michoacan",Michoacan,Ruta del Pacifico, 1,17.9594769,-102.198659,Presencia Migración Irregular,PG468,"POLYGON ((-103 18, -102 18, -102 17, -103 17, -103 18))",P,1,P-PG468-1
"Cuitzeo, Michoacan",Michoacan,Ruta del Pacifico, 1,19.9693141,-101.1412203,Presencia Migración Irregular,PG497,"POLYGON ((-102 20, -101 20, -101 19, -102 19, -102 20))",P,2,P-PG497-2
"Xochitepec, Morelos",Morelos,Ruta Centro, 2,18.7831747,-99.2308448,Presencia Migración Irregular,PG550,"POLYGON ((-100 19, -99 19, -99 18, -100 18, -100 19))",C,2,C-PG550-2
"Tepoztlan, Morelos",Morelos,Ruta Centro, 1,18.9914959,-99.10254532724872,Presencia Migración Irregular,PG550,"POLYGON ((-100 19, -99 19, -99 18, -100 18, -100 19))",C,6,C-PG550-6
"Emiliano Zapata, Morelos",Morelos,Ruta Centro, 4,18.83995,-99.1870274,Presencia Migración Irregular,PG550,"POLYGON ((-100 19, -99 19, -99 18, -100 18, -100 19))",C,3,C-PG550-3
"Temixco, Morelos",Morelos,Ruta Centro, 7,18.8449428,-99.2236369,Presencia Migración Irregular,PG550,"POLYGON ((-100 19, -99 19, -99 18, -100 18, -100 19))",C,4,C-PG550-4
"Cuernavaca, Morelos",Morelos,Ruta Centro, 21,18.9218274,-99.2342282,Presencia Migración Irregular,PG550,"POLYGON ((-100 19, -99 19, -99 18, -100 18, -100 19))",C,5,C-PG550-5
"Puente de Ixtla, Morelos",Morelos,Ruta Centro, 8,18.6171111,-99.3192092,Presencia Migración Irregular,PG550,"POLYGON ((-100 19, -99 19, -99 18, -100 18, -100 19))",C,1,C-PG550-1
"Jantetelco, Morelos",Morelos,Ruta Centro, 3,18.7167516,-98.7766172,Presencia Migración Irregular,PG577,"POLYGON ((-99 19, -98 19, -98 18, -99 18, -99 19))",C,1,C-PG577-1
"Tepic, Nayarit",Nayarit,Ruta del Pacifico, 219,21.5119156,-104.8915889,Presencia Migración Irregular,PG418,"POLYGON ((-105 22, -104 22, -104 21, -105 21, -105 22))",P,1,P-PG418-1
"Bahia de Banderas, Nayarit",Nayarit,Ruta del Pacifico, 2,20.8290434,-105.31750873696538,Presencia Migración Irregular,PG390,"POLYGON ((-106 21, -105 21, -105 20, -106 20, -106 21))",P,1,P-PG390-1
"Monterrey, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 449,25.6802019,-100.315258,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,8,G-PG530-8
"Salinas Victoria, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 18,26.1216805,-100.3270876995874,Presencia Migración Irregular,PG531,"POLYGON ((-101 27, -100 27, -100 26, -101 26, -101 27))",G,2,G-PG531-2
"Mina, Nuevo Leon",Nuevo Leon,Ruta del Golfo,2 348,26.0025145,-100.5300485,Presencia Migración Irregular,PG531,"POLYGON ((-101 27, -100 27, -100 26, -101 26, -101 27))",G,1,G-PG531-1
"Cienega de Flores, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 41,25.956169,-100.1662028,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,15,G-PG530-15
"El Carmen, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 35,25.9368419,-100.3613419,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,14,G-PG530-14
"General Zuazua, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 35,25.8953873,-100.1078021,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,13,G-PG530-13
"General Escobedo, Nuevo Leon",Nuevo Leon,Ruta del Golfo,1 204,25.808517,-100.3224334,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,12,G-PG530-12
"Pesqueria, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 93,25.7851361,-100.0520621,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,11,G-PG530-11
"Apodaca, Nuevo Leon",Nuevo Leon,Ruta del Golfo,4 262,25.7816542,-100.1887501,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,10,G-PG530-10
"China, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 146,25.4915799,-98.98111150455688,Presencia Migración Irregular,PG584,"POLYGON ((-99 26, -98 26, -98 25, -99 25, -99 26))",G,1,G-PG584-1
"San Nicolas de los Garza, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 50,25.7558021,-100.289648,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,9,G-PG530-9
"Anahuac, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 86,27.0285283,-100.0333715,Presencia Migración Irregular,PG532,"POLYGON ((-101 28, -100 28, -100 27, -101 27, -101 28))",G,1,G-PG532-1
"Guadalupe, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 225,25.6751114,-100.2151753,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,7,G-PG530-7
"Santa Catarina, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 167,25.6745052,-100.4616371,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,6,G-PG530-6
"Paras, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 13,26.4993853,-99.5229954,Presencia Migración Irregular,PG558,"POLYGON ((-100 27, -99 27, -99 26, -100 26, -100 27))",G,2,G-PG558-2
"Los Ramones, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 7,25.6973768,-99.6250811,Presencia Migración Irregular,PG557,"POLYGON ((-100 26, -99 26, -99 25, -100 25, -100 26))",G,3,G-PG557-3
"General Bravo, Nuevo Leon",Nuevo Leon,Ruta del Golfo,2 059,25.7932962,-99.1811424,Presencia Migración Irregular,PG557,"POLYGON ((-100 26, -99 26, -99 25, -100 25, -100 26))",G,4,G-PG557-4
"San Pedro Garza Garcia, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 1,25.6651753,-100.4018251,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,5,G-PG530-5
"Hualahuises, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 34,24.8838044,-99.6739794,Presencia Migración Irregular,PG556,"POLYGON ((-100 25, -99 25, -99 24, -100 24, -100 25))",G,4,G-PG556-4
"Linares, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 19,24.8596282,-99.5684539,Presencia Migración Irregular,PG556,"POLYGON ((-100 25, -99 25, -99 24, -100 24, -100 25))",G,3,G-PG556-3
"Doctor Arroyo, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 11,23.80420455,-100.22566349807497,Presencia Migración Irregular,PG528,"POLYGON ((-101 24, -100 24, -100 23, -101 23, -101 24))",G,1,G-PG528-1
"Cadereyta Jimenez, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 83,25.517337,-99.8711735172066,Presencia Migración Irregular,PG557,"POLYGON ((-100 26, -99 26, -99 25, -100 25, -100 26))",G,2,G-PG557-2
"Montemorelos, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 1,25.1886604,-99.8293539,Presencia Migración Irregular,PG557,"POLYGON ((-100 26, -99 26, -99 25, -100 25, -100 26))",G,1,G-PG557-1
"Aramberri, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 4,24.22172555,-99.92413452069506,Presencia Migración Irregular,PG556,"POLYGON ((-100 25, -99 25, -99 24, -100 24, -100 25))",G,1,G-PG556-1
"Santiago, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 23,25.4243595,-100.1513376,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,2,G-PG530-2
"Juarez, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 180,25.6467011,-100.0907766,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,3,G-PG530-3
"Garcia, Nuevo Leon",Nuevo Leon,Ruta del Golfo, 17,25.6651753,-100.4018251,Presencia Migración Irregular,PG530,"POLYGON ((-101 26, -100 26, -100 25, -101 25, -101 26))",G,4,G-PG530-4
"Galeana, Nuevo Leon",Nuevo Leon,Ruta del Golfo,5 407,24.758306,-100.38135131017378,Presencia Migración Irregular,PG529,"POLYGON ((-101 25, -100 25, -100 24, -101 24, -101 25))",G,1,G-PG529-1
"San Miguel Tequixtepec, Oaxaca",Oaxaca,Ruta Sur, 109,17.801944,-97.340556,Presencia Migración Irregular,PG603,"POLYGON ((-98 18, -97 18, -97 17, -98 17, -98 18))",S,7,S-PG603-7
"Heroica Ciudad de Huajuapan de Leon, Oaxaca",Oaxaca,Ruta Sur, 46,17.808846,-97.7780564,Presencia Migración Irregular,PG603,"POLYGON ((-98 18, -97 18, -97 17, -98 17, -98 18))",S,8,S-PG603-8
"San Cristobal Suchixtlahuaca, Oaxaca",Oaxaca,Ruta Sur, 4,17.7265261,-97.3666425,Presencia Migración Irregular,PG603,"POLYGON ((-98 18, -97 18, -97 17, -98 17, -98 18))",S,6,S-PG603-6
"San Jacinto Amilpas, Oaxaca",Oaxaca,Ruta Sur, 45,17.1011376,-96.7606784,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,10,S-PG630-10
"Santa Maria Atzompa, Oaxaca",Oaxaca,Ruta Sur, 4,17.1011053,-96.7777739,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,9,S-PG630-9
"Villa de Tamazulapam del Progreso, Oaxaca",Oaxaca,Ruta Sur, 2,17.6748203,-97.5720083,Presencia Migración Irregular,PG603,"POLYGON ((-98 18, -97 18, -97 17, -98 17, -98 18))",S,5,S-PG603-5
"Santa Lucia del Camino, Oaxaca",Oaxaca,Ruta Sur, 6,17.0625,-96.693333,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,7,S-PG630-7
"Oaxaca de Juarez, Oaxaca",Oaxaca,Ruta Sur,1 270,17.0604663,-96.7253575,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,6,S-PG630-6
"Villa Tejupam de la Union, Oaxaca",Oaxaca,Ruta Sur, 2,17.6625,-97.470833,Presencia Migración Irregular,PG603,"POLYGON ((-98 18, -97 18, -97 17, -98 17, -98 18))",S,4,S-PG603-4
"Concepcion Buenavista, Oaxaca",Oaxaca,Ruta Sur, 25,17.8781515,-97.4004708,Presencia Migración Irregular,PG603,"POLYGON ((-98 18, -97 18, -97 17, -98 17, -98 18))",S,9,S-PG603-9
"San Bartolo Soyaltepec, Oaxaca",Oaxaca,Ruta Sur, 36,17.57706925,-97.31194366093106,Presencia Migración Irregular,PG603,"POLYGON ((-98 18, -97 18, -97 17, -98 17, -98 18))",S,3,S-PG603-3
"Santa Maria Huatulco, Oaxaca",Oaxaca,Ruta Sur, 170,15.8337711,-96.3214401,Presencia Migración Irregular,PG628,"POLYGON ((-97 16, -96 16, -96 15, -97 15, -97 16))",S,3,S-PG628-3
"San Pedro Mixtepec -Dto. 22 -, Oaxaca",Oaxaca,Ruta Sur, 3,16.271111,-96.2825,Presencia Migración Irregular,PG629,"POLYGON ((-97 17, -96 17, -96 16, -97 16, -97 17))",S,1,S-PG629-1
"Miahuatlan de Porfirio Diaz, Oaxaca",Oaxaca,Ruta Sur, 13,16.3610815,-96.5850578538718,Presencia Migración Irregular,PG629,"POLYGON ((-97 17, -96 17, -96 16, -97 16, -97 17))",S,2,S-PG629-2
"Santa Maria del Tule, Oaxaca",Oaxaca,Ruta Sur, 1,17.0476822,-96.6334574,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,4,S-PG630-4
"San Dionisio Ocotepec, Oaxaca",Oaxaca,Ruta Sur, 7,16.7975187,-96.3960971,Presencia Migración Irregular,PG629,"POLYGON ((-97 17, -96 17, -96 16, -97 16, -97 17))",S,3,S-PG629-3
"Trinidad Zaachila, Oaxaca",Oaxaca,Ruta Sur, 1,16.921389,-96.765,Presencia Migración Irregular,PG629,"POLYGON ((-97 17, -96 17, -96 16, -97 16, -97 17))",S,4,S-PG629-4
"San Antonio de la Cal, Oaxaca",Oaxaca,Ruta Sur, 1,17.028333,-96.700556,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,3,S-PG630-3
"Santa Cruz Xoxocotlan, Oaxaca",Oaxaca,Ruta Sur, 731,17.026389,-96.733333,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,2,S-PG630-2
"San Agustin de las Juntas, Oaxaca",Oaxaca,Ruta Sur, 2,17.005436,-96.7092291,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,1,S-PG630-1
"Santa Maria Coyotepec, Oaxaca",Oaxaca,Ruta Sur, 10,16.9716988,-96.71080424404754,Presencia Migración Irregular,PG629,"POLYGON ((-97 17, -96 17, -96 16, -97 16, -97 17))",S,8,S-PG629-8
"San Bartolo Coyotepec, Oaxaca",Oaxaca,Ruta Sur, 5,16.9575983,-96.7066199,Presencia Migración Irregular,PG629,"POLYGON ((-97 17, -96 17, -96 16, -97 16, -97 17))",S,7,S-PG629-7
"Villa de Zaachila, Oaxaca",Oaxaca,Ruta Sur, 77,16.950833,-96.749167,Presencia Migración Irregular,PG629,"POLYGON ((-97 17, -96 17, -96 16, -97 16, -97 17))",S,6,S-PG629-6
"Tlacolula de Matamoros, Oaxaca",Oaxaca,Ruta Sur, 351,16.9314623,-96.46110745930906,Presencia Migración Irregular,PG629,"POLYGON ((-97 17, -96 17, -96 16, -97 16, -97 17))",S,5,S-PG629-5
"San Sebastian Tutla, Oaxaca",Oaxaca,Ruta Sur, 3,17.059722,-96.672222,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,5,S-PG630-5
"Santo Domingo Yanhuitlan, Oaxaca",Oaxaca,Ruta Sur, 44,17.5273478,-97.3421502,Presencia Migración Irregular,PG603,"POLYGON ((-98 18, -97 18, -97 17, -98 17, -98 18))",S,2,S-PG603-2
"San Pedro Ixtlahuaca, Oaxaca",Oaxaca,Ruta Sur, 1,17.063056,-96.818056,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,8,S-PG630-8
"San Andres Huaxpaltepec, Oaxaca",Oaxaca,Ruta Sur, 31,16.3411829,-97.93462519426676,Presencia Migración Irregular,PG602,"POLYGON ((-98 17, -97 17, -97 16, -98 16, -98 17))",S,2,S-PG602-2
"Santiago Pinotepa Nacional, Oaxaca",Oaxaca,Ruta Sur, 7,16.3406076,-98.0536701,Presencia Migración Irregular,PG575,"POLYGON ((-99 17, -98 17, -98 16, -99 16, -99 17))",S,1,S-PG575-1
"Santiago Juxtlahuaca, Oaxaca",Oaxaca,Ruta Sur, 1,17.334443,-98.010574,Presencia Migración Irregular,PG576,"POLYGON ((-99 18, -98 18, -98 17, -99 17, -99 18))",S,1,S-PG576-1
"Santiago Niltepec, Oaxaca",Oaxaca,Ruta Sur, 14,16.5614134,-94.6131085,Presencia Migración Irregular,PG683,"POLYGON ((-95 17, -94 17, -94 16, -95 16, -95 17))",S,4,S-PG683-4
"Juchitan de Zaragoza, Oaxaca",Oaxaca,Ruta Sur,2 625,16.413328999999997,-94.9118794582709,Presencia Migración Irregular,PG683,"POLYGON ((-95 17, -94 17, -94 16, -95 16, -95 17))",S,3,S-PG683-3
"San Pedro Tapanatepec, Oaxaca",Oaxaca,Ruta Sur, 283,16.3689223,-94.1927528,Presencia Migración Irregular,PG683,"POLYGON ((-95 17, -94 17, -94 16, -95 16, -95 17))",S,2,S-PG683-2
"Chahuites, Oaxaca",Oaxaca,Ruta Sur, 54,16.2885299,-94.1942777,Presencia Migración Irregular,PG683,"POLYGON ((-95 17, -94 17, -94 16, -95 16, -95 17))",S,1,S-PG683-1
"Matias Romero Avendano, Oaxaca",Oaxaca,Ruta Sur, 157,16.8761133,-95.0405586,Presencia Migración Irregular,PG656,"POLYGON ((-96 17, -95 17, -95 16, -96 16, -96 17))",S,7,S-PG656-7
"Ciudad Ixtepec, Oaxaca",Oaxaca,Ruta Sur, 10,16.5564139,-95.0959653,Presencia Migración Irregular,PG656,"POLYGON ((-96 17, -95 17, -95 16, -96 16, -96 17))",S,6,S-PG656-6
"El Espinal, Oaxaca",Oaxaca,Ruta Sur, 10,16.4609135,-95.05818330487185,Presencia Migración Irregular,PG656,"POLYGON ((-96 17, -95 17, -95 16, -96 16, -96 17))",S,5,S-PG656-5
"Asuncion Nochixtlan, Oaxaca",Oaxaca,Ruta Sur, 13,17.457222,-97.225,Presencia Migración Irregular,PG603,"POLYGON ((-98 18, -97 18, -97 17, -98 17, -98 18))",S,1,S-PG603-1
"Santa Maria Jalapa del Marques, Oaxaca",Oaxaca,Ruta Sur,1 264,16.4403557,-95.4448148,Presencia Migración Irregular,PG656,"POLYGON ((-96 17, -95 17, -95 16, -96 16, -96 17))",S,4,S-PG656-4
"Santa Maria Tonameca, Oaxaca",Oaxaca,Ruta Sur, 1,15.745833,-96.547222,Presencia Migración Irregular,PG628,"POLYGON ((-97 16, -96 16, -96 15, -97 15, -97 16))",S,2,S-PG628-2
"Santo Domingo Tehuantepec, Oaxaca",Oaxaca,Ruta Sur, 222,16.3172613,-95.2468005,Presencia Migración Irregular,PG656,"POLYGON ((-96 17, -95 17, -95 16, -96 16, -96 17))",S,2,S-PG656-2
"Salina Cruz, Oaxaca",Oaxaca,Ruta Sur, 112,16.1825,-95.195833,Presencia Migración Irregular,PG656,"POLYGON ((-96 17, -95 17, -95 16, -96 16, -96 17))",S,1,S-PG656-1
"San Jose Tenango, Oaxaca",Oaxaca,Ruta Sur, 6,18.15,-96.716667,Presencia Migración Irregular,PG631,"POLYGON ((-97 19, -96 19, -96 18, -97 18, -97 19))",S,2,S-PG631-2
"San Juan Bautista Tuxtepec, Oaxaca",Oaxaca,Ruta Sur, 108,18.0874632,-96.1227767,Presencia Migración Irregular,PG631,"POLYGON ((-97 19, -96 19, -96 18, -97 18, -97 19))",S,1,S-PG631-1
"San Francisco Telixtlahuaca, Oaxaca",Oaxaca,Ruta Sur, 49,17.296628,-96.9056112,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,15,S-PG630-15
"San Pablo Huitzo, Oaxaca",Oaxaca,Ruta Sur, 729,17.2777969,-96.8866692,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,14,S-PG630-14
"Villa de Etla, Oaxaca",Oaxaca,Ruta Sur, 2,17.2057678,-96.7981939,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,13,S-PG630-13
"San Pablo Etla, Oaxaca",Oaxaca,Ruta Sur, 35,17.1450449,-96.7644253,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,12,S-PG630-12
"San Lorenzo Cacaotepec, Oaxaca",Oaxaca,Ruta Sur, 2,17.1278714,-96.8017692,Presencia Migración Irregular,PG630,"POLYGON ((-97 18, -96 18, -96 17, -97 17, -97 18))",S,11,S-PG630-11
"San Pedro Totolapam, Oaxaca",Oaxaca,Ruta Sur, 20,15.8659835,-97.0043148,Presencia Migración Irregular,PG601,"POLYGON ((-98 16, -97 16, -97 15, -98 15, -98 16))",S,1,S-PG601-1
"Villa de Tututepec, Oaxaca",Oaxaca,Ruta Sur, 37,16.1303062,-97.6080871,Presencia Migración Irregular,PG602,"POLYGON ((-98 17, -97 17, -97 16, -98 16, -98 17))",S,1,S-PG602-1
"Santa Maria Mixtequilla, Oaxaca",Oaxaca,Ruta Sur, 37,16.374444,-95.259722,Presencia Migración Irregular,PG656,"POLYGON ((-96 17, -95 17, -95 16, -96 16, -96 17))",S,3,S-PG656-3
"San Pedro Pochutla, Oaxaca",Oaxaca,Ruta Sur, 36,15.744444,-96.465278,Presencia Migración Irregular,PG628,"POLYGON ((-97 16, -96 16, -96 15, -97 15, -97 16))",S,1,S-PG628-1
"Puebla, Puebla",Puebla,Ruta Centro,5 069,19.03840622797689,-98.2069491554557,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,1,C-PG578-1
"El Marques, Queretaro",Queretaro,Ruta Centro, 16,20.73507785,-100.28357653504231,Presencia Migración Irregular,PG525,"POLYGON ((-101 21, -100 21, -100 20, -101 20, -101 21))",C,6,C-PG525-6
"Queretaro, Queretaro",Queretaro,Ruta Centro, 872,20.5927744,-100.3902245,Presencia Migración Irregular,PG525,"POLYGON ((-101 21, -100 21, -100 20, -101 20, -101 21))",C,4,C-PG525-4
"San Juan del Rio, Queretaro",Queretaro,Ruta Centro,1 304,20.3867547,-99.9931982,Presencia Migración Irregular,PG552,"POLYGON ((-100 21, -99 21, -99 20, -100 20, -100 21))",C,3,C-PG552-3
"Isla Mujeres, Quintana Roo",Quintana Roo,Ruta Sur, 24,21.2371906,-86.7350001,Presencia Migración Irregular,PG904,"POLYGON ((-87 22, -86 22, -86 21, -87 21, -87 22))",S,2,S-PG904-2
"Othon P. Blanco, Quintana Roo",Quintana Roo,Ruta Sur, 369,18.43704555,-88.82575815803347,Presencia Migración Irregular,PG847,"POLYGON ((-89 19, -88 19, -88 18, -89 18, -89 19))",S,1,S-PG847-1
"Bacalar, Quintana Roo",Quintana Roo,Ruta Sur, 9,18.6782559,-88.3922556,Presencia Migración Irregular,PG847,"POLYGON ((-89 19, -88 19, -88 18, -89 18, -89 19))",S,2,S-PG847-2
"Benito Juarez, Quintana Roo",Quintana Roo,Ruta Sur,1 897,21.07668085,-86.92633521708406,Presencia Migración Irregular,PG904,"POLYGON ((-87 22, -86 22, -86 21, -87 21, -87 22))",S,1,S-PG904-1
"Solidaridad, Quintana Roo",Quintana Roo,Ruta Sur, 178,20.5843747,-87.50345268296755,Presencia Migración Irregular,PG876,"POLYGON ((-88 21, -87 21, -87 20, -88 20, -88 21))",S,2,S-PG876-2
"Cozumel, Quintana Roo",Quintana Roo,Ruta Sur, 24,20.4320599,-86.92069058377268,Presencia Migración Irregular,PG903,"POLYGON ((-87 21, -86 21, -86 20, -87 20, -87 21))",S,1,S-PG903-1
"Tulum, Quintana Roo",Quintana Roo,Ruta Sur, 13,20.1692965,-87.44954812616734,Presencia Migración Irregular,PG876,"POLYGON ((-88 21, -87 21, -87 20, -88 20, -88 21))",S,1,S-PG876-1
"San Luis Potosi, San Luis Potosi",San Luis Potosi,Ruta Centro,4 154,22.5000001,-100.4949145,Presencia Migración Irregular,PG527,"POLYGON ((-101 23, -100 23, -100 22, -101 22, -101 23))",C,1,C-PG527-1
"Cedral, San Luis Potosi",San Luis Potosi,Ruta Centro, 5,23.8205361,-100.7242892,Presencia Migración Irregular,PG528,"POLYGON ((-101 24, -100 24, -100 23, -101 23, -101 24))",C,2,C-PG528-2
