nombre,latitud,longitud,edo,tipo,ciudad,ID_Poligono,geometry,codigo_ruta,secuencia,codigo_unico,geometry_range
"Villahermosa, A. I. ""Cap. P. A. Carlos Rovirosa""",17.99576228255418,-92.81674300543784,Tabasco,Aeropuerto Internacional,"Villahermosa, Tabasco",PG738,POINT (-92.81674300543784 17.99576228255418),AI,2,AI-PG738-2,"POLYGON ((3133862.1724691014 2168452.0791634456, 3133814.0197358234 2167471.90776015, 3133670.0252731335 2166501.1759432843, 3133431.5758264232 2165549.232390901, 3133100.9677942144 2164625.244839795, 3132681.385112585 2163738.1117951856, 3132176.8685921268 2162896.37683325, 3131592.2770027285 2162108.1463218094, 3130933.2402809667 2161381.0113515803, 3130206.1053107376 2160721.9746298185, 3129417.874799297 2160137.3830404202, 3128576.1398373614 2159632.866519962, 3127689.006792752 2159213.2838383326, 3126765.019241646 2158882.6758061238, 3125813.0756892627 2158644.2263594135, 3124842.343872397 2158500.2318967236, 3123862.1724691014 2158452.0791634456, 3122882.0010658056 2158500.2318967236, 3121911.26924894 2158644.2263594135, 3120959.325696557 2158882.6758061238, 3120035.3381454507 2159213.2838383326, 3119148.2051008414 2159632.866519962, 3118306.4701389056 2160137.3830404202, 3117518.239627465 2160721.9746298185, 3116791.104657236 2161381.0113515803, 3116132.067935474 2162108.1463218094, 3115547.476346076 2162896.37683325, 3115042.9598256177 2163738.1117951856, 3114623.3771439884 2164625.244839795, 3114292.7691117795 2165549.232390901, 3114054.319665069 2166501.1759432843, 3113910.3252023794 2167471.90776015, 3113862.1724691014 2168452.0791634456, 3113910.3252023794 2169432.2505667415, 3114054.319665069 2170402.982383607, 3114292.7691117795 2171354.92593599, 3114623.3771439884 2172278.9134870963, 3115042.9598256177 2173166.0465317057, 3115547.476346076 2174007.7814936414, 3116132.067935474 2174796.012005082, 3116791.104657236 2175523.146975311, 3117518.239627465 2176182.183697073, 3118306.4701389056 2176766.775286471, 3119148.2051008414 2177271.2918069293, 3120035.3381454507 2177690.8744885586, 3120959.325696557 2178021.4825207675, 3121911.26924894 2178259.931967478, 3122882.0010658056 2178403.9264301676, 3123862.1724691014 2178452.0791634456, 3124842.343872397 2178403.9264301676, 3125813.0756892627 2178259.931967478, 3126765.019241646 2178021.4825207675, 3127689.006792752 2177690.8744885586, 3128576.1398373614 2177271.2918069293, 3129417.874799297 2176766.775286471, 3130206.1053107376 2176182.183697073, 3130933.2402809667 2175523.146975311, 3131592.2770027285 2174796.012005082, 3132176.8685921268 2174007.7814936414, 3132681.385112585 2173166.0465317057, 3133100.9677942144 2172278.9134870963, 3133431.5758264232 2171354.92593599, 3133670.0252731335 2170402.982383607, 3133814.0197358234 2169432.2505667415, 3133862.1724691014 2168452.0791634456))"
Ciudad Cuauhtémoc (terrestre),15.666405692905212,-91.98042052001313,Chiapas,Cruce Fronterizo Terrestre,"Ciudad Cuauhtémoc , Chiapas",PG763,POINT (-91.98042052001313 15.666405692905212),FS,1,FS-PG763-1,"POLYGON ((3267180.962446314 1902564.1455299694, 3267132.809713036 1901583.9741266738, 3266988.815250346 1900613.242309808, 3266750.3658036357 1899661.2987574248, 3266419.757771427 1898737.3112063184, 3266000.1750897975 1897850.1781617093, 3265495.658569339 1897008.4431997733, 3264911.066979941 1896220.212688333, 3264252.030258179 1895493.077718104, 3263524.89528795 1894834.040996342, 3262736.6647765096 1894249.449406944, 3261894.929814574 1893744.9328864857, 3261007.7967699645 1893325.3502048566, 3260083.8092188584 1892994.7421726473, 3259131.865666475 1892756.292725937, 3258161.1338496096 1892612.2982632474, 3257180.962446314 1892564.1455299694, 3256200.791043018 1892612.2982632474, 3255230.0592261525 1892756.292725937, 3254278.1156737693 1892994.7421726473, 3253354.128122663 1893325.3502048566, 3252466.995078054 1893744.9328864857, 3251625.260116118 1894249.449406944, 3250837.0296046776 1894834.040996342, 3250109.8946344485 1895493.0777181038, 3249450.8579126867 1896220.212688333, 3248866.2663232884 1897008.4431997733, 3248361.74980283 1897850.1781617093, 3247942.167121201 1898737.3112063184, 3247611.559088992 1899661.2987574248, 3247373.1096422817 1900613.242309808, 3247229.115179592 1901583.9741266738, 3247180.962446314 1902564.1455299694, 3247229.115179592 1903544.316933265, 3247373.1096422817 1904515.0487501307, 3247611.559088992 1905466.992302514, 3247942.167121201 1906390.9798536203, 3248361.74980283 1907278.1128982294, 3248866.2663232884 1908119.8478601654, 3249450.8579126867 1908908.0783716058, 3250109.8946344485 1909635.2133418347, 3250837.0296046776 1910294.2500635968, 3251625.260116118 1910878.8416529947, 3252466.995078054 1911383.358173453, 3253354.128122663 1911802.9408550821, 3254278.1156737693 1912133.5488872915, 3255230.0592261525 1912371.9983340017, 3256200.791043018 1912515.9927966914, 3257180.962446314 1912564.1455299694, 3258161.1338496096 1912515.9927966914, 3259131.865666475 1912371.9983340017, 3260083.8092188584 1912133.5488872915, 3261007.7967699645 1911802.9408550821, 3261894.929814574 1911383.358173453, 3262736.6647765096 1910878.8416529947, 3263524.89528795 1910294.2500635968, 3264252.030258179 1909635.213341835, 3264911.066979941 1908908.0783716058, 3265495.658569339 1908119.8478601654, 3266000.1750897975 1907278.1128982294, 3266419.757771427 1906390.9798536203, 3266750.3658036357 1905466.992302514, 3266988.815250346 1904515.0487501307, 3267132.809713036 1903544.316933265, 3267180.962446314 1902564.1455299694))"
Carmen Xhan (terrestre),16.044149172156096,-91.74892763802065,Chiapas,Cruce Fronterizo Terrestre,"Carmen Xhan , Chiapas",PG764,POINT (-91.74892763802065 16.044149172156096),FS,1,FS-PG764-1,"POLYGON ((3288300.6230210485 1951457.4294365107, 3288252.4702877705 1950477.258033215, 3288108.4758250806 1949506.5262163493, 3287870.0263783704 1948554.582663966, 3287539.4183461615 1947630.5951128597, 3287119.835664532 1946743.4620682506, 3286615.319144074 1945901.7271063146, 3286030.7275546757 1945113.4965948742, 3285371.690832914 1944386.3616246453, 3284644.5558626847 1943727.3249028833, 3283856.3253512443 1943142.7333134853, 3283014.5903893085 1942638.216793027, 3282127.457344699 1942218.634111398, 3281203.469793593 1941888.0260791886, 3280251.52624121 1941649.5766324783, 3279280.7944243443 1941505.5821697887, 3278300.6230210485 1941457.4294365107, 3277320.4516177527 1941505.5821697887, 3276349.719800887 1941649.5766324783, 3275397.776248504 1941888.0260791886, 3274473.788697398 1942218.634111398, 3273586.6556527885 1942638.216793027, 3272744.9206908527 1943142.7333134853, 3271956.6901794123 1943727.3249028833, 3271229.555209183 1944386.361624645, 3270570.5184874213 1945113.4965948742, 3269985.926898023 1945901.7271063146, 3269481.410377565 1946743.4620682506, 3269061.8276959355 1947630.5951128597, 3268731.2196637266 1948554.582663966, 3268492.7702170163 1949506.5262163493, 3268348.7757543265 1950477.258033215, 3268300.6230210485 1951457.4294365107, 3268348.7757543265 1952437.6008398063, 3268492.7702170163 1953408.332656672, 3268731.2196637266 1954360.2762090552, 3269061.8276959355 1955284.2637601616, 3269481.410377565 1956171.3968047707, 3269985.926898023 1957013.1317667067, 3270570.5184874213 1957801.3622781471, 3271229.555209183 1958528.497248376, 3271956.6901794123 1959187.533970138, 3272744.9206908527 1959772.125559536, 3273586.6556527885 1960276.6420799943, 3274473.788697398 1960696.2247616234, 3275397.776248504 1961026.8327938328, 3276349.719800887 1961265.282240543, 3277320.4516177527 1961409.2767032327, 3278300.6230210485 1961457.4294365107, 3279280.7944243443 1961409.2767032327, 3280251.52624121 1961265.282240543, 3281203.469793593 1961026.8327938328, 3282127.457344699 1960696.2247616234, 3283014.5903893085 1960276.6420799943, 3283856.3253512443 1959772.125559536, 3284644.5558626847 1959187.533970138, 3285371.690832914 1958528.4972483763, 3286030.7275546757 1957801.3622781471, 3286615.319144074 1957013.1317667067, 3287119.835664532 1956171.3968047707, 3287539.4183461615 1955284.2637601616, 3287870.0263783704 1954360.2762090552, 3288108.4758250806 1953408.332656672, 3288252.4702877705 1952437.6008398063, 3288300.6230210485 1951457.4294365107))"
"Ciudad del Carmén, A. I.",18.652648475521712,-91.80216090453976,Campeche,Aeropuerto Internacional,"Ciudad del Carmén, Campeche",PG766,POINT (-91.80216090453976 18.65264847552171),AI,1,AI-PG766-1,"POLYGON ((3238156.1065025926 2263583.3481820333, 3238107.9537693146 2262603.1767787375, 3237963.9593066247 2261632.444961872, 3237725.5098599144 2260680.5014094887, 3237394.9018277056 2259756.5138583826, 3236975.319146076 2258869.3808137733, 3236470.802625618 2258027.6458518375, 3235886.2110362197 2257239.415340397, 3235227.174314458 2256512.280370168, 3234500.039344229 2255853.243648406, 3233711.8088327884 2255268.652059008, 3232870.0738708526 2254764.1355385496, 3231982.9408262433 2254344.5528569203, 3231058.953275137 2254013.9448247114, 3230107.009722754 2253775.495378001, 3229136.2779058884 2253631.5009153113, 3228156.1065025926 2253583.3481820333, 3227175.9350992967 2253631.5009153113, 3226205.2032824312 2253775.495378001, 3225253.259730048 2254013.9448247114, 3224329.272178942 2254344.5528569203, 3223442.1391343325 2254764.1355385496, 3222600.4041723968 2255268.652059008, 3221812.1736609563 2255853.243648406, 3221085.038690727 2256512.280370168, 3220426.0019689654 2257239.415340397, 3219841.410379567 2258027.6458518375, 3219336.893859109 2258869.3808137733, 3218917.3111774796 2259756.5138583826, 3218586.7031452707 2260680.5014094887, 3218348.2536985604 2261632.444961872, 3218204.2592358706 2262603.1767787375, 3218156.1065025926 2263583.3481820333, 3218204.2592358706 2264563.519585329, 3218348.2536985604 2265534.2514021946, 3218586.7031452707 2266486.194954578, 3218917.3111774796 2267410.182505684, 3219336.893859109 2268297.3155502933, 3219841.410379567 2269139.050512229, 3220426.0019689654 2269927.2810236695, 3221085.038690727 2270654.4159938986, 3221812.1736609563 2271313.4527156604, 3222600.4041723968 2271898.0443050587, 3223442.1391343325 2272402.560825517, 3224329.272178942 2272822.1435071463, 3225253.259730048 2273152.751539355, 3226205.2032824312 2273391.2009860654, 3227175.9350992967 2273535.1954487553, 3228156.1065025926 2273583.3481820333, 3229136.2779058884 2273535.1954487553, 3230107.009722754 2273391.2009860654, 3231058.953275137 2273152.751539355, 3231982.9408262433 2272822.1435071463, 3232870.0738708526 2272402.560825517, 3233711.8088327884 2271898.0443050587, 3234500.039344229 2271313.4527156604, 3235227.174314458 2270654.4159938986, 3235886.2110362197 2269927.2810236695, 3236470.802625618 2269139.050512229, 3236975.319146076 2268297.3155502933, 3237394.9018277056 2267410.182505684, 3237725.5098599144 2266486.194954578, 3237963.9593066247 2265534.2514021946, 3238107.9537693146 2264563.519585329, 3238156.1065025926 2263583.3481820333))"
Isla del Carmen (marítimo),18.7033370047266,-91.6670300243354,Campeche,Puerto Internacion Maritimo,"Isla del Carmen , Campeche",PG766,POINT (-91.6670300243354 18.703337004726595),PM,2,PM-PG766-2,"POLYGON ((3252651.432881772 2271982.141910399, 3252603.280148494 2271001.970507103, 3252459.285685804 2270031.2386902375, 3252220.836239094 2269079.2951378543, 3251890.228206885 2268155.307586748, 3251470.6455252557 2267268.174542139, 3250966.1290047974 2266426.439580203, 3250381.537415399 2265638.2090687626, 3249722.5006936374 2264911.0740985335, 3248995.3657234083 2264252.0373767717, 3248207.135211968 2263667.4457873735, 3247365.400250032 2263162.929266915, 3246478.2672054227 2262743.346585286, 3245554.2796543166 2262412.738553077, 3244602.3361019334 2262174.2891063667, 3243631.604285068 2262030.294643677, 3242651.432881772 2261982.141910399, 3241671.261478476 2262030.294643677, 3240700.5296616107 2262174.2891063667, 3239748.5861092275 2262412.738553077, 3238824.5985581214 2262743.346585286, 3237937.465513512 2263162.929266915, 3237095.7305515762 2263667.4457873735, 3236307.500040136 2264252.0373767717, 3235580.3650699067 2264911.0740985335, 3234921.328348145 2265638.2090687626, 3234336.7367587467 2266426.439580203, 3233832.2202382884 2267268.174542139, 3233412.637556659 2268155.307586748, 3233082.02952445 2269079.2951378543, 3232843.58007774 2270031.2386902375, 3232699.58561505 2271001.970507103, 3232651.432881772 2271982.141910399, 3232699.58561505 2272962.3133136947, 3232843.58007774 2273933.04513056, 3233082.02952445 2274884.9886829434, 3233412.637556659 2275808.9762340495, 3233832.2202382884 2276696.109278659, 3234336.7367587467 2277537.8442405947, 3234921.328348145 2278326.074752035, 3235580.3650699067 2279053.209722264, 3236307.500040136 2279712.246444026, 3237095.7305515762 2280296.838033424, 3237937.465513512 2280801.3545538825, 3238824.5985581214 2281220.937235512, 3239748.5861092275 2281551.5452677207, 3240700.5296616107 2281789.994714431, 3241671.261478476 2281933.989177121, 3242651.432881772 2281982.141910399, 3243631.604285068 2281933.989177121, 3244602.3361019334 2281789.994714431, 3245554.2796543166 2281551.5452677207, 3246478.2672054227 2281220.937235512, 3247365.400250032 2280801.3545538825, 3248207.135211968 2280296.838033424, 3248995.3657234083 2279712.246444026, 3249722.5006936374 2279053.209722264, 3250381.537415399 2278326.074752035, 3250966.1290047974 2277537.8442405947, 3251470.6455252557 2276696.109278659, 3251890.228206885 2275808.9762340495, 3252220.836239094 2274884.9886829434, 3252459.285685804 2273933.04513056, 3252603.280148494 2272962.3133136947, 3252651.432881772 2271982.141910399))"
Rosarito (marítimo),32.365166,-117.0557923,Baja California,Puerto Internacion Maritimo,"Rosarito , Baja California",PG78,POINT (-117.0557923 32.365166),PM,1,PM-PG78-1,"POLYGON ((504751.11182357155 3580914.1257732725, 504702.9590902935 3579933.9543699767, 504558.9646276039 3578963.222553111, 504320.51518089365 3578011.279000728, 503989.90714868443 3577087.291449622, 503570.3244670551 3576200.1584050125, 503065.807946597 3575358.4234430767, 502481.21635719895 3574570.1929316362, 501822.17963543703 3573843.057961407, 501095.044665208 3573184.0212396453, 500306.8141537676 3572599.429650247, 499465.0791918315 3572094.913129789, 498577.9461472225 3571675.3304481595, 497653.95859611616 3571344.7224159506, 496702.0150437328 3571106.2729692403, 495731.28322686715 3570962.2785065505, 494751.11182357155 3570914.1257732725, 493770.94042027596 3570962.2785065505, 492800.2086034103 3571106.2729692403, 491848.26505102695 3571344.7224159506, 490924.27749992063 3571675.3304481595, 490037.1444553116 3572094.913129789, 489195.4094933755 3572599.429650247, 488407.1789819351 3573184.0212396453, 487680.0440117061 3573843.057961407, 487021.00728994416 3574570.1929316362, 486436.4157005461 3575358.4234430767, 485931.899180088 3576200.1584050125, 485512.3164984587 3577087.291449622, 485181.70846624946 3578011.279000728, 484943.2590195392 3578963.222553111, 484799.2645568496 3579933.9543699767, 484751.11182357155 3580914.1257732725, 484799.2645568496 3581894.2971765683, 484943.2590195392 3582865.028993434, 485181.70846624946 3583816.972545817, 485512.3164984587 3584740.960096923, 485931.899180088 3585628.0931415325, 486436.4157005461 3586469.8281034683, 487021.00728994416 3587258.0586149087, 487680.0440117061 3587985.193585138, 488407.1789819351 3588644.2303068996, 489195.4094933755 3589228.821896298, 490037.1444553116 3589733.338416756, 490924.27749992063 3590152.9210983855, 491848.26505102695 3590483.5291305943, 492800.2086034103 3590721.9785773046, 493770.94042027596 3590865.9730399945, 494751.11182357155 3590914.1257732725, 495731.28322686715 3590865.9730399945, 496702.0150437328 3590721.9785773046, 497653.95859611616 3590483.5291305943, 498577.9461472225 3590152.9210983855, 499465.0791918315 3589733.338416756, 500306.8141537676 3589228.821896298, 501095.044665208 3588644.2303068996, 501822.17963543703 3587985.193585138, 502481.2163571989 3587258.0586149087, 503065.807946597 3586469.8281034683, 503570.3244670551 3585628.0931415325, 503989.90714868443 3584740.960096923, 504320.51518089365 3583816.972545817, 504558.9646276039 3582865.028993434, 504702.9590902935 3581894.2971765683, 504751.11182357155 3580914.1257732725))"
"Tijuana, Chaparral (terrestre) 6",32.541079374432634,-117.03474641976088,Baja California,Cruce Fronterizo Terrestre,"Tijuana, Baja California",PG78,POINT (-117.03474641976089 32.54107937443264),FN,2,FN-PG78-2,"POLYGON ((506737.4347136947 3600413.3599454793, 506689.2819804166 3599433.1885421835, 506545.287517727 3598462.456725318, 506306.83807101677 3597510.5131729348, 505976.23003880755 3596586.5256218286, 505556.6473571782 3595699.3925772193, 505052.1308367201 3594857.6576152835, 504467.53924732207 3594069.427103843, 503808.50252556015 3593342.292133614, 503081.36755533115 3592683.255411852, 502293.1370438907 3592098.663822454, 501451.40208195464 3591594.1473019957, 500564.2690373456 3591174.5646203663, 499640.2814862393 3590843.9565881575, 498688.33793385595 3590605.507141447, 497717.60611699027 3590461.5126787573, 496737.4347136947 3590413.3599454793, 495757.2633103991 3590461.5126787573, 494786.5314935334 3590605.507141447, 493834.58794115006 3590843.9565881575, 492910.60039004375 3591174.5646203663, 492023.4673454347 3591594.1473019957, 491181.73238349863 3592098.663822454, 490393.5018720582 3592683.255411852, 489666.3669018292 3593342.292133614, 489007.3301800673 3594069.427103843, 488422.73859066924 3594857.6576152835, 487918.22207021114 3595699.3925772193, 487498.6393885818 3596586.5256218286, 487168.0313563726 3597510.5131729348, 486929.58190966235 3598462.456725318, 486785.5874469727 3599433.1885421835, 486737.4347136947 3600413.3599454793, 486785.5874469727 3601393.531348775, 486929.58190966235 3602364.2631656406, 487168.0313563726 3603316.206718024, 487498.6393885818 3604240.19426913, 487918.22207021114 3605127.3273137393, 488422.73859066924 3605969.062275675, 489007.3301800673 3606757.2927871156, 489666.3669018292 3607484.4277573447, 490393.5018720582 3608143.4644791065, 491181.73238349863 3608728.0560685047, 492023.4673454347 3609232.572588963, 492910.60039004375 3609652.1552705923, 493834.58794115006 3609982.763302801, 494786.5314935334 3610221.2127495115, 495757.2633103991 3610365.2072122013, 496737.4347136947 3610413.3599454793, 497717.60611699027 3610365.2072122013, 498688.33793385595 3610221.2127495115, 499640.2814862393 3609982.763302801, 500564.2690373456 3609652.1552705923, 501451.40208195464 3609232.572588963, 502293.1370438907 3608728.0560685047, 503081.36755533115 3608143.4644791065, 503808.50252556015 3607484.4277573447, 504467.539247322 3606757.2927871156, 505052.1308367201 3605969.062275675, 505556.6473571782 3605127.3273137393, 505976.23003880755 3604240.19426913, 506306.83807101677 3603316.206718024, 506545.287517727 3602364.2631656406, 506689.2819804166 3601393.531348775, 506737.4347136947 3600413.3599454793))"
Frontera Corozal (terrestre),16.81715718603847,-90.88312905371498,Chiapas,Cruce Fronterizo Terrestre,"Frontera Corozal , Chiapas",PG791,POINT (-90.88312905371498 16.81715718603847),FS,1,FS-PG791-1,"POLYGON ((3376362.9547156063 2058400.042646327, 3376314.8019823283 2057419.8712430315, 3376170.8075196384 2056449.1394261657, 3375932.358072928 2055497.1958737825, 3375601.7500407193 2054573.2083226761, 3375182.16735909 2053686.075278067, 3374677.6508386317 2052844.340316131, 3374093.0592492335 2052056.1098046906, 3373434.0225274717 2051328.9748344617, 3372706.8875572425 2050669.9381126997, 3371918.657045802 2050085.3465233017, 3371076.9220838663 2049580.8300028434, 3370189.789039257 2049161.2473212143, 3369265.801488151 2048830.639289005, 3368313.8579357676 2048592.1898422947, 3367343.126118902 2048448.195379605, 3366362.9547156063 2048400.042646327, 3365382.7833123105 2048448.195379605, 3364412.051495445 2048592.1898422947, 3363460.1079430617 2048830.639289005, 3362536.1203919556 2049161.2473212143, 3361648.9873473463 2049580.8300028434, 3360807.2523854105 2050085.3465233017, 3360019.02187397 2050669.9381126997, 3359291.886903741 2051328.9748344617, 3358632.850181979 2052056.1098046906, 3358048.258592581 2052844.340316131, 3357543.7420721226 2053686.075278067, 3357124.1593904933 2054573.2083226761, 3356793.5513582844 2055497.1958737825, 3356555.101911574 2056449.1394261657, 3356411.1074488843 2057419.8712430315, 3356362.9547156063 2058400.042646327, 3356411.1074488843 2059380.2140496226, 3356555.101911574 2060350.9458664884, 3356793.5513582844 2061302.8894188716, 3357124.1593904933 2062226.876969978, 3357543.7420721226 2063114.010014587, 3358048.258592581 2063955.744976523, 3358632.850181979 2064743.9754879635, 3359291.886903741 2065471.1104581924, 3360019.02187397 2066130.1471799545, 3360807.2523854105 2066714.7387693524, 3361648.9873473463 2067219.2552898107, 3362536.1203919556 2067638.8379714398, 3363460.1079430617 2067969.4460036492, 3364412.051495445 2068207.8954503594, 3365382.7833123105 2068351.889913049, 3366362.9547156063 2068400.042646327, 3367343.126118902 2068351.889913049, 3368313.8579357676 2068207.8954503594, 3369265.801488151 2067969.4460036492, 3370189.789039257 2067638.8379714398, 3371076.9220838663 2067219.2552898107, 3371918.657045802 2066714.7387693524, 3372706.8875572425 2066130.1471799545, 3373434.0225274717 2065471.1104581926, 3374093.0592492335 2064743.9754879635, 3374677.6508386317 2063955.744976523, 3375182.16735909 2063114.010014587, 3375601.7500407193 2062226.876969978, 3375932.358072928 2061302.8894188716, 3376170.8075196384 2060350.9458664884, 3376314.8019823283 2059380.2140496226, 3376362.9547156063 2058400.042646327))"
"Tenosique, El Ceibo (terrestre)",17.26314112503493,-90.994678912203,Tabasco,Cruce Fronterizo Terrestre,"Tenosique, Tabasco",PG792,POINT (-90.994678912203 17.263141125034927),FS,1,FS-PG792-1,"POLYGON ((3355678.943208786 2110389.348630979, 3355630.790475508 2109409.1772276834, 3355486.7960128183 2108438.445410818, 3355248.346566108 2107486.5018584346, 3354917.738533899 2106562.5143073285, 3354498.15585227 2105675.381262719, 3353993.6393318116 2104833.6463007834, 3353409.0477424134 2104045.415789343, 3352750.0110206516 2103318.280819114, 3352022.8760504224 2102659.244097352, 3351234.645538982 2102074.652507954, 3350392.910577046 2101570.1359874955, 3349505.777532437 2101150.553305866, 3348581.7899813307 2100819.9452736573, 3347629.8464289475 2100581.495826947, 3346659.114612082 2100437.501364257, 3345678.943208786 2100389.348630979, 3344698.7718054904 2100437.501364257, 3343728.039988625 2100581.495826947, 3342776.0964362416 2100819.9452736573, 3341852.1088851355 2101150.553305866, 3340964.975840526 2101570.1359874955, 3340123.2408785904 2102074.652507954, 3339335.01036715 2102659.244097352, 3338607.875396921 2103318.280819114, 3337948.838675159 2104045.415789343, 3337364.247085761 2104833.6463007834, 3336859.7305653025 2105675.381262719, 3336440.147883673 2106562.5143073285, 3336109.5398514643 2107486.5018584346, 3335871.090404754 2108438.445410818, 3335727.095942064 2109409.1772276834, 3335678.943208786 2110389.348630979, 3335727.095942064 2111369.520034275, 3335871.090404754 2112340.2518511405, 3336109.5398514643 2113292.1954035237, 3336440.147883673 2114216.18295463, 3336859.7305653025 2115103.315999239, 3337364.247085761 2115945.050961175, 3337948.838675159 2116733.2814726154, 3338607.875396921 2117460.4164428446, 3339335.01036715 2118119.4531646064, 3340123.2408785904 2118704.0447540046, 3340964.975840526 2119208.561274463, 3341852.1088851355 2119628.143956092, 3342776.0964362416 2119958.751988301, 3343728.039988625 2120197.2014350113, 3344698.7718054904 2120341.195897701, 3345678.943208786 2120389.348630979, 3346659.114612082 2120341.195897701, 3347629.8464289475 2120197.2014350113, 3348581.7899813307 2119958.751988301, 3349505.777532437 2119628.143956092, 3350392.910577046 2119208.561274463, 3351234.645538982 2118704.0447540046, 3352022.8760504224 2118119.4531646064, 3352750.0110206516 2117460.4164428446, 3353409.0477424134 2116733.2814726154, 3353993.6393318116 2115945.050961175, 3354498.15585227 2115103.315999239, 3354917.738533899 2114216.18295463, 3355248.346566108 2113292.1954035237, 3355486.7960128183 2112340.2518511405, 3355630.790475508 2111369.520034275, 3355678.943208786 2110389.348630979))"
Seybaplaya (marítimo),19.6615536682989,-90.705014471757,Campeche,Puerto Internacion Maritimo,"Seybaplaya , Campeche",PG794,POINT (-90.705014471757 19.6615536682989),PM,1,PM-PG794-1,"POLYGON ((3343998.6064891415 2404372.8335817535, 3343950.4537558635 2403392.6621784577, 3343806.4592931736 2402421.930361592, 3343568.0098464633 2401469.986809209, 3343237.4018142545 2400545.999258103, 3342817.819132625 2399658.8662134935, 3342313.302612167 2398817.1312515577, 3341728.7110227686 2398028.9007401173, 3341069.674301007 2397301.765769888, 3340342.5393307777 2396642.7290481264, 3339554.3088193373 2396058.137458728, 3338712.5738574015 2395553.62093827, 3337825.440812792 2395134.0382566405, 3336901.453261686 2394803.4302244317, 3335949.509709303 2394564.9807777214, 3334978.7778924373 2394420.9863150315, 3333998.6064891415 2394372.8335817535, 3333018.4350858456 2394420.9863150315, 3332047.70326898 2394564.9807777214, 3331095.759716597 2394803.4302244317, 3330171.772165491 2395134.0382566405, 3329284.6391208814 2395553.62093827, 3328442.9041589457 2396058.137458728, 3327654.673647505 2396642.7290481264, 3326927.538677276 2397301.765769888, 3326268.5019555143 2398028.9007401173, 3325683.910366116 2398817.1312515577, 3325179.393845658 2399658.8662134935, 3324759.8111640285 2400545.999258103, 3324429.2031318196 2401469.986809209, 3324190.7536851093 2402421.930361592, 3324046.7592224195 2403392.6621784577, 3323998.6064891415 2404372.8335817535, 3324046.7592224195 2405353.0049850494, 3324190.7536851093 2406323.736801915, 3324429.2031318196 2407275.680354298, 3324759.8111640285 2408199.667905404, 3325179.393845658 2409086.8009500136, 3325683.910366116 2409928.5359119494, 3326268.5019555143 2410716.76642339, 3326927.538677276 2411443.901393619, 3327654.673647505 2412102.9381153807, 3328442.9041589457 2412687.529704779, 3329284.6391208814 2413192.046225237, 3330171.772165491 2413611.6289068665, 3331095.759716597 2413942.2369390754, 3332047.70326898 2414180.6863857857, 3333018.4350858456 2414324.6808484755, 3333998.6064891415 2414372.8335817535, 3334978.7778924373 2414324.6808484755, 3335949.509709303 2414180.6863857857, 3336901.453261686 2413942.2369390754, 3337825.440812792 2413611.6289068665, 3338712.5738574015 2413192.046225237, 3339554.3088193373 2412687.529704779, 3340342.5393307777 2412102.9381153807, 3341069.674301007 2411443.901393619, 3341728.7110227686 2410716.76642339, 3342313.302612167 2409928.5359119494, 3342817.819132625 2409086.8009500136, 3343237.4018142545 2408199.667905404, 3343568.0098464633 2407275.680354298, 3343806.4592931736 2406323.736801915, 3343950.4537558635 2405353.0049850494, 3343998.6064891415 2404372.8335817535))"
