nombre,latitud,longitud,edo,tipo,ciudad,ID_Poligono,geometry,codigo_ruta,secuencia,codigo_unico,geometry_range
"Ciudad Obregón, A. I.",27.50090547950112,-109.91148308929876,Sonora,Aeropuerto Internacional,"Ciudad Obregón, Sonora",PG289,POINT (-109.91148308929876 27.500905479501117),AI,1,AI-PG289-1,"POLYGON ((1211177.6128603818 3062012.432602952, 1211129.4601271038 3061032.261199656, 1210985.4656644142 3060061.5293827904, 1210747.016217704 3059109.585830407, 1210416.4081854946 3058185.598279301, 1209996.8255038655 3057298.4652346917, 1209492.3089834072 3056456.730272756, 1208907.7173940092 3055668.4997613155, 1208248.6806722474 3054941.3647910864, 1207521.5457020183 3054282.3280693246, 1206733.3151905779 3053697.7364799264, 1205891.5802286419 3053193.219959468, 1205004.4471840328 3052773.637277839, 1204080.4596329264 3052443.02924563, 1203128.5160805432 3052204.5797989196, 1202157.7842636774 3052060.5853362298, 1201177.6128603818 3052012.432602952, 1200197.4414570862 3052060.5853362298, 1199226.7096402205 3052204.5797989196, 1198274.7660878373 3052443.02924563, 1197350.778536731 3052773.637277839, 1196463.6454921218 3053193.219959468, 1195621.9105301858 3053697.7364799264, 1194833.6800187454 3054282.3280693246, 1194106.5450485165 3054941.3647910864, 1193447.5083267544 3055668.4997613155, 1192862.9167373565 3056456.730272756, 1192358.4002168982 3057298.4652346917, 1191938.817535269 3058185.598279301, 1191608.2095030597 3059109.585830407, 1191369.7600563494 3060061.5293827904, 1191225.7655936598 3061032.261199656, 1191177.6128603818 3062012.432602952, 1191225.7655936598 3062992.6040062476, 1191369.7600563494 3063963.335823113, 1191608.2095030597 3064915.2793754963, 1191938.817535269 3065839.2669266025, 1192358.4002168982 3066726.399971212, 1192862.9167373565 3067568.1349331476, 1193447.5083267544 3068356.365444588, 1194106.5450485162 3069083.500414817, 1194833.6800187454 3069742.537136579, 1195621.9105301858 3070327.128725977, 1196463.6454921218 3070831.6452464354, 1197350.778536731 3071251.2279280648, 1198274.7660878373 3071581.8359602736, 1199226.7096402205 3071820.285406984, 1200197.4414570862 3071964.279869674, 1201177.6128603818 3072012.432602952, 1202157.7842636774 3071964.279869674, 1203128.5160805432 3071820.285406984, 1204080.4596329264 3071581.8359602736, 1205004.4471840328 3071251.2279280648, 1205891.5802286419 3070831.6452464354, 1206733.3151905779 3070327.128725977, 1207521.5457020183 3069742.537136579, 1208248.6806722472 3069083.500414817, 1208907.7173940092 3068356.365444588, 1209492.3089834072 3067568.1349331476, 1209996.8255038655 3066726.399971212, 1210416.4081854946 3065839.2669266025, 1210747.016217704 3064915.2793754963, 1210985.4656644142 3063963.335823113, 1211129.4601271038 3062992.6040062476, 1211177.6128603818 3062012.432602952))"
Agua Prieta (terrestre),31.329756729149427,-109.54851121539532,Sonora,Cruce Fronterizo Terrestre,"Agua Prieta , Sonora",PG293,POINT (-109.54851121539532 31.329756729149423),FN,1,FN-PG293-1,"POLYGON ((1219828.1606740342 3490232.850255833, 1219780.0079407562 3489252.678852537, 1219636.0134780665 3488281.9470356717, 1219397.5640313562 3487330.0034832885, 1219066.955999147 3486406.0159321823, 1218647.3733175178 3485518.882887573, 1218142.8567970595 3484677.147925637, 1217558.2652076615 3483888.9174141968, 1216899.2284858995 3483161.7824439676, 1216172.0935156706 3482502.745722206, 1215383.8630042302 3481918.1541328076, 1214542.1280422942 3481413.6376123494, 1213654.994997685 3480994.05493072, 1212731.0074465787 3480663.446898511, 1211779.0638941955 3480424.997451801, 1210808.3320773297 3480281.002989111, 1209828.1606740342 3480232.850255833, 1208847.9892707386 3480281.002989111, 1207877.2574538728 3480424.997451801, 1206925.3139014896 3480663.446898511, 1206001.3263503832 3480994.05493072, 1205114.1933057741 3481413.6376123494, 1204272.458343838 3481918.1541328076, 1203484.2278323977 3482502.745722206, 1202757.0928621688 3483161.7824439676, 1202098.0561404068 3483888.9174141968, 1201513.4645510088 3484677.147925637, 1201008.9480305505 3485518.882887573, 1200589.3653489214 3486406.0159321823, 1200258.757316712 3487330.0034832885, 1200020.3078700018 3488281.9470356717, 1199876.3134073121 3489252.678852537, 1199828.1606740342 3490232.850255833, 1199876.3134073121 3491213.021659129, 1200020.3078700018 3492183.7534759943, 1200258.757316712 3493135.6970283776, 1200589.3653489214 3494059.6845794837, 1201008.9480305505 3494946.817624093, 1201513.4645510088 3495788.552586029, 1202098.0561404068 3496576.7830974692, 1202757.0928621686 3497303.9180676984, 1203484.2278323977 3497962.95478946, 1204272.458343838 3498547.5463788584, 1205114.1933057741 3499052.0628993167, 1206001.3263503832 3499471.645580946, 1206925.3139014896 3499802.253613155, 1207877.2574538728 3500040.703059865, 1208847.9892707386 3500184.697522555, 1209828.1606740342 3500232.850255833, 1210808.3320773297 3500184.697522555, 1211779.0638941955 3500040.703059865, 1212731.0074465787 3499802.253613155, 1213654.994997685 3499471.645580946, 1214542.1280422942 3499052.0628993167, 1215383.8630042302 3498547.5463788584, 1216172.0935156706 3497962.95478946, 1216899.2284858995 3497303.9180676984, 1217558.2652076615 3496576.7830974692, 1218142.8567970595 3495788.552586029, 1218647.3733175178 3494946.817624093, 1219066.955999147 3494059.6845794837, 1219397.5640313562 3493135.6970283776, 1219636.0134780665 3492183.7534759943, 1219780.0079407562 3491213.021659129, 1219828.1606740342 3490232.850255833))"
Naco (terrestre),31.445106759029134,-109.80021547124612,Sonora,Cruce Fronterizo Terrestre,"Naco , Sonora",PG293,POINT (-109.80021547124612 31.445106759029137),FN,2,FN-PG293-2,"POLYGON ((1194947.4241478625 3501456.898792222, 1194899.2714145845 3500476.7273889263, 1194755.2769518949 3499505.995572061, 1194516.8275051846 3498554.0520196776, 1194186.2194729752 3497630.0644685715, 1193766.6367913461 3496742.931423962, 1193262.1202708879 3495901.1964620263, 1192677.5286814899 3495112.965950586, 1192018.4919597278 3494385.830980357, 1191291.356989499 3493726.794258595, 1190503.1264780585 3493142.2026691968, 1189661.3915161225 3492637.6861487385, 1188774.2584715134 3492218.103467109, 1187850.270920407 3491887.4954349003, 1186898.3273680238 3491649.04598819, 1185927.595551158 3491505.0515255, 1184947.4241478625 3491456.898792222, 1183967.2527445669 3491505.0515255, 1182996.5209277011 3491649.04598819, 1182044.577375318 3491887.4954349003, 1181120.5898242116 3492218.103467109, 1180233.4567796024 3492637.6861487385, 1179391.7218176664 3493142.2026691968, 1178603.491306226 3493726.794258595, 1177876.356335997 3494385.830980357, 1177217.319614235 3495112.965950586, 1176632.728024837 3495901.1964620263, 1176128.2115043788 3496742.931423962, 1175708.6288227497 3497630.0644685715, 1175378.0207905404 3498554.0520196776, 1175139.57134383 3499505.995572061, 1174995.5768811405 3500476.7273889263, 1174947.4241478625 3501456.898792222, 1174995.5768811405 3502437.070195518, 1175139.57134383 3503407.8020123835, 1175378.0207905404 3504359.7455647667, 1175708.6288227497 3505283.733115873, 1176128.2115043788 3506170.866160482, 1176632.728024837 3507012.601122418, 1177217.319614235 3507800.8316338584, 1177876.3563359969 3508527.9666040875, 1178603.491306226 3509187.0033258493, 1179391.7218176664 3509771.5949152475, 1180233.4567796024 3510276.111435706, 1181120.5898242116 3510695.694117335, 1182044.577375318 3511026.302149544, 1182996.5209277011 3511264.7515962543, 1183967.2527445669 3511408.746058944, 1184947.4241478625 3511456.898792222, 1185927.595551158 3511408.746058944, 1186898.3273680238 3511264.7515962543, 1187850.270920407 3511026.302149544, 1188774.2584715134 3510695.694117335, 1189661.3915161225 3510276.111435706, 1190503.1264780585 3509771.5949152475, 1191291.356989499 3509187.0033258493, 1192018.4919597278 3508527.9666040875, 1192677.5286814899 3507800.8316338584, 1193262.1202708879 3507012.601122418, 1193766.6367913461 3506170.866160482, 1194186.2194729752 3505283.733115873, 1194516.8275051846 3504359.7455647667, 1194755.2769518949 3503407.8020123835, 1194899.2714145845 3502437.070195518, 1194947.4241478625 3501456.898792222))"
El Berrendo (terrestre),31.332426830940964,-108.5316032312158,Chihuahua,Cruce Fronterizo Terrestre,"El Berrendo , Chihuahua",PG320,POINT (-108.5316032312158 31.332426830940964),FN,1,FN-PG320-1,"POLYGON ((1316981.0882889363 3497596.2536688917, 1316932.9355556583 3496616.082265596, 1316788.9410929687 3495645.3504487304, 1316550.4916462584 3494693.406896347, 1316219.883614049 3493769.419345241, 1315800.30093242 3492882.2863006317, 1315295.7844119617 3492040.551338696, 1314711.1928225637 3491252.3208272555, 1314052.1561008017 3490525.1858570264, 1313325.0211305728 3489866.1491352646, 1312536.7906191323 3489281.5575458664, 1311695.0556571963 3488777.041025408, 1310807.9226125872 3488357.4583437787, 1309883.9350614808 3488026.85031157, 1308931.9915090976 3487788.4008648596, 1307961.259692232 3487644.4064021697, 1306981.0882889363 3487596.2536688917, 1306000.9168856407 3487644.4064021697, 1305030.185068775 3487788.4008648596, 1304078.2415163917 3488026.85031157, 1303154.2539652854 3488357.4583437787, 1302267.1209206763 3488777.041025408, 1301425.3859587403 3489281.5575458664, 1300637.1554472998 3489866.1491352646, 1299910.020477071 3490525.1858570264, 1299250.983755309 3491252.3208272555, 1298666.392165911 3492040.551338696, 1298161.8756454526 3492882.2863006317, 1297742.2929638235 3493769.419345241, 1297411.6849316142 3494693.406896347, 1297173.235484904 3495645.3504487304, 1297029.2410222143 3496616.082265596, 1296981.0882889363 3497596.2536688917, 1297029.2410222143 3498576.4250721876, 1297173.235484904 3499547.156889053, 1297411.6849316142 3500499.1004414363, 1297742.2929638235 3501423.0879925424, 1298161.8756454526 3502310.2210371518, 1298666.392165911 3503151.9559990875, 1299250.983755309 3503940.186510528, 1299910.0204770707 3504667.321480757, 1300637.1554472998 3505326.358202519, 1301425.3859587403 3505910.949791917, 1302267.1209206763 3506415.4663123754, 1303154.2539652854 3506835.0489940047, 1304078.2415163917 3507165.6570262136, 1305030.185068775 3507404.106472924, 1306000.9168856407 3507548.1009356137, 1306981.0882889363 3507596.2536688917, 1307961.259692232 3507548.1009356137, 1308931.9915090976 3507404.106472924, 1309883.9350614808 3507165.6570262136, 1310807.9226125872 3506835.0489940047, 1311695.0556571963 3506415.4663123754, 1312536.7906191323 3505910.949791917, 1313325.0211305728 3505326.358202519, 1314052.1561008017 3504667.321480757, 1314711.1928225637 3503940.186510528, 1315295.7844119617 3503151.9559990875, 1315800.30093242 3502310.2210371518, 1316219.883614049 3501423.0879925424, 1316550.4916462584 3500499.1004414363, 1316788.9410929687 3499547.156889053, 1316932.9355556583 3498576.4250721876, 1316981.0882889363 3497596.2536688917))"
"Culiacán, A. I.",24.767907517172475,-107.46919674204472,Sinaloa,Aeropuerto Internacional,"Culiacán, Sinaloa",PG340,POINT (-107.46919674204472 24.76790751717248),AI,1,AI-PG340-1,"POLYGON ((1476458.5456193462 2773134.3239310267, 1476410.3928860682 2772154.152527731, 1476266.3984233786 2771183.4207108654, 1476027.9489766683 2770231.477158482, 1475697.340944459 2769307.489607376, 1475277.7582628299 2768420.3565627667, 1474773.2417423716 2767578.621600831, 1474188.6501529736 2766790.3910893905, 1473529.6134312116 2766063.2561191614, 1472802.4784609827 2765404.2193973996, 1472014.2479495422 2764819.6278080014, 1471172.5129876062 2764315.111287543, 1470285.3799429971 2763895.5286059137, 1469361.3923918908 2763564.920573705, 1468409.4488395075 2763326.4711269946, 1467438.7170226418 2763182.4766643047, 1466458.5456193462 2763134.3239310267, 1465478.3742160506 2763182.4766643047, 1464507.6423991849 2763326.4711269946, 1463555.6988468016 2763564.920573705, 1462631.7112956953 2763895.5286059137, 1461744.5782510862 2764315.111287543, 1460902.8432891502 2764819.6278080014, 1460114.6127777097 2765404.2193973996, 1459387.4778074808 2766063.2561191614, 1458728.4410857188 2766790.3910893905, 1458143.8494963208 2767578.621600831, 1457639.3329758625 2768420.3565627667, 1457219.7502942334 2769307.489607376, 1456889.142262024 2770231.477158482, 1456650.6928153138 2771183.4207108654, 1456506.6983526242 2772154.152527731, 1456458.5456193462 2773134.3239310267, 1456506.6983526242 2774114.4953343226, 1456650.6928153138 2775085.227151188, 1456889.142262024 2776037.1707035713, 1457219.7502942334 2776961.1582546774, 1457639.3329758625 2777848.2912992868, 1458143.8494963208 2778690.0262612225, 1458728.4410857188 2779478.256772663, 1459387.4778074806 2780205.391742892, 1460114.6127777097 2780864.428464654, 1460902.8432891502 2781449.020054052, 1461744.5782510862 2781953.5365745104, 1462631.7112956953 2782373.1192561397, 1463555.6988468016 2782703.7272883486, 1464507.6423991849 2782942.176735059, 1465478.3742160506 2783086.1711977487, 1466458.5456193462 2783134.3239310267, 1467438.7170226418 2783086.1711977487, 1468409.4488395075 2782942.176735059, 1469361.3923918908 2782703.7272883486, 1470285.3799429971 2782373.1192561397, 1471172.5129876062 2781953.5365745104, 1472014.2479495422 2781449.020054052, 1472802.4784609827 2780864.428464654, 1473529.6134312116 2780205.391742892, 1474188.6501529736 2779478.256772663, 1474773.2417423716 2778690.0262612225, 1475277.7582628299 2777848.2912992868, 1475697.340944459 2776961.1582546774, 1476027.9489766683 2776037.1707035713, 1476266.3984233786 2775085.227151188, 1476410.3928860682 2774114.4953343226, 1476458.5456193462 2773134.3239310267))"
"Gral. Rodrígo M. Quevedo, Puerto Palomas (terrestre)",31.783335880695912,-107.62951151770936,Chihuahua,Cruce Fronterizo Terrestre,"Gral, Chihuahua",PG347,POINT (-107.62951151770936 31.783335880695912),FN,1,FN-PG347-1,"POLYGON ((1398937.0646795891 3554919.6413249522, 1398888.9119463111 3553939.4699216564, 1398744.9174836215 3552968.738104791, 1398506.4680369112 3552016.7945524077, 1398175.860004702 3551092.8070013016, 1397756.2773230728 3550205.673956692, 1397251.7608026145 3549363.9389947564, 1396667.1692132165 3548575.708483316, 1396008.1324914545 3547848.573513087, 1395280.9975212256 3547189.536791325, 1394492.7670097852 3546604.945201927, 1393651.0320478491 3546100.4286814686, 1392763.89900324 3545680.8459998392, 1391839.9114521337 3545350.2379676304, 1390887.9678997505 3545111.78852092, 1389917.2360828847 3544967.7940582302, 1388937.0646795891 3544919.6413249522, 1387956.8932762935 3544967.7940582302, 1386986.1614594278 3545111.78852092, 1386034.2179070446 3545350.2379676304, 1385110.2303559382 3545680.8459998392, 1384223.097311329 3546100.4286814686, 1383381.362349393 3546604.945201927, 1382593.1318379526 3547189.536791325, 1381865.9968677238 3547848.573513087, 1381206.9601459617 3548575.708483316, 1380622.3685565637 3549363.9389947564, 1380117.8520361055 3550205.673956692, 1379698.2693544764 3551092.8070013016, 1379367.661322267 3552016.7945524077, 1379129.2118755567 3552968.738104791, 1378985.2174128671 3553939.4699216564, 1378937.0646795891 3554919.6413249522, 1378985.2174128671 3555899.812728248, 1379129.2118755567 3556870.5445451136, 1379367.661322267 3557822.488097497, 1379698.2693544764 3558746.475648603, 1380117.8520361055 3559633.6086932123, 1380622.3685565637 3560475.343655148, 1381206.9601459617 3561263.5741665885, 1381865.9968677235 3561990.7091368176, 1382593.1318379526 3562649.7458585794, 1383381.362349393 3563234.3374479776, 1384223.097311329 3563738.853968436, 1385110.2303559382 3564158.4366500652, 1386034.2179070446 3564489.044682274, 1386986.1614594278 3564727.4941289844, 1387956.8932762935 3564871.4885916742, 1388937.0646795891 3564919.6413249522, 1389917.2360828847 3564871.4885916742, 1390887.9678997505 3564727.4941289844, 1391839.9114521337 3564489.044682274, 1392763.89900324 3564158.4366500652, 1393651.0320478491 3563738.853968436, 1394492.7670097852 3563234.3374479776, 1395280.9975212256 3562649.7458585794, 1396008.1324914545 3561990.7091368176, 1396667.1692132165 3561263.5741665885, 1397251.7608026145 3560475.343655148, 1397756.2773230728 3559633.6086932123, 1398175.860004702 3558746.475648603, 1398506.4680369112 3557822.488097497, 1398744.9174836215 3556870.5445451136, 1398888.9119463111 3555899.812728248, 1398937.0646795891 3554919.6413249522))"
"Mazatlán, A. I.",23.16731734153696,-106.26973139073984,Sinaloa,Aeropuerto Internacional,"Mazatlán, Sinaloa",PG366,POINT (-106.26973139073984 23.16731734153696),AI,1,AI-PG366-1,"POLYGON ((1612771.935270584 2602994.106811585, 1612723.782537306 2602013.935408289, 1612579.7880746163 2601043.2035914236, 1612341.338627906 2600091.2600390404, 1612010.7305956967 2599167.272487934, 1611591.1479140676 2598280.139443325, 1611086.6313936093 2597438.404481389, 1610502.0398042114 2596650.1739699487, 1609843.0030824495 2595923.0389997195, 1609115.8681122204 2595264.0022779577, 1608327.63760078 2594679.4106885595, 1607485.902638844 2594174.8941681013, 1606598.7695942349 2593755.311486472, 1605674.7820431285 2593424.703454263, 1604722.8384907453 2593186.2540075528, 1603752.1066738795 2593042.259544863, 1602771.935270584 2592994.106811585, 1601791.7638672884 2593042.259544863, 1600821.0320504226 2593186.2540075528, 1599869.0884980394 2593424.703454263, 1598945.100946933 2593755.311486472, 1598057.967902324 2594174.8941681013, 1597216.232940388 2594679.4106885595, 1596428.0024289475 2595264.0022779577, 1595700.8674587186 2595923.0389997195, 1595041.8307369566 2596650.1739699487, 1594457.2391475586 2597438.404481389, 1593952.7226271003 2598280.139443325, 1593533.1399454712 2599167.272487934, 1593202.5319132619 2600091.2600390404, 1592964.0824665516 2601043.2035914236, 1592820.088003862 2602013.935408289, 1592771.935270584 2602994.106811585, 1592820.088003862 2603974.2782148807, 1592964.0824665516 2604945.0100317462, 1593202.5319132619 2605896.9535841295, 1593533.1399454712 2606820.9411352356, 1593952.7226271003 2607708.074179845, 1594457.2391475586 2608549.8091417807, 1595041.8307369566 2609338.039653221, 1595700.8674587184 2610065.1746234503, 1596428.0024289475 2610724.211345212, 1597216.232940388 2611308.8029346103, 1598057.967902324 2611813.3194550686, 1598945.100946933 2612232.902136698, 1599869.0884980394 2612563.5101689068, 1600821.0320504226 2612801.959615617, 1601791.7638672884 2612945.954078307, 1602771.935270584 2612994.106811585, 1603752.1066738795 2612945.954078307, 1604722.8384907453 2612801.959615617, 1605674.7820431285 2612563.5101689068, 1606598.7695942349 2612232.902136698, 1607485.902638844 2611813.3194550686, 1608327.63760078 2611308.8029346103, 1609115.8681122204 2610724.211345212, 1609843.0030824493 2610065.1746234503, 1610502.0398042114 2609338.039653221, 1611086.6313936093 2608549.8091417807, 1611591.1479140676 2607708.074179845, 1612010.7305956967 2606820.9411352356, 1612341.338627906 2605896.9535841295, 1612579.7880746163 2604945.0100317462, 1612723.782537306 2603974.2782148807, 1612771.935270584 2602994.106811585))"
Mazatlán (marítimo) 12,23.2035785,-106.4208391,Sinaloa,Puerto Internacion Maritimo,"Mazatlán , Sinaloa",PG366,POINT (-106.4208391 23.203578499999995),PM,2,PM-PG366-2,"POLYGON ((1596819.7137842958 2605897.292362713, 1596771.5610510178 2604917.120959417, 1596627.5665883282 2603946.3891425515, 1596389.117141618 2602994.4455901682, 1596058.5091094086 2602070.458039062, 1595638.9264277795 2601183.3249944528, 1595134.4099073212 2600341.590032517, 1594549.8183179232 2599553.3595210765, 1593890.7815961614 2598826.2245508474, 1593163.6466259323 2598167.1878290856, 1592375.4161144919 2597582.5962396874, 1591533.6811525559 2597078.079719229, 1590646.5481079468 2596658.4970376, 1589722.5605568404 2596327.889005391, 1588770.6170044572 2596089.4395586806, 1587799.8851875914 2595945.445095991, 1586819.7137842958 2595897.292362713, 1585839.5423810002 2595945.445095991, 1584868.8105641345 2596089.4395586806, 1583916.8670117513 2596327.889005391, 1582992.879460645 2596658.4970376, 1582105.7464160358 2597078.079719229, 1581264.0114540998 2597582.5962396874, 1580475.7809426594 2598167.1878290856, 1579748.6459724305 2598826.2245508474, 1579089.6092506684 2599553.3595210765, 1578505.0176612705 2600341.590032517, 1578000.5011408122 2601183.3249944528, 1577580.918459183 2602070.458039062, 1577250.3104269737 2602994.4455901682, 1577011.8609802634 2603946.3891425515, 1576867.8665175738 2604917.120959417, 1576819.7137842958 2605897.292362713, 1576867.8665175738 2606877.4637660086, 1577011.8609802634 2607848.195582874, 1577250.3104269737 2608800.1391352573, 1577580.918459183 2609724.1266863635, 1578000.5011408122 2610611.259730973, 1578505.0176612705 2611452.9946929086, 1579089.6092506684 2612241.225204349, 1579748.6459724302 2612968.360174578, 1580475.7809426594 2613627.39689634, 1581264.0114540998 2614211.988485738, 1582105.7464160358 2614716.5050061964, 1582992.879460645 2615136.087687826, 1583916.8670117513 2615466.6957200347, 1584868.8105641345 2615705.145166745, 1585839.5423810002 2615849.139629435, 1586819.7137842958 2615897.292362713, 1587799.8851875914 2615849.139629435, 1588770.6170044572 2615705.145166745, 1589722.5605568404 2615466.6957200347, 1590646.5481079468 2615136.087687826, 1591533.6811525559 2614716.5050061964, 1592375.4161144919 2614211.988485738, 1593163.6466259323 2613627.39689634, 1593890.7815961612 2612968.360174578, 1594549.8183179232 2612241.225204349, 1595134.4099073212 2611452.9946929086, 1595638.9264277795 2610611.259730973, 1596058.5091094086 2609724.1266863635, 1596389.117141618 2608800.1391352573, 1596627.5665883282 2607848.195582874, 1596771.5610510178 2606877.4637660086, 1596819.7137842958 2605897.292362713))"
"Ciudad Juárez, A. I. ""Abraham González""",31.637004781234303,-106.43581922607838,Chihuahua,Aeropuerto Internacional,"Ciudad Juárez, Chihuahua",PG374,POINT (-106.43581922607838 31.6370047812343),AI,1,AI-PG374-1,"POLYGON ((1514318.1561195077 3549110.5717648338, 1514270.0033862297 3548130.400361538, 1514126.0089235401 3547159.6685446724, 1513887.5594768298 3546207.724992289, 1513556.9514446205 3545283.737441183, 1513137.3687629914 3544396.6043965737, 1512632.8522425331 3543554.869434638, 1512048.2606531351 3542766.6389231975, 1511389.223931373 3542039.5039529684, 1510662.0889611442 3541380.4672312066, 1509873.8584497038 3540795.8756418084, 1509032.1234877678 3540291.35912135, 1508144.9904431587 3539871.7764397208, 1507221.0028920523 3539541.168407512, 1506269.059339669 3539302.7189608016, 1505298.3275228033 3539158.7244981118, 1504318.1561195077 3539110.5717648338, 1503337.9847162121 3539158.7244981118, 1502367.2528993464 3539302.7189608016, 1501415.3093469632 3539541.168407512, 1500491.3217958568 3539871.7764397208, 1499604.1887512477 3540291.35912135, 1498762.4537893117 3540795.8756418084, 1497974.2232778713 3541380.4672312066, 1497247.0883076424 3542039.5039529684, 1496588.0515858803 3542766.6389231975, 1496003.4599964824 3543554.869434638, 1495498.943476024 3544396.6043965737, 1495079.360794395 3545283.737441183, 1494748.7527621856 3546207.724992289, 1494510.3033154754 3547159.6685446724, 1494366.3088527857 3548130.400361538, 1494318.1561195077 3549110.5717648338, 1494366.3088527857 3550090.7431681296, 1494510.3033154754 3551061.474984995, 1494748.7527621856 3552013.4185373783, 1495079.360794395 3552937.4060884845, 1495498.943476024 3553824.539133094, 1496003.4599964824 3554666.2740950296, 1496588.0515858803 3555454.50460647, 1497247.0883076421 3556181.639576699, 1497974.2232778713 3556840.676298461, 1498762.4537893117 3557425.267887859, 1499604.1887512477 3557929.7844083174, 1500491.3217958568 3558349.3670899468, 1501415.3093469632 3558679.9751221556, 1502367.2528993464 3558918.424568866, 1503337.9847162121 3559062.4190315558, 1504318.1561195077 3559110.5717648338, 1505298.3275228033 3559062.4190315558, 1506269.059339669 3558918.424568866, 1507221.0028920523 3558679.9751221556, 1508144.9904431587 3558349.3670899468, 1509032.1234877678 3557929.7844083174, 1509873.8584497038 3557425.267887859, 1510662.0889611442 3556840.676298461, 1511389.223931373 3556181.639576699, 1512048.2606531351 3555454.50460647, 1512632.8522425331 3554666.2740950296, 1513137.3687629914 3553824.539133094, 1513556.9514446205 3552937.4060884845, 1513887.5594768298 3552013.4185373783, 1514126.0089235401 3551061.474984995, 1514270.0033862297 3550090.7431681296, 1514318.1561195077 3549110.5717648338))"
"Ciudad Juárez, Córdova (terrestre)",31.75899892717944,-106.46192972829584,Chihuahua,Cruce Fronterizo Terrestre,"Ciudad Juárez, Chihuahua",PG374,POINT (-106.46192972829584 31.75899892717944),FN,2,FN-PG374-2,"POLYGON ((1510491.433506018 3562490.882605852, 1510443.28077274 3561510.7112025563, 1510299.2863100504 3560539.9793856908, 1510060.83686334 3559588.0358333075, 1509730.2288311308 3558664.0482822014, 1509310.6461495017 3557776.915237592, 1508806.1296290434 3556935.1802756563, 1508221.5380396454 3556146.949764216, 1507562.5013178834 3555419.8147939867, 1506835.3663476545 3554760.778072225, 1506047.135836214 3554176.1864828267, 1505205.400874278 3553671.6699623684, 1504318.267829669 3553252.087280739, 1503394.2802785626 3552921.47924853, 1502442.3367261793 3552683.02980182, 1501471.6049093136 3552539.03533913, 1500491.433506018 3552490.882605852, 1499511.2621027224 3552539.03533913, 1498540.5302858567 3552683.02980182, 1497588.5867334735 3552921.47924853, 1496664.599182367 3553252.087280739, 1495777.466137758 3553671.6699623684, 1494935.731175822 3554176.1864828267, 1494147.5006643815 3554760.778072225, 1493420.3656941527 3555419.8147939867, 1492761.3289723906 3556146.949764216, 1492176.7373829926 3556935.1802756563, 1491672.2208625344 3557776.915237592, 1491252.6381809053 3558664.0482822014, 1490922.030148696 3559588.0358333075, 1490683.5807019856 3560539.9793856908, 1490539.586239296 3561510.7112025563, 1490491.433506018 3562490.882605852, 1490539.586239296 3563471.054009148, 1490683.5807019856 3564441.7858260134, 1490922.030148696 3565393.7293783966, 1491252.6381809053 3566317.716929503, 1491672.2208625344 3567204.849974112, 1492176.7373829926 3568046.584936048, 1492761.3289723906 3568834.8154474883, 1493420.3656941524 3569561.9504177175, 1494147.5006643815 3570220.9871394793, 1494935.731175822 3570805.5787288775, 1495777.466137758 3571310.0952493357, 1496664.599182367 3571729.677930965, 1497588.5867334735 3572060.285963174, 1498540.5302858567 3572298.7354098842, 1499511.2621027224 3572442.729872574, 1500491.433506018 3572490.882605852, 1501471.6049093136 3572442.729872574, 1502442.3367261793 3572298.7354098842, 1503394.2802785626 3572060.285963174, 1504318.267829669 3571729.677930965, 1505205.400874278 3571310.0952493357, 1506047.135836214 3570805.5787288775, 1506835.3663476545 3570220.9871394793, 1507562.5013178834 3569561.9504177175, 1508221.5380396454 3568834.8154474883, 1508806.1296290434 3568046.584936048, 1509310.6461495017 3567204.849974112, 1509730.2288311308 3566317.716929503, 1510060.83686334 3565393.7293783966, 1510299.2863100504 3564441.7858260134, 1510443.28077274 3563471.054009148, 1510491.433506018 3562490.882605852))"
